chromosome1	x1	x2	chromosome2	y1	y2	color	observed	loopId	FDR	EnrichmentScore	P2LL	distance	counts_X	counts_Y	density	-log10(binomal_p-value)	-log10(poisson_p-value)	-log10(hypergeometric_p-value)	-log10(poisson_p-value_peak_x)	-log10(poisson_p-value_peak_y)
chr2	219158629	219161280	chr2	219210706	219211757	"0,255,255"	10	chr2-chr2-322	0.0	10.0	10.0	51277.0	301	82	0.15889661251095974	300.0	300.0	24.551145619728636	136.86316579973945	34.907113244915166
chr2	25342543	25342744	chr2	25453048	25453476	"0,255,255"	5	chr2-chr2-323	0.0	5.0	5.0	110618.5	128	26	0.4675955957993425	300.0	300.0	15.478705127754512	56.96860083603103	7.7892446254079415
chr2	105114303	105115689	chr2	105179567	105180573	"0,255,255"	8	chr2-chr2-324	0.0	8.0	8.0	65074.0	223	47	0.1967342005068806	300.0	300.0	22.04997735987054	125.76131297372235	16.33514350262522
chr2	74528830	74532491	chr2	74587029	74590174	"0,255,255"	20	chr2-chr2-325	0.0	20.0	10.0	57941.0	312	380	0.17285784881444988	300.0	300.0	40.62002283430063	135.8831822174229	181.78883231745624
chr2	60805153	60806645	chr2	60996963	60999220	"0,255,255"	9	chr2-chr2-326	0.0	9.0	9.0	192192.5	195	331	0.14121411938223943	300.0	300.0	17.85237923541152	98.72371599825439	173.1562396901725
chr2	100728848	100730442	chr2	100984147	100985095	"0,255,255"	6	chr2-chr2-327	0.0	6.0	6.0	254976.0	42	215	0.1388438850154775	300.0	300.0	16.27549979542246	12.96377545614007	147.0882780482221
chr2	25373987	25377276	chr2	25521897	25522544	"0,255,255"	8	chr2-chr2-328	0.0	8.0	8.0	146589.0	295	261	0.11956001209666117	300.0	300.0	14.898433014050074	103.51951066417868	174.4412554742491
chr2	10834605	10835752	chr2	11124264	11125377	"0,255,255"	9	chr2-chr2-329	0.0	9.0	9.0	289642.0	223	197	0.2342529794531043	300.0	300.0	19.373417877950075	65.95356707805674	79.54187143111818
chr2	179422089	179424270	chr2	179750808	179751430	"0,255,255"	7	chr2-chr2-330	0.0	7.0	7.0	327939.5	117	111	0.14690142049978636	300.0	300.0	18.19114273271306	67.84152468006968	77.70795317339969
chr2	75310095	75312543	chr2	75403928	75404216	"0,255,255"	10	chr2-chr2-331	0.0	10.0	10.0	92753.0	136	165	0.21499826736680297	300.0	300.0	24.91855475159266	75.69788117333378	117.03812490369069
chr2	11738567	11739617	chr2	11777379	11779414	"0,255,255"	10	chr2-chr2-332	0.0	10.0	10.0	39304.5	75	248	0.19067593501315167	300.0	300.0	25.816751603392227	38.676415281653604	116.80900418997497
chr2	68751526	68751964	chr2	68898843	68901369	"0,255,255"	9	chr2-chr2-333	0.0	9.0	9.0	148361.0	178	134	0.17861394519703633	300.0	300.0	21.812405674694425	109.90506860427531	28.86324792508285
chr2	234135603	234136024	chr2	234499662	234502092	"0,255,255"	11	chr2-chr2-334	0.0	11.0	11.0	365063.5	117	256	0.2269585357653912	300.0	300.0	26.428090070389057	71.88177258765413	131.58944757951633
chr2	112624758	112627471	chr2	112690319	112692183	"0,255,255"	9	chr2-chr2-335	0.0	9.0	9.0	65136.5	378	191	0.115667846529171	300.0	300.0	17.41214370738509	247.6426904726582	101.61950274669589
chr2	70341311	70341492	chr2	70647970	70648299	"0,255,255"	5	chr2-chr2-336	0.0	5.0	5.0	306733.0	124	75	0.5767012348191892	300.0	300.0	13.131276567028804	84.14239469752565	51.672441461826786
chr2	202588745	202589888	chr2	202634428	202635825	"0,255,255"	14	chr2-chr2-337	0.0	14.0	14.0	45810.0	294	148	0.3242241587881111	300.0	300.0	32.65649827499816	221.7079505097896	75.03834240984297
chr2	57902735	57907431	chr2	58448112	58449974	"0,255,255"	12	chr2-chr2-338	0.0	12.0	12.0	543960.0	413	121	0.10763682699278555	300.0	300.0	26.53734333125574	208.35223015723014	70.29756819496296
chr2	189750077	189751443	chr2	190070192	190070764	"0,255,255"	7	chr2-chr2-339	0.0	7.0	7.0	319718.0	84	172	0.21246887598601708	300.0	300.0	17.869324534862635	53.4953927687196	110.70500008937854
chr2	220685641	220688487	chr2	221570636	221574160	"0,255,255"	15	chr2-chr2-340	0.0	15.0	15.0	885334.0	165	539	0.13851693709157917	300.0	300.0	30.66636554603744	100.15358855410537	300.0
chr2	240982995	240983693	chr2	241063638	241063773	"0,255,255"	5	chr2-chr2-341	0.0	5.0	5.0	80361.5	75	18	0.3530823886648097	300.0	300.0	17.549009475053726	42.32685446113836	7.445781872150523
chr2	234550644	234550973	chr2	235115753	235117133	"0,255,255"	6	chr2-chr2-342	0.0	6.0	6.0	565634.5	157	72	0.206519108080365	300.0	300.0	15.632808409410698	132.85510216613284	35.79770893681112
chr2	222914768	222916648	chr2	222938964	222939620	"0,255,255"	9	chr2-chr2-343	0.0	9.0	9.0	23584.0	118	106	0.20875857001735634	300.0	300.0	24.41149196155755	45.54124886484154	75.69828248109515
chr2	191812138	191814164	chr2	192160371	192162638	"0,255,255"	9	chr2-chr2-344	0.0	9.0	9.0	348353.5	206	223	0.12331976090473229	300.0	300.0	19.19576214329982	148.6522080319931	140.55747317730675
chr2	46461896	46466432	chr2	46599923	46603971	"0,255,255"	11	chr2-chr2-345	0.0	11.0	11.0	137783.0	541	139	0.07537963484006645	300.0	300.0	21.957607075954602	297.368796665017	36.93893996606763
chr2	68751756	68753883	chr2	68905057	68910440	"0,255,255"	15	chr2-chr2-346	0.0	15.0	15.0	154929.0	253	280	0.1174903980390625	300.0	300.0	32.12321899532865	136.74469990092302	75.06723396610231
chr2	130182107	130182232	chr2	130330772	130332849	"0,255,255"	6	chr2-chr2-347	0.0	6.0	6.0	149641.0	27	296	0.16028208706146402	300.0	300.0	16.68209927568647	12.062896259493714	186.6941383466622
chr2	142286738	142286957	chr2	142603681	142604162	"0,255,255"	5	chr2-chr2-348	0.0	5.0	5.0	317074.0	17	33	0.42016804251112355	300.0	300.0	19.551856587230084	7.664585340045415	20.83087638385905
chr2	216698794	216699957	chr2	217510819	217511679	"0,255,255"	6	chr2-chr2-349	0.0	6.0	6.0	811873.5	128	230	0.1744642391049648	300.0	300.0	13.088381038381863	70.85706885155372	151.16574436883639
chr2	20103587	20103711	chr2	20291045	20291689	"0,255,255"	5	chr2-chr2-350	0.0	5.0	5.0	187718.0	34	35	0.3829656637471179	300.0	300.0	17.763068483418973	14.74384274041188	21.1801090085511
chr2	9812733	9814275	chr2	9914427	9915121	"0,255,255"	8	chr2-chr2-351	0.0	8.0	8.0	101270.0	210	99	0.21045984240270948	300.0	300.0	19.528846266552133	114.30149092822988	83.5883988547125
chr2	219159918	219162059	chr2	219294404	219298906	"0,255,255"	14	chr2-chr2-352	0.0	14.0	14.0	135666.5	277	377	0.12396949620981516	300.0	300.0	27.188877418092787	124.49310874404976	167.41197876774686
chr2	47856894	47858178	chr2	48105426	48107265	"0,255,255"	9	chr2-chr2-353	0.0	9.0	9.0	248809.5	141	382	0.1695202476990124	300.0	300.0	18.582120696803756	76.7966439638775	142.88408465037966
chr2	231227446	231227970	chr2	231450882	231453563	"0,255,255"	7	chr2-chr2-354	0.0	7.0	7.0	224514.5	187	144	0.12847571970698943	300.0	300.0	15.928159325965957	104.27928456788862	71.01750403706832
chr2	11863332	11864174	chr2	12046336	12051807	"0,255,255"	9	chr2-chr2-355	0.0	9.0	9.0	185318.5	251	314	0.08386056289624833	300.0	300.0	17.05971817329096	128.03306156026215	71.13964814980561
chr2	30164713	30165638	chr2	30710603	30714762	"0,255,255"	10	chr2-chr2-356	0.0	10.0	10.0	547507.0	267	707	0.11570323751289792	300.0	300.0	15.546998570249364	218.9563098186314	300.0
chr2	80325803	80326990	chr2	80498214	80499803	"0,255,255"	10	chr2-chr2-357	0.0	10.0	10.0	172612.0	130	164	0.21190030962376546	300.0	300.0	25.14834169139652	74.05221647319226	85.73398234485578
chr2	202831457	202833362	chr2	202870613	202872150	"0,255,255"	11	chr2-chr2-358	0.0	11.0	11.0	38972.0	192	231	0.187989188107824	300.0	300.0	24.483133382695662	131.3208559542295	191.98324017862228
chr2	130797584	130798446	chr2	130920109	130920968	"0,255,255"	7	chr2-chr2-359	0.0	7.0	7.0	122523.5	363	60	0.23925896668268506	300.0	300.0	16.641087299146573	300.0	35.21503546896036
chr2	95021991	95023964	chr2	95115209	95117614	"0,255,255"	10	chr2-chr2-360	0.0	10.0	10.0	93434.0	316	110	0.13436163990762287	300.0	300.0	22.998547610654036	231.22814326699805	55.55890896964271
chr2	30862032	30862517	chr2	31170052	31170302	"0,255,255"	5	chr2-chr2-361	0.0	5.0	5.0	307902.5	73	104	0.40016004048678433	300.0	300.0	13.580083069188724	51.41436641073018	41.57962677560317
chr2	231482800	231482908	chr2	231558019	231558278	"0,255,255"	5	chr2-chr2-362	0.0	5.0	5.0	75294.5	27	90	0.8014104353073201	300.0	300.0	16.16916838228207	10.0059291854408	33.09418989811422
chr2	6345077	6345975	chr2	6351824	6352586	"0,255,255"	7	chr2-chr2-363	0.0	7.0	7.0	6679.0	97	81	0.24805101304873559	300.0	300.0	19.766326798652326	49.23486977688059	25.179845799656956
chr2	182666771	182667864	chr2	182979163	182980330	"0,255,255"	8	chr2-chr2-364	0.0	8.0	8.0	312429.0	92	130	0.20822487062498157	300.0	300.0	21.494309584892996	66.82802941312946	75.0792282463314
chr2	60793415	60795992	chr2	60995714	61002640	"0,255,255"	14	chr2-chr2-365	0.0	14.0	14.0	204473.5	181	489	0.08665993510699802	300.0	300.0	28.24442444071015	44.831483159515464	163.01884057065766
chr2	17851668	17851999	chr2	18149862	18151851	"0,255,255"	7	chr2-chr2-366	0.0	7.0	7.0	299023.0	128	47	0.1774847765779746	300.0	300.0	20.641713365435017	75.9870484793776	13.957666217479765
chr2	197802360	197805353	chr2	198053897	198054623	"0,255,255"	7	chr2-chr2-367	0.0	7.0	7.0	250403.5	298	98	0.11071919377813957	300.0	300.0	15.694336150878344	204.7193209550176	56.98978835985741
chr2	86224455	86225838	chr2	86367801	86369812	"0,255,255"	8	chr2-chr2-368	0.02	8.0	8.0	143660.0	120	265	0.13865297808263358	300.0	300.0	18.020224698122277	13.247588305305104	150.90605800612704
chr2	231647207	231648963	chr2	231673330	231677417	"0,255,255"	11	chr2-chr2-369	0.0	11.0	11.0	27288.5	117	275	0.1107408498146723	300.0	300.0	26.08000339113011	60.86455043768566	56.60141248895345
chr2	135473051	135474156	chr2	135531497	135532112	"0,255,255"	7	chr2-chr2-370	0.0	7.0	7.0	58201.0	144	101	0.239398070733082	300.0	300.0	17.840654877710634	102.97333236134659	60.24035963818552
chr2	88060428	88060970	chr2	88159532	88160289	"0,255,255"	6	chr2-chr2-371	0.0	6.0	6.0	99211.5	112	142	0.2717021983905649	300.0	300.0	14.715071216809887	82.93024861025494	128.4449679861352
chr2	46541238	46542636	chr2	46601568	46601675	"0,255,255"	6	chr2-chr2-372	0.0	6.0	6.0	59684.5	260	25	0.23451239582016195	300.0	300.0	17.245859660954242	135.4468443551986	5.93100060678794
chr2	171703616	171706967	chr2	172101716	172104332	"0,255,255"	10	chr2-chr2-373	0.0	10.0	5.0	397732.5	245	312	0.09858140766139986	300.0	300.0	19.48579169758148	155.61102839772064	133.41040906027172
chr2	119702800	119703830	chr2	119826488	119826796	"0,255,255"	6	chr2-chr2-374	0.0	6.0	6.0	123327.0	215	63	0.26378262758545873	300.0	300.0	15.164280938697349	152.46733477059794	30.763282938421117
chr2	20661299	20662010	chr2	20676509	20678028	"0,255,255"	9	chr2-chr2-375	0.0	9.0	4.5	15614.0	329	116	0.23740436482691285	300.0	300.0	19.956437554181967	263.58852677289286	37.576498576214625
chr2	54053472	54054343	chr2	54081453	54081924	"0,255,255"	7	chr2-chr2-376	0.0	7.0	7.0	27781.0	71	45	0.30682912195298145	300.0	300.0	22.634545135411305	18.326638767281622	25.411212613679453
chr2	191571234	191571374	chr2	191689439	191692074	"0,255,255"	7	chr2-chr2-377	0.0	7.0	7.0	119452.5	42	271	0.14838366906699138	300.0	300.0	18.691570244770272	21.270382467814233	123.9273229916599
chr2	43126876	43128223	chr2	43483449	43485789	"0,255,255"	11	chr2-chr2-378	0.0	11.0	11.0	357069.5	303	274	0.17549736519314627	300.0	300.0	21.434571762253647	108.5816995914438	125.90571947154622
chr2	71298560	71300068	chr2	71509331	71511146	"0,255,255"	8	chr2-chr2-379	0.0	8.0	8.0	210924.5	165	173	0.14161547024148613	300.0	300.0	18.39095976018787	119.08769036833726	102.69638268899077
chr2	30208618	30209214	chr2	30475414	30475830	"0,255,255"	5	chr2-chr2-380	0.0	5.0	5.0	266706.0	200	30	0.29063006893061905	300.0	300.0	14.16198568131908	85.66845116174593	10.757899456431279
chr2	225120402	225124137	chr2	225658852	225661821	"0,255,255"	11	chr2-chr2-381	0.0	11.0	11.0	538067.0	125	259	0.09651831525464354	300.0	300.0	26.04211466834757	50.39094764200194	131.07774552376407
chr2	209977035	209977854	chr2	210195575	210195767	"0,255,255"	5	chr2-chr2-382	0.0	5.0	5.0	218226.5	70	70	0.29091753685240995	300.0	300.0	14.553958138079555	36.262699954219144	35.425701861048395
chr2	63698853	63700612	chr2	63888910	63889181	"0,255,255"	6	chr2-chr2-383	0.0	6.0	6.0	189313.0	130	80	0.17386263828046494	300.0	300.0	15.849133559388756	63.046786096074015	49.64801904034071
chr2	119313065	119313219	chr2	119366468	119367145	"0,255,255"	5	chr2-chr2-384	0.0	5.0	5.0	53664.5	32	65	0.3539321657735096	300.0	300.0	16.498110453826886	16.144808651293285	21.617447546323834
chr2	135473588	135474169	chr2	135707908	135712236	"0,255,255"	12	chr2-chr2-385	0.0	12.0	12.0	236193.5	133	344	0.1437935040575856	300.0	300.0	26.98771592774955	106.22272965417064	250.3699646180172
chr2	157777258	157778461	chr2	158009340	158011070	"0,255,255"	8	chr2-chr2-386	0.0	8.0	8.0	232345.5	85	121	0.16044603055317366	300.0	300.0	22.036902167370886	55.11915826362336	76.29099331921931
chr2	197110550	197116506	chr2	197167512	197170000	"0,255,255"	13	chr2-chr2-387	0.0	13.0	13.0	55228.0	358	230	0.09056203663787836	300.0	300.0	26.232457267978283	161.0138609417913	116.9701724896589
chr2	222708355	222708489	chr2	222796149	222797518	"0,255,255"	5	chr2-chr2-388	0.0	5.0	5.0	88411.5	78	68	0.19568704574703027	300.0	300.0	14.377288549787748	38.01285250227986	23.77841682333021
chr2	11827675	11830126	chr2	12931356	12931729	"0,255,255"	6	chr2-chr2-389	0.0	6.0	6.0	1102642.0	391	77	0.12497916278659482	300.0	300.0	13.05324548476109	235.20793596353096	54.80445238571471
chr2	186501910	186506710	chr2	186640220	186642490	"0,255,255"	15	chr2-chr2-390	0.0	15.0	15.0	137045.0	179	240	0.12480238886469015	300.0	300.0	35.48039595308116	58.45797768885614	185.33112439483727
chr2	236545188	236546060	chr2	236569520	236569895	"0,255,255"	6	chr2-chr2-391	0.0	6.0	6.0	24083.5	60	251	0.28303220185191963	300.0	300.0	14.889429586960965	23.367356730585033	165.24247253516842
chr2	86220830	86221653	chr2	86296699	86298599	"0,255,255"	9	chr2-chr2-392	0.0	9.0	9.0	76407.5	267	163	0.19442223046787208	300.0	300.0	19.415201889333005	146.78715726180332	104.38144541577412
chr2	63691820	63693339	chr2	63861443	63862447	"0,255,255"	7	chr2-chr2-393	0.0	7.0	7.0	169365.5	91	105	0.16320439225560884	300.0	300.0	19.15139955233555	23.987472703870125	52.59645321443816
chr2	26961069	26962107	chr2	27016332	27017296	"0,255,255"	7	chr2-chr2-394	0.0	7.0	7.0	55226.0	232	97	0.20567666416628427	300.0	300.0	16.494832966097416	182.6249877319137	52.76705184017253
chr2	24611825	24615587	chr2	24826044	24827984	"0,255,255"	9	chr2-chr2-395	0.0	9.0	9.0	213308.0	227	323	0.09284667372220548	300.0	300.0	17.345977002438268	127.51520838579484	191.53059938448087
chr2	119407702	119409231	chr2	119429891	119434235	"0,255,255"	10	chr2-chr2-396	0.0	10.0	10.0	23596.5	279	87	0.10015924732088761	300.0	300.0	24.61406386499018	188.0826606424848	20.459475201142016
chr2	61694683	61695177	chr2	61707722	61708285	"0,255,255"	5	chr2-chr2-397	0.0	5.0	5.0	13073.5	66	40	0.27825698179544606	300.0	300.0	15.949801964877906	33.60202438365679	18.37057024354703
chr2	20439984	20443679	chr2	20650003	20651313	"0,255,255"	9	chr2-chr2-398	0.0	9.0	9.0	208826.5	241	173	0.10577657014266047	300.0	300.0	19.583190858572525	63.003780845891896	96.79048537540899
chr2	152036963	152037286	chr2	152047352	152048274	"0,255,255"	5	chr2-chr2-399	0.0	5.0	5.0	10688.5	231	53	0.23623906004641482	300.0	300.0	12.543616110255694	155.3622197076938	9.688528860948736
chr2	29294616	29296764	chr2	29841536	29843712	"0,255,255"	8	chr2-chr2-400	0.0	8.0	8.0	546934.0	95	124	0.10883168538678502	300.0	300.0	21.547256135711336	41.14466975827914	57.03368190357502
chr2	38535729	38538606	chr2	38740834	38741602	"0,255,255"	7	chr2-chr2-401	0.0	7.0	7.0	204050.5	242	133	0.11296699085347081	300.0	300.0	15.381312445290929	139.00674692961658	90.98225165741847
chr2	230847540	230850194	chr2	230985042	230987898	"0,255,255"	12	chr2-chr2-402	0.0	12.0	12.0	137603.0	250	597	0.12810931241718468	300.0	300.0	20.71166443163895	171.9895235251762	300.0
chr2	237121612	237122601	chr2	237475009	237475817	"0,255,255"	7	chr2-chr2-403	0.0	7.0	7.0	353306.5	65	194	0.22914005657256598	300.0	300.0	18.310071740288407	38.97641767048192	132.05917974736656
chr2	54520888	54523536	chr2	54703807	54706561	"0,255,255"	14	chr2-chr2-404	0.0	14.0	14.0	182972.0	313	216	0.15244897506882676	300.0	300.0	29.88642265691508	172.96235624826423	117.28600624460975
chr2	30090026	30091082	chr2	30115264	30115910	"0,255,255"	7	chr2-chr2-405	0.0	7.0	7.0	25033.0	106	83	0.24192989521792074	300.0	300.0	19.411456404322312	52.64370160231301	48.54692338314884
chr2	231297138	231299447	chr2	231392354	231395813	"0,255,255"	12	chr2-chr2-406	0.0	12.0	12.0	95791.0	174	198	0.12237904150809423	300.0	300.0	28.473136791884336	82.32987943092256	49.90636275850217
chr2	215948852	215952459	chr2	216022287	216024234	"0,255,255"	11	chr2-chr2-407	0.0	11.0	11.0	72605.0	208	156	0.11650320228072206	300.0	300.0	26.014754835690404	95.83201717551277	54.3656505152982
chr2	96858042	96858616	chr2	97112384	97113675	"0,255,255"	7	chr2-chr2-408	0.0	7.0	7.0	254700.5	267	91	0.2207853520969979	300.0	300.0	16.263456960376022	214.9470276327339	62.77266808580485
chr2	61694907	61695256	chr2	61793416	61793634	"0,255,255"	6	chr2-chr2-409	0.0	6.0	6.0	98443.5	56	68	0.6224711740905534	300.0	300.0	18.550216410758008	25.71004894791275	41.17499142774623
chr2	203238450	203239082	chr2	203453449	203454109	"0,255,255"	6	chr2-chr2-410	0.0	6.0	6.0	215013.0	50	130	0.2731742691248791	300.0	300.0	17.124876335647446	21.624778994783384	73.38048818590735
chr2	108349480	108351139	chr2	108582466	108584266	"0,255,255"	8	chr2-chr2-411	0.0	8.0	8.0	233056.5	176	328	0.1360474725679267	300.0	300.0	15.912839014109702	127.7113805353617	214.64567205022422
chr2	230447772	230448193	chr2	230472244	230472479	"0,255,255"	5	chr2-chr2-412	0.0	5.0	5.0	24379.0	34	30	0.4483500453624794	300.0	300.0	18.120590319985883	7.961815360052203	5.119823336701707
chr2	241077101	241078684	chr2	241149453	241151165	"0,255,255"	14	chr2-chr2-413	0.0	14.0	14.0	72416.5	187	181	0.2499330389444013	300.0	300.0	34.20985211658035	108.00933092596657	94.42378630350036
chr2	219279287	219280147	chr2	219294643	219295366	"0,255,255"	7	chr2-chr2-414	0.0	7.0	7.0	15287.5	75	160	0.2601166656101712	300.0	300.0	18.45097628029474	15.499985418575356	87.31076382807495
chr2	190088508	190089254	chr2	190372357	190372855	"0,255,255"	5	chr2-chr2-415	0.0	5.0	5.0	283725.0	187	85	0.23642896282780265	300.0	300.0	11.949827420330257	111.96901836558148	50.8348617275241
chr2	38315880	38316093	chr2	38465336	38466514	"0,255,255"	6	chr2-chr2-416	0.0	6.0	6.0	149938.5	120	173	0.25373195953223854	300.0	300.0	14.009512810404283	67.6473749060794	117.038258648796
chr2	25276523	25278068	chr2	25294470	25295467	"0,255,255"	9	chr2-chr2-417	0.0	9.0	9.0	17673.0	155	57	0.20826582752321623	300.0	300.0	25.873760427234497	64.71661798019284	15.833820624314368
chr2	10830922	10836521	chr2	10899241	10901797	"0,255,255"	13	chr2-chr2-418	0.0	13.0	13.0	66797.5	680	91	0.09377140862909195	300.0	300.0	28.033793820011795	300.0	30.47230581366873
chr2	6826319	6827014	chr2	7041989	7045094	"0,255,255"	7	chr2-chr2-419	0.0	7.0	7.0	216875.0	171	145	0.1083591267528687	300.0	300.0	16.182732396019816	135.13525700667472	31.573667363745304
chr2	212862785	212863755	chr2	213152959	213154137	"0,255,255"	10	chr2-chr2-420	0.0	10.0	10.0	290278.0	92	220	0.2738525416739167	300.0	300.0	25.408373670845645	74.45095869437993	68.30810536248943
chr2	16525396	16525907	chr2	16757309	16757540	"0,255,255"	5	chr2-chr2-421	0.0	5.0	5.0	231773.0	38	132	0.39638494576521094	300.0	300.0	14.528676146236466	23.906188908885824	73.27695875749288
chr2	131413073	131413984	chr2	131491313	131492728	"0,255,255"	9	chr2-chr2-422	0.0	9.0	9.0	78492.0	230	85	0.22760607633878574	300.0	300.0	22.63936730060375	192.86491839923647	43.22264887355951
chr2	37324625	37325204	chr2	37390504	37391076	"0,255,255"	5	chr2-chr2-423	0.0	5.0	5.0	65875.5	32	54	0.2555322586948623	300.0	300.0	16.914978268311334	11.314449722198333	15.177939348034041
chr2	134118083	134121438	chr2	134448719	134451022	"0,255,255"	10	chr2-chr2-424	0.0	10.0	10.0	330110.0	639	132	0.10396522791014015	300.0	300.0	19.098201497052866	300.0	20.4509210433983
chr2	74482735	74483327	chr2	74529116	74529981	"0,255,255"	5	chr2-chr2-425	0.0	5.0	5.0	46517.5	204	68	0.20186522289484318	300.0	300.0	12.256266232377673	117.30083755578886	5.575198163932958
chr2	120204255	120207134	chr2	120311484	120313516	"0,255,255"	9	chr2-chr2-426	0.0	9.0	9.0	106805.5	109	309	0.10780120821910318	300.0	300.0	20.45596004496938	42.946186387906856	164.8282386880181
chr2	95022047	95023563	chr2	95053321	95054214	"0,255,255"	8	chr2-chr2-427	0.0	8.0	8.0	30962.5	292	67	0.1953458728154663	300.0	300.0	19.78560233213451	217.15039630397106	31.103953336227384
chr2	201964621	201965445	chr2	202033232	202034139	"0,255,255"	6	chr2-chr2-428	0.0	6.0	6.0	68652.5	41	48	0.20389437071596983	300.0	300.0	20.35872475494635	10.669692127071373	11.596676326946875
chr2	178890445	178893772	chr2	179129315	179130164	"0,255,255"	11	chr2-chr2-429	0.0	11.0	11.0	237631.0	228	194	0.15494702717124767	300.0	300.0	24.49611877631452	152.90551969505955	132.52817194054094
chr2	17757294	17758083	chr2	17828487	17831622	"0,255,255"	10	chr2-chr2-430	0.0	10.0	10.0	72366.0	47	299	0.14990704880621125	300.0	300.0	27.193837343607488	14.989721562714099	173.66468103504144
chr2	20410880	20412053	chr2	20635202	20636928	"0,255,255"	7	chr2-chr2-431	0.0	7.0	7.0	224598.5	176	216	0.14203679946909314	300.0	300.0	14.864094832102865	145.78895874003172	46.40971887583593
chr2	130342134	130343255	chr2	130370944	130372884	"0,255,255"	7	chr2-chr2-432	0.0	7.0	7.0	29219.5	84	100	0.13451966078435187	300.0	300.0	19.55610389293902	37.36038835014817	27.885220441242975
chr2	68774658	68775211	chr2	68789746	68789907	"0,255,255"	5	chr2-chr2-433	0.0	5.0	5.0	14892.0	50	29	0.41192945344227805	300.0	300.0	17.318223311994657	16.186623153542413	14.376615211100722
chr2	224357560	224359396	chr2	224777181	224778676	"0,255,255"	7	chr2-chr2-434	0.0	7.0	7.0	419450.5	207	114	0.12361593565322758	300.0	300.0	16.341042283569315	113.44809483463985	51.75103995056736
chr2	30712943	30716215	chr2	31169516	31171033	"0,255,255"	10	chr2-chr2-435	0.0	10.0	10.0	455695.5	517	263	0.1228304989591925	300.0	300.0	16.96935043202908	201.31767731083397	202.08115895509832
chr2	64914090	64918139	chr2	65030728	65033492	"0,255,255"	18	chr2-chr2-436	0.0	18.0	18.0	115995.5	480	232	0.1554122218006798	300.0	300.0	36.299717368618246	193.8393566767691	54.06972354482988
chr2	120108924	120111758	chr2	120174674	120177940	"0,255,255"	16	chr2-chr2-437	0.0	16.0	16.0	65966.0	203	449	0.1542912156106421	300.0	300.0	32.92176381001341	136.1219731360747	300.0
chr2	75464594	75466734	chr2	75608537	75611345	"0,255,255"	8	chr2-chr2-438	0.0	8.0	8.0	144277.0	221	288	0.09510675174059384	300.0	300.0	15.566021017666426	98.52031581440725	218.81525112200106
chr2	172593375	172594401	chr2	172710216	172710950	"0,255,255"	5	chr2-chr2-439	0.0	5.0	5.0	116695.0	64	84	0.16711228963510597	300.0	300.0	14.348077439749225	31.875989498787234	54.93018397859512
chr2	84880161	84884235	chr2	84924046	84928117	"0,255,255"	13	chr2-chr2-440	0.0	13.0	13.0	43883.5	201	870	0.09388653620260833	300.0	300.0	21.969682884555166	30.484181699301022	300.0
chr2	157302368	157302711	chr2	157491720	157492977	"0,255,255"	5	chr2-chr2-441	0.0	5.0	5.0	189809.0	117	181	0.18382351859861656	300.0	300.0	11.314466431680566	64.52714335198911	83.1566792626883
chr2	162890330	162891320	chr2	163132075	163134034	"0,255,255"	6	chr2-chr2-442	0.0	6.0	6.0	242229.5	83	69	0.11968163977936377	300.0	300.0	17.445764485274086	63.12503380792536	29.568571944200045
chr2	240232811	240233293	chr2	240436925	240439586	"0,255,255"	6	chr2-chr2-443	0.0	6.0	6.0	205203.5	48	245	0.1122943543459573	300.0	300.0	15.562923991979064	30.830700232945954	154.37949178246464
chr2	168961388	168963369	chr2	169131682	169133023	"0,255,255"	7	chr2-chr2-444	0.0	7.0	7.0	169974.0	210	110	0.12395083734524415	300.0	300.0	16.40813964477267	154.21006601893131	62.580003544409465
chr2	218272521	218273281	chr2	218290987	218294057	"0,255,255"	10	chr2-chr2-445	0.0	10.0	10.0	19621.0	250	169	0.1535862296385308	300.0	300.0	22.104709845343137	162.45452835082725	23.79697880218469
chr2	205766841	205767421	chr2	205885700	205887598	"0,255,255"	6	chr2-chr2-446	0.0	6.0	6.0	119518.0	69	122	0.14242984491902494	300.0	300.0	16.416645241669684	37.127325158922254	77.30584801540513
chr2	65381414	65383333	chr2	65553262	65555119	"0,255,255"	7	chr2-chr2-447	0.0	7.0	7.0	171817.0	182	310	0.10904785001612848	300.0	300.0	13.653710000706969	62.53777498773508	209.59964001899112
chr2	64916016	64918094	chr2	64931126	64933342	"0,255,255"	11	chr2-chr2-448	0.0	11.0	11.0	15179.0	347	149	0.15068905111018402	300.0	300.0	23.754320385032212	147.41078705810781	22.671097850798972
chr2	28618882	28621292	chr2	28750327	28753376	"0,255,255"	9	chr2-chr2-449	0.0	9.0	9.0	131764.5	64	163	0.09697961779886713	300.0	300.0	25.186417121408404	13.43355220144773	72.57032259053565
chr2	216680573	216682708	chr2	217510929	217511473	"0,255,255"	7	chr2-chr2-450	0.0	7.0	7.0	829560.5	148	158	0.15370088901116127	300.0	300.0	16.363690310967126	67.02493192879973	74.52805099863204
chr2	231923671	231926325	chr2	232325093	232328143	"0,255,255"	12	chr2-chr2-451	0.0	12.0	12.0	401620.0	345	227	0.12375215838336037	300.0	300.0	24.10142384206935	167.3334949076184	106.86222529710403
chr2	11234397	11235910	chr2	11411835	11413147	"0,255,255"	8	chr2-chr2-452	0.0	8.0	8.0	177337.5	147	169	0.16657989649998525	300.0	300.0	18.88366460499451	84.72677728718499	99.89452884900757
