loopId	typeAnchorA	typeAnchorB	nearestDistanceToGeneAnchorA	nearestDistanceToGeneAnchorB	nearestTargetGeneAnchorA	nearestTargetGeneAnchorB
loop_chr5-chr5-41623|activate_100m	Enhancer	Enhancer	14856	16671	chr5:52932419-52990278|-|AC025180.1	chr5:52932419-52990278|-|AC025180.1
loop_chr5-chr5-41626|activate_100m	Enhancer	Enhancer	8862	6046	chr5:157604707-157605637|-|AC008694.2	chr5:157604707-157605637|-|AC008694.2
loop_chr5-chr5-41628|activate_100m	Enhancer	Enhancer	9448	10936	chr5:23013048-23014527|+|AC010445.1	chr5:23013048-23014527|+|AC010445.1
loop_chr5-chr5-41631|activate_100m	Enhancer	Enhancer	32898	35209	chr5:119306343-119306631|-|RN7SL174P	chr5:119306343-119306631|-|RN7SL174P
loop_chr5-chr5-41633|activate_100m	Enhancer	Promoter	4207	892	chr5:157104788-157114900|+|AC011377.1	chr5:157085832-157109122|-|HAVCR2
loop_chr5-chr5-41634|activate_100m	Enhancer	Enhancer	28779	27614	chr5:132003592-132007022|+|AC034228.1	chr5:132003592-132007022|+|AC034228.1
loop_chr5-chr5-41638|activate_100m	Enhancer	Enhancer	88334	89997	chr5:40474908-40490430|-|AC114977.2	chr5:40474908-40490430|-|AC114977.2
loop_chr5-chr5-41643|activate_100m	Enhancer	Enhancer	37378	39552	chr5:76510440-76510766|+|AC112173.1	chr5:76510440-76510766|+|AC112173.1
loop_chr5-chr5-41649|activate_100m	Promoter	Enhancer	538	2455	chr5:119268692-119399688|+|TNFAIP8	chr5:119306343-119306631|-|RN7SL174P
loop_chr5-chr5-41658|activate_100m	Enhancer	Enhancer	16505	13948	chr5:81210101-81301555|-|CKMT2-AS1	chr5:81210101-81301555|-|CKMT2-AS1
loop_chr5-chr5-41667|activate_100m	Enhancer	Enhancer	57788	52898	chr5:126496279-126498604|+|AC093535.2	chr5:126496279-126498604|+|AC093535.2
loop_chr5-chr5-41668|activate_100m	Enhancer	Enhancer	97456	100589	chr5:142325293-142672001|+|SPRY4-AS1	chr5:142325293-142672001|+|SPRY4-AS1
loop_chr5-chr5-41673|activate_100m	Enhancer	Enhancer	13046	14770	chr5:157809098-157809204|+|RNU6-260P	chr5:157809098-157809204|+|RNU6-260P
loop_chr5-chr5-41675|activate_100m	Enhancer	Enhancer	203624	205694	chr5:109884610-109885423|-|PGAM5P1	chr5:109884610-109885423|-|PGAM5P1
loop_chr5-chr5-41678|activate_100m	Enhancer	Enhancer	13439	2162	chr5:134081914-134082040|-|AC008608.1	chr5:134081914-134082040|-|AC008608.1
loop_chr5-chr5-41682|activate_100m	Enhancer	Enhancer	27026	24979	chr5:111572236-111572398|+|AC008967.1	chr5:111572236-111572398|+|AC008967.1
loop_chr5-chr5-41686|activate_100m	Enhancer	Enhancer	32880	31492	chr5:40415137-40431491|+|AC093277.1	chr5:40415137-40431491|+|AC093277.1
loop_chr5-chr5-41688|activate_100m	Enhancer	Enhancer	5975	3062	chr5:157604707-157605637|-|AC008694.2	chr5:157604707-157605637|-|AC008694.2
loop_chr5-chr5-41694|activate_100m	Enhancer	Enhancer	64110	65630	chr5:40269558-40269719|+|RNU1-150P	chr5:40269558-40269719|+|RNU1-150P
loop_chr5-chr5-41696|activate_100m	Enhancer	Enhancer	115977	125444	chr5:131264009-131394690|+|CDC42SE2	chr5:131264009-131394690|+|CDC42SE2
loop_chr5-chr5-41697|activate_100m	Enhancer	Enhancer	59688	61022	chr5:59039761-59063503|+|AC092343.1	chr5:59039761-59063503|+|AC092343.1
loop_chr5-chr5-41700|activate_100m	Enhancer	Enhancer	34618	33220	chr5:138032774-138037266|+|AC113382.1	chr5:138032774-138037266|+|AC113382.1
loop_chr5-chr5-41701|activate_100m	Enhancer	Enhancer	10437	11626	chr5:141825708-141826325|-|AC005753.1	chr5:141825708-141826325|-|AC005753.1
loop_chr5-chr5-41702|activate_100m	Promoter	Enhancer	445	3762	chr5:139447907-139448017|+|RNU5B-4P	chr5:139442316-139462707|-|AC142391.1
loop_chr5-chr5-41704|activate_100m	Enhancer	Enhancer	101656	99938	chr5:60021249-60033020|+|AC034234.1	chr5:60021249-60033020|+|AC034234.1
loop_chr5-chr5-41705|activate_100m	Enhancer	Enhancer	42532	41355	chr5:79510434-79510919|+|AC093270.1	chr5:79510434-79510919|+|AC093270.1
loop_chr5-chr5-41714|activate_100m	Enhancer	Enhancer	52790	54058	chr5:160485352-160485450|+|MIR146A	chr5:160485352-160485450|+|MIR146A
loop_chr5-chr5-41715|activate_100m	Enhancer	Enhancer	3948	2722	chr5:157682985-157690878|-|AC008694.1	chr5:157682985-157690878|-|AC008694.1
loop_chr5-chr5-41716|activate_100m	Enhancer	Enhancer	5481	3200	chr5:56815549-56896152|+|MAP3K1	chr5:56815549-56896152|+|MAP3K1
loop_chr5-chr5-41725|activate_100m	Enhancer	Enhancer	15529	13629	chr5:171773652-171774739|+|AC011410.1	chr5:171773652-171774739|+|AC011410.1
loop_chr5-chr5-41731|activate_100m	Enhancer	Enhancer	2388	5704	chr5:87114879-87114954|-|MIR4280	chr5:87114879-87114954|-|MIR4280
loop_chr5-chr5-41737|activate_100m	Enhancer	Enhancer	16038	7733	chr5:151100706-151157779|-|ANXA6	chr5:151100706-151157779|-|ANXA6
loop_chr5-chr5-41747|activate_100m	Enhancer	Enhancer	5913	9396	chr5:94569540-94570676|+|MTCYBP35	chr5:94569540-94570676|+|MTCYBP35
loop_chr5-chr5-41748|activate_100m	Promoter	Promoter	0	580	chr5:145936578-146081791|+|SH3RF2	chr5:145858521-145937126|-|GRXCR2
loop_chr5-chr5-41751|activate_100m	Enhancer	Enhancer	30871	28242	chr5:170246233-170297818|-|LCP2	chr5:170246233-170297818|-|LCP2
loop_chr5-chr5-41752|activate_100m	Enhancer	Enhancer	11463	12897	chr5:132419416-132426714|-|AC116366.2	chr5:132419416-132426714|-|AC116366.2
loop_chr5-chr5-41754|activate_100m	Enhancer	Enhancer	6602	5085	chr5:170353487-170736632|+|KCNIP1	chr5:170353487-170736632|+|KCNIP1
loop_chr5-chr5-41761|activate_100m	Enhancer	Enhancer	5266	8417	chr5:67001383-67003953|-|MAST4-AS1	chr5:67001383-67003953|-|MAST4-AS1
loop_chr5-chr5-41764|activate_100m	Enhancer	Enhancer	3631	5877	chr5:78360611-78480739|+|SCAMP1	chr5:78360611-78480739|+|SCAMP1
loop_chr5-chr5-41766|activate_100m	Enhancer	Enhancer	60236	58875	chr5:67179613-67196799|-|CD180	chr5:67179613-67196799|-|CD180
loop_chr5-chr5-41768|activate_100m	Enhancer	Enhancer	15163	14062	chr5:140397323-140397444|-|RNU4-14P	chr5:140397323-140397444|-|RNU4-14P
loop_chr5-chr5-41771|activate_100m	Enhancer	Enhancer	29662	28583	chr5:40909252-40982939|+|C7	chr5:40909252-40982939|+|C7
loop_chr5-chr5-41772|activate_100m	Enhancer	Enhancer	11868	9384	chr5:102865726-103031105|+|PAM	chr5:102865726-103031105|+|PAM
loop_chr5-chr5-41780|activate_100m	Enhancer	Enhancer	167306	168481	chr5:22142352-22152356|+|PMCHL1	chr5:22142352-22152356|+|PMCHL1
loop_chr5-chr5-41784|activate_100m	Enhancer	Enhancer	14899	16405	chr5:52932419-52990278|-|AC025180.1	chr5:52932419-52990278|-|AC025180.1
loop_chr5-chr5-41807|activate_100m	Enhancer	Enhancer	4679	9565	chr5:145858521-145937126|-|GRXCR2	chr5:145858521-145937126|-|GRXCR2
loop_chr5-chr5-41810|activate_100m	Enhancer	Enhancer	11039	12981	chr5:143375628-143375883|-|AC091925.2	chr5:143375628-143375883|-|AC091925.2
loop_chr5-chr5-41812|activate_100m	Enhancer	Enhancer	58283	59529	chr5:175483595-175484192|-|AC091393.1	chr5:175483595-175484192|-|AC091393.1
loop_chr5-chr5-41816|activate_100m	Enhancer	Enhancer	23550	24876	chr5:122063195-122078360|-|LOX	chr5:122129546-122153569|+|ZNF474
loop_chr5-chr5-41818|activate_100m	Promoter	Enhancer	32	7989	chr5:119006347-119070890|-|AC008629.1	chr5:119071389-119249127|+|DMXL1
loop_chr5-chr5-41823|activate_100m	Enhancer	Enhancer	37649	40929	chr5:119306343-119306631|-|RN7SL174P	chr5:119306343-119306631|-|RN7SL174P
loop_chr5-chr5-41830|activate_100m	Enhancer	Enhancer	21383	15322	chr5:111265809-111270089|-|AC010468.2	chr5:111265809-111270089|-|AC010468.2
loop_chr5-chr5-41834|activate_100m	Promoter	Promoter	1793	463	chr5:181205361-181206120|-|AC008443.4	chr5:181222566-181222633|-|MIR4638
loop_chr5-chr5-41846|activate_100m	Promoter	Promoter	94	1828	chr5:163437569-163445016|+|CCNG1	chr5:163437569-163445016|+|CCNG1
loop_chr5-chr5-41855|activate_100m	Enhancer	Enhancer	31413	29043	chr5:115489634-115489931|+|AC008628.2	chr5:115489634-115489931|+|AC008628.2
loop_chr5-chr5-41860|activate_100m	Enhancer	Enhancer	13366	14674	chr5:37327135-37327196|+|RNU7-75P	chr5:37327135-37327196|+|RNU7-75P
loop_chr5-chr5-41871|activate_100m	Promoter	Promoter	1689	1204	chr5:74317986-74318285|+|RN7SL814P	chr5:74317986-74318285|+|RN7SL814P
loop_chr5-chr5-41880|activate_100m	Enhancer	Enhancer	103957	105184	chr5:81329996-81394179|-|ACOT12	chr5:81329996-81394179|-|ACOT12
loop_chr5-chr5-41881|activate_100m	Enhancer	Enhancer	20564	16235	chr5:62306162-62386383|+|KIF2A	chr5:62306162-62386383|+|KIF2A
loop_chr5-chr5-41882|activate_100m	Enhancer	Promoter	2548	0	chr5:103086000-103120138|-|GIN1	chr5:103120200-103212799|+|PPIP5K2,chr5:103086000-103120138|-|GIN1
loop_chr5-chr5-41885|activate_100m	Promoter	Promoter	1716	455	chr5:109687802-109688329|-|AC012603.1	chr5:109687802-109688329|-|AC012603.1
loop_chr5-chr5-41893|activate_100m	Enhancer	Enhancer	64333	66094	chr5:169637247-170083382|+|DOCK2	chr5:169637247-170083382|+|DOCK2
loop_chr5-chr5-41906|activate_100m	Enhancer	Enhancer	9851	8306	chr5:111265809-111270089|-|AC010468.2	chr5:111265809-111270089|-|AC010468.2
loop_chr5-chr5-41912|activate_100m	Enhancer	Enhancer	7745	5874	chr5:151100706-151157779|-|ANXA6	chr5:151100706-151157779|-|ANXA6
loop_chr5-chr5-41916|activate_100m	Enhancer	Enhancer	11193	9889	chr5:39105252-39270657|-|FYB1	chr5:39105252-39270657|-|FYB1
loop_chr5-chr5-41918|activate_100m	Promoter	Enhancer	0	10424	chr5:149492197-149551552|-|CSNK1A1	chr5:149492197-149551552|-|CSNK1A1
loop_chr5-chr5-41930|activate_100m	Enhancer	Enhancer	10084	7991	chr5:139644460-139645002|-|AC113361.1	chr5:139644460-139645002|-|AC113361.1
loop_chr5-chr5-41933|activate_100m	Enhancer	Enhancer	2900	4060	chr5:55995167-56003649|+|AC016596.1	chr5:55995167-56003649|+|AC016596.1
loop_chr5-chr5-41941|activate_100m	Enhancer	Enhancer	100102	103345	chr5:131264009-131394690|+|CDC42SE2	chr5:131264009-131394690|+|CDC42SE2
loop_chr5-chr5-41942|activate_100m	Enhancer	Enhancer	18045	20564	chr5:80997183-80998047|-|AC026427.2	chr5:80997183-80998047|-|AC026427.2
loop_chr5-chr5-41946|activate_100m	Enhancer	Enhancer	3666	7361	chr5:141966837-141990292|+|RNF14	chr5:141966837-141990292|+|RNF14
loop_chr5-chr5-41950|activate_100m	Enhancer	Enhancer	99430	97956	chr5:171861549-172006873|-|FBXW11	chr5:171861549-172006873|-|FBXW11
loop_chr5-chr5-41955|activate_100m	Promoter	Enhancer	1897	4048	chr5:16451519-16465800|-|ZNF622	chr5:16451519-16465800|-|ZNF622
loop_chr5-chr5-41964|activate_100m	Enhancer	Enhancer	24429	26067	chr5:81329996-81394179|-|ACOT12	chr5:81329996-81394179|-|ACOT12
loop_chr5-chr5-41968|activate_100m	Enhancer	Enhancer	38279	39824	chr5:119306343-119306631|-|RN7SL174P	chr5:119306343-119306631|-|RN7SL174P
loop_chr5-chr5-41969|activate_100m	Promoter	Enhancer	924	3249	chr5:146447312-146511961|+|TCERG1	chr5:146447312-146511961|+|TCERG1
loop_chr5-chr5-41971|activate_100m	Enhancer	Enhancer	41729	40315	chr5:165782805-165783134|-|AC008562.1	chr5:165782805-165783134|-|AC008562.1
loop_chr5-chr5-41976|activate_100m	Enhancer	Enhancer	10540	9387	chr5:57173948-57264679|+|GPBP1	chr5:57173948-57264679|+|GPBP1
loop_chr5-chr5-41978|activate_100m	Enhancer	Enhancer	103309	105436	chr5:82305347-82318328|+|ATP6AP1L	chr5:82305347-82318328|+|ATP6AP1L
loop_chr5-chr5-41989|activate_100m	Enhancer	Enhancer	115862	121009	chr5:131264009-131394690|+|CDC42SE2	chr5:131264009-131394690|+|CDC42SE2
loop_chr5-chr5-41993|activate_100m	Promoter	Promoter	35	512	chr5:115204012-115262877|-|PGGT1B	chr5:115267190-115296693|-|CCDC112
loop_chr5-chr5-41999|activate_100m	Enhancer	Enhancer	43039	41233	chr5:35678484-35827018|-|AC137810.1	chr5:35678484-35827018|-|AC137810.1
loop_chr5-chr5-42000|activate_100m	Enhancer	Promoter	3708	984	chr5:65665928-65722109|-|SGTB	chr5:65665928-65722109|-|SGTB
loop_chr5-chr5-42001|activate_100m	Enhancer	Promoter	3203	1003	chr5:126867714-127030558|-|MARCH3	chr5:126867714-127030558|-|MARCH3
loop_chr5-chr5-42002|activate_100m	Enhancer	Promoter	2549	975	chr5:138139766-138178986|-|BRD8	chr5:138139766-138178986|-|BRD8
loop_chr5-chr5-42003|activate_100m	Enhancer	Enhancer	3369	8150	chr5:119071389-119249127|+|DMXL1	chr5:119071389-119249127|+|DMXL1
loop_chr5-chr5-42007|activate_100m	Enhancer	Enhancer	11307	10110	chr5:171419647-171457626|+|FGF18	chr5:171419647-171457626|+|FGF18
loop_chr5-chr5-42014|activate_100m	Promoter	Promoter	1020	151	chr5:58503295-58503700|+|AC008814.1	chr5:58503295-58503700|+|AC008814.1
loop_chr5-chr5-42017|activate_100m	Enhancer	Enhancer	7941	5629	chr5:73382384-73410509|+|AC099522.1	chr5:73382384-73410509|+|AC099522.1
loop_chr5-chr5-42018|activate_100m	Enhancer	Enhancer	19648	21271	chr5:27217714-27496404|+|PURPL	chr5:27217714-27496404|+|PURPL
loop_chr5-chr5-42023|activate_100m	Enhancer	Enhancer	27605	31335	chr5:81413021-81751253|-|SSBP2	chr5:81413021-81751253|-|SSBP2
loop_chr5-chr5-42026|activate_100m	Enhancer	Enhancer	32386	34431	chr5:132556977-132646349|+|RAD50	chr5:132556977-132646349|+|RAD50
loop_chr5-chr5-42028|activate_100m	Enhancer	Enhancer	2445	4168	chr5:36885206-36886497|+|KRT18P31	chr5:36885206-36886497|+|KRT18P31
loop_chr5-chr5-42037|activate_100m	Enhancer	Enhancer	99177	98190	chr5:78777209-78986087|-|ARSB	chr5:78777209-78986087|-|ARSB
loop_chr5-chr5-42041|activate_100m	Enhancer	Enhancer	21334	28110	chr5:170232912-170252575|+|C5orf58	chr5:170246233-170297818|-|LCP2
loop_chr5-chr5-42043|activate_100m	Promoter	Enhancer	0	5315	chr5:157341598-157345677|-|FNDC9	chr5:157341598-157345677|-|FNDC9
loop_chr5-chr5-42057|activate_100m	Enhancer	Enhancer	8414	9639	chr5:150777946-150796734|+|SMIM3	chr5:150777946-150796734|+|SMIM3
loop_chr5-chr5-42062|activate_100m	Promoter	Promoter	1430	0	chr5:156814130-156814234|+|RNU6-556P	chr5:156814130-156814234|+|RNU6-556P
loop_chr5-chr5-42064|activate_100m	Enhancer	Enhancer	118047	125411	chr5:131264009-131394690|+|CDC42SE2	chr5:131264009-131394690|+|CDC42SE2
loop_chr5-chr5-42070|activate_100m	Promoter	Enhancer	1187	2428	chr5:103880129-103891393|-|AC008505.1	chr5:103880129-103891393|-|AC008505.1
loop_chr5-chr5-42073|activate_100m	Enhancer	Enhancer	92774	94045	chr5:83940554-84384880|-|EDIL3	chr5:83940554-84384880|-|EDIL3
loop_chr5-chr5-42074|activate_100m	Enhancer	Enhancer	83950	90980	chr5:102609260-102671307|-|LINC00491	chr5:102609260-102671307|-|LINC00491
loop_chr5-chr5-42078|activate_100m	Enhancer	Enhancer	14229	8743	chr5:132468890-132473043|-|AC116366.1	chr5:132468890-132473043|-|AC116366.1
loop_chr5-chr5-42079|activate_100m	Enhancer	Enhancer	30470	29338	chr5:62306162-62386383|+|KIF2A	chr5:62306162-62386383|+|KIF2A
loop_chr5-chr5-42089|activate_100m	Enhancer	Enhancer	55261	58225	chr5:175483595-175484192|-|AC091393.1	chr5:175483595-175484192|-|AC091393.1
loop_chr5-chr5-42093|activate_100m	Enhancer	Enhancer	21793	22992	chr5:86663144-86663250|-|RNU6-804P	chr5:86663144-86663250|-|RNU6-804P
loop_chr5-chr5-42126|activate_100m	Enhancer	Enhancer	6741	4604	chr5:131159027-131165485|-|HINT1	chr5:131159027-131165485|-|HINT1
loop_chr5-chr5-42131|activate_100m	Enhancer	Enhancer	11944	15833	chr5:96760810-96808100|-|ERAP1	chr5:96760810-96808100|-|ERAP1
loop_chr5-chr5-42146|activate_100m	Enhancer	Enhancer	122596	125301	chr5:131264009-131394690|+|CDC42SE2	chr5:131264009-131394690|+|CDC42SE2
loop_chr5-chr5-42147|activate_100m	Enhancer	Enhancer	20035	24787	chr5:119011471-119012056|+|AC008629.3	chr5:119011471-119012056|+|AC008629.3
loop_chr5-chr5-42156|activate_100m	Enhancer	Enhancer	32200	30829	chr5:83426676-83427030|+|FTH1P9	chr5:83426676-83427030|+|FTH1P9
loop_chr5-chr5-42170|activate_100m	Enhancer	Enhancer	15206	8410	chr5:111265809-111270089|-|AC010468.2	chr5:111265809-111270089|-|AC010468.2
loop_chr5-chr5-42178|activate_100m	Enhancer	Enhancer	61210	60086	chr5:175628188-175628462|+|RN7SKP148	chr5:175628188-175628462|+|RN7SKP148
loop_chr5-chr5-42189|activate_100m	Enhancer	Enhancer	13337	46662	chr5:142770377-143229011|+|ARHGAP26	chr5:142859604-142868910|-|ARHGAP26-AS1
loop_chr5-chr5-42199|activate_100m	Promoter	Enhancer	0	5049	chr5:148383935-148442836|+|FBXO38,chr5:148268307-148383783|-|AC091948.1	chr5:148383935-148442836|+|FBXO38
loop_chr5-chr5-42205|activate_100m	Enhancer	Enhancer	61678	62844	chr5:121195980-121196210|-|AC010350.1	chr5:121322550-121326098|+|AC008568.1
loop_chr5-chr5-42209|activate_100m	Enhancer	Enhancer	9092	10681	chr5:80746339-80746819|-|AC022493.2	chr5:80746339-80746819|-|AC022493.2
loop_chr5-chr5-42214|activate_100m	Enhancer	Promoter	4524	651	chr5:149372174-149375116|+|AC131025.1	chr5:149372174-149375116|+|AC131025.1
loop_chr5-chr5-42223|activate_100m	Enhancer	Enhancer	4130	5599	chr5:36885206-36886497|+|KRT18P31	chr5:36885206-36886497|+|KRT18P31
loop_chr5-chr5-42226|activate_100m	Enhancer	Enhancer	5527	8850	chr5:43287601-43290839|+|AC114947.2	chr5:43287470-43313512|-|HMGCS1
loop_chr5-chr5-42228|activate_100m	Enhancer	Enhancer	15720	14303	chr5:168128856-168130422|+|AC011369.2	chr5:168128856-168130422|+|AC011369.2
loop_chr5-chr5-42229|activate_100m	Enhancer	Enhancer	43852	39130	chr5:52787896-52959210|+|ITGA1	chr5:52787896-52959210|+|ITGA1
loop_chr5-chr5-42230|activate_100m	Enhancer	Enhancer	5463	3623	chr5:156924119-156924710|+|APOOP1	chr5:156924119-156924710|+|APOOP1
loop_chr5-chr5-42233|activate_100m	Enhancer	Enhancer	9126	4196	chr5:157199242-157224380|-|AC010609.1	chr5:157199242-157224380|-|AC010609.1
loop_chr5-chr5-42236|activate_100m	Promoter	Enhancer	207	11225	chr5:32531633-32604079|+|SUB1	chr5:32531633-32604079|+|SUB1
loop_chr5-chr5-42247|activate_100m	Enhancer	Enhancer	32470	31192	chr5:161847063-161899981|+|GABRA1	chr5:161847063-161899981|+|GABRA1
loop_chr5-chr5-42252|activate_100m	Enhancer	Enhancer	59372	57252	chr5:57317989-57320020|-|AC025470.1	chr5:57317989-57320020|-|AC025470.1
loop_chr5-chr5-42254|activate_100m	Enhancer	Enhancer	11955	9476	chr5:108818041-108830790|-|AC008871.1	chr5:108818041-108830790|-|AC008871.1
loop_chr5-chr5-42256|activate_100m	Promoter	Enhancer	543	4709	chr5:145858521-145937126|-|GRXCR2	chr5:145858521-145937126|-|GRXCR2
loop_chr5-chr5-42260|activate_100m	Enhancer	Enhancer	99634	97037	chr5:131423921-131635236|-|RAPGEF6	chr5:131423921-131635236|-|RAPGEF6
loop_chr5-chr5-42261|activate_100m	Promoter	Enhancer	185	2739	chr5:157747504-157747707|-|AC026407.1	chr5:157747504-157747707|-|AC026407.1
loop_chr5-chr5-42271|activate_100m	Enhancer	Enhancer	38393	42386	chr5:39169210-39170335|-|GOLGA5P1	chr5:39169210-39170335|-|GOLGA5P1
loop_chr5-chr5-42272|activate_100m	Enhancer	Enhancer	32089	37513	chr5:119306343-119306631|-|RN7SL174P	chr5:119306343-119306631|-|RN7SL174P
loop_chr5-chr5-42286|activate_100m	Enhancer	Enhancer	23677	25473	chr5:160485352-160485450|+|MIR146A	chr5:160485352-160485450|+|MIR146A
loop_chr5-chr5-42291|activate_100m	Promoter	Enhancer	1869	17957	chr5:157180826-157255191|+|ITK	chr5:157180826-157255191|+|ITK
loop_chr5-chr5-42315|activate_100m	Enhancer	Enhancer	51787	50601	chr5:119445716-119445833|+|RNA5SP190	chr5:119445716-119445833|+|RNA5SP190
loop_chr5-chr5-42320|activate_100m	Enhancer	Enhancer	38406	40422	chr5:14664748-14699711|+|OTULIN	chr5:14664748-14699711|+|OTULIN
loop_chr5-chr5-42327|activate_100m	Enhancer	Enhancer	60178	61400	chr5:18049232-18049872|+|RPL36AP21	chr5:18049232-18049872|+|RPL36AP21
loop_chr5-chr5-42330|activate_100m	Promoter	Enhancer	1342	5412	chr5:14664748-14699711|+|OTULIN	chr5:14664748-14699711|+|OTULIN
loop_chr5-chr5-42338|activate_100m	Enhancer	Enhancer	28998	31268	chr5:154729231-154729694|+|AC008379.1	chr5:154729231-154729694|+|AC008379.1
loop_chr5-chr5-42348|activate_100m	Enhancer	Enhancer	11104	34802	chr5:111277517-111302567|-|AC010275.1	chr5:111277517-111302567|-|AC010275.1
loop_chr5-chr5-42366|activate_100m	Enhancer	Enhancer	121022	125468	chr5:131264009-131394690|+|CDC42SE2	chr5:131264009-131394690|+|CDC42SE2
loop_chr5-chr5-42403|activate_100m	Enhancer	Enhancer	90988	87094	chr5:102609260-102671307|-|LINC00491	chr5:102865726-103031105|+|PAM
loop_chr5-chr5-42425|activate_100m	Enhancer	Enhancer	22173	26391	chr5:169772966-169779365|-|AC008680.1	chr5:169772966-169779365|-|AC008680.1
loop_chr5-chr5-42436|activate_100m	Enhancer	Promoter	3446	1593	chr5:156924119-156924710|+|APOOP1	chr5:156924119-156924710|+|APOOP1
loop_chr5-chr5-42442|activate_100m	Enhancer	Enhancer	26264	25312	chr5:103880129-103891393|-|AC008505.1	chr5:103880129-103891393|-|AC008505.1
loop_chr5-chr5-42445|activate_100m	Enhancer	Enhancer	32524	31290	chr5:81329996-81394179|-|ACOT12	chr5:81329996-81394179|-|ACOT12
loop_chr5-chr5-42448|activate_100m	Enhancer	Enhancer	35786	36775	chr5:172834251-172952683|+|ERGIC1	chr5:172834251-172952683|+|ERGIC1
loop_chr5-chr5-42454|activate_100m	Enhancer	Enhancer	5762	6826	chr5:157785743-157859175|-|CLINT1	chr5:157785743-157859175|-|CLINT1
loop_chr5-chr5-42464|activate_100m	Enhancer	Enhancer	12192	8573	chr5:139526431-139628434|+|UBE2D2	chr5:139526431-139628434|+|UBE2D2
loop_chr5-chr5-42468|activate_100m	Enhancer	Enhancer	12680	10958	chr5:10761065-10770294|+|AC012629.2	chr5:10761065-10770294|+|AC012629.2
loop_chr5-chr5-42469|activate_100m	Promoter	Enhancer	1255	9229	chr5:172776465-172782334|+|AC022217.3	chr5:172816621-172819958|+|AC110011.1
loop_chr5-chr5-42470|activate_100m	Enhancer	Enhancer	46674	44601	chr5:34998101-35048135|-|AGXT2	chr5:34998101-35048135|-|AGXT2
loop_chr5-chr5-42471|activate_100m	Promoter	Promoter	862	344	chr5:54878238-54878588|+|AC112198.4	chr5:54878238-54878588|+|AC112198.4
loop_chr5-chr5-42474|activate_100m	Enhancer	Enhancer	98904	100317	chr5:170896929-170904461|+|AC008514.2	chr5:170896929-170904461|+|AC008514.2
loop_chr5-chr5-42475|activate_100m	Enhancer	Enhancer	48162	46567	chr5:175628188-175628462|+|RN7SKP148	chr5:175628188-175628462|+|RN7SKP148
loop_chr5-chr5-42477|activate_100m	Enhancer	Enhancer	20540	17876	chr5:129397062-129397147|-|MIR4460	chr5:129397062-129397147|-|MIR4460
loop_chr5-chr5-42480|activate_100m	Enhancer	Enhancer	13362	11574	chr5:76280956-76281267|+|PDCD5P2	chr5:76280956-76281267|+|PDCD5P2
loop_chr5-chr5-42482|activate_100m	Enhancer	Enhancer	77328	74304	chr5:170639158-170681437|-|AC027312.1	chr5:170639158-170681437|-|AC027312.1
loop_chr5-chr5-42484|activate_100m	Enhancer	Enhancer	76886	75045	chr5:163039291-163039599|+|MRPL57P6	chr5:163039291-163039599|+|MRPL57P6
loop_chr5-chr5-42485|activate_100m	Enhancer	Enhancer	56035	53489	chr5:154337471-154338452|-|HNRNPA3P7	chr5:154337471-154338452|-|HNRNPA3P7
loop_chr5-chr5-42486|activate_100m	Enhancer	Enhancer	14472	15992	chr5:108784098-108785552|+|AC034207.1	chr5:108784098-108785552|+|AC034207.1
loop_chr5-chr5-42488|activate_100m	Enhancer	Enhancer	7995	6536	chr5:140631728-140633701|-|CD14	chr5:140631728-140633701|-|CD14
loop_chr5-chr5-42492|activate_100m	Enhancer	Enhancer	21404	19425	chr5:39520431-39524708|+|LINC02104	chr5:39520431-39524708|+|LINC02104
loop_chr5-chr5-42493|activate_100m	Enhancer	Enhancer	31125	29811	chr5:68374765-68375292|+|AC024579.1	chr5:68374765-68375292|+|AC024579.1
loop_chr5-chr5-42494|activate_100m	Enhancer	Enhancer	94422	96104	chr5:155870344-156767788|+|SGCD	chr5:155870344-156767788|+|SGCD
loop_chr5-chr5-42496|activate_100m	Enhancer	Promoter	3897	1857	chr5:54857272-54858491|+|AC112198.1	chr5:54857272-54858491|+|AC112198.1
loop_chr5-chr5-42498|activate_100m	Enhancer	Enhancer	8644	7053	chr5:34998101-35048135|-|AGXT2	chr5:34998101-35048135|-|AGXT2
loop_chr5-chr5-42501|activate_100m	Enhancer	Enhancer	49486	47934	chr5:61201309-61264929|-|LINC02057	chr5:61201309-61264929|-|LINC02057
loop_chr5-chr5-42508|activate_100m	Enhancer	Enhancer	60610	59088	chr5:76075531-76075920|+|SAP18P1	chr5:76075531-76075920|+|SAP18P1
loop_chr5-chr5-42509|activate_100m	Enhancer	Enhancer	87631	88581	chr5:118282575-118284782|+|LINC02148	chr5:118282575-118284782|+|LINC02148
loop_chr5-chr5-42510|activate_100m	Enhancer	Enhancer	115651	116972	chr5:41142234-41261438|-|C6	chr5:41142234-41261438|-|C6
loop_chr5-chr5-42512|activate_100m	Enhancer	Enhancer	13864	12125	chr5:90388468-90389363|-|AC093510.2	chr5:90388468-90389363|-|AC093510.2
loop_chr5-chr5-42514|activate_100m	Enhancer	Enhancer	25229	22830	chr5:76510440-76510766|+|AC112173.1	chr5:76510440-76510766|+|AC112173.1
loop_chr5-chr5-42515|activate_100m	Enhancer	Enhancer	20119	21231	chr5:57614389-57617431|+|AC008780.2	chr5:57614389-57617431|+|AC008780.2
