loopId	typeAnchorA	typeAnchorB	nearestDistanceToGeneAnchorA	nearestDistanceToGeneAnchorB	nearestTargetGeneAnchorA	nearestTargetGeneAnchorB
loop_chr13-chr13-29523|resting_100m	Enhancer	Enhancer	5362	7263	chr13:99356131-99356228|+|MIR623	chr13:99372173-99372686|+|HMGB3P4
loop_chr13-chr13-29524|resting_100m	Enhancer	Enhancer	4513	9645	chr13:99429211-99432702|-|AL136961.1	chr13:99429211-99432702|-|AL136961.1
loop_chr13-chr13-29525|resting_100m	Enhancer	Promoter	3084	1320	chr13:25246201-25288009|-|MTMR6	chr13:25246201-25288009|-|MTMR6
loop_chr13-chr13-29528|resting_100m	Enhancer	Enhancer	17017	18253	chr13:49095391-49095492|+|RNY3P2	chr13:49095391-49095492|+|RNY3P2
loop_chr13-chr13-29529|resting_100m	Enhancer	Enhancer	17823	16477	chr13:102742990-102745224|+|LINC00283	chr13:102742990-102745224|+|LINC00283
loop_chr13-chr13-29535|resting_100m	Promoter	Promoter	0	1031	chr13:42272152-42323261|+|AKAP11	chr13:42272152-42323261|+|AKAP11
loop_chr13-chr13-29536|resting_100m	Enhancer	Enhancer	26519	27701	chr13:99499727-99501052|-|LINC00449	chr13:99499727-99501052|-|LINC00449
loop_chr13-chr13-29541|resting_100m	Enhancer	Enhancer	168830	170365	chr13:104814327-104815069|+|RPL7P45	chr13:104814327-104815069|+|RPL7P45
loop_chr13-chr13-29545|resting_100m	Enhancer	Promoter	6584	0	chr13:109785831-109808252|+|AL162497.1	chr13:109752695-109786583|-|IRS2
loop_chr13-chr13-29550|resting_100m	Promoter	Promoter	0	1429	chr13:32586452-32778019|+|PDS5B	chr13:32586452-32778019|+|PDS5B
loop_chr13-chr13-29557|resting_100m	Enhancer	Enhancer	4938	2667	chr13:99254714-99261744|-|GPR18	chr13:99254714-99261744|-|GPR18
loop_chr13-chr13-29561|resting_100m	Enhancer	Promoter	3281	1441	chr13:42886388-42992249|-|EPSTI1	chr13:42886388-42992249|-|EPSTI1
loop_chr13-chr13-29570|resting_100m	Enhancer	Enhancer	31936	33065	chr13:73686089-73995049|-|KLF12	chr13:73686089-73995049|-|KLF12
loop_chr13-chr13-29576|resting_100m	Enhancer	Enhancer	9201	7455	chr13:99294539-99307399|-|GPR183	chr13:99294539-99307399|-|GPR183
loop_chr13-chr13-29578|resting_100m	Promoter	Promoter	790	186	chr13:99200774-99386427|+|UBAC2	chr13:99215372-99215758|-|H2AFZP3
loop_chr13-chr13-29579|resting_100m	Promoter	Promoter	728	1318	chr13:91347820-91354579|+|MIR17HG	chr13:91347820-91354579|+|MIR17HG
loop_chr13-chr13-29582|resting_100m	Enhancer	Enhancer	4994	7458	chr13:99215372-99215758|-|H2AFZP3	chr13:99215372-99215758|-|H2AFZP3
loop_chr13-chr13-29592|resting_100m	Enhancer	Enhancer	3471	4256	chr13:99215372-99215758|-|H2AFZP3	chr13:99254714-99261744|-|GPR18
loop_chr13-chr13-29601|resting_100m	Enhancer	Promoter	46195	1234	chr13:48232612-48270357|+|ITM2B	chr13:48232612-48270357|+|ITM2B
loop_chr13-chr13-29606|resting_100m	Enhancer	Enhancer	12665	11000	chr13:73800074-73802203|+|AL138713.1	chr13:73800074-73802203|+|AL138713.1
loop_chr13-chr13-29614|resting_100m	Enhancer	Enhancer	14054	2028	chr13:99498737-99501250|+|AL139035.1	chr13:99498737-99501250|+|AL139035.1
loop_chr13-chr13-29625|resting_100m	Enhancer	Enhancer	17685	16401	chr13:77044657-77327094|-|MYCBP2	chr13:77044657-77327094|-|MYCBP2
loop_chr13-chr13-29628|resting_100m	Enhancer	Enhancer	7748	2883	chr13:45337480-45337609|-|SNORA31	chr13:45337480-45337609|-|SNORA31
loop_chr13-chr13-29631|resting_100m	Enhancer	Enhancer	10831	7567	chr13:99294539-99307399|-|GPR183	chr13:99294539-99307399|-|GPR183
loop_chr13-chr13-29633|resting_100m	Enhancer	Enhancer	5049	3689	chr13:99404684-99417224|-|CCR12P	chr13:99404684-99417224|-|CCR12P
loop_chr13-chr13-29649|resting_100m	Enhancer	Enhancer	6158	7297	chr13:27255401-27255526|+|SNORA27	chr13:27255401-27255526|+|SNORA27
loop_chr13-chr13-29665|resting_100m	Enhancer	Enhancer	6240	4278	chr13:44196006-44197298|+|AL589745.2	chr13:44196006-44197298|+|AL589745.2
loop_chr13-chr13-29667|resting_100m	Enhancer	Enhancer	12941	11415	chr13:108335354-108448316|+|AL138694.1	chr13:108335354-108448316|+|AL138694.1
loop_chr13-chr13-29673|resting_100m	Enhancer	Enhancer	13370	11379	chr13:95394049-95394454|+|MEMO1P5	chr13:95394049-95394454|+|MEMO1P5
loop_chr13-chr13-29696|resting_100m	Enhancer	Enhancer	2521	10746	chr13:19201637-19227432|-|PSPC1P1	chr13:19736975-19737254|-|RN7SL166P
loop_chr13-chr13-29700|resting_100m	Enhancer	Enhancer	139570	142671	chr13:94154193-94187991|-|GPC6-AS1	chr13:94154193-94187991|-|GPC6-AS1
loop_chr13-chr13-29713|resting_100m	Enhancer	Enhancer	23943	12761	chr13:40992779-40993331|-|RGS17P1	chr13:40992779-40993331|-|RGS17P1
loop_chr13-chr13-29716|resting_100m	Enhancer	Enhancer	34863	33351	chr13:72703693-72704138|+|RPL21P110	chr13:72703693-72704138|+|RPL21P110
loop_chr13-chr13-29717|resting_100m	Enhancer	Enhancer	25633	27834	chr13:30553670-30554693|+|PTPN2P2	chr13:30553670-30554693|+|PTPN2P2
loop_chr13-chr13-29723|resting_100m	Enhancer	Enhancer	71948	65666	chr13:75871038-75883811|+|LMO7DN	chr13:75871038-75883811|+|LMO7DN
loop_chr13-chr13-29727|resting_100m	Enhancer	Enhancer	19090	17277	chr13:114179250-114223084|+|CFAP97D2	chr13:114179250-114223084|+|CFAP97D2
loop_chr13-chr13-29733|resting_100m	Enhancer	Enhancer	86729	88137	chr13:88978447-88978785|-|GRPEL2P1	chr13:88978447-88978785|-|GRPEL2P1
loop_chr13-chr13-29735|resting_100m	Enhancer	Enhancer	199040	196394	chr13:39342892-39603193|-|LHFPL6	chr13:39342892-39603193|-|LHFPL6
loop_chr13-chr13-29744|resting_100m	Enhancer	Enhancer	8147	21199	chr13:99254714-99261744|-|GPR18	chr13:99254714-99261744|-|GPR18
loop_chr13-chr13-29745|resting_100m	Enhancer	Enhancer	67594	66126	chr13:63034992-63097797|+|AL354810.1	chr13:63034992-63097797|+|AL354810.1
loop_chr13-chr13-29746|resting_100m	Enhancer	Enhancer	21673	42207	chr13:20433778-20433846|-|MIR4499	chr13:20433778-20433846|-|MIR4499
loop_chr13-chr13-29749|resting_100m	Enhancer	Promoter	9951	644	chr13:114273828-114273908|+|MIR4502	chr13:114281601-114305817|+|UPF3A
loop_chr13-chr13-29750|resting_100m	Enhancer	Enhancer	3887	2704	chr13:21005157-21018122|+|LATS2-AS1	chr13:21005157-21018122|+|LATS2-AS1
loop_chr13-chr13-29769|resting_100m	Promoter	Enhancer	0	7050	chr13:52167709-52194465|-|MRPS31P5	chr13:52167709-52194465|-|MRPS31P5
loop_chr13-chr13-29784|resting_100m	Enhancer	Enhancer	84714	86411	chr13:41568286-41568395|-|MIR5006	chr13:41568286-41568395|-|MIR5006
loop_chr13-chr13-29785|resting_100m	Enhancer	Enhancer	60577	50901	chr13:75375511-75377294|-|AL139230.1	chr13:75375511-75377294|-|AL139230.1
loop_chr13-chr13-29788|resting_100m	Enhancer	Enhancer	3205	7309	chr13:99404684-99417224|-|CCR12P	chr13:99429211-99432702|-|AL136961.1
loop_chr13-chr13-29793|resting_100m	Enhancer	Promoter	6226	1874	chr13:97221434-97394120|+|MBNL2	chr13:97221434-97394120|+|MBNL2
loop_chr13-chr13-29794|resting_100m	Enhancer	Enhancer	2205	4960	chr13:52652839-52700909|+|SUGT1	chr13:52652839-52700909|+|SUGT1
loop_chr13-chr13-29796|resting_100m	Enhancer	Enhancer	3542	12313	chr13:99372173-99372686|+|HMGB3P4	chr13:99372173-99372686|+|HMGB3P4
loop_chr13-chr13-29797|resting_100m	Enhancer	Enhancer	4157	7305	chr13:40618738-40621348|+|RLIMP1	chr13:40618738-40621348|+|RLIMP1
loop_chr13-chr13-29808|resting_100m	Enhancer	Promoter	21239	1367	chr13:22040975-22276524|+|AL136962.1	chr13:22113119-22113338|-|MTND3P1
loop_chr13-chr13-29810|resting_100m	Enhancer	Enhancer	34569	35784	chr13:29935905-29950488|+|LINC00544	chr13:29935905-29950488|+|LINC00544
loop_chr13-chr13-29816|resting_100m	Enhancer	Enhancer	12647	12753	chr13:40992779-40993331|-|RGS17P1	chr13:40931924-41019316|-|ELF1
loop_chr13-chr13-29817|resting_100m	Enhancer	Promoter	9526	1174	chr13:48232612-48270357|+|ITM2B	chr13:48232612-48270357|+|ITM2B
loop_chr13-chr13-29822|resting_100m	Enhancer	Promoter	4251	1128	chr13:28136843-28138193|-|PAN3-AS1	chr13:28136843-28138193|-|PAN3-AS1
loop_chr13-chr13-29823|resting_100m	Enhancer	Enhancer	8314	4902	chr13:40992779-40993331|-|RGS17P1	chr13:40992779-40993331|-|RGS17P1
loop_chr13-chr13-29834|resting_100m	Enhancer	Promoter	2992	1636	chr13:87443987-87671119|-|MIR4500HG	chr13:87443987-87671119|-|MIR4500HG
loop_chr13-chr13-29836|resting_100m	Enhancer	Enhancer	18552	13875	chr13:40992779-40993331|-|RGS17P1	chr13:40992779-40993331|-|RGS17P1
loop_chr13-chr13-29838|resting_100m	Enhancer	Enhancer	44871	34093	chr13:73800074-73802203|+|AL138713.1	chr13:73800074-73802203|+|AL138713.1
loop_chr13-chr13-29842|resting_100m	Promoter	Promoter	0	1371	chr13:51861981-51866232|+|CCDC70	chr13:51861981-51866232|+|CCDC70
loop_chr13-chr13-29843|resting_100m	Enhancer	Enhancer	11681	19960	chr13:51767995-51804162|-|DHRS12	chr13:51763951-51845159|-|AL162377.3
loop_chr13-chr13-29844|resting_100m	Promoter	Enhancer	0	4605	chr13:99294539-99307399|-|GPR183	chr13:99372173-99372686|+|HMGB3P4
loop_chr13-chr13-29848|resting_100m	Enhancer	Enhancer	15994	4660	chr13:99356131-99356228|+|MIR623	chr13:99356131-99356228|+|MIR623
loop_chr13-chr13-29854|resting_100m	Enhancer	Enhancer	17313	19021	chr13:60685199-60694068|+|LINC00378	chr13:60685199-60694068|+|LINC00378
loop_chr13-chr13-29857|resting_100m	Promoter	Enhancer	352	5503	chr13:42272152-42323261|+|AKAP11	chr13:42272152-42323261|+|AKAP11
loop_chr13-chr13-29873|resting_100m	Promoter	Enhancer	691	2209	chr13:75604826-75635994|-|LMO7-AS1	chr13:75604826-75635994|-|LMO7-AS1
loop_chr13-chr13-29883|resting_100m	Enhancer	Promoter	7781	1910	chr13:102589372-102589813|-|LINC00555	chr13:102593338-102593873|-|AL158063.1
loop_chr13-chr13-29892|resting_100m	Enhancer	Enhancer	22907	25861	chr13:29935905-29950488|+|LINC00544	chr13:29935905-29950488|+|LINC00544
loop_chr13-chr13-29902|resting_100m	Enhancer	Enhancer	3616	3504	chr13:99196377-99200710|-|UBAC2-AS1	chr13:99215372-99215758|-|H2AFZP3
loop_chr13-chr13-29907|resting_100m	Promoter	Enhancer	1398	5680	chr13:99356131-99356228|+|MIR623	chr13:99372173-99372686|+|HMGB3P4
loop_chr13-chr13-29908|resting_100m	Enhancer	Enhancer	421238	420009	chr13:64958097-64959396|-|LGMNP1	chr13:64958097-64959396|-|LGMNP1
loop_chr13-chr13-29911|resting_100m	Enhancer	Enhancer	5752	3122	chr13:99372173-99372686|+|HMGB3P4	chr13:99372173-99372686|+|HMGB3P4
loop_chr13-chr13-29924|resting_100m	Enhancer	Enhancer	25105	40481	chr13:46553168-46753040|+|LRCH1	chr13:46553168-46753040|+|LRCH1
loop_chr13-chr13-29925|resting_100m	Promoter	Enhancer	0	8795	chr13:99356131-99356228|+|MIR623	chr13:99372173-99372686|+|HMGB3P4
loop_chr13-chr13-29928|resting_100m	Promoter	Enhancer	729	12450	chr13:30340270-30377145|-|LINC00426	chr13:30340270-30377145|-|LINC00426
loop_chr13-chr13-29930|resting_100m	Enhancer	Promoter	5273	0	chr13:40992779-40993331|-|RGS17P1	chr13:40931924-41019316|-|ELF1
loop_chr13-chr13-29932|resting_100m	Enhancer	Enhancer	4125	12251	chr13:99356131-99356228|+|MIR623	chr13:99372173-99372686|+|HMGB3P4
loop_chr13-chr13-29938|resting_100m	Enhancer	Enhancer	3407	22908	chr13:99215372-99215758|-|H2AFZP3	chr13:99215372-99215758|-|H2AFZP3
loop_chr13-chr13-29939|resting_100m	Enhancer	Enhancer	22265	14566	chr13:40618738-40621348|+|RLIMP1	chr13:40618738-40621348|+|RLIMP1
loop_chr13-chr13-29941|resting_100m	Enhancer	Enhancer	8538	2079	chr13:40931924-41019316|-|ELF1	chr13:40931924-41019316|-|ELF1
loop_chr13-chr13-29942|resting_100m	Enhancer	Enhancer	43765	50555	chr13:75250480-75252012|+|LINC01078	chr13:75375511-75377294|-|AL139230.1
loop_chr13-chr13-29956|resting_100m	Promoter	Enhancer	0	5386	chr13:48974967-48976867|-|AL161421.1	chr13:48987915-48988017|+|RNU6-60P
loop_chr13-chr13-29962|resting_100m	Promoter	Enhancer	0	10848	chr13:48532013-48532599|-|AL157813.1	chr13:48570639-48573317|-|LINC01077
loop_chr13-chr13-29964|resting_100m	Promoter	Enhancer	479	6139	chr13:49997019-50018467|+|TRIM13	chr13:49997019-50018467|+|TRIM13
loop_chr13-chr13-29968|resting_100m	Enhancer	Enhancer	3347	5296	chr13:40181809-40189028|+|LINC00332	chr13:40181809-40189028|+|LINC00332
loop_chr13-chr13-29999|resting_100m	Enhancer	Enhancer	4888	6547	chr13:111182111-111182692|-|AL390754.1	chr13:111182111-111182692|-|AL390754.1
loop_chr13-chr13-30003|resting_100m	Enhancer	Enhancer	3138	12675	chr13:74231457-74259976|+|LINC00402	chr13:74231457-74259976|+|LINC00402
loop_chr13-chr13-30012|resting_100m	Enhancer	Enhancer	24239	22398	chr13:35251070-35251829|+|PHBP13	chr13:35251070-35251829|+|PHBP13
loop_chr13-chr13-30018|resting_100m	Promoter	Enhancer	279	3472	chr13:99356131-99356228|+|MIR623	chr13:99372173-99372686|+|HMGB3P4
loop_chr13-chr13-30025|resting_100m	Enhancer	Enhancer	18330	21977	chr13:21376977-21377874|-|ZDHHC20-IT1	chr13:21376977-21377874|-|ZDHHC20-IT1
loop_chr13-chr13-30031|resting_100m	Enhancer	Enhancer	60625	53105	chr13:75375511-75377294|-|AL139230.1	chr13:75375511-75377294|-|AL139230.1
loop_chr13-chr13-30044|resting_100m	Enhancer	Enhancer	10900	5195	chr13:98553243-98553780|+|AL356423.1	chr13:98445185-98577151|-|STK24
loop_chr13-chr13-30053|resting_100m	Enhancer	Enhancer	16206	10161	chr13:99294539-99307399|-|GPR183	chr13:99294539-99307399|-|GPR183
loop_chr13-chr13-30054|resting_100m	Enhancer	Enhancer	8876	7445	chr13:51452429-51549992|+|INTS6-AS1	chr13:51452429-51549992|+|INTS6-AS1
loop_chr13-chr13-30056|resting_100m	Enhancer	Enhancer	10904	15348	chr13:99372173-99372686|+|HMGB3P4	chr13:99372173-99372686|+|HMGB3P4
loop_chr13-chr13-30064|resting_100m	Promoter	Promoter	1636	1007	chr13:102593338-102593873|-|AL158063.1	chr13:102596986-102679958|+|TPP2
loop_chr13-chr13-30097|resting_100m	Enhancer	Promoter	8461	419	chr13:40992779-40993331|-|RGS17P1	chr13:40992779-40993331|-|RGS17P1
loop_chr13-chr13-30103|resting_100m	Enhancer	Promoter	5795	0	chr13:99356131-99356228|+|MIR623	chr13:99372173-99372686|+|HMGB3P4
loop_chr13-chr13-30127|resting_100m	Promoter	Enhancer	0	2517	chr13:110641417-110706116|-|CARS2	chr13:110712736-110723339|+|ING1
loop_chr13-chr13-30130|resting_100m	Enhancer	Enhancer	15370	22127	chr13:43023586-43114213|+|DNAJC15	chr13:43023586-43114213|+|DNAJC15
loop_chr13-chr13-30131|resting_100m	Promoter	Enhancer	0	17250	chr13:45341345-45393413|+|TPT1-AS1,chr13:45340039-45341183|+|AL138963.3,chr13:45333471-45341370|-|TPT1	chr13:45350323-45351350|+|AL138963.1
loop_chr13-chr13-30132|resting_100m	Promoter	Enhancer	0	2607	chr13:99215372-99215758|-|H2AFZP3	chr13:99254714-99261744|-|GPR18
loop_chr13-chr13-30138|resting_100m	Enhancer	Enhancer	2210	18582	chr13:29935905-29950488|+|LINC00544	chr13:29935905-29950488|+|LINC00544
loop_chr13-chr13-30142|resting_100m	Promoter	Enhancer	0	15891	chr13:76992078-77078025|+|AC001226.2	chr13:76992078-77078025|+|AC001226.2
loop_chr13-chr13-30144|resting_100m	Enhancer	Enhancer	114326	98989	chr13:74231457-74259976|+|LINC00402	chr13:74231457-74259976|+|LINC00402
loop_chr13-chr13-30150|resting_100m	Promoter	Promoter	0	0	chr13:41189833-41194566|-|KBTBD7	chr13:41216369-41263577|-|MTRF1
loop_chr13-chr13-30155|resting_100m	Enhancer	Enhancer	73483	67196	chr13:75688556-75689197|-|FAM204CP	chr13:75871038-75883811|+|LMO7DN
loop_chr13-chr13-30174|resting_100m	Enhancer	Promoter	21346	903	chr13:48134358-48134534|-|POLR2KP2	chr13:48232612-48270357|+|ITM2B
loop_chr13-chr13-30184|resting_100m	Enhancer	Enhancer	4206	4618	chr13:24680411-24712493|+|ATP12A	chr13:24704338-24704788|-|RPL26P34
loop_chr13-chr13-30188|resting_100m	Enhancer	Enhancer	14851	7786	chr13:23765934-23766104|-|MTCO3P2	chr13:23765934-23766104|-|MTCO3P2
loop_chr13-chr13-30191|resting_100m	Enhancer	Enhancer	9800	66625	chr13:73686089-73995049|-|KLF12	chr13:73686089-73995049|-|KLF12
loop_chr13-chr13-30194|resting_100m	Enhancer	Promoter	8863	1282	chr13:46125920-46211348|-|LCP1	chr13:46296445-46297844|-|LINC00563
loop_chr13-chr13-30202|resting_100m	Enhancer	Enhancer	31436	4844	chr13:40407122-40407440|-|RN7SKP2	chr13:40079106-40481072|-|LINC00598
loop_chr13-chr13-30204|resting_100m	Enhancer	Promoter	5958	0	chr13:45390353-45391267|-|RCN1P2	chr13:45418162-45420371|+|SLC25A30-AS1,chr13:45393316-45418455|-|SLC25A30
loop_chr13-chr13-30208|resting_100m	Enhancer	Enhancer	67426	101132	chr13:73686089-73995049|-|KLF12	chr13:74231457-74259976|+|LINC00402
loop_chr13-chr13-30215|resting_100m	Promoter	Enhancer	0	16859	chr13:94601857-94634661|+|GPR180	chr13:94601857-94634661|+|GPR180
loop_chr13-chr13-30224|resting_100m	Enhancer	Enhancer	20434	11960	chr13:99254714-99261744|-|GPR18	chr13:99372173-99372686|+|HMGB3P4
loop_chr13-chr13-30230|resting_100m	Enhancer	Enhancer	21862	17112	chr13:114179250-114223084|+|CFAP97D2	chr13:114179250-114223084|+|CFAP97D2
loop_chr13-chr13-30233|resting_100m	Enhancer	Promoter	18172	394	chr13:51552589-51552667|+|MIR4703	chr13:51584455-51767709|+|WDFY2
loop_chr13-chr13-30240|resting_100m	Enhancer	Enhancer	16043	9222	chr13:113977783-114132623|-|RASA3	chr13:114234887-114272723|+|CDC16
loop_chr13-chr13-30254|resting_100m	Promoter	Promoter	0	1698	chr13:32315474-32400266|+|BRCA2,chr13:32303700-32315344|-|ZAR1L	chr13:32400723-32428178|-|N4BP2L1
loop_chr13-chr13-30270|resting_100m	Promoter	Enhancer	0	5814	chr13:36949738-36999367|-|ALG5	chr13:37000786-37009614|+|EXOSC8
loop_chr13-chr13-30271|resting_100m	Enhancer	Enhancer	20847	7393	chr13:99254714-99261744|-|GPR18	chr13:99294539-99307399|-|GPR183
loop_chr13-chr13-30275|resting_100m	Enhancer	Promoter	3672	0	chr13:99196377-99200710|-|UBAC2-AS1	chr13:99254714-99261744|-|GPR18
loop_chr13-chr13-30281|resting_100m	Enhancer	Enhancer	9609	10847	chr13:73686089-73995049|-|KLF12	chr13:73686089-73995049|-|KLF12
loop_chr13-chr13-30284|resting_100m	Enhancer	Enhancer	40867	41239	chr13:98435405-98435840|-|FARP1-AS1	chr13:98553243-98553780|+|AL356423.1
loop_chr13-chr13-30294|resting_100m	Enhancer	Enhancer	3701	3515	chr13:99356131-99356228|+|MIR623	chr13:99372173-99372686|+|HMGB3P4
loop_chr13-chr13-30300|resting_100m	Enhancer	Promoter	98807	1734	chr13:74231457-74259976|+|LINC00402	chr13:74289100-74289214|-|RNY1P5
loop_chr13-chr13-30302|resting_100m	Enhancer	Enhancer	8304	4635	chr13:99254714-99261744|-|GPR18	chr13:99294539-99307399|-|GPR183
loop_chr13-chr13-30309|resting_100m	Enhancer	Promoter	10807	1535	chr13:48570639-48573317|-|LINC01077	chr13:48576974-48578088|-|LINC00462
loop_chr13-chr13-30312|resting_100m	Promoter	Enhancer	0	15671	chr13:99294539-99307399|-|GPR183	chr13:99356131-99356228|+|MIR623
loop_chr13-chr13-30316|resting_100m	Enhancer	Enhancer	9437	97802	chr13:73686089-73995049|-|KLF12	chr13:74231457-74259976|+|LINC00402
loop_chr13-chr13-30322|resting_100m	Enhancer	Enhancer	3059	8718	chr13:48576974-48578088|-|LINC00462	chr13:48576974-48578088|-|LINC00462
loop_chr13-chr13-30324|resting_100m	Enhancer	Enhancer	5703	10888	chr13:24704338-24704788|-|RPL26P34	chr13:24723101-24738690|-|AL391560.1
loop_chr13-chr13-30329|resting_100m	Enhancer	Enhancer	5099	19694	chr13:111182111-111182692|-|AL390754.1	chr13:111182111-111182692|-|AL390754.1
loop_chr13-chr13-30350|resting_100m	Enhancer	Enhancer	18080	3003	chr13:40224625-40224862|-|RPL17P51	chr13:40224625-40224862|-|RPL17P51
loop_chr4-chr4-33243|activate_100m|loop_chr4-chr4-30370|resting_100m	Promoter	Promoter	0	1258	chr4:56977742-57031158|+|POLR2B,chr4:56963350-56977606|-|NOA1	chr4:56977742-57031158|+|POLR2B
loop_chr4-chr4-33260|activate_100m	Enhancer	Enhancer	11390	13327	chr4:15743196-15743582|+|AC005798.1	chr4:15743196-15743582|+|AC005798.1
loop_chr4-chr4-33274|activate_100m|loop_chr4-chr4-30374|resting_100m	Enhancer	Enhancer	10117	11738	chr4:26873561-26874349|-|AC106047.1	chr4:26873561-26874349|-|AC106047.1
loop_chr4-chr4-33367|activate_100m|loop_chr4-chr4-30387|resting_100m	Promoter	Promoter	1487	388	chr4:121192797-121192903|-|RNU6-948P	chr4:121192797-121192903|-|RNU6-948P
loop_chr4-chr4-33377|activate_100m|loop_chr4-chr4-30394|resting_100m	Enhancer	Promoter	2081	953	chr4:36244116-36274220|+|AC104078.1	chr4:36244116-36274220|+|AC104078.1
loop_chr4-chr4-33387|activate_100m|loop_chr4-chr4-30398|resting_100m	Enhancer	Enhancer	19598	21002	chr4:88592480-88708541|+|HERC3	chr4:88592480-88708541|+|HERC3
loop_chr4-chr4-33417|activate_100m|loop_chr4-chr4-30372|resting_100m	Promoter	Enhancer	1111	2391	chr4:77713387-77819615|-|CNOT6L	chr4:77713387-77819615|-|CNOT6L
loop_chr4-chr4-33452|activate_100m|loop_chr4-chr4-30419|resting_100m	Enhancer	Promoter	3236	1833	chr4:25747433-25863595|-|SEL1L3	chr4:25747433-25863595|-|SEL1L3
loop_chr4-chr4-33479|activate_100m|loop_chr4-chr4-30369|resting_100m	Enhancer	Enhancer	43088	41369	chr4:113943256-113944320|+|AC104779.1	chr4:113943256-113944320|+|AC104779.1
loop_chr4-chr4-33494|activate_100m|loop_chr4-chr4-30515|resting_100m	Promoter	Promoter	1312	0	chr4:146253975-146521964|-|SLC10A7	chr4:146253975-146521964|-|SLC10A7
loop_chr4-chr4-33513|activate_100m|loop_chr4-chr4-30384|resting_100m	Enhancer	Enhancer	7467	8853	chr4:6909444-7033118|+|TBC1D14	chr4:6909444-7033118|+|TBC1D14
loop_chr4-chr4-33516|activate_100m	Enhancer	Enhancer	30048	31220	chr4:70704801-70808619|+|RUFY3	chr4:70704801-70808619|+|RUFY3
loop_chr4-chr4-33546|activate_100m|loop_chr4-chr4-30615|resting_100m	Promoter	Enhancer	648	2217	chr4:158769026-158908050|+|FNIP2	chr4:158769026-158908050|+|FNIP2
loop_chr4-chr4-33555|activate_100m	Enhancer	Enhancer	43380	41164	chr4:113943256-113944320|+|AC104779.1	chr4:113943256-113944320|+|AC104779.1
loop_chr4-chr4-33566|activate_100m|loop_chr4-chr4-30454|resting_100m	Promoter	Enhancer	0	2124	chr4:1715952-1721358|-|TMEM129,chr4:1721078-1745176|+|TACC3	chr4:1715952-1721358|-|TMEM129
loop_chr4-chr4-33593|activate_100m|loop_chr4-chr4-30395|resting_100m	Enhancer	Enhancer	2724	4618	chr4:38612701-38664883|-|KLF3-AS1	chr4:38612701-38664883|-|KLF3-AS1
loop_chr4-chr4-33594|activate_100m|loop_chr4-chr4-30392|resting_100m	Promoter	Enhancer	1203	2437	chr4:6693878-6697170|+|S100P	chr4:6697861-6698809|-|AC093323.3
loop_chr4-chr4-33595|activate_100m|loop_chr4-chr4-30576|resting_100m	Promoter	Enhancer	1892	3416	chr4:143184917-143223830|+|USP38	chr4:143184917-143223830|+|USP38
loop_chr4-chr4-33613|activate_100m|loop_chr4-chr4-30425|resting_100m	Enhancer	Enhancer	160460	158902	chr4:142286917-142287625|-|RPL5P13	chr4:142286917-142287625|-|RPL5P13
loop_chr4-chr4-33668|activate_100m|loop_chr4-chr4-30382|resting_100m	Promoter	Enhancer	1382	2768	chr4:112274537-112285904|-|TIFA	chr4:112274537-112285904|-|TIFA
loop_chr4-chr4-33689|activate_100m|loop_chr4-chr4-30388|resting_100m	Enhancer	Promoter	2185	774	chr4:128269237-128288829|-|PGRMC2	chr4:128269237-128288829|-|PGRMC2
loop_chr4-chr4-33715|activate_100m|loop_chr4-chr4-30451|resting_100m	Promoter	Promoter	1379	0	chr4:177430774-177442437|-|AGA	chr4:177430774-177442437|-|AGA
loop_chr4-chr4-33764|activate_100m|loop_chr4-chr4-30558|resting_100m	Enhancer	Enhancer	6883	5295	chr4:1166932-1208962|-|SPON2	chr4:1166932-1208962|-|SPON2
loop_chr4-chr4-33771|activate_100m|loop_chr4-chr4-30381|resting_100m	Enhancer	Promoter	2330	0	chr4:105369077-105474064|-|PPA2	chr4:105369077-105474064|-|PPA2
loop_chr4-chr4-33778|activate_100m|loop_chr4-chr4-30402|resting_100m	Promoter	Promoter	1089	0	chr4:75913660-75941013|-|NAAA	chr4:75913660-75941013|-|NAAA
loop_chr4-chr4-33803|activate_100m|loop_chr4-chr4-30373|resting_100m	Enhancer	Enhancer	23928	22405	chr4:83090048-83137075|-|PLAC8	chr4:83090048-83137075|-|PLAC8
loop_chr4-chr4-33809|activate_100m|loop_chr4-chr4-30397|resting_100m	Enhancer	Enhancer	157879	159764	chr4:81334303-81334418|+|RNU5A-2P	chr4:81334303-81334418|+|RNU5A-2P
loop_chr4-chr4-33836|activate_100m|loop_chr4-chr4-30453|resting_100m	Promoter	Promoter	853	839	chr4:169393275-169612629|-|NEK1	chr4:169620521-169723673|+|CLCN3
loop_chr4-chr4-33882|activate_100m|loop_chr4-chr4-30415|resting_100m	Promoter	Promoter	0	1663	chr4:51843063-51916837|+|DCUN1D4	chr4:51843063-51916837|+|DCUN1D4
loop_chr4-chr4-33890|activate_100m|loop_chr4-chr4-30390|resting_100m	Promoter	Promoter	0	1280	chr4:142566019-142660950|+|AC139720.1	chr4:142566019-142660950|+|AC139720.1
loop_chr4-chr4-33936|activate_100m|loop_chr4-chr4-30424|resting_100m	Enhancer	Enhancer	30035	32385	chr4:70704801-70808619|+|RUFY3	chr4:70704801-70808619|+|RUFY3
