Promoter	PromoterTarget	directEnhancer	indirectEnhancer	directPromoter	indirectPromoter	directEnhancerHub	indirectEnhancerHub
chr16:70801114-70801308|Promoter	chr16:70687439-70801158|-|VAC14			chr16:70799749-70799951|Promoter			
chr16:71721307-71721534|Promoter	chr16:71723180-71724230|+|AC009097.4			chr16:71722816-71722981|Promoter			
chr16:71722816-71722981|Promoter	chr16:71723180-71724230|+|AC009097.4			chr16:71721307-71721534|Promoter			
chr16:71809272-71809543|Promoter	chr16:71729000-71809201|-|AP1G1	chr16:71816702-71817179|Enhancer	chr16:71811204-71811715|Enhancer				
chr16:71881262-71881421|Promoter	chr16:71881553-71882273|-|AC009127.1			chr16:71882496-71882624|Promoter			
chr16:71882496-71882624|Promoter	chr16:71881553-71882273|-|AC009127.1			chr16:71881262-71881421|Promoter			
chr16:74606347-74606385|Promoter	chr16:74447427-74607144|-|GLG1	chr16:74601262-74601609|Enhancer	chr16:74595364-74595598|Enhancer		chr16:74608927-74609289|Promoter,chr16:74607448-74607890|Promoter		
chr16:74607448-74607890|Promoter	chr16:74447427-74607144|-|GLG1		chr16:74601262-74601609|Enhancer,chr16:74595364-74595598|Enhancer	chr16:74608927-74609289|Promoter	chr16:74606347-74606385|Promoter		chr16:74601262-74601609|Enhancer
chr16:74608927-74609289|Promoter	chr16:74447427-74607144|-|GLG1	chr16:74601262-74601609|Enhancer	chr16:74595364-74595598|Enhancer	chr16:74607448-74607890|Promoter	chr16:74606347-74606385|Promoter		
chr16:74985102-74985179|Promoter	chr16:74871362-74985123|-|WDR59			chr16:75148306-75148373|Promoter			
chr16:74997181-74997275|Promoter	chr16:74999030-75110994|+|ZNRF1			chr16:74998559-74998617|Promoter			
chr16:74998559-74998617|Promoter	chr16:74999030-75110994|+|ZNRF1			chr16:74997181-74997275|Promoter			
chr16:75148306-75148373|Promoter	chr16:75148494-75172236|+|ZFP1			chr16:74985102-74985179|Promoter			
chr16:75326069-75326483|Promoter	chr16:75321890-75325048|-|AC009054.1	chr16:75319428-75320188|Enhancer					
chr16:75380150-75380456|Promoter	chr16:75379818-75381260|-|AC009054.2	chr16:75379098-75379136|Enhancer					
chr16:75464814-75464916|Promoter	chr16:75412684-75464706|-|AC009163.4	chr16:75471882-75471974|Enhancer					
chr16:75556000-75556928|Promoter	chr16:75556392-75557059|+|AC025287.2,chr16:75536741-75556252|-|TMEM231			chr16:75565780-75566285|Promoter,chr16:75565173-75565221|Promoter			
chr16:75565173-75565221|Promoter	chr16:75566375-75577881|+|GABARAPL2			chr16:75556000-75556928|Promoter	chr16:75565780-75566285|Promoter		
chr16:75565780-75566285|Promoter	chr16:75566375-75577881|+|GABARAPL2			chr16:75556000-75556928|Promoter	chr16:75565173-75565221|Promoter		
chr16:75623290-75623647|Promoter	chr16:75600002-75623300|-|ADAT1	chr16:75627859-75628036|Enhancer					
chr16:75648644-75648704|Promoter	chr16:75647773-75657432|+|TERF2IP	chr16:75649703-75649982|Enhancer					
chr16:78120734-78122197|Promoter	chr16:78123243-78124332|+|AC079414.3			chr16:78122866-78123315|Promoter			
chr16:78122866-78123315|Promoter	chr16:78123243-78124332|+|AC079414.3			chr16:78120734-78122197|Promoter			
chr16:78895021-78895265|Promoter	chr16:78895361-78899644|+|AC027279.1			chr16:78896329-78896602|Promoter			
chr16:78896329-78896602|Promoter	chr16:78895361-78899644|+|AC027279.1			chr16:78895021-78895265|Promoter			
chr16:79600779-79601157|Promoter	chr16:79585843-79600737|-|MAF			chr16:79601782-79602395|Promoter			
chr16:79601782-79602395|Promoter	chr16:79585843-79600737|-|MAF			chr16:79600779-79601157|Promoter			
chr16:81004750-81005144|Promoter	chr16:81006498-81033114|+|CENPN			chr16:81007106-81007752|Promoter	chr16:81096482-81096661|Promoter		
chr16:81007106-81007752|Promoter	chr16:80829792-81006886|-|AC009070.1			chr16:81004750-81005144|Promoter,chr16:81096482-81096661|Promoter			
chr16:81096482-81096661|Promoter	chr16:81081938-81096425|-|GCSH			chr16:81007106-81007752|Promoter	chr16:81004750-81005144|Promoter		
chr16:81446229-81447714|Promoter	chr16:81445170-81711762|+|CMIP	chr16:81452021-81452361|Enhancer					
chr16:84594205-84594820|Promoter	chr16:84594393-84596826|+|AC092145.1	chr16:84597910-84598510|Enhancer,chr16:84600566-84601200|Enhancer	chr16:84606294-84606879|Enhancer,chr16:84607706-84607993|Enhancer			chr16:84600566-84601200|Enhancer	chr16:84607706-84607993|Enhancer
chr16:84699976-84700076|Promoter	chr16:84699978-84779581|+|USP10			chr16:84701003-84701349|Promoter			
chr16:84701003-84701349|Promoter	chr16:84699978-84779581|+|USP10			chr16:84699976-84700076|Promoter			
chr16:85027601-85027881|Promoter	chr16:85027751-85094230|+|KIAA0513			chr16:85028828-85029130|Promoter			
chr16:85028828-85029130|Promoter	chr16:85027751-85094230|+|KIAA0513			chr16:85027601-85027881|Promoter			
chr16:85306278-85306554|Promoter	chr16:85306226-85306325|-|MIR5093	chr16:85311175-85311454|Enhancer	chr16:85308515-85308778|Enhancer				
chr16:8672651-8673303|Promoter	chr16:8674617-8784575|+|ABAT	chr16:8671019-8671304|Enhancer					
chr16:87777716-87778201|Promoter	chr16:87773488-87779374|-|AC126696.3			chr16:87779126-87779596|Promoter			
chr16:87779126-87779596|Promoter	chr16:87773488-87779374|-|AC126696.3			chr16:87777716-87778201|Promoter			
chr16:87869313-87869637|Promoter	chr16:87830023-87869507|-|SLC7A5	chr16:87866918-87867230|Enhancer					
chr16:88469646-88469805|Promoter	chr16:88468918-88469031|+|MIR5189	chr16:88456851-88457271|Enhancer					
chr16:89489169-89489331|Promoter	chr16:89267630-89490561|-|ANKRD11	chr16:89483404-89485212|Enhancer	chr16:89471382-89473230|Enhancer,chr16:89487931-89488057|Enhancer				chr16:89487931-89488057|Enhancer
chr16:8960380-8961347|Promoter	chr16:8962706-8966990|+|AC022167.3		chr16:8936067-8937156|Enhancer,chr16:8958986-8960246|Enhancer,chr16:8958397-8958830|Enhancer	chr16:8962335-8962803|Promoter	chr16:8963891-8963998|Promoter		chr16:8958986-8960246|Enhancer
chr16:8962335-8962803|Promoter	chr16:8962706-8966990|+|AC022167.3	chr16:8936067-8937156|Enhancer,chr16:8958986-8960246|Enhancer,chr16:8958397-8958830|Enhancer		chr16:8960380-8961347|Promoter,chr16:8963891-8963998|Promoter		chr16:8958986-8960246|Enhancer	
chr16:8963891-8963998|Promoter	chr16:8892097-8963906|-|USP7	chr16:8958986-8960246|Enhancer	chr16:8936067-8937156|Enhancer,chr16:8958397-8958830|Enhancer	chr16:8962335-8962803|Promoter	chr16:8960380-8961347|Promoter		chr16:8958397-8958830|Enhancer
chr16:89700343-89700721|Promoter	chr16:89696357-89701705|-|SPATA2L			chr16:89701755-89701863|Promoter			
chr16:89701755-89701863|Promoter	chr16:89696357-89701705|-|SPATA2L			chr16:89700343-89700721|Promoter			
chr16:9091384-9091806|Promoter	chr16:9091644-9121635|+|C16orf72	chr16:9094078-9095283|Enhancer					
chr16:9107177-9107723|Promoter	chr16:9105834-9107174|-|AC087190.1	chr16:9099417-9099815|Enhancer					
chr17:10696790-10697130|Promoter	chr17:10672474-10697533|-|SCO1	chr17:10699643-10700103|Enhancer			chr17:10698471-10698920|Promoter		
chr17:10698471-10698920|Promoter	chr17:10697594-10711233|+|ADPRM	chr17:10699643-10700103|Enhancer			chr17:10696790-10697130|Promoter		
chr17:10744543-10744605|Promoter	chr17:10745553-10746543|-|AC015908.1	chr17:10737032-10737317|Enhancer					
chr17:11997282-11997584|Promoter	chr17:11977439-11997475|-|ZNF18			chr17:12020641-12020813|Promoter			
chr17:12020641-12020813|Promoter	chr17:12020834-12143830|+|MAP2K4			chr17:11997282-11997584|Promoter			
chr17:17015793-17016514|Promoter	chr17:17011914-17014990|-|AC104024.2	chr17:17018093-17018348|Enhancer					
chr17:17177171-17177443|Promoter	chr17:17178414-17178749|+|RN7SL775P			chr17:17182146-17182273|Promoter			
chr17:17182146-17182273|Promoter	chr17:17181504-17183257|+|AC055811.4			chr17:17177171-17177443|Promoter			
chr17:17236608-17236798|Promoter	chr17:17212212-17237168|-|FLCN			chr17:17237713-17237859|Promoter			
chr17:17237713-17237859|Promoter	chr17:17202649-17237185|-|AC055811.2			chr17:17236608-17236798|Promoter			
chr17:1829825-1830066|Promoter	chr17:1779485-1829881|-|SMYD4,chr17:1829984-1899554|+|RPA1	chr17:1823481-1823966|Enhancer					
chr17:18858126-18858143|Promoter	chr17:18856299-18931287|+|PRPSAP2	chr17:18859373-18859533|Enhancer					
chr17:18955564-18955903|Promoter	chr17:18951625-18954149|-|AC090286.1	chr17:18956891-18958363|Enhancer					
chr17:19006066-19006360|Promoter	chr17:18968789-19004764|-|FAM83G	chr17:19007598-19007970|Enhancer					
chr17:21043562-21044133|Promoter	chr17:20999596-21043760|-|USP22	chr17:21041109-21041703|Enhancer	chr17:21040291-21040554|Enhancer				
chr17:21125926-21126923|Promoter	chr17:21126652-21193265|+|DHRS7B	chr17:21119749-21119828|Enhancer,chr17:21099390-21100539|Enhancer				chr17:21099390-21100539|Enhancer	
chr17:2399672-2400051|Promoter	chr17:2384073-2401104|-|MNT		chr17:2392351-2392632|Enhancer	chr17:2400870-2402106|Promoter			
chr17:2400870-2402106|Promoter	chr17:2384073-2401104|-|MNT	chr17:2392351-2392632|Enhancer		chr17:2399672-2400051|Promoter			
chr17:27454348-27454864|Promoter	chr17:27456470-27626438|+|KSR1			chr17:27455910-27456002|Promoter			
chr17:27455910-27456002|Promoter	chr17:27456470-27626438|+|KSR1			chr17:27454348-27454864|Promoter			
chr17:28318806-28319388|Promoter	chr17:28319200-28328685|+|TMEM97			chr17:28335362-28335755|Promoter			
chr17:28335362-28335755|Promoter	chr17:28328325-28335489|-|IFT20,chr17:28335602-28347009|+|TNFAIP1			chr17:28318806-28319388|Promoter			
chr17:28576853-28577029|Promoter	chr17:28573115-28576948|-|ALDOC			chr17:28599012-28599690|Promoter			
chr17:28599012-28599690|Promoter	chr17:28577574-28599025|-|SPAG5			chr17:28576853-28577029|Promoter			
chr17:28719816-28719987|Promoter	chr17:28719985-28724359|+|RPL23A			chr17:28728941-28729055|Promoter			
chr17:28728941-28729055|Promoter	chr17:28728788-28743455|+|AC010761.1			chr17:28719816-28719987|Promoter			
chr17:28893261-28893538|Promoter	chr17:28892469-28893342|+|AC024267.3			chr17:28896641-28896980|Promoter			
chr17:28896641-28896980|Promoter	chr17:28879335-28897733|-|FLOT2			chr17:28893261-28893538|Promoter			
chr17:28926087-28926354|Promoter	chr17:28926275-28944749|+|AC024267.4	chr17:28929539-28929831|Enhancer					
chr17:28952388-28952627|Promoter	chr17:28905250-28951518|-|PHF12	chr17:28982274-28982518|Enhancer					
chr17:29140088-29140421|Promoter	chr17:29140483-29155489|+|AC024619.3	chr17:29145410-29145585|Enhancer					
chr17:29140916-29141538|Promoter	chr17:29140483-29155489|+|AC024619.3	chr17:29148917-29149126|Enhancer					
chr17:29565100-29565188|Promoter	chr17:29560547-29567037|-|ABHD15			chr17:29566210-29566288|Promoter			
chr17:29566210-29566288|Promoter	chr17:29560547-29567037|-|ABHD15			chr17:29565100-29565188|Promoter			
chr17:29760024-29760489|Promoter	chr17:29761103-29787836|+|AC023389.1	chr17:29757927-29758005|Enhancer					
chr17:30235771-30235895|Promoter	chr17:30194319-30236002|-|SLC6A4			chr17:30237541-30237665|Promoter			
chr17:30237541-30237665|Promoter	chr17:30238741-30252237|+|AC104984.4			chr17:30235771-30235895|Promoter			
chr17:30332071-30332627|Promoter	chr17:30316333-30334059|-|TMIGD1	chr17:30322412-30324292|Enhancer	chr17:30335783-30336851|Enhancer,chr17:30330229-30330926|Enhancer				chr17:30335783-30336851|Enhancer
chr17:30824632-30824884|Promoter	chr17:30782684-30824692|-|CRLF3	chr17:30805733-30806206|Enhancer					
chr17:30825758-30826429|Promoter	chr17:30782684-30824692|-|CRLF3	chr17:30808865-30809597|Enhancer	chr17:30819879-30820412|Enhancer,chr17:30818642-30819113|Enhancer,chr17:30817571-30817609|Enhancer,chr17:30821662-30821950|Enhancer,chr17:30807237-30808085|Enhancer		chr17:30831822-30831937|Promoter		chr17:30818642-30819113|Enhancer
chr17:30831822-30831937|Promoter	chr17:30831966-30895869|+|ATAD5	chr17:30808865-30809597|Enhancer	chr17:30819879-30820412|Enhancer,chr17:30818642-30819113|Enhancer,chr17:30817571-30817609|Enhancer,chr17:30821662-30821950|Enhancer,chr17:30807237-30808085|Enhancer		chr17:30825758-30826429|Promoter		chr17:30818642-30819113|Enhancer
chr17:31318437-31318901|Promoter	chr17:31305213-31318831|-|AC134669.1	chr17:31310419-31310676|Enhancer,chr17:31311617-31311918|Enhancer			chr17:31321684-31321889|Promoter	chr17:31310419-31310676|Enhancer	
chr17:31321684-31321889|Promoter	chr17:31317560-31321884|-|EVI2A	chr17:31310419-31310676|Enhancer	chr17:31311617-31311918|Enhancer		chr17:31318437-31318901|Promoter		
chr17:32007252-32007428|Promoter	chr17:32007988-32053504|+|LRRC37B			chr17:32008548-32009049|Promoter			
chr17:32008548-32009049|Promoter	chr17:32007988-32053504|+|LRRC37B			chr17:32007252-32007428|Promoter			
chr17:35072562-35073381|Promoter	chr17:35073831-35074374|-|AC004223.2	chr17:35051111-35055108|Enhancer					
chr17:35141528-35142600|Promoter	chr17:35128730-35142303|-|NLE1	chr17:35160781-35161683|Enhancer	chr17:35158710-35159216|Enhancer				
chr17:35187723-35189823|Promoter	chr17:35188522-35191343|+|AC022916.2		chr17:35252158-35253037|Enhancer	chr17:35243618-35245589|Promoter			
chr17:35243618-35245589|Promoter	chr17:35243071-35273655|+|SLFN5	chr17:35252158-35253037|Enhancer		chr17:35187723-35189823|Promoter			
chr17:35372627-35373104|Promoter	chr17:35350305-35373620|-|SLFN11	chr17:35368188-35368382|Enhancer					
chr17:35446814-35448471|Promoter	chr17:35435096-35448782|-|SLFN13		chr17:35450964-35452422|Enhancer	chr17:35459681-35460713|Promoter			
chr17:35459681-35460713|Promoter	chr17:35459481-35460550|-|AC015911.4	chr17:35450964-35452422|Enhancer		chr17:35446814-35448471|Promoter			
chr17:35487349-35488802|Promoter	chr17:35490009-35491238|+|E2F3P1	chr17:35493049-35493800|Enhancer					
chr17:3723469-3723651|Promoter	chr17:3723903-3726699|+|HASPIN	chr17:3710985-3711320|Enhancer					
chr17:38851551-38851710|Promoter	chr17:38851524-38851659|-|SNORA21B			chr17:38853154-38853430|Promoter			
chr17:38853154-38853430|Promoter	chr17:38852863-38852994|-|SNORA21			chr17:38851551-38851710|Promoter			
chr17:38924059-38924174|Promoter	chr17:38925168-38929384|+|LINC00672			chr17:38925258-38925612|Promoter			
chr17:38925258-38925612|Promoter	chr17:38925168-38929384|+|LINC00672			chr17:38924059-38924174|Promoter			
chr17:39863661-39865994|Promoter	chr17:39757718-39864312|-|IKZF3	chr17:39818771-39820173|Enhancer					
chr17:39980052-39981028|Promoter	chr17:39980807-39997959|+|PSMD3	chr17:39959049-39959378|Enhancer					
chr17:40097967-40099415|Promoter	chr17:40092793-40100589|-|NR1D1	chr17:40096061-40096654|Enhancer	chr17:40111613-40112432|Enhancer,chr17:40108148-40108665|Enhancer				chr17:40108148-40108665|Enhancer
chr17:40191603-40191820|Promoter	chr17:40193597-40193663|+|MIR6867	chr17:40201945-40202017|Enhancer					
chr17:40341186-40341477|Promoter	chr17:40340867-40343136|-|RARA-AS1	chr17:40320088-40320732|Enhancer,chr17:40326099-40326343|Enhancer	chr17:40318844-40319086|Enhancer			chr17:40320088-40320732|Enhancer	
chr17:40515515-40515590|Promoter	chr17:40517026-40527002|+|AC004585.1			chr17:40516745-40517003|Promoter			
chr17:40516745-40517003|Promoter	chr17:40517026-40527002|+|AC004585.1			chr17:40515515-40515590|Promoter			
chr17:40565457-40565708|Promoter	chr17:40553769-40565472|-|CCR7	chr17:40581939-40583503|Enhancer	chr17:40605304-40605733|Enhancer,chr17:40560266-40561167|Enhancer,chr17:40561720-40562638|Enhancer,chr17:40620064-40620599|Enhancer,chr17:40601568-40603487|Enhancer,chr17:40611791-40613557|Enhancer,chr17:40622529-40622928|Enhancer,chr17:40547459-40547895|Enhancer,chr17:40577812-40578200|Enhancer,chr17:40576405-40576679|Enhancer,chr17:40607487-40608514|Enhancer,chr17:40583665-40583836|Enhancer,chr17:40540576-40541885|Enhancer,chr17:40549451-40549899|Enhancer		chr17:40595677-40598223|Promoter		chr17:40607487-40608514|Enhancer
chr17:40595677-40598223|Promoter	chr17:40597113-40598585|-|AC004585.2	chr17:40601568-40603487|Enhancer,chr17:40581939-40583503|Enhancer,chr17:40611791-40613557|Enhancer	chr17:40605304-40605733|Enhancer,chr17:40560266-40561167|Enhancer,chr17:40561720-40562638|Enhancer,chr17:40620064-40620599|Enhancer,chr17:40622529-40622928|Enhancer,chr17:40547459-40547895|Enhancer,chr17:40577812-40578200|Enhancer,chr17:40576405-40576679|Enhancer,chr17:40607487-40608514|Enhancer,chr17:40583665-40583836|Enhancer,chr17:40540576-40541885|Enhancer,chr17:40549451-40549899|Enhancer		chr17:40565457-40565708|Promoter	chr17:40581939-40583503|Enhancer	chr17:40607487-40608514|Enhancer
chr17:41687969-41688902|Promoter	chr17:41688885-41692668|+|EIF1	chr17:41678779-41679517|Enhancer,chr17:41692205-41693018|Enhancer	chr17:41696084-41696197|Enhancer	chr17:41689730-41690457|Promoter		chr17:41692205-41693018|Enhancer	
chr17:41689730-41690457|Promoter	chr17:41688885-41692668|+|EIF1		chr17:41678779-41679517|Enhancer,chr17:41696084-41696197|Enhancer,chr17:41692205-41693018|Enhancer	chr17:41687969-41688902|Promoter			chr17:41692205-41693018|Enhancer
chr17:41786969-41787179|Promoter	chr17:41754604-41786711|-|JUP			chr17:41788543-41788683|Promoter			
chr17:41788543-41788683|Promoter	chr17:41754604-41786711|-|JUP			chr17:41786969-41787179|Promoter			
chr17:41865416-41865607|Promoter	chr17:41848518-41865423|-|KLHL11			chr17:41868047-41869813|Promoter			
chr17:41868047-41869813|Promoter	chr17:41867581-41867736|+|AC125257.2			chr17:41865416-41865607|Promoter			
chr17:42272367-42272613|Promoter	chr17:42270517-42272683|-|AC099811.1			chr17:42273872-42274286|Promoter	chr17:42272758-42272890|Promoter		
chr17:42272758-42272890|Promoter	chr17:42270517-42272683|-|AC099811.1			chr17:42273872-42274286|Promoter	chr17:42272367-42272613|Promoter		
chr17:42273872-42274286|Promoter	chr17:42270517-42272683|-|AC099811.1			chr17:42272758-42272890|Promoter,chr17:42272367-42272613|Promoter			
chr17:42389093-42389346|Promoter	chr17:42313324-42388568|-|STAT3	chr17:42336688-42337774|Enhancer					
chr17:42531527-42532152|Promoter	chr17:42533532-42534009|+|PTP4A2P1	chr17:42530370-42530788|Enhancer					
chr17:43211515-43211885|Promoter	chr17:43211875-43220041|+|TMEM106A			chr17:43212796-43213002|Promoter			
chr17:43212796-43213002|Promoter	chr17:43211875-43220041|+|TMEM106A			chr17:43211515-43211885|Promoter			
chr17:43360345-43361605|Promoter	chr17:43360041-43361361|-|AC109326.1			chr17:43483753-43484119|Promoter			
chr17:43389198-43389266|Promoter	chr17:43369845-43389199|-|LINC00910	chr17:43368337-43368451|Enhancer	chr17:43367305-43367307|Enhancer,chr17:43369422-43369476|Enhancer				chr17:43369422-43369476|Enhancer
chr17:43483753-43484119|Promoter	chr17:43483963-43526786|+|DHX8			chr17:43360345-43361605|Promoter			
chr17:44324869-44324973|Promoter	chr17:44319625-44324870|-|SLC25A39			chr17:44326187-44326253|Promoter			
chr17:44326187-44326253|Promoter	chr17:44319625-44324870|-|SLC25A39			chr17:44324869-44324973|Promoter			
chr17:45051281-45051419|Promoter	chr17:45051610-45109016|+|NMT1			chr17:45052259-45052564|Promoter	chr17:45061079-45061324|Promoter		
chr17:45052259-45052564|Promoter	chr17:45051610-45109016|+|NMT1			chr17:45051281-45051419|Promoter,chr17:45061079-45061324|Promoter			
chr17:45061079-45061324|Promoter	chr17:45023340-45061109|-|DCAKD			chr17:45052259-45052564|Promoter	chr17:45051281-45051419|Promoter		
chr17:45222799-45222928|Promoter	chr17:45190931-45222222|-|AC008105.3	chr17:45223892-45226377|Enhancer			chr17:45248347-45249389|Promoter,chr17:45249461-45249966|Promoter		
chr17:45248347-45249389|Promoter	chr17:45247954-45268393|+|MAP3K14-AS1	chr17:45223892-45226377|Enhancer		chr17:45249461-45249966|Promoter	chr17:45222799-45222928|Promoter		
chr17:45249461-45249966|Promoter	chr17:45245186-45251129|-|AC008105.2		chr17:45223892-45226377|Enhancer	chr17:45248347-45249389|Promoter	chr17:45222799-45222928|Promoter		
chr17:47189324-47189599|Promoter	chr17:47117703-47189295|-|CDC27	chr17:47217462-47217756|Enhancer	chr17:47218637-47219461|Enhancer				
chr17:4738729-4741322|Promoter	chr17:4739833-4746119|+|ZMYND15,chr17:4733533-4739928|-|CXCL16	chr17:4747815-4748146|Enhancer					
chr17:47821763-47822006|Promoter	chr17:47807372-47821834|-|AC003665.1			chr17:47829406-47830126|Promoter			
chr17:47829406-47830126|Promoter	chr17:47823272-47831541|-|MRPL10			chr17:47821763-47822006|Promoter			
chr17:47895431-47896255|Promoter	chr17:47896150-47928957|+|SP2,chr17:47891255-47895812|-|AC018521.5			chr17:47897024-47898081|Promoter			
chr17:47897024-47898081|Promoter	chr17:47896150-47928957|+|SP2			chr17:47895431-47896255|Promoter			
chr17:48036765-48037212|Promoter	chr17:48037161-48037247|-|MIR152		chr17:48024497-48025669|Enhancer	chr17:48047767-48049028|Promoter			
chr17:48047767-48049028|Promoter	chr17:48048359-48061545|+|NFE2L1,chr17:48046881-48048073|-|AC004477.1	chr17:48024497-48025669|Enhancer		chr17:48036765-48037212|Promoter			
chr17:48195287-48195616|Promoter	chr17:48196680-48196786|-|RNU6-1152P	chr17:48194145-48194320|Enhancer					
chr17:4833940-4834429|Promoter	chr17:4833340-4898061|+|MINK1	chr17:4835484-4835659|Enhancer					
chr17:48817033-48818267|Promoter	chr17:48762235-48817214|-|TTLL6	chr17:48804999-48805855|Enhancer					
chr17:48892183-48893193|Promoter	chr17:48892765-48895871|+|ATP5MC1			chr17:48908012-48908428|Promoter			
chr17:48908012-48908428|Promoter	chr17:48908407-48929056|+|UBE2Z			chr17:48892183-48893193|Promoter			
chr17:49361089-49361462|Promoter	chr17:49361165-49366115|+|AC091180.2			chr17:49362344-49362645|Promoter			
chr17:49362344-49362645|Promoter	chr17:49294565-49362473|-|ZNF652			chr17:49361089-49361462|Promoter			
chr17:4950315-4950508|Promoter	chr17:4951095-4957131|+|ENO3			chr17:4967170-4967406|Promoter			
chr17:4967170-4967406|Promoter	chr17:4959226-4967817|-|SPAG7			chr17:4950315-4950508|Promoter			
chr17:4967817-4967977|Promoter	chr17:4959226-4967817|-|SPAG7	chr17:4903612-4903831|Enhancer					
chr17:49708203-49708428|Promoter	chr17:49708334-49720060|+|AC015795.1	chr17:49817922-49818470|Enhancer	chr17:49764099-49764603|Enhancer,chr17:49715163-49716317|Enhancer,chr17:49748018-49749245|Enhancer,chr17:49819715-49821446|Enhancer,chr17:49816189-49817500|Enhancer,chr17:49760937-49761359|Enhancer,chr17:49762194-49762683|Enhancer,chr17:49742203-49742791|Enhancer,chr17:49739486-49740107|Enhancer,chr17:49746617-49747755|Enhancer,chr17:49779868-49779918|Enhancer	chr17:49788169-49788587|Promoter			chr17:49748018-49749245|Enhancer
chr17:49788169-49788587|Promoter	chr17:49710332-49788592|-|FAM117A	chr17:49764099-49764603|Enhancer,chr17:49779868-49779918|Enhancer	chr17:49715163-49716317|Enhancer,chr17:49748018-49749245|Enhancer,chr17:49819715-49821446|Enhancer,chr17:49816189-49817500|Enhancer,chr17:49760937-49761359|Enhancer,chr17:49762194-49762683|Enhancer,chr17:49742203-49742791|Enhancer,chr17:49817922-49818470|Enhancer,chr17:49739486-49740107|Enhancer,chr17:49746617-49747755|Enhancer	chr17:49708203-49708428|Promoter		chr17:49764099-49764603|Enhancer	chr17:49748018-49749245|Enhancer
chr17:49849489-49849540|Promoter	chr17:49838309-49848017|-|TAC4	chr17:49850799-49850899|Enhancer					
chr17:50479590-50479670|Promoter	chr17:50478860-50485974|+|RSAD1	chr17:50480853-50481091|Enhancer					
chr17:50780188-50780295|Promoter	chr17:50781306-50792493|+|AC005921.4	chr17:50783290-50783349|Enhancer					
chr17:50864651-50865495|Promoter	chr17:50866679-50909737|+|TOB1-AS1	chr17:50871194-50872127|Enhancer,chr17:50852213-50852707|Enhancer	chr17:50872606-50873579|Enhancer,chr17:50919752-50919996|Enhancer		chr17:50910062-50910644|Promoter,chr17:50867531-50868518|Promoter,chr17:50866760-50867399|Promoter	chr17:50871194-50872127|Enhancer	chr17:50872606-50873579|Enhancer
chr17:50866760-50867399|Promoter	chr17:50866679-50909737|+|TOB1-AS1	chr17:50871194-50872127|Enhancer	chr17:50872606-50873579|Enhancer,chr17:50919752-50919996|Enhancer,chr17:50852213-50852707|Enhancer		chr17:50910062-50910644|Promoter,chr17:50864651-50865495|Promoter,chr17:50867531-50868518|Promoter		chr17:50872606-50873579|Enhancer
chr17:50867531-50868518|Promoter	chr17:50862223-50867978|-|TOB1	chr17:50871194-50872127|Enhancer	chr17:50872606-50873579|Enhancer,chr17:50919752-50919996|Enhancer,chr17:50852213-50852707|Enhancer	chr17:50910062-50910644|Promoter	chr17:50864651-50865495|Promoter,chr17:50866760-50867399|Promoter		chr17:50872606-50873579|Enhancer
chr17:50910062-50910644|Promoter	chr17:50909637-50910232|-|AC005920.4	chr17:50871194-50872127|Enhancer,chr17:50919752-50919996|Enhancer	chr17:50872606-50873579|Enhancer,chr17:50852213-50852707|Enhancer	chr17:50867531-50868518|Promoter	chr17:50864651-50865495|Promoter,chr17:50866760-50867399|Promoter	chr17:50871194-50872127|Enhancer	chr17:50872606-50873579|Enhancer
chr17:51764551-51764605|Promoter	chr17:51761260-51763397|-|AC002090.1	chr17:51766501-51766681|Enhancer					
chr17:5419074-5422506|Promoter	chr17:5419641-5432876|+|RPAIN,chr17:5384833-5419662|-|NUP88			chr17:5437803-5439456|Promoter			
chr17:5437803-5439456|Promoter	chr17:5432777-5439155|-|C1QBP			chr17:5419074-5422506|Promoter			
chr17:5468951-5469199|Promoter	chr17:5469092-5470360|+|AC004148.1,chr17:5440917-5468982|-|DHX33			chr17:5486411-5486894|Promoter	chr17:5511959-5512287|Promoter,chr17:5513641-5513978|Promoter		
chr17:5486411-5486894|Promoter	chr17:5486374-5490814|+|MIS12			chr17:5468951-5469199|Promoter,chr17:5513641-5513978|Promoter	chr17:5511959-5512287|Promoter		
chr17:5511959-5512287|Promoter	chr17:5512040-5512537|-|AC055839.1			chr17:5513641-5513978|Promoter	chr17:5486411-5486894|Promoter,chr17:5468951-5469199|Promoter		
chr17:5513641-5513978|Promoter	chr17:5512040-5512537|-|AC055839.1			chr17:5486411-5486894|Promoter,chr17:5511959-5512287|Promoter	chr17:5468951-5469199|Promoter		
chr17:5584488-5585046|Promoter	chr17:5501400-5584531|-|NLRP1	chr17:5587273-5587636|Enhancer		chr17:5585739-5586408|Promoter			
chr17:5585739-5586408|Promoter	chr17:5501400-5584531|-|NLRP1		chr17:5587273-5587636|Enhancer	chr17:5584488-5585046|Promoter			
chr17:56594108-56594629|Promoter	chr17:56593699-56595590|+|NOG	chr17:56598933-56599415|Enhancer	chr17:56596842-56597144|Enhancer				
chr17:56940063-56940157|Promoter	chr17:56939932-56941275|+|AC004584.1			chr17:56941183-56941437|Promoter			
chr17:56941183-56941437|Promoter	chr17:56939932-56941275|+|AC004584.1			chr17:56940063-56940157|Promoter			
chr17:58332464-58332598|Promoter	chr17:58330884-58332508|-|AC004687.1			chr17:58334797-58334846|Promoter			
