Promoter	PromoterTarget	directEnhancer	indirectEnhancer	directPromoter	indirectPromoter	directEnhancerHub	indirectEnhancerHub
chr13:99199639-99199728|Promoter	chr13:99196377-99200710|-|UBAC2-AS1			chr13:99201220-99201232|Promoter			
chr13:99201220-99201232|Promoter	chr13:99200774-99386427|+|UBAC2			chr13:99199639-99199728|Promoter			
chr13:99203419-99204505|Promoter	chr13:99205708-99206006|+|RN7SKP9	chr13:99228699-99229107|Enhancer,chr13:99264086-99267449|Enhancer	chr13:99218929-99220527|Enhancer		chr13:99213639-99215580|Promoter	chr13:99264086-99267449|Enhancer	
chr13:99213639-99215580|Promoter	chr13:99215372-99215758|-|H2AFZP3	chr13:99264086-99267449|Enhancer	chr13:99218929-99220527|Enhancer,chr13:99228699-99229107|Enhancer		chr13:99203419-99204505|Promoter		chr13:99218929-99220527|Enhancer
chr13:99306860-99308727|Promoter	chr13:99294539-99307399|-|GPR183	chr13:99304361-99304556|Enhancer,chr13:99298137-99298521|Enhancer,chr13:99295072-99295672|Enhancer,chr13:99296436-99297489|Enhancer,chr13:99314739-99315605|Enhancer	chr13:99358270-99358345|Enhancer,chr13:99380692-99381422|Enhancer,chr13:99436650-99437222|Enhancer,chr13:99321390-99323813|Enhancer,chr13:99351739-99354889|Enhancer,chr13:99362376-99362501|Enhancer,chr13:99384097-99384686|Enhancer	chr13:99432664-99435295|Promoter,chr13:99357173-99357579|Promoter	chr13:99370326-99370990|Promoter	chr13:99314739-99315605|Enhancer	chr13:99351739-99354889|Enhancer
chr13:99357173-99357579|Promoter	chr13:99356131-99356228|+|MIR623	chr13:99362376-99362501|Enhancer,chr13:99380692-99381422|Enhancer,chr13:99351739-99354889|Enhancer,chr13:99321390-99323813|Enhancer	chr13:99304361-99304556|Enhancer,chr13:99358270-99358345|Enhancer,chr13:99298137-99298521|Enhancer,chr13:99436650-99437222|Enhancer,chr13:99295072-99295672|Enhancer,chr13:99314739-99315605|Enhancer,chr13:99296436-99297489|Enhancer,chr13:99384097-99384686|Enhancer	chr13:99306860-99308727|Promoter	chr13:99370326-99370990|Promoter,chr13:99432664-99435295|Promoter	chr13:99321390-99323813|Enhancer	chr13:99296436-99297489|Enhancer
chr13:99370326-99370990|Promoter	chr13:99372173-99372686|+|HMGB3P4	chr13:99380692-99381422|Enhancer	chr13:99304361-99304556|Enhancer,chr13:99358270-99358345|Enhancer,chr13:99298137-99298521|Enhancer,chr13:99436650-99437222|Enhancer,chr13:99295072-99295672|Enhancer,chr13:99321390-99323813|Enhancer,chr13:99314739-99315605|Enhancer,chr13:99296436-99297489|Enhancer,chr13:99351739-99354889|Enhancer,chr13:99362376-99362501|Enhancer,chr13:99384097-99384686|Enhancer		chr13:99432664-99435295|Promoter,chr13:99306860-99308727|Promoter,chr13:99357173-99357579|Promoter		chr13:99351739-99354889|Enhancer
chr13:99432664-99435295|Promoter	chr13:99429211-99432702|-|AL136961.1	chr13:99436650-99437222|Enhancer,chr13:99384097-99384686|Enhancer	chr13:99304361-99304556|Enhancer,chr13:99358270-99358345|Enhancer,chr13:99298137-99298521|Enhancer,chr13:99380692-99381422|Enhancer,chr13:99295072-99295672|Enhancer,chr13:99321390-99323813|Enhancer,chr13:99314739-99315605|Enhancer,chr13:99296436-99297489|Enhancer,chr13:99351739-99354889|Enhancer,chr13:99362376-99362501|Enhancer	chr13:99306860-99308727|Promoter	chr13:99370326-99370990|Promoter,chr13:99357173-99357579|Promoter	chr13:99384097-99384686|Enhancer	chr13:99351739-99354889|Enhancer
chr14:100941303-100941305|Promoter	chr14:100941126-100941202|+|SNORD113-7			chr14:100943625-100943626|Promoter			
chr14:100943625-100943626|Promoter	chr14:100943451-100943524|+|SNORD113-8			chr14:100941303-100941305|Promoter			
chr14:101729470-101729602|Promoter	chr14:101730437-101732522|+|LINC00239			chr14:101731310-101731421|Promoter			
chr14:101731310-101731421|Promoter	chr14:101634454-101731108|-|LINC02320			chr14:101729470-101729602|Promoter			
chr14:101839122-101839482|Promoter	chr14:101833435-101839531|-|AL137779.1	chr14:101836416-101836505|Enhancer					
chr14:101844556-101846030|Promoter	chr14:101843394-101844122|-|AL137779.3	chr14:101875665-101876855|Enhancer	chr14:101879867-101880213|Enhancer				
chr14:102362038-102362727|Promoter	chr14:102348282-102362890|-|CINP	chr14:102367634-102368105|Enhancer,chr14:102375069-102375353|Enhancer				chr14:102375069-102375353|Enhancer	
chr14:102779132-102779270|Promoter	chr14:102777476-102911500|+|TRAF3	chr14:102840261-102840456|Enhancer					
chr14:103385270-103385450|Promoter	chr14:103385392-103503831|+|MARK3	chr14:103394142-103394170|Enhancer					
chr14:103630017-103630991|Promoter	chr14:103629177-103714249|+|KLC1	chr14:103635123-103636590|Enhancer					
chr14:20305379-20306090|Promoter	chr14:20305730-20306811|+|AL356019.1,chr14:20286227-20305951|-|TTC5	chr14:20315261-20317096|Enhancer					
chr14:20411501-20412679|Promoter	chr14:20365667-20413501|-|TEP1			chr14:20461672-20461731|Promoter			
chr14:20415402-20416737|Promoter	chr14:20414987-20415098|+|RNA5SP382	chr14:20400212-20401989|Enhancer,chr14:20612940-20613843|Enhancer			chr14:20609306-20610622|Promoter	chr14:20612940-20613843|Enhancer	
chr14:20461672-20461731|Promoter	chr14:20457719-20461612|-|PIP4P1			chr14:20411501-20412679|Promoter			
chr14:20609306-20610622|Promoter	chr14:20584340-20609795|-|AL163195.3	chr14:20612940-20613843|Enhancer	chr14:20400212-20401989|Enhancer		chr14:20415402-20416737|Promoter		
chr14:21940984-21940987|Promoter	chr14:21941128-21941657|+|TRAV9-2	chr14:21967951-21967954|Enhancer					
chr14:22221703-22221722|Promoter	chr14:22221896-22222475|+|TRAV35	chr14:22211997-22212106|Enhancer					
chr14:22507083-22508152|Promoter	chr14:22507666-22507723|+|TRAJ34			chr14:22531173-22531921|Promoter	chr14:22556335-22556475|Promoter		
chr14:22509194-22510258|Promoter	chr14:22509341-22509406|+|TRAJ32	chr14:22560231-22561977|Enhancer	chr14:22568657-22568883|Enhancer,chr14:22566454-22567751|Enhancer		chr14:22588195-22589519|Promoter,chr14:22598956-22599122|Promoter,chr14:22557116-22557647|Promoter		chr14:22566454-22567751|Enhancer
chr14:22531173-22531921|Promoter	chr14:22531939-22531998|+|TRAJ12			chr14:22556335-22556475|Promoter,chr14:22507083-22508152|Promoter			
chr14:22536967-22537073|Promoter	chr14:22537622-22537680|+|TRAJ7			chr14:22544926-22545449|Promoter			
chr14:22544926-22545449|Promoter	chr14:22545037-22545098|+|TRAJ1			chr14:22536967-22537073|Promoter			
chr14:22555242-22555700|Promoter	chr14:22556640-22559037|+|AC243965.1	chr14:22553388-22553444|Enhancer					
chr14:22556335-22556475|Promoter	chr14:22556640-22559037|+|AC243965.1			chr14:22531173-22531921|Promoter	chr14:22507083-22508152|Promoter		
chr14:22557116-22557647|Promoter	chr14:22556311-22557062|-|LINC02332	chr14:22566454-22567751|Enhancer	chr14:22568657-22568883|Enhancer,chr14:22560231-22561977|Enhancer		chr14:22509194-22510258|Promoter,chr14:22588195-22589519|Promoter,chr14:22598956-22599122|Promoter		chr14:22560231-22561977|Enhancer
chr14:22588195-22589519|Promoter	chr14:22564907-22589224|-|DAD1	chr14:22566454-22567751|Enhancer	chr14:22568657-22568883|Enhancer,chr14:22560231-22561977|Enhancer	chr14:22598956-22599122|Promoter	chr14:22509194-22510258|Promoter,chr14:22557116-22557647|Promoter		chr14:22560231-22561977|Enhancer
chr14:22598956-22599122|Promoter	chr14:22595808-22598946|-|AC243965.2		chr14:22568657-22568883|Enhancer,chr14:22566454-22567751|Enhancer,chr14:22560231-22561977|Enhancer	chr14:22588195-22589519|Promoter	chr14:22509194-22510258|Promoter,chr14:22557116-22557647|Promoter		chr14:22566454-22567751|Enhancer
chr14:22980367-22980369|Promoter	chr14:22946270-22982258|-|AL132780.3	chr14:22994876-22994879|Enhancer					
chr14:23007235-23007512|Promoter	chr14:23005499-23007123|-|AL132780.5	chr14:23019304-23022160|Enhancer					
chr14:30792100-30793133|Promoter	chr14:30791098-30791489|+|RPL12P5	chr14:30794233-30795038|Enhancer					
chr14:31420376-31421594|Promoter	chr14:31291788-31420550|-|HEATR5A	chr14:31429677-31430092|Enhancer					
chr14:31927534-31930697|Promoter	chr14:31925801-31930146|-|AL355112.1	chr14:31937455-31938572|Enhancer	chr14:31933644-31936883|Enhancer				
chr14:34872726-34873593|Promoter	chr14:34874343-34876459|+|AL121603.2	chr14:34842959-34843603|Enhancer					
chr14:35045167-35045735|Promoter	chr14:35044907-35083383|+|FAM177A1	chr14:35037470-35037885|Enhancer					
chr14:35365471-35365737|Promoter	chr14:35362232-35363628|-|AL133163.2	chr14:35356187-35357174|Enhancer	chr14:35333114-35334208|Enhancer,chr14:35314930-35315093|Enhancer				chr14:35314930-35315093|Enhancer
chr14:35402799-35403792|Promoter	chr14:35401511-35404746|-|NFKBIA	chr14:35291906-35295402|Enhancer	chr14:35285619-35286122|Enhancer,chr14:35287393-35287890|Enhancer				chr14:35287393-35287890|Enhancer
chr14:35826263-35826266|Promoter	chr14:35826338-35871963|+|BRMS1L	chr14:35780228-35780229|Enhancer					
chr14:38003881-38003885|Promoter	chr14:38003113-38004847|-|AL359233.1			chr14:38005660-38005663|Promoter			
chr14:38005660-38005663|Promoter	chr14:38003113-38004847|-|AL359233.1			chr14:38003881-38003885|Promoter			
chr14:45088062-45088064|Promoter	chr14:45088243-45088308|+|RF00151			chr14:45089535-45089538|Promoter			
chr14:45089535-45089538|Promoter	chr14:45088243-45088308|+|RF00151			chr14:45088062-45088064|Promoter			
chr14:45089751-45090428|Promoter	chr14:45088243-45088308|+|RF00151	chr14:45114318-45114527|Enhancer					
chr14:49861741-49863032|Promoter	chr14:49862550-49862849|-|RN7SL2	chr14:50037430-50039467|Enhancer	chr14:50065041-50065379|Enhancer,chr14:49999248-49999669|Enhancer,chr14:50062624-50062995|Enhancer,chr14:49981563-49983368|Enhancer,chr14:50040325-50040954|Enhancer,chr14:50019715-50022368|Enhancer,chr14:50104858-50105724|Enhancer,chr14:50082328-50082511|Enhancer,chr14:50083242-50084046|Enhancer,chr14:49890843-49890844|Enhancer,chr14:50060960-50061364|Enhancer,chr14:50000531-50002625|Enhancer,chr14:50036130-50036198|Enhancer,chr14:50003395-50004723|Enhancer,chr14:50085739-50086346|Enhancer,chr14:49894244-49896255|Enhancer,chr14:49898708-49900543|Enhancer,chr14:49984553-49985089|Enhancer		chr14:49900987-49901273|Promoter,chr14:49865359-49865551|Promoter		chr14:49894244-49896255|Enhancer
chr14:49865359-49865551|Promoter	chr14:49861176-49864326|-|AL627171.2	chr14:50037430-50039467|Enhancer	chr14:50065041-50065379|Enhancer,chr14:49999248-49999669|Enhancer,chr14:50062624-50062995|Enhancer,chr14:49981563-49983368|Enhancer,chr14:50040325-50040954|Enhancer,chr14:50019715-50022368|Enhancer,chr14:50104858-50105724|Enhancer,chr14:50082328-50082511|Enhancer,chr14:50083242-50084046|Enhancer,chr14:49890843-49890844|Enhancer,chr14:50060960-50061364|Enhancer,chr14:50000531-50002625|Enhancer,chr14:50036130-50036198|Enhancer,chr14:50003395-50004723|Enhancer,chr14:50085739-50086346|Enhancer,chr14:49894244-49896255|Enhancer,chr14:49898708-49900543|Enhancer,chr14:49984553-49985089|Enhancer		chr14:49861741-49863032|Promoter,chr14:49900987-49901273|Promoter		chr14:49894244-49896255|Enhancer
chr14:49900987-49901273|Promoter	chr14:49901850-49901950|-|RNU6-189P	chr14:49898708-49900543|Enhancer	chr14:50065041-50065379|Enhancer,chr14:49999248-49999669|Enhancer,chr14:50062624-50062995|Enhancer,chr14:50037430-50039467|Enhancer,chr14:49981563-49983368|Enhancer,chr14:50040325-50040954|Enhancer,chr14:50019715-50022368|Enhancer,chr14:50104858-50105724|Enhancer,chr14:50082328-50082511|Enhancer,chr14:50083242-50084046|Enhancer,chr14:49890843-49890844|Enhancer,chr14:50060960-50061364|Enhancer,chr14:50000531-50002625|Enhancer,chr14:50036130-50036198|Enhancer,chr14:50003395-50004723|Enhancer,chr14:50085739-50086346|Enhancer,chr14:49894244-49896255|Enhancer,chr14:49984553-49985089|Enhancer		chr14:49861741-49863032|Promoter,chr14:49865359-49865551|Promoter		chr14:50037430-50039467|Enhancer
chr14:50094238-50094257|Promoter	chr14:49927571-50092643|-|LINC01588	chr14:50089321-50089537|Enhancer					
chr14:50821263-50821380|Promoter	chr14:50821880-50823501|+|AL133485.1	chr14:50819211-50819640|Enhancer	chr14:50786080-50787504|Enhancer,chr14:50828194-50829169|Enhancer		chr14:50822860-50824434|Promoter		chr14:50828194-50829169|Enhancer
chr14:50822860-50824434|Promoter	chr14:50821880-50823501|+|AL133485.1	chr14:50786080-50787504|Enhancer,chr14:50819211-50819640|Enhancer,chr14:50828194-50829169|Enhancer			chr14:50821263-50821380|Promoter	chr14:50819211-50819640|Enhancer	
chr14:53151131-53152180|Promoter	chr14:53036745-53153282|-|DDHD1	chr14:53144379-53144729|Enhancer					
chr14:54440812-54441763|Promoter	chr14:54423561-54441391|-|CNIH1	chr14:54435252-54436054|Enhancer	chr14:54428528-54429120|Enhancer				
chr14:55337841-55337939|Promoter	chr14:55325834-55339501|-|AL158801.3	chr14:55330203-55330882|Enhancer			chr14:55339735-55339898|Promoter		
chr14:55339735-55339898|Promoter	chr14:55325834-55339501|-|AL158801.3	chr14:55330203-55330882|Enhancer			chr14:55337841-55337939|Promoter		
chr14:55339903-55340286|Promoter	chr14:55325834-55339501|-|AL158801.3	chr14:55353793-55356214|Enhancer					
chr14:58394526-58394648|Promoter	chr14:58370023-58395641|-|AL139021.2			chr14:58395769-58395957|Promoter			
chr14:58395769-58395957|Promoter	chr14:58395930-58408702|+|TOMM20L			chr14:58394526-58394648|Promoter			
chr14:61528619-61528995|Promoter	chr14:61529128-61657964|+|AL355916.3	chr14:61524969-61525810|Enhancer	chr14:61511533-61512755|Enhancer,chr14:61536717-61538388|Enhancer,chr14:61562192-61563142|Enhancer,chr14:61533543-61534597|Enhancer				chr14:61536717-61538388|Enhancer
chr14:64506471-64506648|Promoter	chr14:64449106-64505213|-|ZBTB25	chr14:64507538-64507649|Enhancer					
chr14:65003299-65003937|Promoter	chr14:65003325-65003767|-|AL139022.2	chr14:64998512-64999391|Enhancer					
chr14:65335916-65336455|Promoter	chr14:65335117-65335183|-|MIR4708	chr14:65331900-65333891|Enhancer					
chr14:65879273-65879483|Promoter	chr14:65879592-65881070|-|AL391261.1	chr14:65877841-65877972|Enhancer					
chr14:67240774-67240777|Promoter	chr14:67241109-67335819|+|MPP5	chr14:67212397-67212399|Enhancer					
chr14:68113457-68113728|Promoter	chr14:68113706-68114144|-|AL133370.2	chr14:68111239-68112291|Enhancer					
chr14:68694193-68694570|Promoter	chr14:68693090-68693583|+|RPL12P7	chr14:68695319-68695731|Enhancer					
chr14:68734551-68734866|Promoter	chr14:68735922-68736028|-|RNU6-921P	chr14:68781305-68781571|Enhancer					
chr14:69082881-69082962|Promoter	chr14:69083398-69085389|+|DDX18P1			chr14:69084039-69084186|Promoter			
chr14:69084039-69084186|Promoter	chr14:69083398-69085389|+|DDX18P1			chr14:69082881-69082962|Promoter			
chr14:69192602-69192984|Promoter	chr14:69191511-69244020|+|EXD2	chr14:69195316-69197554|Enhancer	chr14:69199914-69200159|Enhancer				
chr14:69615769-69615771|Promoter	chr14:69617122-69617648|+|AL133445.2	chr14:89673631-89673633|Enhancer					
chr14:69877419-69877702|Promoter	chr14:69879416-70032366|+|SMOC1	chr14:69875810-69876665|Enhancer					
chr14:70359153-70360413|Promoter	chr14:70325081-70359683|-|COX16	chr14:70288926-70289411|Enhancer					
chr14:70820458-70820971|Promoter	chr14:70822004-70823984|+|AC004816.2	chr14:70817756-70817983|Enhancer					
chr14:71087545-71087547|Promoter	chr14:71085482-71085833|-|PTTG4P	chr14:71089423-71089888|Enhancer	chr14:71088310-71088467|Enhancer				
chr14:73458698-73459045|Promoter	chr14:73275107-73458617|-|NUMB		chr14:73471950-73472266|Enhancer,chr14:73467793-73468286|Enhancer	chr14:73463507-73463823|Promoter			chr14:73467793-73468286|Enhancer
chr14:73463507-73463823|Promoter	chr14:73458850-73463635|-|AC005280.2,chr14:73409976-73463642|-|AC005280.3	chr14:73467793-73468286|Enhancer	chr14:73471950-73472266|Enhancer	chr14:73458698-73459045|Promoter			
chr14:73700299-73700579|Promoter	chr14:73698103-73700351|-|AC006146.1	chr14:73696602-73696778|Enhancer					
chr14:74302153-74302247|Promoter	chr14:74285269-74302987|-|ABCD4	chr14:74299216-74299291|Enhancer					
chr14:74616446-74616729|Promoter	chr14:74614693-74616612|-|AC013451.2			chr14:74617925-74618197|Promoter			
chr14:74617925-74618197|Promoter	chr14:74614693-74616612|-|AC013451.2			chr14:74616446-74616729|Promoter			
chr14:75125799-75126285|Promoter	chr14:75079353-75127048|-|NEK9	chr14:75124141-75124305|Enhancer					
chr14:75520513-75520597|Promoter	chr14:75522425-75547015|+|BATF		chr14:75518820-75519020|Enhancer	chr14:75521457-75521659|Promoter			
chr14:75521457-75521659|Promoter	chr14:75522425-75547015|+|BATF	chr14:75518820-75519020|Enhancer		chr14:75520513-75520597|Promoter			
chr14:75522427-75522774|Promoter	chr14:75522425-75547015|+|BATF			chr14:75523699-75523969|Promoter			
chr14:75523699-75523969|Promoter	chr14:75522425-75547015|+|BATF			chr14:75522427-75522774|Promoter			
chr14:77042391-77042392|Promoter	chr14:77041064-77069503|+|LINC02288	chr14:77055498-77055502|Enhancer					
chr14:77320846-77322104|Promoter	chr14:77320996-77331597|+|GSTZ1,chr14:77274956-77320884|-|POMT2	chr14:77302805-77304017|Enhancer	chr14:77316038-77316154|Enhancer				
chr14:77708034-77708163|Promoter	chr14:77708071-77761104|+|SLIRP	chr14:77714799-77715096|Enhancer					
chr14:79790288-79790290|Promoter	chr14:79661666-79791263|-|AC008056.1	chr14:48167737-48167744|Enhancer					
chr14:80940296-80940618|Promoter	chr14:80496474-80941738|-|CEP128	chr14:80945482-80946559|Enhancer	chr14:80931197-80931485|Enhancer				
chr14:81169918-81169993|Promoter	chr14:81012099-81170414|-|AC007262.2	chr14:81164456-81164473|Enhancer					
chr14:81219274-81219508|Promoter	chr14:81221218-81222460|+|AL136040.1	chr14:81200224-81200360|Enhancer					
chr14:81533940-81534182|Promoter	chr14:81471547-81533853|-|SEL1L	chr14:81549117-81550390|Enhancer					
chr14:85388536-85388538|Promoter	chr14:85387275-85388765|+|LINC02329			chr14:85392072-85392074|Promoter			
chr14:85392072-85392074|Promoter	chr14:85393879-85420074|+|LINC00911			chr14:85388536-85388538|Promoter			
chr14:86062149-86062151|Promoter	chr14:86014686-86062960|-|LINC02316			chr14:86063955-86063960|Promoter			
chr14:86063955-86063960|Promoter	chr14:86014686-86062960|-|LINC02316			chr14:86062149-86062151|Promoter			
chr14:89418063-89418281|Promoter	chr14:89417354-89419793|+|FOXN3-AS1	chr14:89421799-89422693|Enhancer	chr14:89430378-89431658|Enhancer,chr14:89445511-89445810|Enhancer				chr14:89430378-89431658|Enhancer
chr14:89577032-89577904|Promoter	chr14:89576216-89577477|+|FOXN3-AS2	chr14:89579038-89579224|Enhancer					
chr14:89617074-89617371|Promoter	chr14:89156172-89619149|-|FOXN3	chr14:89613984-89614278|Enhancer					
chr14:89620091-89622111|Promoter	chr14:89621918-89622207|+|RN7SKP107	chr14:89624980-89627065|Enhancer	chr14:89639796-89639920|Enhancer		chr14:89641351-89642582|Promoter		
chr14:89641351-89642582|Promoter	chr14:89628921-89642671|-|AL137230.1	chr14:89624980-89627065|Enhancer,chr14:89639796-89639920|Enhancer			chr14:89620091-89622111|Promoter	chr14:89624980-89627065|Enhancer	
chr14:90331052-90332059|Promoter	chr14:90267860-90331941|-|NRDE2	chr14:90319293-90320237|Enhancer					
chr14:91243219-91243784|Promoter	chr14:91242935-91252211|+|AL135818.1	chr14:91228590-91229006|Enhancer					
chr14:91252048-91252275|Promoter	chr14:91232532-91253925|-|GPR68	chr14:91247417-91248236|Enhancer	chr14:91245698-91246820|Enhancer,chr14:91249606-91250881|Enhancer		chr14:91256186-91258122|Promoter		chr14:91249606-91250881|Enhancer
chr14:91256186-91258122|Promoter	chr14:91258299-91259003|+|AL135818.2	chr14:91247417-91248236|Enhancer,chr14:91249606-91250881|Enhancer	chr14:91245698-91246820|Enhancer		chr14:91252048-91252275|Promoter	chr14:91247417-91248236|Enhancer	
chr14:94432268-94432718|Promoter	chr14:94430633-94464730|+|AL132708.1	chr14:94434038-94434174|Enhancer					
chr14:95533350-95533580|Promoter	chr14:95533355-95533629|-|SCARNA13	chr14:95523121-95523695|Enhancer	chr14:95524243-95524375|Enhancer				
chr14:95572121-95572506|Promoter	chr14:95573562-95581956|+|LINC02318	chr14:95570624-95571240|Enhancer					
chr14:97115341-97115345|Promoter	chr14:97116355-97121501|+|AL049833.1	chr14:97088328-97088331|Enhancer					
chr14:97120577-97120821|Promoter	chr14:97110416-97119247|-|AL049833.2	chr14:97121702-97122141|Enhancer					
chr14:98206893-98207152|Promoter	chr14:98068240-98205143|-|AL163932.1	chr14:98208514-98208721|Enhancer					
chr14:99261011-99261437|Promoter	chr14:99262948-99264735|+|AL109767.1	chr14:99267495-99268176|Enhancer					
chr14:99973992-99973996|Promoter	chr14:99974336-99975149|-|AL133368.1			chr14:99975569-99975573|Promoter			
chr14:99975569-99975573|Promoter	chr14:99974336-99975149|-|AL133368.1			chr14:99973992-99973996|Promoter			
chr15:100601061-100601736|Promoter	chr15:100566924-100602184|-|LINS1	chr15:100591262-100591440|Enhancer	chr15:100596874-100597217|Enhancer				
chr15:101167941-101168826|Promoter	chr15:101169569-101170821|+|AC019254.1	chr15:101161653-101161876|Enhancer	chr15:101159696-101159779|Enhancer				
chr15:25266667-25267327|Promoter	chr15:25266591-25266661|+|SNORD115-46			chr15:25268174-25268624|Promoter			
chr15:25268174-25268624|Promoter	chr15:25268466-25268551|+|SNORD115-47			chr15:25266667-25267327|Promoter			
chr15:25850144-25850277|Promoter	chr15:25848747-25848825|-|MIR4715	chr15:25789800-25790830|Enhancer	chr15:25787125-25789344|Enhancer				
chr15:34039757-34039816|Promoter	chr15:33866227-34039204|-|AVEN	chr15:34032185-34032290|Enhancer					
chr15:34210112-34210467|Promoter	chr15:34140674-34210096|-|KATNBL1	chr15:34205944-34206266|Enhancer					
chr15:34224794-34225082|Promoter	chr15:34225013-34230156|+|EMC4	chr15:34220092-34221541|Enhancer					
chr15:34977807-34978266|Promoter	chr15:34978351-34980084|+|AC114546.3	chr15:34974679-34975256|Enhancer					
chr15:35545531-35546085|Promoter	chr15:35370880-35546192|-|DPH6	chr15:35540189-35541055|Enhancer					
chr15:36579064-36580402|Promoter	chr15:36579626-36810248|+|C15orf41	chr15:36575366-36575641|Enhancer,chr15:36590814-36591710|Enhancer				chr15:36590814-36591710|Enhancer	
chr15:40217210-40218131|Promoter	chr15:40217449-40276396|+|BUB1B-PAK6	chr15:40274834-40274910|Enhancer					
chr15:40341047-40342403|Promoter	chr15:40331452-40340967|-|CCDC9B	chr15:40338138-40338389|Enhancer					
chr15:40404394-40405264|Promoter	chr15:40405485-40421313|+|IVD	chr15:40407475-40407801|Enhancer					
chr15:40405593-40405788|Promoter	chr15:40405485-40421313|+|IVD	chr15:40409069-40409760|Enhancer					
chr15:40592412-40592645|Promoter	chr15:40594020-40664342|+|KNL1			chr15:40593796-40593936|Promoter			
chr15:40593796-40593936|Promoter	chr15:40594020-40664342|+|KNL1			chr15:40592412-40592645|Promoter			
chr15:40807028-40808040|Promoter	chr15:40807086-40815084|+|ZFYVE19,chr15:40765161-40807478|-|DNAJC17	chr15:40679239-40679468|Enhancer	chr15:40680292-40680772|Enhancer				
chr15:40947250-40947555|Promoter	chr15:40948736-40948869|-|ISCA1P4	chr15:40945891-40946225|Enhancer		chr15:40952860-40953372|Promoter			
chr15:40952860-40953372|Promoter	chr15:40952962-40956512|+|CHAC1		chr15:40945891-40946225|Enhancer	chr15:40947250-40947555|Promoter			
chr15:41341652-41342059|Promoter	chr15:41343080-41344225|+|AC087721.1	chr15:41339824-41340846|Enhancer					
chr15:41402478-41402584|Promoter	chr15:41387353-41402496|-|NDUFAF1			chr15:41416553-41417896|Promoter			
chr15:41416553-41417896|Promoter	chr15:41417104-41483563|+|RTF1			chr15:41402478-41402584|Promoter			
chr15:41492901-41493189|Promoter	chr15:41493874-41503551|+|ITPKA	chr15:41490438-41490668|Enhancer					
chr15:41971491-41972736|Promoter	chr15:41895933-41972557|-|EHD4	chr15:41940099-41941082|Enhancer					
chr15:45449452-45450305|Promoter	chr15:45448762-45513767|+|AC025580.2	chr15:45457705-45458406|Enhancer					
chr15:49041495-49041498|Promoter	chr15:49042341-49042643|-|RN7SL577P	chr15:49040317-49040319|Enhancer					
chr15:49169195-49170673|Promoter	chr15:49169070-49169153|-|MIR4716	chr15:49163865-49164123|Enhancer					
chr15:50764225-50764684|Promoter	chr15:50702266-50765706|-|SPPL2A			chr15:50907054-50907446|Promoter			
chr15:50906673-50906676|Promoter	chr15:50839876-50908599|-|AC021752.1	chr15:50886294-50886297|Enhancer					
chr15:50907054-50907446|Promoter	chr15:50839876-50908599|-|AC021752.1			chr15:50764225-50764684|Promoter			
chr15:51862694-51862998|Promoter	chr15:51859185-51861293|-|AC090971.4	chr15:51864432-51864610|Enhancer					
chr15:51901564-51901568|Promoter	chr15:51887560-51901123|-|AC090971.2	chr15:52690327-52690328|Enhancer					
chr15:52019056-52021754|Promoter	chr15:52019219-52067375|+|MAPK6,chr15:52010999-52019095|-|MAPK6-DT	chr15:52005550-52006668|Enhancer,chr15:52012941-52013734|Enhancer	chr15:52007890-52008617|Enhancer,chr15:52010806-52011171|Enhancer,chr15:51982073-51982959|Enhancer			chr15:52005550-52006668|Enhancer	chr15:52010806-52011171|Enhancer
chr15:52503762-52504380|Promoter	chr15:52505191-52505862|+|EEF1B2P1	chr15:52496719-52497088|Enhancer	chr15:52492356-52493253|Enhancer				
chr15:52568041-52568718|Promoter	chr15:52547045-52569883|-|ARPP19	chr15:52559452-52559928|Enhancer	chr15:52565379-52566191|Enhancer,chr15:52573300-52574185|Enhancer,chr15:52558253-52558532|Enhancer		chr15:52569179-52569531|Promoter		chr15:52565379-52566191|Enhancer
chr15:52569179-52569531|Promoter	chr15:52547045-52569883|-|ARPP19	chr15:52573300-52574185|Enhancer	chr15:52559452-52559928|Enhancer,chr15:52565379-52566191|Enhancer,chr15:52558253-52558532|Enhancer		chr15:52568041-52568718|Promoter		chr15:52565379-52566191|Enhancer
chr15:52678188-52678679|Promoter	chr15:52581321-52678623|-|FAM214A	chr15:52681472-52681708|Enhancer					
chr15:56411656-56411717|Promoter	chr15:56408483-56410186|-|AC084782.2	chr15:56412804-56412913|Enhancer					
chr15:57704540-57705371|Promoter	chr15:57706714-57717557|+|POLR2M			chr15:57706469-57706681|Promoter	chr15:57707642-57707762|Promoter		
chr15:57706469-57706681|Promoter	chr15:57706714-57717557|+|POLR2M			chr15:57707642-57707762|Promoter,chr15:57704540-57705371|Promoter			
chr15:57707642-57707762|Promoter	chr15:57706714-57717557|+|POLR2M			chr15:57706469-57706681|Promoter	chr15:57704540-57705371|Promoter		
chr15:60002330-60003023|Promoter	chr15:60004311-60007444|+|FOXB1	chr15:59998393-59999044|Enhancer					
chr15:60389143-60389704|Promoter	chr15:60390371-60390682|+|AC087385.1	chr15:60384739-60384985|Enhancer					
chr15:60679549-60681866|Promoter	chr15:60681627-60686858|+|RORA-AS2	chr15:60673997-60674229|Enhancer					
chr15:60850376-60850782|Promoter	chr15:60847757-60849068|-|AC022898.2	chr15:60855071-60855516|Enhancer	chr15:60853194-60853317|Enhancer				
