anchor	chrom	start	end	type	nearestDistanceToTSS	nearestGene	nearestGeneLoc
chr5:132020039-132020874|Enhancer	chr5	132020039	132020874	Enhancer	8370	ACSL6	chr5:131949973-132012086|-|ACSL6
chr5:132056024-132056623|Enhancer	chr5	132056024	132056623	Enhancer	4205	IL3	chr5:132060529-132063204|+|IL3
chr5:132058985-132059332|Promoter	chr5	132058985	132059332	Promoter	1370	IL3	chr5:132060529-132063204|+|IL3
chr5:132405720-132405916|Enhancer	chr5	132405720	132405916	Enhancer	5014	AC116366.3	chr5:132410832-132646079|+|AC116366.3
chr5:132407188-132407478|Enhancer	chr5	132407188	132407478	Enhancer	3499	AC116366.3	chr5:132410832-132646079|+|AC116366.3
chr5:132408819-132413033|Promoter	chr5	132408819	132413033	Promoter	0	AC116366.3,C5orf56	chr5:132410832-132646079|+|AC116366.3,chr5:132410920-132488702|+|C5orf56
chr5:132414720-132415050|Enhancer	chr5	132414720	132415050	Enhancer	3965	C5orf56	chr5:132410920-132488702|+|C5orf56
chr5:132427390-132427729|Promoter	chr5	132427390	132427729	Promoter	845	AC116366.2	chr5:132419416-132426714|-|AC116366.2
chr5:132456257-132457786|Enhancer	chr5	132456257	132457786	Enhancer	16021	AC116366.1	chr5:132468890-132473043|-|AC116366.1
chr5:132460132-132460790|Enhancer	chr5	132460132	132460790	Enhancer	12582	AC116366.1	chr5:132468890-132473043|-|AC116366.1
chr5:132464035-132465381|Enhancer	chr5	132464035	132465381	Enhancer	8335	AC116366.1	chr5:132468890-132473043|-|AC116366.1
chr5:132466226-132467788|Enhancer	chr5	132466226	132467788	Enhancer	6036	AC116366.1	chr5:132468890-132473043|-|AC116366.1
chr5:132471276-132471987|Promoter	chr5	132471276	132471987	Promoter	1411	AC116366.1	chr5:132468890-132473043|-|AC116366.1
chr5:132472969-132473351|Promoter	chr5	132472969	132473351	Promoter	0	AC116366.1	chr5:132468890-132473043|-|AC116366.1
chr5:132480314-132481973|Enhancer	chr5	132480314	132481973	Enhancer	8100	AC116366.1	chr5:132468890-132473043|-|AC116366.1
chr5:132489501-132489895|Promoter	chr5	132489501	132489895	Promoter	1075	IRF1	chr5:132481609-132490773|-|IRF1
chr5:132494284-132494699|Enhancer	chr5	132494284	132494699	Enhancer	3718	IRF1	chr5:132481609-132490773|-|IRF1
chr5:132495389-132496464|Enhancer	chr5	132495389	132496464	Enhancer	5153	IRF1	chr5:132481609-132490773|-|IRF1
chr5:132496509-132496691|Enhancer	chr5	132496509	132496691	Enhancer	5827	IRF1	chr5:132481609-132490773|-|IRF1
chr5:133966744-133968823|Promoter	chr5	133966744	133968823	Promoter	0	C5orf15	chr5:133955510-133968625|-|C5orf15
chr5:134003666-134003833|Promoter	chr5	134003666	134003833	Promoter	1225	VDAC1	chr5:133971871-134004975|-|VDAC1
chr5:134079794-134080127|Enhancer	chr5	134079794	134080127	Enhancer	2079	AC008608.1	chr5:134081914-134082040|-|AC008608.1
chr5:134086271-134087493|Enhancer	chr5	134086271	134087493	Enhancer	4842	AC008608.1	chr5:134081914-134082040|-|AC008608.1
chr5:134090342-134091004|Enhancer	chr5	134090342	134091004	Enhancer	8633	AC008608.1	chr5:134081914-134082040|-|AC008608.1
chr5:134100539-134100749|Enhancer	chr5	134100539	134100749	Enhancer	14037	TCF7	chr5:134114681-134148229|+|TCF7
chr5:134102833-134105489|Enhancer	chr5	134102833	134105489	Enhancer	10520	TCF7	chr5:134114681-134148229|+|TCF7
chr5:134124636-134124843|Enhancer	chr5	134124636	134124843	Enhancer	10058	TCF7	chr5:134114681-134148229|+|TCF7
chr5:134125727-134125924|Enhancer	chr5	134125727	134125924	Enhancer	11144	TCF7	chr5:134114681-134148229|+|TCF7
chr5:134129537-134129801|Enhancer	chr5	134129537	134129801	Enhancer	14988	TCF7	chr5:134114681-134148229|+|TCF7
chr5:134132391-134132624|Enhancer	chr5	134132391	134132624	Enhancer	17826	TCF7	chr5:134114681-134148229|+|TCF7
chr5:134147112-134149061|Enhancer	chr5	134147112	134149061	Enhancer	28951	SKP1	chr5:134148935-134177038|-|SKP1
chr5:134150686-134151263|Enhancer	chr5	134150686	134151263	Enhancer	26063	SKP1	chr5:134148935-134177038|-|SKP1
chr5:134923871-134923992|Promoter	chr5	134923871	134923992	Promoter	117	MTCYBP18	chr5:134923303-134924049|-|MTCYBP18
chr5:134924326-134924361|Promoter	chr5	134924326	134924361	Promoter	220	MTND6P4	chr5:134924123-134924644|+|MTND6P4
chr5:134925682-134925709|Promoter	chr5	134925682	134925709	Promoter	763	MTND5P11	chr5:134924648-134926459|-|MTND5P11
chr5:134927062-134927094|Promoter	chr5	134927062	134927094	Promoter	619	MTND5P11	chr5:134924648-134926459|-|MTND5P11
chr5:136034534-136034847|Enhancer	chr5	136034534	136034847	Enhancer	5702	TGFBI	chr5:136028988-136063818|+|TGFBI
chr5:136036827-136037305|Enhancer	chr5	136036827	136037305	Enhancer	8078	TGFBI	chr5:136028988-136063818|+|TGFBI
chr5:137737887-137738036|Promoter	chr5	137737887	137738036	Promoter	1872	KLHL3	chr5:137617500-137736089|-|KLHL3
chr5:137752245-137752568|Promoter	chr5	137752245	137752568	Promoter	1969	HNRNPA0	chr5:137745651-137754376|-|HNRNPA0
chr5:137753346-137754444|Promoter	chr5	137753346	137754444	Promoter	0	HNRNPA0	chr5:137745651-137754376|-|HNRNPA0
chr5:137857769-137858707|Enhancer	chr5	137857769	137858707	Enhancer	9553	MYOT	chr5:137867791-137887851|+|MYOT
chr5:137861444-137861953|Enhancer	chr5	137861444	137861953	Enhancer	6092	MYOT	chr5:137867791-137887851|+|MYOT
chr5:138178540-138179277|Promoter	chr5	138178540	138179277	Promoter	0	KIF20A,BRD8	chr5:138179112-138187723|+|KIF20A,chr5:138139766-138178986|-|BRD8
chr5:138180262-138180462|Promoter	chr5	138180262	138180462	Promoter	1250	KIF20A	chr5:138179112-138187723|+|KIF20A
chr5:138331817-138332065|Enhancer	chr5	138331817	138332065	Enhancer	5570	FAM53C	chr5:138337511-138349729|+|FAM53C
chr5:138337384-138338300|Promoter	chr5	138337384	138338300	Promoter	0	FAM53C	chr5:138337511-138349729|+|FAM53C
chr5:138536764-138536852|Enhancer	chr5	138536764	138536852	Enhancer	6428	ETF1	chr5:138506095-138543236|-|ETF1
chr5:138543714-138544320|Promoter	chr5	138543714	138544320	Promoter	781	ETF1	chr5:138506095-138543236|-|ETF1
chr5:138548161-138548219|Enhancer	chr5	138548161	138548219	Enhancer	4954	ETF1	chr5:138506095-138543236|-|ETF1
chr5:138565107-138565543|Enhancer	chr5	138565107	138565543	Enhancer	4215	SNORD63	chr5:138561043-138561110|-|SNORD63
chr5:138566592-138566763|Enhancer	chr5	138566592	138566763	Enhancer	5567	SNORD63	chr5:138561043-138561110|-|SNORD63
chr5:138575629-138576028|Promoter	chr5	138575629	138576028	Promoter	0	HSPA9	chr5:138553756-138575724|-|HSPA9
chr5:138579376-138579491|Enhancer	chr5	138579376	138579491	Enhancer	3709	HSPA9	chr5:138553756-138575724|-|HSPA9
chr5:138594871-138595510|Enhancer	chr5	138594871	138595510	Enhancer	19466	HSPA9	chr5:138553756-138575724|-|HSPA9
chr5:138980050-138980366|Enhancer	chr5	138980050	138980366	Enhancer	32121	AC011405.2	chr5:139012329-139012441|+|AC011405.2
chr5:138981782-138981945|Enhancer	chr5	138981782	138981945	Enhancer	30465	AC011405.2	chr5:139012329-139012441|+|AC011405.2
chr5:139295509-139295968|Enhancer	chr5	139295509	139295968	Enhancer	4113	RNA5SP195	chr5:139299852-139299968|+|RNA5SP195
chr5:139298518-139298570|Promoter	chr5	139298518	139298570	Promoter	1308	RNA5SP195	chr5:139299852-139299968|+|RNA5SP195
chr5:139304856-139305273|Enhancer	chr5	139304856	139305273	Enhancer	5212	RNA5SP195	chr5:139299852-139299968|+|RNA5SP195
chr5:139306317-139306486|Enhancer	chr5	139306317	139306486	Enhancer	6549	RNA5SP195	chr5:139299852-139299968|+|RNA5SP195
chr5:139443940-139444192|Enhancer	chr5	139443940	139444192	Enhancer	3841	RNU5B-4P	chr5:139447907-139448017|+|RNU5B-4P
chr5:139446024-139446236|Promoter	chr5	139446024	139446236	Promoter	1777	RNU5B-4P	chr5:139447907-139448017|+|RNU5B-4P
chr5:139458945-139458992|Enhancer	chr5	139458945	139458992	Enhancer	3738	AC142391.1	chr5:139442316-139462707|-|AC142391.1
chr5:139470753-139471095|Promoter	chr5	139470753	139471095	Promoter	0	SMIM33	chr5:139470778-139474772|+|SMIM33
chr5:139475519-139475587|Enhancer	chr5	139475519	139475587	Enhancer	4775	SMIM33	chr5:139470778-139474772|+|SMIM33
chr5:139563789-139564553|Enhancer	chr5	139563789	139564553	Enhancer	37740	UBE2D2	chr5:139526431-139628434|+|UBE2D2
chr5:139565297-139565772|Enhancer	chr5	139565297	139565772	Enhancer	39103	UBE2D2	chr5:139526431-139628434|+|UBE2D2
chr5:140173046-140174013|Promoter	chr5	140173046	140174013	Promoter	1658	CYSTM1	chr5:140175188-140243789|+|CYSTM1
chr5:140174943-140175079|Promoter	chr5	140174943	140175079	Promoter	177	CYSTM1	chr5:140175188-140243789|+|CYSTM1
chr5:140259623-140259780|Enhancer	chr5	140259623	140259780	Enhancer	43419	PFDN1	chr5:140245039-140303121|-|PFDN1
chr5:140260782-140261704|Enhancer	chr5	140260782	140261704	Enhancer	41878	PFDN1	chr5:140245039-140303121|-|PFDN1
chr5:140401558-140401767|Promoter	chr5	140401558	140401767	Promoter	151	ANKHD1	chr5:140401814-140539849|+|ANKHD1
chr5:140569363-140569456|Enhancer	chr5	140569363	140569456	Enhancer	4581	SLC35A4	chr5:140564828-140569100|+|SLC35A4
chr5:140576836-140576869|Enhancer	chr5	140576836	140576869	Enhancer	4651	HAUS1P1	chr5:140581504-140582335|+|HAUS1P1
chr5:140638877-140639510|Promoter	chr5	140638877	140639510	Promoter	0	TMCO6	chr5:140639427-140645408|+|TMCO6
chr5:140647471-140648019|Promoter	chr5	140647471	140648019	Promoter	0	NDUFA2,MIR3655,IK	chr5:140645285-140647785|-|NDUFA2,chr5:140647844-140647926|+|MIR3655,chr5:140647829-140662480|+|IK
chr5:140663463-140663703|Promoter	chr5	140663463	140663703	Promoter	1093	WDR55	chr5:140664676-140672345|+|WDR55
chr5:140664578-140664815|Promoter	chr5	140664578	140664815	Promoter	0	WDR55	chr5:140664676-140672345|+|WDR55
chr5:140698585-140699260|Promoter	chr5	140698585	140699260	Promoter	1411	ZMAT2	chr5:140700334-140706676|+|ZMAT2
chr5:140700088-140700329|Promoter	chr5	140700088	140700329	Promoter	125	ZMAT2	chr5:140700334-140706676|+|ZMAT2
chr5:140710722-140711744|Promoter	chr5	140710722	140711744	Promoter	0	VTRNA1-1	chr5:140711275-140711373|+|VTRNA1-1
chr5:141502878-141502881|Enhancer	chr5	141502878	141502881	Enhancer	13758	PCDHGC5	chr5:141489121-141512979|+|PCDHGC5
chr5:141519818-141519820|Enhancer	chr5	141519818	141519820	Enhancer	30698	PCDHGC5	chr5:141489121-141512979|+|PCDHGC5
chr5:141592175-141592365|Enhancer	chr5	141592175	141592365	Enhancer	3335	RPS27AP10	chr5:141588935-141589142|+|RPS27AP10
chr5:141598503-141599098|Enhancer	chr5	141598503	141599098	Enhancer	9865	RPS27AP10	chr5:141588935-141589142|+|RPS27AP10
chr5:141605597-141606513|Enhancer	chr5	141605597	141606513	Enhancer	12359	AC008781.1	chr5:141618414-141626481|+|AC008781.1
chr5:141616564-141617064|Promoter	chr5	141616564	141617064	Promoter	1600	AC008781.1	chr5:141618414-141626481|+|AC008781.1
chr5:141617711-141618102|Promoter	chr5	141617711	141618102	Promoter	507	AC008781.1	chr5:141618414-141626481|+|AC008781.1
chr5:141619003-141619343|Promoter	chr5	141619003	141619343	Promoter	0	DIAPH1	chr5:141515021-141619055|-|DIAPH1
chr5:142095712-142096774|Enhancer	chr5	142095712	142096774	Enhancer	12536	NDFIP1	chr5:142108779-142154440|+|NDFIP1
chr5:142098594-142098777|Enhancer	chr5	142098594	142098777	Enhancer	10093	NDFIP1	chr5:142108779-142154440|+|NDFIP1
chr5:142103203-142103467|Enhancer	chr5	142103203	142103467	Enhancer	5444	NDFIP1	chr5:142108779-142154440|+|NDFIP1
chr5:142104172-142104770|Enhancer	chr5	142104172	142104770	Enhancer	4308	NDFIP1	chr5:142108779-142154440|+|NDFIP1
chr5:142110244-142110499|Promoter	chr5	142110244	142110499	Promoter	1592	NDFIP1	chr5:142108779-142154440|+|NDFIP1
chr5:142223880-142224093|Enhancer	chr5	142223880	142224093	Enhancer	58219	AC091825.1	chr5:142165767-142168387|+|AC091825.1
chr5:142225071-142225301|Enhancer	chr5	142225071	142225301	Enhancer	59419	AC091825.1	chr5:142165767-142168387|+|AC091825.1
chr5:142420059-142421760|Enhancer	chr5	142420059	142421760	Enhancer	95616	SPRY4-AS1	chr5:142325293-142672001|+|SPRY4-AS1
chr5:142433007-142433271|Enhancer	chr5	142433007	142433271	Enhancer	107846	SPRY4-AS1	chr5:142325293-142672001|+|SPRY4-AS1
chr5:142977719-142978201|Enhancer	chr5	142977719	142978201	Enhancer	30855	AC008533.1	chr5:142946569-142947105|-|AC008533.1
chr5:143002337-143002966|Enhancer	chr5	143002337	143002966	Enhancer	55546	AC008533.1	chr5:142946569-142947105|-|AC008533.1
chr5:143009386-143009968|Enhancer	chr5	143009386	143009968	Enhancer	62572	AC008533.1	chr5:142946569-142947105|-|AC008533.1
chr5:143016402-143017140|Enhancer	chr5	143016402	143017140	Enhancer	69666	AC008533.1	chr5:142946569-142947105|-|AC008533.1
chr5:143352785-143353241|Enhancer	chr5	143352785	143353241	Enhancer	20408	RPL7P21	chr5:143332605-143333239|+|RPL7P21
chr5:143354015-143354871|Enhancer	chr5	143354015	143354871	Enhancer	21440	AC091925.2	chr5:143375628-143375883|-|AC091925.2
chr5:143355754-143356133|Enhancer	chr5	143355754	143356133	Enhancer	19939	AC091925.2	chr5:143375628-143375883|-|AC091925.2
chr5:143360657-143361075|Enhancer	chr5	143360657	143361075	Enhancer	15017	AC091925.2	chr5:143375628-143375883|-|AC091925.2
chr5:143399037-143399177|Enhancer	chr5	143399037	143399177	Enhancer	7852	AC091925.1	chr5:143406959-143407420|+|AC091925.1
chr5:143401058-143401151|Enhancer	chr5	143401058	143401151	Enhancer	5854	AC091925.1	chr5:143406959-143407420|+|AC091925.1
chr5:143401682-143403458|Enhancer	chr5	143401682	143403458	Enhancer	4389	AC091925.1	chr5:143406959-143407420|+|AC091925.1
chr5:143611082-143611383|Enhancer	chr5	143611082	143611383	Enhancer	5604	AC008696.2	chr5:143605628-143828772|+|AC008696.2
chr5:143612498-143613099|Enhancer	chr5	143612498	143613099	Enhancer	7170	AC008696.2	chr5:143605628-143828772|+|AC008696.2
chr5:144183262-144183612|Enhancer	chr5	144183262	144183612	Enhancer	12564	KCTD16	chr5:144170873-144485686|+|KCTD16
chr5:144187720-144188817|Enhancer	chr5	144187720	144188817	Enhancer	17395	KCTD16	chr5:144170873-144485686|+|KCTD16
chr5:144189458-144190381|Enhancer	chr5	144189458	144190381	Enhancer	19046	KCTD16	chr5:144170873-144485686|+|KCTD16
chr5:144191975-144192288|Enhancer	chr5	144191975	144192288	Enhancer	21258	KCTD16	chr5:144170873-144485686|+|KCTD16
chr5:146205767-146206159|Enhancer	chr5	146205767	146206159	Enhancer	2358	RBM27	chr5:146203605-146289223|+|RBM27
chr5:146207130-146207184|Enhancer	chr5	146207130	146207184	Enhancer	3552	RBM27	chr5:146203605-146289223|+|RBM27
chr5:146287289-146287815|Enhancer	chr5	146287289	146287815	Enhancer	42299	RNU7-180P	chr5:146245191-146245253|-|RNU7-180P
chr5:146291585-146291882|Enhancer	chr5	146291585	146291882	Enhancer	46480	RNU7-180P	chr5:146245191-146245253|-|RNU7-180P
chr5:146752025-146752477|Enhancer	chr5	146752025	146752477	Enhancer	44651	KRT8P48	chr5:146706381-146707600|-|KRT8P48
chr5:146753747-146753893|Enhancer	chr5	146753747	146753893	Enhancer	46220	KRT8P48	chr5:146706381-146707600|-|KRT8P48
chr5:148384268-148384713|Promoter	chr5	148384268	148384713	Promoter	555	FBXO38	chr5:148383935-148442836|+|FBXO38
chr5:148394097-148394965|Enhancer	chr5	148394097	148394965	Enhancer	10596	FBXO38	chr5:148383935-148442836|+|FBXO38
chr5:148475850-148475867|Enhancer	chr5	148475850	148475867	Enhancer	45051	AC114939.1	chr5:148430159-148430807|-|AC114939.1
chr5:148477072-148477146|Enhancer	chr5	148477072	148477146	Enhancer	46302	AC114939.1	chr5:148430159-148430807|-|AC114939.1
chr5:148731104-148731237|Enhancer	chr5	148731104	148731237	Enhancer	65526	HTR4	chr5:148451032-148665644|-|HTR4
chr5:148733726-148733819|Enhancer	chr5	148733726	148733819	Enhancer	68128	HTR4	chr5:148451032-148665644|-|HTR4
chr5:148845699-148845959|Enhancer	chr5	148845699	148845959	Enhancer	20584	ADRB2	chr5:148825245-148828687|+|ADRB2
chr5:148848509-148848760|Enhancer	chr5	148848509	148848760	Enhancer	23389	ADRB2	chr5:148825245-148828687|+|ADRB2
chr5:149346446-149346556|Promoter	chr5	149346446	149346556	Promoter	1071	GRPEL2	chr5:149345430-149354583|+|GRPEL2
chr5:149348539-149348734|Enhancer	chr5	149348539	149348734	Enhancer	3206	GRPEL2	chr5:149345430-149354583|+|GRPEL2
chr5:149357653-149358029|Promoter	chr5	149357653	149358029	Promoter	199	GRPEL2-AS1	chr5:149348116-149357642|-|GRPEL2-AS1
chr5:149358456-149358563|Promoter	chr5	149358456	149358563	Promoter	463	PCYOX1L	chr5:149358046-149369653|+|PCYOX1L
chr5:149360217-149360655|Enhancer	chr5	149360217	149360655	Enhancer	2390	PCYOX1L	chr5:149358046-149369653|+|PCYOX1L
chr5:150758634-150758941|Promoter	chr5	150758634	150758941	Promoter	321	DCTN4	chr5:150708440-150759109|-|DCTN4
chr5:150783529-150784208|Enhancer	chr5	150783529	150784208	Enhancer	5922	SMIM3	chr5:150777946-150796734|+|SMIM3
chr5:151083065-151083402|Enhancer	chr5	151083065	151083402	Enhancer	4426	TNIP1	chr5:151029945-151087660|-|TNIP1
chr5:151085192-151085293|Enhancer	chr5	151085192	151085293	Enhancer	2417	TNIP1	chr5:151029945-151087660|-|TNIP1
chr5:151087107-151087269|Promoter	chr5	151087107	151087269	Promoter	472	TNIP1	chr5:151029945-151087660|-|TNIP1
chr5:151095158-151095396|Enhancer	chr5	151095158	151095396	Enhancer	7617	TNIP1	chr5:151029945-151087660|-|TNIP1
chr5:151096918-151097271|Enhancer	chr5	151096918	151097271	Enhancer	9434	TNIP1	chr5:151029945-151087660|-|TNIP1
chr5:151151128-151151730|Enhancer	chr5	151151128	151151730	Enhancer	6350	ANXA6	chr5:151100706-151157779|-|ANXA6
chr5:151155075-151155816|Enhancer	chr5	151155075	151155816	Enhancer	2333	ANXA6	chr5:151100706-151157779|-|ANXA6
chr5:151156878-151157393|Promoter	chr5	151156878	151157393	Promoter	643	ANXA6	chr5:151100706-151157779|-|ANXA6
chr5:151195886-151196962|Enhancer	chr5	151195886	151196962	Enhancer	22443	AC011342.1	chr5:151173981-151180617|+|AC011342.1
chr5:151211186-151211882|Enhancer	chr5	151211186	151211882	Enhancer	12558	CCDC69	chr5:151181052-151224092|-|CCDC69
chr5:151214271-151214634|Enhancer	chr5	151214271	151214634	Enhancer	9639	CCDC69	chr5:151181052-151224092|-|CCDC69
chr5:151220531-151220548|Enhancer	chr5	151220531	151220548	Enhancer	3552	CCDC69	chr5:151181052-151224092|-|CCDC69
chr5:151223221-151223328|Promoter	chr5	151223221	151223328	Promoter	817	CCDC69	chr5:151181052-151224092|-|CCDC69
chr5:151758440-151758738|Enhancer	chr5	151758440	151758738	Enhancer	4597	AC091982.1	chr5:151753992-151767247|+|AC091982.1
chr5:151771632-151771904|Promoter	chr5	151771632	151771904	Promoter	142	G3BP1	chr5:151771910-151812785|+|G3BP1
chr5:154197472-154198519|Enhancer	chr5	154197472	154198519	Enhancer	7265	GALNT10	chr5:154190730-154420984|+|GALNT10
chr5:154221164-154221842|Enhancer	chr5	154221164	154221842	Enhancer	30773	GALNT10	chr5:154190730-154420984|+|GALNT10
chr5:154811854-154812324|Enhancer	chr5	154811854	154812324	Enhancer	17369	MIR378H	chr5:154829458-154829540|+|MIR378H
chr5:154813646-154813944|Enhancer	chr5	154813646	154813944	Enhancer	15663	MIR378H	chr5:154829458-154829540|+|MIR378H
chr5:154857855-154858024|Promoter	chr5	154857855	154858024	Promoter	309	CNOT8	chr5:154858249-154876793|+|CNOT8
chr5:154859401-154859620|Promoter	chr5	154859401	154859620	Promoter	258	FAXDC2	chr5:154818492-154859252|-|FAXDC2
chr5:157142818-157143395|Promoter	chr5	157142818	157143395	Promoter	0	MED7	chr5:157137424-157142865|-|MED7
chr5:157159299-157159809|Enhancer	chr5	157159299	157159809	Enhancer	6710	FAM71B	chr5:157161846-157166264|-|FAM71B
chr5:157172332-157172748|Enhancer	chr5	157172332	157172748	Enhancer	6276	FAM71B	chr5:157161846-157166264|-|FAM71B
chr5:157179142-157179575|Promoter	chr5	157179142	157179575	Promoter	1467	ITK	chr5:157180826-157255191|+|ITK
chr5:157180633-157181165|Promoter	chr5	157180633	157181165	Promoter	0	ITK	chr5:157180826-157255191|+|ITK
chr5:157184056-157185797|Enhancer	chr5	157184056	157185797	Enhancer	4100	ITK	chr5:157180826-157255191|+|ITK
chr5:157190562-157190923|Enhancer	chr5	157190562	157190923	Enhancer	9916	ITK	chr5:157180826-157255191|+|ITK
chr5:157193638-157194275|Enhancer	chr5	157193638	157194275	Enhancer	13130	ITK	chr5:157180826-157255191|+|ITK
chr5:157196907-157197356|Enhancer	chr5	157196907	157197356	Enhancer	16305	ITK	chr5:157180826-157255191|+|ITK
chr5:157198424-157198532|Enhancer	chr5	157198424	157198532	Enhancer	17652	ITK	chr5:157180826-157255191|+|ITK
chr5:157200149-157200317|Enhancer	chr5	157200149	157200317	Enhancer	19407	ITK	chr5:157180826-157255191|+|ITK
chr5:157201863-157205689|Enhancer	chr5	157201863	157205689	Enhancer	20604	AC010609.1	chr5:157199242-157224380|-|AC010609.1
chr5:157210823-157210897|Enhancer	chr5	157210823	157210897	Enhancer	13520	AC010609.1	chr5:157199242-157224380|-|AC010609.1
chr5:157213043-157213405|Enhancer	chr5	157213043	157213405	Enhancer	11156	AC010609.1	chr5:157199242-157224380|-|AC010609.1
chr5:157214931-157215384|Enhancer	chr5	157214931	157215384	Enhancer	9222	AC010609.1	chr5:157199242-157224380|-|AC010609.1
chr5:157233120-157234519|Enhancer	chr5	157233120	157234519	Enhancer	9439	AC010609.1	chr5:157199242-157224380|-|AC010609.1
chr5:157249166-157249796|Enhancer	chr5	157249166	157249796	Enhancer	16598	CYFIP2	chr5:157266079-157395595|+|CYFIP2
chr5:157252632-157253299|Enhancer	chr5	157252632	157253299	Enhancer	13113	CYFIP2	chr5:157266079-157395595|+|CYFIP2
chr5:157265366-157266015|Promoter	chr5	157265366	157266015	Promoter	388	CYFIP2	chr5:157266079-157395595|+|CYFIP2
chr5:157268123-157268740|Promoter	chr5	157268123	157268740	Promoter	1806	AC009185.1	chr5:157260122-157266625|-|AC009185.1
chr5:157269078-157269459|Enhancer	chr5	157269078	157269459	Enhancer	2643	AC009185.1	chr5:157260122-157266625|-|AC009185.1
chr5:157271524-157272146|Enhancer	chr5	157271524	157272146	Enhancer	5210	AC009185.1	chr5:157260122-157266625|-|AC009185.1
chr5:157279170-157279630|Enhancer	chr5	157279170	157279630	Enhancer	12775	AC009185.1	chr5:157260122-157266625|-|AC009185.1
chr5:157281105-157281274|Enhancer	chr5	157281105	157281274	Enhancer	14564	AC009185.1	chr5:157260122-157266625|-|AC009185.1
chr5:157283582-157283651|Enhancer	chr5	157283582	157283651	Enhancer	16991	AC009185.1	chr5:157260122-157266625|-|AC009185.1
chr5:157284647-157284784|Enhancer	chr5	157284647	157284784	Enhancer	18090	AC009185.1	chr5:157260122-157266625|-|AC009185.1
chr5:157288608-157289162|Enhancer	chr5	157288608	157289162	Enhancer	22260	AC009185.1	chr5:157260122-157266625|-|AC009185.1
chr5:157295430-157295984|Enhancer	chr5	157295430	157295984	Enhancer	29082	AC009185.1	chr5:157260122-157266625|-|AC009185.1
chr5:157304148-157304319|Enhancer	chr5	157304148	157304319	Enhancer	37608	AC009185.1	chr5:157260122-157266625|-|AC009185.1
chr5:157306862-157307077|Enhancer	chr5	157306862	157307077	Enhancer	38707	FNDC9	chr5:157341598-157345677|-|FNDC9
chr5:157603388-157603703|Enhancer	chr5	157603388	157603703	Enhancer	2091	AC008694.2	chr5:157604707-157605637|-|AC008694.2
chr5:157613744-157613879|Enhancer	chr5	157613744	157613879	Enhancer	8174	AC008694.2	chr5:157604707-157605637|-|AC008694.2
chr5:157817206-157817221|Enhancer	chr5	157817206	157817221	Enhancer	8115	RNU6-260P	chr5:157809098-157809204|+|RNU6-260P
chr5:157820817-157820825|Enhancer	chr5	157820817	157820825	Enhancer	11723	RNU6-260P	chr5:157809098-157809204|+|RNU6-260P
chr5:157857657-157858010|Promoter	chr5	157857657	157858010	Promoter	1341	CLINT1	chr5:157785743-157859175|-|CLINT1
chr5:157859070-157859225|Promoter	chr5	157859070	157859225	Promoter	0	CLINT1	chr5:157785743-157859175|-|CLINT1
chr5:158710027-158710028|Enhancer	chr5	158710027	158710028	Enhancer	224837	AC091939.1	chr5:158485190-158588546|+|AC091939.1
chr5:158711250-158711253|Enhancer	chr5	158711250	158711253	Enhancer	226061	AC091939.1	chr5:158485190-158588546|+|AC091939.1
chr5:159003533-159003750|Enhancer	chr5	159003533	159003750	Enhancer	17835	AC136424.1	chr5:158985806-158987199|+|AC136424.1
chr5:159004703-159004855|Enhancer	chr5	159004703	159004855	Enhancer	18973	AC136424.1	chr5:158985806-158987199|+|AC136424.1
chr5:159175774-159175937|Enhancer	chr5	159175774	159175937	Enhancer	34065	AC134043.1	chr5:159209921-159248796|+|AC134043.1
chr5:159177356-159178295|Enhancer	chr5	159177356	159178295	Enhancer	32095	AC134043.1	chr5:159209921-159248796|+|AC134043.1
chr5:159207932-159208137|Promoter	chr5	159207932	159208137	Promoter	1886	AC134043.1	chr5:159209921-159248796|+|AC134043.1
chr5:159209638-159210019|Promoter	chr5	159209638	159210019	Promoter	0	AC134043.1	chr5:159209921-159248796|+|AC134043.1
chr5:159211832-159212163|Promoter	chr5	159211832	159212163	Promoter	1944	RNF145	chr5:159157409-159210053|-|RNF145
chr5:159251466-159253049|Enhancer	chr5	159251466	159253049	Enhancer	11032	UBLCP1	chr5:159263290-159286036|+|UBLCP1
chr5:159262375-159263230|Promoter	chr5	159262375	159263230	Promoter	487	UBLCP1	chr5:159263290-159286036|+|UBLCP1
chr5:159316929-159317042|Promoter	chr5	159316929	159317042	Promoter	1056	RNU4ATAC2P	chr5:159318042-159318167|+|RNU4ATAC2P
chr5:159317993-159318566|Promoter	chr5	159317993	159318566	Promoter	0	RNU4ATAC2P	chr5:159318042-159318167|+|RNU4ATAC2P
chr5:159337723-159338168|Enhancer	chr5	159337723	159338168	Enhancer	7058	IL12B	chr5:159314783-159330887|-|IL12B
chr5:159338354-159338423|Enhancer	chr5	159338354	159338423	Enhancer	7501	IL12B	chr5:159314783-159330887|-|IL12B
chr5:159341724-159342113|Enhancer	chr5	159341724	159342113	Enhancer	11031	IL12B	chr5:159314783-159330887|-|IL12B
chr5:160018482-160022316|Enhancer	chr5	160018482	160022316	Enhancer	3646	AC068657.1	chr5:160023740-160024045|-|AC068657.1
chr5:160036859-160037649|Enhancer	chr5	160036859	160037649	Enhancer	13209	AC068657.1	chr5:160023740-160024045|-|AC068657.1
