anchor	chrom	start	end	type	nearestDistanceToTSS	nearestGene	nearestGeneLoc
chr5:81768849-81769080|Enhancer	chr5	81768849	81769080	Enhancer	17711	SSBP2	chr5:81413021-81751253|-|SSBP2
chr5:81778823-81778894|Enhancer	chr5	81778823	81778894	Enhancer	27605	SSBP2	chr5:81413021-81751253|-|SSBP2
chr5:81782513-81782664|Enhancer	chr5	81782513	81782664	Enhancer	31335	SSBP2	chr5:81413021-81751253|-|SSBP2
chr5:82022278-82022280|Enhancer	chr5	82022278	82022280	Enhancer	12185	PPIAP11	chr5:82009602-82010094|-|PPIAP11
chr5:82050978-82050980|Enhancer	chr5	82050978	82050980	Enhancer	22723	ATG10-AS1	chr5:82073055-82073702|-|ATG10-AS1
chr5:82105656-82107015|Enhancer	chr5	82105656	82107015	Enhancer	27908	RN7SL378P	chr5:82078427-82078724|+|RN7SL378P
chr5:82110977-82111399|Enhancer	chr5	82110977	82111399	Enhancer	32761	RN7SL378P	chr5:82078427-82078724|+|RN7SL378P
chr5:82356953-82357653|Enhancer	chr5	82356953	82357653	Enhancer	51956	ATP6AP1L	chr5:82305347-82318328|+|ATP6AP1L
chr5:82365634-82365923|Enhancer	chr5	82365634	82365923	Enhancer	60431	ATP6AP1L	chr5:82305347-82318328|+|ATP6AP1L
chr5:82408579-82408733|Enhancer	chr5	82408579	82408733	Enhancer	103309	ATP6AP1L	chr5:82305347-82318328|+|ATP6AP1L
chr5:82410748-82410819|Enhancer	chr5	82410748	82410819	Enhancer	105436	ATP6AP1L	chr5:82305347-82318328|+|ATP6AP1L
chr5:82475820-82476009|Enhancer	chr5	82475820	82476009	Enhancer	70395	AC026782.1	chr5:82545862-82546310|-|AC026782.1
chr5:82476912-82477446|Enhancer	chr5	82476912	82477446	Enhancer	69131	AC026782.1	chr5:82545862-82546310|-|AC026782.1
chr5:82634128-82634136|Enhancer	chr5	82634128	82634136	Enhancer	46721	AC026782.2	chr5:82586776-82587411|-|AC026782.2
chr5:82635585-82635727|Enhancer	chr5	82635585	82635727	Enhancer	48245	AC026782.2	chr5:82586776-82587411|-|AC026782.2
chr5:83001094-83001411|Enhancer	chr5	83001094	83001411	Enhancer	11856	AC027338.1	chr5:83012285-83013109|-|AC027338.1
chr5:83002433-83002979|Enhancer	chr5	83002433	83002979	Enhancer	10403	AC027338.1	chr5:83012285-83013109|-|AC027338.1
chr5:83394358-83394594|Enhancer	chr5	83394358	83394594	Enhancer	32200	FTH1P9	chr5:83426676-83427030|+|FTH1P9
chr5:83395748-83395946|Enhancer	chr5	83395748	83395946	Enhancer	30829	FTH1P9	chr5:83426676-83427030|+|FTH1P9
chr5:83951838-83952043|Enhancer	chr5	83951838	83952043	Enhancer	76119	AC093286.1	chr5:83875166-83875821|-|AC093286.1
chr5:83952838-83953459|Enhancer	chr5	83952838	83953459	Enhancer	77327	AC093286.1	chr5:83875166-83875821|-|AC093286.1
chr5:84193774-84193971|Enhancer	chr5	84193774	84193971	Enhancer	3010	RNU6-448P	chr5:84196883-84196989|+|RNU6-448P
chr5:84194829-84195629|Promoter	chr5	84194829	84195629	Promoter	1654	RNU6-448P	chr5:84196883-84196989|+|RNU6-448P
chr5:84415763-84415766|Enhancer	chr5	84415763	84415766	Enhancer	30884	EDIL3	chr5:83940554-84384880|-|EDIL3
chr5:84477561-84477747|Enhancer	chr5	84477561	84477747	Enhancer	92774	EDIL3	chr5:83940554-84384880|-|EDIL3
chr5:84478805-84479046|Enhancer	chr5	84478805	84479046	Enhancer	94045	EDIL3	chr5:83940554-84384880|-|EDIL3
chr5:84583722-84583973|Enhancer	chr5	84583722	84583973	Enhancer	198967	EDIL3	chr5:83940554-84384880|-|EDIL3
chr5:84585189-84585402|Enhancer	chr5	84585189	84585402	Enhancer	200415	EDIL3	chr5:83940554-84384880|-|EDIL3
chr5:84674498-84674647|Enhancer	chr5	84674498	84674647	Enhancer	289692	EDIL3	chr5:83940554-84384880|-|EDIL3
chr5:84675515-84676241|Enhancer	chr5	84675515	84676241	Enhancer	290998	EDIL3	chr5:83940554-84384880|-|EDIL3
chr5:84890941-84890942|Enhancer	chr5	84890941	84890942	Enhancer	109373	PPIAP79	chr5:84999812-85000315|-|PPIAP79
chr5:86200567-86200656|Enhancer	chr5	86200567	86200656	Enhancer	81848	NBPF22P	chr5:86282460-86296463|+|NBPF22P
chr5:86202269-86202312|Enhancer	chr5	86202269	86202312	Enhancer	80169	NBPF22P	chr5:86282460-86296463|+|NBPF22P
chr5:86431529-86431959|Enhancer	chr5	86431529	86431959	Enhancer	29279	AC026444.1	chr5:86402465-86402960|+|AC026444.1
chr5:86433394-86433497|Enhancer	chr5	86433394	86433497	Enhancer	30980	AC026444.1	chr5:86402465-86402960|+|AC026444.1
chr5:86542267-86542269|Enhancer	chr5	86542267	86542269	Enhancer	75673	COX7C	chr5:86617941-86620962|+|COX7C
chr5:86684850-86685236|Enhancer	chr5	86684850	86685236	Enhancer	21793	RNU6-804P	chr5:86663144-86663250|-|RNU6-804P
chr5:86686060-86686424|Enhancer	chr5	86686060	86686424	Enhancer	22992	RNU6-804P	chr5:86663144-86663250|-|RNU6-804P
chr5:86700505-86700508|Enhancer	chr5	86700505	86700508	Enhancer	37256	RNU6-804P	chr5:86663144-86663250|-|RNU6-804P
chr5:86747482-86747937|Promoter	chr5	86747482	86747937	Promoter	891	LINC02059	chr5:86746818-86749772|+|LINC02059
chr5:86750401-86751410|Enhancer	chr5	86750401	86751410	Enhancer	4087	LINC02059	chr5:86746818-86749772|+|LINC02059
chr5:86763191-86763192|Enhancer	chr5	86763191	86763192	Enhancer	16373	LINC02059	chr5:86746818-86749772|+|LINC02059
chr5:86764228-86764233|Enhancer	chr5	86764228	86764233	Enhancer	17412	LINC02059	chr5:86746818-86749772|+|LINC02059
chr5:86877150-86877153|Enhancer	chr5	86877150	86877153	Enhancer	7729	AC091429.1	chr5:86884231-86884881|-|AC091429.1
chr5:87117257-87117428|Enhancer	chr5	87117257	87117428	Enhancer	2388	MIR4280	chr5:87114879-87114954|-|MIR4280
chr5:87120515-87120802|Enhancer	chr5	87120515	87120802	Enhancer	5704	MIR4280	chr5:87114879-87114954|-|MIR4280
chr5:87257317-87257322|Enhancer	chr5	87257317	87257322	Enhancer	10568	RASA1	chr5:87267888-87391931|+|RASA1
chr5:87298893-87299281|Promoter	chr5	87298893	87299281	Promoter	710	RNU6-606P	chr5:87299687-87299797|-|RNU6-606P
chr5:87300900-87301158|Promoter	chr5	87300900	87301158	Promoter	1232	RNU6-606P	chr5:87299687-87299797|-|RNU6-606P
chr5:88459407-88459797|Enhancer	chr5	88459407	88459797	Enhancer	20512	LINC02060	chr5:88408982-88439090|-|LINC02060
chr5:88460607-88460993|Enhancer	chr5	88460607	88460993	Enhancer	21710	LINC02060	chr5:88408982-88439090|-|LINC02060
chr5:90122901-90122904|Enhancer	chr5	90122901	90122904	Enhancer	106182	MIR3660	chr5:90016621-90016720|-|MIR3660
chr5:90375467-90375530|Enhancer	chr5	90375467	90375530	Enhancer	13864	AC093510.2	chr5:90388468-90389363|-|AC093510.2
chr5:90377155-90377321|Enhancer	chr5	90377155	90377321	Enhancer	12125	AC093510.2	chr5:90388468-90389363|-|AC093510.2
chr5:90977369-90978408|Enhancer	chr5	90977369	90978408	Enhancer	53418	TMEM251P1	chr5:91030990-91031307|-|TMEM251P1
chr5:90982761-90983598|Enhancer	chr5	90982761	90983598	Enhancer	48127	TMEM251P1	chr5:91030990-91031307|-|TMEM251P1
chr5:91076024-91076030|Enhancer	chr5	91076024	91076030	Enhancer	44720	TMEM251P1	chr5:91030990-91031307|-|TMEM251P1
chr5:91079854-91079856|Enhancer	chr5	91079854	91079856	Enhancer	48548	TMEM251P1	chr5:91030990-91031307|-|TMEM251P1
chr5:91269203-91270127|Promoter	chr5	91269203	91270127	Promoter	1062	RNU4-90P	chr5:91270727-91270867|+|RNU4-90P
chr5:91279730-91280641|Promoter	chr5	91279730	91280641	Promoter	956	AC123595.1	chr5:91280097-91281142|-|AC123595.1
chr5:91350748-91350946|Enhancer	chr5	91350748	91350946	Enhancer	3631	AC008799.1	chr5:91354478-91354934|+|AC008799.1
chr5:91353727-91354333|Promoter	chr5	91353727	91354333	Promoter	448	AC008799.1	chr5:91354478-91354934|+|AC008799.1
chr5:92006727-92007030|Enhancer	chr5	92006727	92007030	Enhancer	162349	PCBP2P3	chr5:91843687-91844529|-|PCBP2P3
chr5:92008189-92008961|Enhancer	chr5	92008189	92008961	Enhancer	164046	PCBP2P3	chr5:91843687-91844529|-|PCBP2P3
chr5:92474755-92475308|Enhancer	chr5	92474755	92475308	Enhancer	179816	AC026780.1	chr5:92654848-92679141|+|AC026780.1
chr5:92476163-92476722|Enhancer	chr5	92476163	92476722	Enhancer	178405	AC026780.1	chr5:92654848-92679141|+|AC026780.1
chr5:92568734-92568776|Enhancer	chr5	92568734	92568776	Enhancer	86093	AC026780.1	chr5:92654848-92679141|+|AC026780.1
chr5:92571223-92571293|Enhancer	chr5	92571223	92571293	Enhancer	83590	AC026780.1	chr5:92654848-92679141|+|AC026780.1
chr5:92707288-92707689|Enhancer	chr5	92707288	92707689	Enhancer	19234	AC026780.2	chr5:92675956-92688254|-|AC026780.2
chr5:92710143-92710386|Enhancer	chr5	92710143	92710386	Enhancer	22010	AC026780.2	chr5:92675956-92688254|-|AC026780.2
chr5:92964974-92964976|Enhancer	chr5	92964974	92964976	Enhancer	25384	LINC02058	chr5:92907180-92939591|-|LINC02058
chr5:92975745-92976126|Enhancer	chr5	92975745	92976126	Enhancer	36344	LINC02058	chr5:92907180-92939591|-|LINC02058
chr5:92977233-92978741|Enhancer	chr5	92977233	92978741	Enhancer	38396	LINC02058	chr5:92907180-92939591|-|LINC02058
chr5:93146414-93147284|Enhancer	chr5	93146414	93147284	Enhancer	78180	AC012625.1	chr5:93019663-93068669|-|AC012625.1
chr5:93149640-93150402|Enhancer	chr5	93149640	93150402	Enhancer	81352	AC012625.1	chr5:93019663-93068669|-|AC012625.1
chr5:93436001-93437036|Enhancer	chr5	93436001	93437036	Enhancer	144778	NR2F1-AS1	chr5:93409359-93581297|-|NR2F1-AS1
chr5:93437992-93438298|Enhancer	chr5	93437992	93438298	Enhancer	143152	NR2F1-AS1	chr5:93409359-93581297|-|NR2F1-AS1
chr5:94189010-94189967|Enhancer	chr5	94189010	94189967	Enhancer	77812	FAM172A	chr5:93617725-94111676|-|FAM172A
chr5:94190922-94191346|Enhancer	chr5	94190922	94191346	Enhancer	79458	FAM172A	chr5:93617725-94111676|-|FAM172A
chr5:94575422-94575484|Enhancer	chr5	94575422	94575484	Enhancer	5913	MTCYBP35	chr5:94569540-94570676|+|MTCYBP35
chr5:94578912-94578961|Enhancer	chr5	94578912	94578961	Enhancer	9396	MTCYBP35	chr5:94569540-94570676|+|MTCYBP35
chr5:95712313-95712766|Enhancer	chr5	95712313	95712766	Enhancer	18606	RHOBTB3	chr5:95731146-95796361|+|RHOBTB3
chr5:95718327-95718648|Enhancer	chr5	95718327	95718648	Enhancer	12658	RHOBTB3	chr5:95731146-95796361|+|RHOBTB3
chr5:95747422-95747886|Enhancer	chr5	95747422	95747886	Enhancer	15359	AC008840.1	chr5:95701249-95732295|-|AC008840.1
chr5:95760073-95760750|Enhancer	chr5	95760073	95760750	Enhancer	8587	HSPD1P11	chr5:95768999-95770700|+|HSPD1P11
chr5:95858856-95859215|Enhancer	chr5	95858856	95859215	Enhancer	2750	AC008592.1	chr5:95861786-95874519|+|AC008592.1
chr5:95861329-95862686|Promoter	chr5	95861329	95862686	Promoter	0	AC008592.1	chr5:95861786-95874519|+|AC008592.1
chr5:95869562-95870591|Enhancer	chr5	95869562	95870591	Enhancer	8290	AC008592.1	chr5:95861786-95874519|+|AC008592.1
chr5:96113820-96113915|Enhancer	chr5	96113820	96113915	Enhancer	34729	MIR583	chr5:96079138-96079212|+|MIR583
chr5:96114825-96114923|Enhancer	chr5	96114825	96114923	Enhancer	35736	MIR583	chr5:96079138-96079212|+|MIR583
chr5:96227871-96227873|Enhancer	chr5	96227871	96227873	Enhancer	12797	AC099509.1	chr5:96213346-96215075|-|AC099509.1
chr5:96247091-96247093|Promoter	chr5	96247091	96247093	Promoter	684	AC099509.2	chr5:96247776-96278751|+|AC099509.2
chr5:96248931-96248936|Promoter	chr5	96248931	96248936	Promoter	1157	AC099509.2	chr5:96247776-96278751|+|AC099509.2
chr5:96280172-96280806|Enhancer	chr5	96280172	96280806	Enhancer	32713	AC099509.2	chr5:96247776-96278751|+|AC099509.2
chr5:96287515-96290030|Enhancer	chr5	96287515	96290030	Enhancer	40996	AC099509.2	chr5:96247776-96278751|+|AC099509.2
chr5:96369950-96370313|Enhancer	chr5	96369950	96370313	Enhancer	63116	PCSK1	chr5:96390333-96433248|-|PCSK1
chr5:96373213-96373317|Enhancer	chr5	96373213	96373317	Enhancer	59983	PCSK1	chr5:96390333-96433248|-|PCSK1
chr5:96567132-96567406|Enhancer	chr5	96567132	96567406	Enhancer	94804	CAST	chr5:96662073-96774683|+|CAST
chr5:96569205-96569270|Enhancer	chr5	96569205	96569270	Enhancer	92835	CAST	chr5:96662073-96774683|+|CAST
chr5:96819937-96820152|Enhancer	chr5	96819937	96820152	Enhancer	11944	ERAP1	chr5:96760810-96808100|-|ERAP1
chr5:96823890-96823977|Enhancer	chr5	96823890	96823977	Enhancer	15833	ERAP1	chr5:96760810-96808100|-|ERAP1
chr5:96905594-96905596|Enhancer	chr5	96905594	96905596	Enhancer	29656	ERAP2	chr5:96875939-96919716|+|ERAP2
chr5:96906669-96906673|Enhancer	chr5	96906669	96906673	Enhancer	29138	AC009126.1	chr5:96814028-96935809|-|AC009126.1
chr5:96919734-96919983|Enhancer	chr5	96919734	96919983	Enhancer	15950	AC009126.1	chr5:96814028-96935809|-|AC009126.1
chr5:96932901-96933528|Enhancer	chr5	96932901	96933528	Enhancer	2594	AC009126.1	chr5:96814028-96935809|-|AC009126.1
chr5:96961323-96962562|Enhancer	chr5	96961323	96962562	Enhancer	19643	AC008850.1	chr5:96942299-96943184|+|AC008850.1
chr5:97002881-97003421|Enhancer	chr5	97002881	97003421	Enhancer	54207	SETP22	chr5:97056402-97057358|-|SETP22
chr5:97004186-97004688|Enhancer	chr5	97004186	97004688	Enhancer	52921	SETP22	chr5:97056402-97057358|-|SETP22
chr5:97660936-97661060|Enhancer	chr5	97660936	97661060	Enhancer	17683	MTCYBP40	chr5:97677547-97678681|-|MTCYBP40
chr5:97662023-97662044|Enhancer	chr5	97662023	97662044	Enhancer	16647	MTCYBP40	chr5:97677547-97678681|-|MTCYBP40
chr5:98064792-98065807|Enhancer	chr5	98064792	98065807	Enhancer	39334	AC008834.1	chr5:98025965-98026139|+|AC008834.1
chr5:98068377-98068758|Enhancer	chr5	98068377	98068758	Enhancer	42602	AC008834.1	chr5:98025965-98026139|+|AC008834.1
chr5:98684733-98684734|Enhancer	chr5	98684733	98684734	Enhancer	5331	DDX18P4	chr5:98679402-98681367|+|DDX18P4
chr5:98689512-98689514|Enhancer	chr5	98689512	98689514	Enhancer	10111	DDX18P4	chr5:98679402-98681367|+|DDX18P4
chr5:98863191-98863195|Enhancer	chr5	98863191	98863195	Enhancer	26538	RNU6-402P	chr5:98889731-98889833|+|RNU6-402P
chr5:98873051-98873057|Enhancer	chr5	98873051	98873057	Enhancer	16677	RNU6-402P	chr5:98889731-98889833|+|RNU6-402P
chr5:98981943-98981944|Enhancer	chr5	98981943	98981944	Enhancer	27549	AC022121.1	chr5:98954394-98954972|+|AC022121.1
chr5:98984543-98984545|Enhancer	chr5	98984543	98984545	Enhancer	30150	AC022121.1	chr5:98954394-98954972|+|AC022121.1
chr5:99225387-99225736|Enhancer	chr5	99225387	99225736	Enhancer	263997	AC114324.2	chr5:99489559-99499367|+|AC114324.2
chr5:99229261-99229695|Enhancer	chr5	99229261	99229695	Enhancer	260081	AC114324.2	chr5:99489559-99499367|+|AC114324.2
chr5:99230537-99231712|Enhancer	chr5	99230537	99231712	Enhancer	258434	AC114324.2	chr5:99489559-99499367|+|AC114324.2
chr5:99233813-99234280|Enhancer	chr5	99233813	99234280	Enhancer	255512	AC114324.2	chr5:99489559-99499367|+|AC114324.2
chr5:99783715-99784405|Enhancer	chr5	99783715	99784405	Enhancer	165523	AC092284.1	chr5:99948295-99949583|-|AC092284.1
chr5:99785371-99785578|Enhancer	chr5	99785371	99785578	Enhancer	164108	AC092284.1	chr5:99948295-99949583|-|AC092284.1
chr5:100195549-100196033|Enhancer	chr5	100195549	100196033	Enhancer	42119	RNU6-1119P	chr5:100153672-100153779|+|RNU6-1119P
chr5:100198665-100199437|Enhancer	chr5	100198665	100199437	Enhancer	45379	RNU6-1119P	chr5:100153672-100153779|+|RNU6-1119P
chr5:100852953-100853723|Enhancer	chr5	100852953	100853723	Enhancer	36773	MIR548P	chr5:100816482-100816565|-|MIR548P
chr5:100860305-100861732|Enhancer	chr5	100860305	100861732	Enhancer	42263	ST8SIA4	chr5:100806933-100903282|-|ST8SIA4
chr5:101153585-101154122|Enhancer	chr5	101153585	101154122	Enhancer	250571	ST8SIA4	chr5:100806933-100903282|-|ST8SIA4
chr5:101158467-101159202|Enhancer	chr5	101158467	101159202	Enhancer	255552	ST8SIA4	chr5:100806933-100903282|-|ST8SIA4
chr5:101195139-101195550|Enhancer	chr5	101195139	101195550	Enhancer	292062	ST8SIA4	chr5:100806933-100903282|-|ST8SIA4
chr5:101199263-101200312|Enhancer	chr5	101199263	101200312	Enhancer	296505	ST8SIA4	chr5:100806933-100903282|-|ST8SIA4
chr5:102307048-102308067|Enhancer	chr5	102307048	102308067	Enhancer	5053	RN7SKP68	chr5:102302504-102302810|+|RN7SKP68
chr5:102311165-102311782|Enhancer	chr5	102311165	102311782	Enhancer	8969	RN7SKP68	chr5:102302504-102302810|+|RN7SKP68
chr5:102487474-102487767|Enhancer	chr5	102487474	102487767	Enhancer	11395	SLCO6A1	chr5:102371782-102499016|-|SLCO6A1
chr5:102490121-102490537|Enhancer	chr5	102490121	102490537	Enhancer	8687	SLCO6A1	chr5:102371782-102499016|-|SLCO6A1
chr5:102714757-102715150|Enhancer	chr5	102714757	102715150	Enhancer	43646	LINC00491	chr5:102609260-102671307|-|LINC00491
chr5:102715548-102715924|Enhancer	chr5	102715548	102715924	Enhancer	44429	LINC00491	chr5:102609260-102671307|-|LINC00491
chr5:102718750-102720206|Enhancer	chr5	102718750	102720206	Enhancer	48171	LINC00491	chr5:102609260-102671307|-|LINC00491
chr5:102750242-102750604|Enhancer	chr5	102750242	102750604	Enhancer	79116	LINC00491	chr5:102609260-102671307|-|LINC00491
chr5:102751696-102752044|Enhancer	chr5	102751696	102752044	Enhancer	80563	LINC00491	chr5:102609260-102671307|-|LINC00491
chr5:102755174-102755340|Enhancer	chr5	102755174	102755340	Enhancer	83950	LINC00491	chr5:102609260-102671307|-|LINC00491
chr5:102758733-102760237|Enhancer	chr5	102758733	102760237	Enhancer	88178	LINC00491	chr5:102609260-102671307|-|LINC00491
chr5:102762120-102762969|Enhancer	chr5	102762120	102762969	Enhancer	91237	LINC00491	chr5:102609260-102671307|-|LINC00491
chr5:102778510-102779091|Enhancer	chr5	102778510	102779091	Enhancer	86925	PAM	chr5:102865726-103031105|+|PAM
chr5:102780081-102781483|Enhancer	chr5	102780081	102781483	Enhancer	84944	PAM	chr5:102865726-103031105|+|PAM
chr5:102853686-102854029|Enhancer	chr5	102853686	102854029	Enhancer	11868	PAM	chr5:102865726-103031105|+|PAM
chr5:102856240-102856443|Enhancer	chr5	102856240	102856443	Enhancer	9384	PAM	chr5:102865726-103031105|+|PAM
chr5:103100607-103100610|Enhancer	chr5	103100607	103100610	Enhancer	19529	GIN1	chr5:103086000-103120138|-|GIN1
chr5:103102698-103102699|Enhancer	chr5	103102698	103102699	Enhancer	17439	GIN1	chr5:103086000-103120138|-|GIN1
chr5:103117042-103117097|Enhancer	chr5	103117042	103117097	Enhancer	3068	GIN1	chr5:103086000-103120138|-|GIN1
chr5:103117459-103117721|Enhancer	chr5	103117459	103117721	Enhancer	2548	GIN1	chr5:103086000-103120138|-|GIN1
chr5:103118219-103118270|Promoter	chr5	103118219	103118270	Promoter	1893	GIN1	chr5:103086000-103120138|-|GIN1
chr5:103120130-103120218|Promoter	chr5	103120130	103120218	Promoter	0	PPIP5K2,GIN1	chr5:103120200-103212799|+|PPIP5K2,chr5:103086000-103120138|-|GIN1
chr5:103284634-103284643|Enhancer	chr5	103284634	103284643	Enhancer	25875	C5orf30	chr5:103258763-103278660|+|C5orf30
chr5:103287031-103287034|Enhancer	chr5	103287031	103287034	Enhancer	28269	C5orf30	chr5:103258763-103278660|+|C5orf30
chr5:103356546-103357053|Enhancer	chr5	103356546	103357053	Enhancer	55711	AC010406.1	chr5:103408941-103412511|-|AC010406.1
chr5:103359446-103359929|Enhancer	chr5	103359446	103359929	Enhancer	52823	AC010406.1	chr5:103408941-103412511|-|AC010406.1
chr5:103493338-103494272|Enhancer	chr5	103493338	103494272	Enhancer	32813	PDZPH1P	chr5:103430406-103526618|-|PDZPH1P
chr5:103495232-103495314|Enhancer	chr5	103495232	103495314	Enhancer	31345	PDZPH1P	chr5:103430406-103526618|-|PDZPH1P
chr5:103515089-103515090|Enhancer	chr5	103515089	103515090	Enhancer	11528	PDZPH1P	chr5:103430406-103526618|-|PDZPH1P
chr5:103531253-103531255|Enhancer	chr5	103531253	103531255	Enhancer	4636	PDZPH1P	chr5:103430406-103526618|-|PDZPH1P
chr5:103532321-103532325|Enhancer	chr5	103532321	103532325	Enhancer	5705	PDZPH1P	chr5:103430406-103526618|-|PDZPH1P
chr5:103865126-103865132|Enhancer	chr5	103865126	103865132	Enhancer	26264	AC008505.1	chr5:103880129-103891393|-|AC008505.1
chr5:103866079-103866082|Enhancer	chr5	103866079	103866082	Enhancer	25312	AC008505.1	chr5:103880129-103891393|-|AC008505.1
chr5:103892409-103892752|Promoter	chr5	103892409	103892752	Promoter	1187	AC008505.1	chr5:103880129-103891393|-|AC008505.1
chr5:103893686-103893957|Enhancer	chr5	103893686	103893957	Enhancer	2428	AC008505.1	chr5:103880129-103891393|-|AC008505.1
chr5:103914244-103914306|Enhancer	chr5	103914244	103914306	Enhancer	22882	AC008505.1	chr5:103880129-103891393|-|AC008505.1
chr5:103916436-103917003|Enhancer	chr5	103916436	103917003	Enhancer	25326	AC008505.1	chr5:103880129-103891393|-|AC008505.1
chr5:103985284-103985286|Enhancer	chr5	103985284	103985286	Enhancer	93892	AC008505.1	chr5:103880129-103891393|-|AC008505.1
chr5:103987105-103987108|Enhancer	chr5	103987105	103987108	Enhancer	92804	LINC02163	chr5:104079911-104105403|+|LINC02163
chr5:104013743-104013771|Enhancer	chr5	104013743	104013771	Enhancer	66154	LINC02163	chr5:104079911-104105403|+|LINC02163
chr5:104014808-104014842|Enhancer	chr5	104014808	104014842	Enhancer	65086	LINC02163	chr5:104079911-104105403|+|LINC02163
chr5:104702966-104703391|Enhancer	chr5	104702966	104703391	Enhancer	70462	AC099520.2	chr5:104773641-104799772|+|AC099520.2
chr5:104704249-104705306|Enhancer	chr5	104704249	104705306	Enhancer	68863	AC099520.2	chr5:104773641-104799772|+|AC099520.2
chr5:104740373-104742863|Enhancer	chr5	104740373	104742863	Enhancer	32023	AC099520.2	chr5:104773641-104799772|+|AC099520.2
chr5:104748924-104749335|Enhancer	chr5	104748924	104749335	Enhancer	24511	AC099520.2	chr5:104773641-104799772|+|AC099520.2
chr5:104992640-104992643|Enhancer	chr5	104992640	104992643	Enhancer	106831	RAB9BP1	chr5:105099473-105100098|+|RAB9BP1
chr5:104995265-104995267|Enhancer	chr5	104995265	104995267	Enhancer	104207	RAB9BP1	chr5:105099473-105100098|+|RAB9BP1
chr5:105523666-105525167|Enhancer	chr5	105523666	105525167	Enhancer	131446	AC099520.1	chr5:104484204-105392970|-|AC099520.1
chr5:105528255-105528501|Enhancer	chr5	105528255	105528501	Enhancer	135408	AC099520.1	chr5:104484204-105392970|-|AC099520.1
chr5:105712317-105712525|Enhancer	chr5	105712317	105712525	Enhancer	210687	RNA5SP189	chr5:105922994-105923108|-|RNA5SP189
chr5:105713451-105714026|Enhancer	chr5	105713451	105714026	Enhancer	209369	RNA5SP189	chr5:105922994-105923108|-|RNA5SP189
chr5:106238995-106238998|Enhancer	chr5	106238995	106238998	Enhancer	178244	AC027313.1	chr5:106415576-106417241|-|AC027313.1
chr5:106241287-106241289|Enhancer	chr5	106241287	106241289	Enhancer	175953	AC027313.1	chr5:106415576-106417241|-|AC027313.1
chr5:106474465-106474606|Enhancer	chr5	106474465	106474606	Enhancer	57294	AC027313.1	chr5:106415576-106417241|-|AC027313.1
chr5:106475866-106475963|Enhancer	chr5	106475866	106475963	Enhancer	58673	AC027313.1	chr5:106415576-106417241|-|AC027313.1
chr5:106698230-106698231|Enhancer	chr5	106698230	106698231	Enhancer	153900	AC114940.1	chr5:106543066-106544330|-|AC114940.1
chr5:106945376-106946278|Enhancer	chr5	106945376	106946278	Enhancer	65187	LINC01950	chr5:106815197-107011014|-|LINC01950
chr5:106951766-106952582|Enhancer	chr5	106951766	106952582	Enhancer	58840	LINC01950	chr5:106815197-107011014|-|LINC01950
chr5:107502118-107502374|Enhancer	chr5	107502118	107502374	Enhancer	168691	EFNA5	chr5:107376889-107670937|-|EFNA5
chr5:107503297-107503547|Enhancer	chr5	107503297	107503547	Enhancer	167515	EFNA5	chr5:107376889-107670937|-|EFNA5
chr5:107948028-107948032|Enhancer	chr5	107948028	107948032	Enhancer	137401	RN7SKP122	chr5:107810629-107810924|+|RN7SKP122
chr5:107950186-107950192|Enhancer	chr5	107950186	107950192	Enhancer	139560	RN7SKP122	chr5:107810629-107810924|+|RN7SKP122
chr5:108382371-108382588|Promoter	chr5	108382371	108382588	Promoter	381	FBXL17	chr5:107859035-108382098|-|FBXL17
chr5:108383571-108383938|Promoter	chr5	108383571	108383938	Promoter	1656	FBXL17	chr5:107859035-108382098|-|FBXL17
chr5:108798138-108799002|Enhancer	chr5	108798138	108799002	Enhancer	14472	AC034207.1	chr5:108784098-108785552|+|AC034207.1
chr5:108800036-108800145|Enhancer	chr5	108800036	108800145	Enhancer	15992	AC034207.1	chr5:108784098-108785552|+|AC034207.1
chr5:108818783-108818887|Enhancer	chr5	108818783	108818887	Enhancer	11955	AC008871.1	chr5:108818041-108830790|-|AC008871.1
chr5:108821200-108821427|Enhancer	chr5	108821200	108821427	Enhancer	9476	AC008871.1	chr5:108818041-108830790|-|AC008871.1
chr5:109686603-109686622|Promoter	chr5	109686603	109686622	Promoter	1716	AC012603.1	chr5:109687802-109688329|-|AC012603.1
chr5:109688672-109688897|Promoter	chr5	109688672	109688897	Promoter	455	AC012603.1	chr5:109687802-109688329|-|AC012603.1
chr5:109935067-109935174|Enhancer	chr5	109935067	109935174	Enhancer	49697	PGAM5P1	chr5:109884610-109885423|-|PGAM5P1
chr5:109936192-109936812|Enhancer	chr5	109936192	109936812	Enhancer	51079	PGAM5P1	chr5:109884610-109885423|-|PGAM5P1
chr5:109964135-109964427|Enhancer	chr5	109964135	109964427	Enhancer	78858	PGAM5P1	chr5:109884610-109885423|-|PGAM5P1
chr5:109965795-109965871|Enhancer	chr5	109965795	109965871	Enhancer	80410	PGAM5P1	chr5:109884610-109885423|-|PGAM5P1
chr5:110055387-110055634|Enhancer	chr5	110055387	110055634	Enhancer	170087	PGAM5P1	chr5:109884610-109885423|-|PGAM5P1
chr5:110085385-110086151|Enhancer	chr5	110085385	110086151	Enhancer	200345	PGAM5P1	chr5:109884610-109885423|-|PGAM5P1
chr5:110086807-110087334|Enhancer	chr5	110086807	110087334	Enhancer	201647	PGAM5P1	chr5:109884610-109885423|-|PGAM5P1
