loopId	typeAnchorA	typeAnchorB	nearestDistanceToGeneAnchorA	nearestDistanceToGeneAnchorB	nearestTargetGeneAnchorA	nearestTargetGeneAnchorB
loop_chr6-chr6-18062|K562_RAD21_17m	Enhancer	Enhancer	16240	4992	chr6:112196440-112196546|-|RNU6-1226P	chr6:112365704-112367444|-|FEM1AP3
loop_chr6-chr6-18075|K562_RAD21_17m	Enhancer	Enhancer	12954	13262	chr6:142788123-142794086|+|AL023584.2	chr6:142788123-142794086|+|AL023584.2
loop_chr6-chr6-18078|K562_RAD21_17m	Enhancer	Enhancer	52282	14354	chr6:109288440-109288562|+|AL359711.1	chr6:109382795-109383666|+|AL359711.2
loop_chr6-chr6-18080|K562_RAD21_17m	Enhancer	Enhancer	8812	7749	chr6:45421079-45422005|-|AL096865.1	chr6:45421079-45422005|-|AL096865.1
loop_chr6-chr6-18081|K562_RAD21_17m	Enhancer	Enhancer	6547	6280	chr6:4186624-4188109|-|AL136309.3	chr6:4186624-4188109|-|AL136309.3
loop_chr6-chr6-18086|K562_RAD21_17m	Enhancer	Enhancer	4214	3428	chr6:26013241-26013757|+|U91328.3	chr6:26013241-26013757|+|U91328.3
loop_chr6-chr6-18087|K562_RAD21_17m	Enhancer	Enhancer	70235	69794	chr6:148955628-148964684|-|UST-AS1	chr6:148955628-148964684|-|UST-AS1
loop_chr6-chr6-18088|K562_RAD21_17m	Enhancer	Enhancer	16504	13972	chr6:160121815-160158718|+|SLC22A1	chr6:160453428-160520269|-|LPAL2
loop_chr6-chr6-18090|K562_RAD21_17m	Enhancer	Enhancer	8676	8508	chr6:45097496-45097976|+|AL138880.2	chr6:45097496-45097976|+|AL138880.2
loop_chr6-chr6-18105|K562_RAD21_17m	Enhancer	Enhancer	14811	39106	chr6:37044860-37045189|+|COX6A1P2	chr6:37170152-37175428|+|PIM1
loop_chr6-chr6-18106|K562_RAD21_17m	Enhancer	Enhancer	64544	64942	chr6:119177205-119349761|-|MAN1A1	chr6:119177205-119349761|-|MAN1A1
loop_chr6-chr6-18107|K562_RAD21_17m	Enhancer	Enhancer	28135	28361	chr6:145884807-145964423|-|SHPRH	chr6:145884807-145964423|-|SHPRH
loop_chr6-chr6-18110|K562_RAD21_17m	Promoter	Promoter	1792	1104	chr6:136335714-136336087|-|AL023284.4	chr6:136335714-136336087|-|AL023284.4
loop_chr6-chr6-18113|K562_RAD21_17m	Enhancer	Enhancer	3330	12876	chr6:16259101-16264553|-|AL009031.1	chr6:16259101-16264553|-|AL009031.1
loop_chr6-chr6-18117|K562_RAD21_17m	Enhancer	Enhancer	176150	176372	chr6:50912712-50913256|-|FTH1P5	chr6:50912712-50913256|-|FTH1P5
loop_chr6-chr6-18118|K562_RAD21_17m	Promoter	Promoter	1148	651	chr6:71532070-71534715|+|AL035467.2	chr6:71532070-71534715|+|AL035467.2
loop_chr6-chr6-18120|K562_RAD21_17m	Enhancer	Enhancer	67207	67816	chr6:130365734-130443063|+|TMEM200A	chr6:130365734-130443063|+|TMEM200A
loop_chr6-chr6-18123|K562_RAD21_17m	Enhancer	Enhancer	4541	3938	chr6:73487590-73487877|-|RN7SL827P	chr6:73487590-73487877|-|RN7SL827P
loop_chr6-chr6-18125|K562_RAD21_17m	Enhancer	Enhancer	49352	49066	chr6:85387219-85390186|-|LINC02535	chr6:85387219-85390186|-|LINC02535
loop_chr6-chr6-18126|K562_RAD21_17m	Enhancer	Enhancer	124402	124088	chr6:167666840-167679270|-|LINC02538	chr6:167666840-167679270|-|LINC02538
loop_chr6-chr6-18128|K562_RAD21_17m	Enhancer	Enhancer	50417	49884	chr6:156976294-156977072|+|AL162578.1	chr6:156976294-156977072|+|AL162578.1
loop_chr6-chr6-18129|K562_RAD21_17m	Enhancer	Enhancer	99586	99806	chr6:163840561-163840852|+|RN7SL366P	chr6:163840561-163840852|+|RN7SL366P
loop_chr6-chr6-18132|K562_RAD21_17m	Promoter	Enhancer	870	47323	chr6:43770213-43786487|+|VEGFA	chr6:44000580-44007612|+|C6orf223
loop_chr6-chr6-18155|K562_RAD21_17m	Enhancer	Enhancer	9174	9906	chr6:42092233-42094259|-|AL512274.1	chr6:42092233-42094259|-|AL512274.1
loop_chr6-chr6-18159|K562_RAD21_17m	Promoter	Promoter	0	608	chr6:116492297-116497099|+|AL445224.1	chr6:116492297-116497099|+|AL445224.1
loop_chr6-chr6-18160|K562_RAD21_17m	Enhancer	Enhancer	18471	14157	chr6:109165831-109355063|+|CCDC162P	chr6:109382795-109383666|+|AL359711.2
loop_chr6-chr6-18162|K562_RAD21_17m	Enhancer	Enhancer	4947	4595	chr6:21354411-21355296|-|AL031767.1	chr6:21354411-21355296|-|AL031767.1
loop_chr6-chr6-18172|K562_RAD21_17m	Enhancer	Enhancer	4708	20116	chr6:43995723-44074652|-|AL109615.3	chr6:73695785-73828316|+|CD109
loop_chr6-chr6-18175|K562_RAD21_17m	Enhancer	Enhancer	79469	96257	chr6:161129967-161274061|-|AGPAT4	chr6:161129967-161274061|-|AGPAT4
loop_chr6-chr6-18178|K562_RAD21_17m	Enhancer	Enhancer	21602	96738	chr6:161160105-161161982|-|AGPAT4-IT1	chr6:161129967-161274061|-|AGPAT4
loop_chr6-chr6-18179|K562_RAD21_17m	Enhancer	Enhancer	23868	3367	chr6:35664717-35664789|-|MIR5690	chr6:35573585-35728583|-|FKBP5
loop_chr6-chr6-18185|K562_RAD21_17m	Enhancer	Enhancer	3027	2706	chr6:96750824-96751728|+|EEF1GP6	chr6:96750824-96751728|+|EEF1GP6
loop_chr6-chr6-18194|K562_RAD21_17m	Enhancer	Enhancer	47473	125682	chr6:125986479-126039276|+|TRMT11	chr6:125986479-126039276|+|TRMT11
loop_chr6-chr6-18208|K562_RAD21_17m	Enhancer	Enhancer	2909	4886	chr6:15324367-15324472|-|RNU6-645P	chr6:15324367-15324472|-|RNU6-645P
loop_chr6-chr6-18209|K562_RAD21_17m	Enhancer	Enhancer	8659	13477	chr6:3118374-3153578|+|BPHL	chr6:3182744-3195756|-|LINC02525
loop_chr6-chr6-18231|K562_RAD21_17m	Enhancer	Enhancer	3077	59270	chr6:5031756-5054423|-|AL359643.2	chr6:5451683-5458033|-|AL021328.1
loop_chr6-chr6-18240|K562_RAD21_17m	Enhancer	Enhancer	17473	42515	chr6:146859181-146863081|+|AL138916.1	chr6:146859181-146863081|+|AL138916.1
loop_chr6-chr6-18250|K562_RAD21_17m	Enhancer	Enhancer	28460	17188	chr6:133540784-133541174|+|AL450270.1	chr6:133821147-133851800|+|LINC01312
loop_chr6-chr6-18267|K562_RAD21_17m	Enhancer	Promoter	16688	0	chr6:125875168-125875498|+|RN7SKP56	chr6:125956770-125980244|+|HINT3
loop_chr6-chr6-18270|K562_RAD21_17m	Enhancer	Promoter	3819	856	chr6:166334568-166335471|+|HNRNPA1P49	chr6:166364919-166383013|-|MPC1
loop_chr6-chr6-18276|K562_RAD21_17m	Enhancer	Enhancer	42104	30826	chr6:44435641-44435722|+|MIR4642	chr6:44525259-44526754|+|AL136140.1
loop_chr6-chr6-18278|K562_RAD21_17m	Promoter	Enhancer	851	23109	chr6:116616479-116632985|+|RSPH4A	chr6:116635618-116668794|-|ZUP1
loop_chr6-chr6-18281|K562_RAD21_17m	Enhancer	Enhancer	2049	8067	chr6:42879635-42889925|+|RPL7L1	chr6:42890265-42890821|-|C6orf226
loop_chr6-chr6-18282|K562_RAD21_17m	Promoter	Promoter	34	199	chr6:12012312-12164999|+|HIVEP1	chr6:12012312-12164999|+|HIVEP1
loop_chr6-chr6-18284|K562_RAD21_17m	Enhancer	Enhancer	34885	34637	chr6:129576132-129710177|-|ARHGAP18	chr6:129576132-129710177|-|ARHGAP18
loop_chr6-chr6-18289|K562_RAD21_17m	Enhancer	Enhancer	50662	50946	chr6:117301455-117301758|+|RN7SKP51	chr6:117301455-117301758|+|RN7SKP51
loop_chr6-chr6-18290|K562_RAD21_17m	Enhancer	Enhancer	2174	4706	chr6:43995723-44074652|-|AL109615.3	chr6:43995723-44074652|-|AL109615.3
loop_chr6-chr6-18291|K562_RAD21_17m	Promoter	Promoter	856	1078	chr6:43588230-43591362|-|POLH-AS1	chr6:43588230-43591362|-|POLH-AS1
loop_chr6-chr6-18293|K562_RAD21_17m	Enhancer	Enhancer	15843	16044	chr6:169296471-169297959|-|VTA1P1	chr6:169296471-169297959|-|VTA1P1
loop_chr6-chr6-18296|K562_RAD21_17m	Enhancer	Enhancer	14077	14462	chr6:161129967-161274061|-|AGPAT4	chr6:161129967-161274061|-|AGPAT4
loop_chr6-chr6-18300|K562_RAD21_17m	Enhancer	Enhancer	10514	10280	chr6:43844878-43852317|-|LINC02537	chr6:43844878-43852317|-|LINC02537
loop_chr6-chr6-18305|K562_RAD21_17m	Enhancer	Enhancer	37371	37224	chr6:33698128-33698234|+|MIR3934	chr6:33698128-33698234|+|MIR3934
loop_chr6-chr6-18308|K562_RAD21_17m	Enhancer	Enhancer	43543	44030	chr6:154853360-154853436|+|MIR1273C	chr6:154853360-154853436|+|MIR1273C
loop_chr6-chr6-18310|K562_RAD21_17m	Enhancer	Enhancer	9904	9681	chr6:116118909-116126133|-|COL10A1	chr6:116118909-116126133|-|COL10A1
loop_chr6-chr6-18312|K562_RAD21_17m	Enhancer	Enhancer	19223	19405	chr6:44342660-44377167|+|SPATS1	chr6:44342660-44377167|+|SPATS1
loop_chr6-chr6-18313|K562_RAD21_17m	Enhancer	Enhancer	4807	4528	chr6:158972871-159000187|-|RSPH3	chr6:158972871-159000187|-|RSPH3
loop_chr6-chr6-18315|K562_RAD21_17m	Enhancer	Enhancer	15571	16088	chr6:117265558-117273565|+|VGLL2	chr6:117265558-117273565|+|VGLL2
loop_chr6-chr6-18318|K562_RAD21_17m	Enhancer	Enhancer	87436	87160	chr6:41026895-41039221|-|UNC5CL	chr6:41026895-41039221|-|UNC5CL
loop_chr6-chr6-18319|K562_RAD21_17m	Enhancer	Enhancer	41595	41885	chr6:52362151-52407777|+|PAQR8	chr6:52362151-52407777|+|PAQR8
loop_chr6-chr6-18320|K562_RAD21_17m	Enhancer	Enhancer	5443	5164	chr6:148278672-148278778|+|RNU6-1222P	chr6:148278672-148278778|+|RNU6-1222P
loop_chr6-chr6-18321|K562_RAD21_17m	Enhancer	Enhancer	39802	39965	chr6:292097-351355|+|DUSP22	chr6:292097-351355|+|DUSP22
loop_chr6-chr6-18324|K562_RAD21_17m	Enhancer	Enhancer	54454	54712	chr6:3311662-3313650|+|AL445309.1	chr6:3311662-3313650|+|AL445309.1
loop_chr6-chr6-18325|K562_RAD21_17m	Enhancer	Enhancer	96235	96017	chr6:22085544-22085918|+|RN7SKP240	chr6:22085544-22085918|+|RN7SKP240
loop_chr6-chr6-18328|K562_RAD21_17m	Enhancer	Enhancer	9007	8786	chr6:28503296-28515793|-|GPX6	chr6:28503296-28515793|-|GPX6
loop_chr6-chr6-18330|K562_RAD21_17m	Enhancer	Enhancer	34588	34307	chr6:135181308-135219173|+|MYB	chr6:135181308-135219173|+|MYB
loop_chr6-chr6-18332|K562_RAD21_17m	Enhancer	Enhancer	44264	44427	chr6:98868535-98948006|-|FBXL4	chr6:98868535-98948006|-|FBXL4
loop_chr6-chr6-18334|K562_RAD21_17m	Enhancer	Enhancer	108961	108586	chr6:42224931-42452051|-|TRERF1	chr6:42224931-42452051|-|TRERF1
loop_chr6-chr6-18335|K562_RAD21_17m	Enhancer	Enhancer	115417	115729	chr6:40713411-40715363|-|AL583854.1	chr6:40713411-40715363|-|AL583854.1
loop_chr6-chr6-18338|K562_RAD21_17m	Enhancer	Enhancer	14044	14222	chr6:143807092-143844617|+|AL049844.1	chr6:143807092-143844617|+|AL049844.1
loop_chr6-chr6-18339|K562_RAD21_17m	Enhancer	Enhancer	21990	21728	chr6:49550646-49552095|+|C6orf141	chr6:49550646-49552095|+|C6orf141
loop_chr6-chr6-18342|K562_RAD21_17m	Enhancer	Enhancer	6586	6331	chr6:36315761-36336888|-|C6orf222	chr6:36315761-36336888|-|C6orf222
loop_chr6-chr6-18343|K562_RAD21_17m	Promoter	Promoter	588	829	chr6:99124609-99124696|+|MIR548AI	chr6:99124609-99124696|+|MIR548AI
loop_chr6-chr6-18345|K562_RAD21_17m	Enhancer	Enhancer	13551	13338	chr6:3311662-3313650|+|AL445309.1	chr6:3311662-3313650|+|AL445309.1
loop_chr6-chr6-18348|K562_RAD21_17m	Enhancer	Enhancer	43537	43849	chr6:35342558-35428191|+|PPARD	chr6:35342558-35428191|+|PPARD
loop_chr6-chr6-18349|K562_RAD21_17m	Enhancer	Enhancer	3716	3487	chr6:133821147-133851800|+|LINC01312	chr6:133821147-133851800|+|LINC01312
loop_chr6-chr6-18350|K562_RAD21_17m	Enhancer	Enhancer	67969	68091	chr6:19642425-19642529|-|RNU6-801P	chr6:19642425-19642529|-|RNU6-801P
loop_chr6-chr6-18351|K562_RAD21_17m	Enhancer	Enhancer	16693	16283	chr6:142751469-142946365|-|HIVEP2	chr6:142751469-142946365|-|HIVEP2
loop_chr6-chr6-18353|K562_RAD21_17m	Enhancer	Enhancer	49183	49443	chr6:19642425-19642529|-|RNU6-801P	chr6:19642425-19642529|-|RNU6-801P
loop_chr6-chr6-18356|K562_RAD21_17m	Enhancer	Enhancer	10010	9839	chr6:42092233-42094259|-|AL512274.1	chr6:42092233-42094259|-|AL512274.1
loop_chr6-chr6-18358|K562_RAD21_17m	Enhancer	Enhancer	24139	24217	chr6:139677639-139860476|+|FILNC1	chr6:139677639-139860476|+|FILNC1
loop_chr6-chr6-18359|K562_RAD21_17m	Enhancer	Enhancer	54497	54620	chr6:106451496-106457248|-|AL109920.1	chr6:106451496-106457248|-|AL109920.1
loop_chr6-chr6-18361|K562_RAD21_17m	Enhancer	Enhancer	6209	6085	chr6:17759183-17987635|-|KIF13A	chr6:17759183-17987635|-|KIF13A
loop_chr6-chr6-18364|K562_RAD21_17m	Enhancer	Enhancer	12644	13152	chr6:14597514-14599690|-|AL109914.1	chr6:14597514-14599690|-|AL109914.1
loop_chr6-chr6-18365|K562_RAD21_17m	Enhancer	Enhancer	3274	2961	chr6:41868622-41869731|+|AL160163.1	chr6:41868622-41869731|+|AL160163.1
loop_chr6-chr6-18367|K562_RAD21_17m	Enhancer	Enhancer	11155	10928	chr6:35342558-35428191|+|PPARD	chr6:35342558-35428191|+|PPARD
loop_chr6-chr6-18370|K562_RAD21_17m	Enhancer	Enhancer	43402	43528	chr6:35794982-35797344|-|CLPS	chr6:35794982-35797344|-|CLPS
loop_chr6-chr6-18373|K562_RAD21_17m	Enhancer	Enhancer	126528	127264	chr6:12716805-13290484|+|PHACTR1	chr6:12716805-13290484|+|PHACTR1
loop_chr6-chr6-18375|K562_RAD21_17m	Enhancer	Enhancer	40457	40740	chr6:108618000-108618285|-|SUMO2P8	chr6:108618000-108618285|-|SUMO2P8
loop_chr6-chr6-18376|K562_RAD21_17m	Enhancer	Enhancer	23834	24063	chr6:151099529-151099933|+|AL133260.1	chr6:151099529-151099933|+|AL133260.1
loop_chr6-chr6-18378|K562_RAD21_17m	Enhancer	Enhancer	2581	2375	chr6:139976352-140093721|+|AL357146.1	chr6:139976352-140093721|+|AL357146.1
loop_chr6-chr6-18379|K562_RAD21_17m	Enhancer	Enhancer	28863	28355	chr6:105096822-105137157|-|BVES	chr6:105096822-105137157|-|BVES
loop_chr6-chr6-18380|K562_RAD21_17m	Enhancer	Enhancer	4505	4269	chr6:150326623-150326763|-|RNU4-7P	chr6:150326623-150326763|-|RNU4-7P
loop_chr6-chr6-18384|K562_RAD21_17m	Enhancer	Enhancer	20831	21002	chr6:100093311-100093768|-|AL080285.2	chr6:100093311-100093768|-|AL080285.2
loop_chr6-chr6-18386|K562_RAD21_17m	Enhancer	Enhancer	5614	5378	chr6:36740775-36839444|-|CPNE5	chr6:36740775-36839444|-|CPNE5
loop_chr6-chr6-18389|K562_RAD21_17m	Enhancer	Enhancer	156152	156476	chr6:38002832-38003313|-|AL589655.1	chr6:38002832-38003313|-|AL589655.1
loop_chr6-chr6-18391|K562_RAD21_17m	Enhancer	Enhancer	45156	45518	chr6:15112968-15113221|+|RN7SL332P	chr6:15112968-15113221|+|RN7SL332P
loop_chr6-chr6-18392|K562_RAD21_17m	Enhancer	Enhancer	2871	2517	chr6:149942014-149949235|+|ULBP2	chr6:149942014-149949235|+|ULBP2
loop_chr6-chr6-18394|K562_RAD21_17m	Enhancer	Enhancer	55003	54800	chr6:84966397-84966625|-|AL109941.1	chr6:84966397-84966625|-|AL109941.1
loop_chr6-chr6-18395|K562_RAD21_17m	Enhancer	Enhancer	13012	13180	chr6:13357830-13487662|-|GFOD1	chr6:13357830-13487662|-|GFOD1
loop_chr6-chr6-18396|K562_RAD21_17m	Enhancer	Enhancer	21165	21392	chr6:125153649-125264407|+|TPD52L1	chr6:125153649-125264407|+|TPD52L1
loop_chr6-chr6-18397|K562_RAD21_17m	Enhancer	Enhancer	51867	51517	chr6:163840561-163840852|+|RN7SL366P	chr6:163840561-163840852|+|RN7SL366P
loop_chr6-chr6-18398|K562_RAD21_17m	Enhancer	Enhancer	33305	33167	chr6:112971493-112971599|+|RNU6-1163P	chr6:112971493-112971599|+|RNU6-1163P
loop_chr6-chr6-18401|K562_RAD21_17m	Enhancer	Enhancer	6475	6689	chr6:28324737-28356271|-|ZSCAN31	chr6:28324737-28356271|-|ZSCAN31
loop_chr6-chr6-18404|K562_RAD21_17m	Enhancer	Enhancer	19725	19413	chr6:35213956-35253079|+|SCUBE3	chr6:35213956-35253079|+|SCUBE3
loop_chr6-chr6-18405|K562_RAD21_17m	Promoter	Promoter	97	32	chr6:70667776-70862015|+|SMAP1	chr6:70667776-70862015|+|SMAP1
loop_chr6-chr6-18407|K562_RAD21_17m	Enhancer	Enhancer	24074	23751	chr6:116038756-116039495|+|TPI1P3	chr6:116038756-116039495|+|TPI1P3
loop_chr6-chr6-18409|K562_RAD21_17m	Enhancer	Enhancer	9913	10050	chr6:143536845-143831185|+|PHACTR2	chr6:143536845-143831185|+|PHACTR2
loop_chr6-chr6-18411|K562_RAD21_17m	Enhancer	Enhancer	36095	36195	chr6:44000580-44007612|+|C6orf223	chr6:44000580-44007612|+|C6orf223
loop_chr6-chr6-18414|K562_RAD21_17m	Enhancer	Enhancer	24978	25253	chr6:35794982-35797344|-|CLPS	chr6:35794982-35797344|-|CLPS
loop_chr6-chr6-18416|K562_RAD21_17m	Enhancer	Enhancer	5802	5629	chr6:35497874-35512896|-|TULP1	chr6:35497874-35512896|-|TULP1
loop_chr6-chr6-18417|K562_RAD21_17m	Promoter	Promoter	1180	1044	chr6:20534457-21232404|+|CDKAL1	chr6:20534457-21232404|+|CDKAL1
loop_chr6-chr6-18418|K562_RAD21_17m	Enhancer	Enhancer	39109	38608	chr6:120526294-120526400|-|RNU6-214P	chr6:120526294-120526400|-|RNU6-214P
loop_chr6-chr6-18419|K562_RAD21_17m	Enhancer	Enhancer	2278	2558	chr6:41764292-41764460|-|AL365205.3	chr6:41764292-41764460|-|AL365205.3
loop_chr6-chr6-18423|K562_RAD21_17m	Enhancer	Enhancer	197123	197260	chr6:12716805-13290484|+|PHACTR1	chr6:12716805-13290484|+|PHACTR1
loop_chr6-chr6-18425|K562_RAD21_17m	Enhancer	Enhancer	37688	38003	chr6:81969453-81969539|-|AL360157.1	chr6:81969453-81969539|-|AL360157.1
loop_chr6-chr6-18426|K562_RAD21_17m	Enhancer	Enhancer	13213	13553	chr6:143094034-143099645|-|AL023581.1	chr6:143094034-143099645|-|AL023581.1
loop_chr6-chr6-18427|K562_RAD21_17m	Enhancer	Enhancer	65902	66237	chr6:156493226-156499771|-|AL512658.1	chr6:156493226-156499771|-|AL512658.1
loop_chr6-chr6-18428|K562_RAD21_17m	Enhancer	Enhancer	10517	10211	chr6:90116700-90117105|-|AL117342.1	chr6:90116700-90117105|-|AL117342.1
loop_chr6-chr6-18429|K562_RAD21_17m	Enhancer	Enhancer	49643	49997	chr6:169426420-169452475|-|AL135910.1	chr6:169426420-169452475|-|AL135910.1
loop_chr6-chr6-18432|K562_RAD21_17m	Enhancer	Enhancer	16977	17328	chr6:67467231-67467308|-|RNA5SP208	chr6:67467231-67467308|-|RNA5SP208
loop_chr6-chr6-18434|K562_RAD21_17m	Enhancer	Enhancer	18344	18054	chr6:26281055-26285534|-|HIST1H4H	chr6:26321876-26322292|-|HIST1H3PS1
loop_chr6-chr6-18435|K562_RAD21_17m	Enhancer	Enhancer	26347	25776	chr6:4979072-4979494|+|AL359643.1	chr6:4979072-4979494|+|AL359643.1
loop_chr6-chr6-18436|K562_RAD21_17m	Enhancer	Enhancer	39917	40202	chr6:39188971-39229475|-|KCNK5	chr6:39188971-39229475|-|KCNK5
loop_chr6-chr6-18438|K562_RAD21_17m	Enhancer	Enhancer	29961	30216	chr6:49605158-49636884|-|RHAG	chr6:49605158-49636884|-|RHAG
loop_chr6-chr6-18439|K562_RAD21_17m	Enhancer	Enhancer	11803	11980	chr6:28324737-28356271|-|ZSCAN31	chr6:28324737-28356271|-|ZSCAN31
loop_chr6-chr6-18440|K562_RAD21_17m	Enhancer	Enhancer	71814	71652	chr6:133676729-133677429|-|FTH1P26	chr6:133821147-133851800|+|LINC01312
loop_chr6-chr6-18441|K562_RAD21_17m	Enhancer	Enhancer	23196	23488	chr6:143554325-143562031|-|PHACTR2-AS1	chr6:143554325-143562031|-|PHACTR2-AS1
loop_chr6-chr6-18442|K562_RAD21_17m	Enhancer	Enhancer	43079	43313	chr6:146948528-146951159|-|AL138916.2	chr6:146948528-146951159|-|AL138916.2
loop_chr6-chr6-18444|K562_RAD21_17m	Enhancer	Enhancer	15944	15569	chr6:155654963-155655026|-|RNU7-152P	chr6:155654963-155655026|-|RNU7-152P
loop_chr6-chr6-18445|K562_RAD21_17m	Enhancer	Enhancer	24515	24268	chr6:147741434-147743324|-|AL365271.1	chr6:147741434-147743324|-|AL365271.1
loop_chr6-chr6-18447|K562_RAD21_17m	Enhancer	Enhancer	90657	90930	chr6:14646535-14646638|+|RNU6-793P	chr6:14646535-14646638|+|RNU6-793P
loop_chr6-chr6-18450|K562_RAD21_17m	Enhancer	Enhancer	8458	8316	chr6:150683612-150843665|+|PLEKHG1	chr6:150683612-150843665|+|PLEKHG1
loop_chr6-chr6-18451|K562_RAD21_17m	Enhancer	Enhancer	24167	24623	chr6:87356831-87358605|+|AL096817.1	chr6:87356831-87358605|+|AL096817.1
loop_chr6-chr6-18453|K562_RAD21_17m	Enhancer	Enhancer	7021	6711	chr6:53336943-53337346|-|RPS16P5	chr6:53336943-53337346|-|RPS16P5
loop_chr6-chr6-18457|K562_RAD21_17m	Enhancer	Enhancer	43570	43225	chr6:163586583-163588165|-|AL445307.1	chr6:163586583-163588165|-|AL445307.1
loop_chr6-chr6-18458|K562_RAD21_17m	Enhancer	Enhancer	57251	57040	chr6:6901022-6918715|-|AL158817.1	chr6:6901022-6918715|-|AL158817.1
loop_chr6-chr6-18459|K562_RAD21_17m	Enhancer	Enhancer	16065	16355	chr6:109059509-109059614|-|RNU6-653P	chr6:109059509-109059614|-|RNU6-653P
loop_chr6-chr6-18461|K562_RAD21_17m	Enhancer	Enhancer	4469	4750	chr6:2621913-2634603|-|LINC01600	chr6:2621913-2634603|-|LINC01600
loop_chr6-chr6-18462|K562_RAD21_17m	Enhancer	Enhancer	21732	21630	chr6:151099529-151099933|+|AL133260.1	chr6:151099529-151099933|+|AL133260.1
loop_chr6-chr6-18463|K562_RAD21_17m	Enhancer	Enhancer	163379	163623	chr6:169809318-169810102|-|AL049612.1	chr6:169809318-169810102|-|AL049612.1
loop_chr6-chr6-18467|K562_RAD21_17m	Enhancer	Enhancer	134644	134840	chr6:168441151-168667994|+|SMOC2	chr6:168441151-168667994|+|SMOC2
loop_chr6-chr6-18468|K562_RAD21_17m	Promoter	Promoter	1199	962	chr6:34219439-34220066|+|CYCSP55	chr6:34219439-34220066|+|CYCSP55
loop_chr6-chr6-18473|K562_RAD21_17m	Promoter	Promoter	621	336	chr6:109288571-109290503|-|PTCHD3P3	chr6:109288571-109290503|-|PTCHD3P3
loop_chr6-chr6-18474|K562_RAD21_17m	Enhancer	Enhancer	5484	5253	chr6:2227803-2230261|+|AL035693.1	chr6:2227803-2230261|+|AL035693.1
loop_chr6-chr6-18476|K562_RAD21_17m	Enhancer	Enhancer	13023	13434	chr6:160453428-160520269|-|LPAL2	chr6:160453428-160520269|-|LPAL2
loop_chr6-chr6-18477|K562_RAD21_17m	Enhancer	Enhancer	12727	12520	chr6:111227747-111259034|-|AL360227.1	chr6:111227747-111259034|-|AL360227.1
loop_chr6-chr6-18478|K562_RAD21_17m	Enhancer	Enhancer	4119	3927	chr6:163703904-163759841|+|AL137005.1	chr6:163703904-163759841|+|AL137005.1
loop_chr6-chr6-18479|K562_RAD21_17m	Enhancer	Enhancer	28883	29255	chr6:75865239-75865335|-|RNA5SP209	chr6:75865239-75865335|-|RNA5SP209
loop_chr6-chr6-18480|K562_RAD21_17m	Enhancer	Enhancer	10687	10533	chr6:42183284-42194956|-|GUCA1B	chr6:42183284-42194956|-|GUCA1B
loop_chr6-chr6-18483|K562_RAD21_17m	Enhancer	Enhancer	126193	126424	chr6:65836930-65838039|-|ADH5P4	chr6:65836930-65838039|-|ADH5P4
loop_chr6-chr6-18484|K562_RAD21_17m	Enhancer	Enhancer	19544	19745	chr6:166929504-166957184|-|RNASET2	chr6:166929504-166957184|-|RNASET2
loop_chr6-chr6-18485|K562_RAD21_17m	Enhancer	Enhancer	12256	11986	chr6:108817680-108817926|+|Z95118.1	chr6:108817680-108817926|+|Z95118.1
loop_chr6-chr6-18487|K562_RAD21_17m	Enhancer	Enhancer	38009	37746	chr6:7481094-7482594|-|HNRNPLP1	chr6:7481094-7482594|-|HNRNPLP1
loop_chr6-chr6-18489|K562_RAD21_17m	Enhancer	Enhancer	8975	9192	chr6:57314805-57646850|+|PRIM2	chr6:57314805-57646850|+|PRIM2
loop_chr6-chr6-18490|K562_RAD21_17m	Enhancer	Enhancer	21245	21532	chr6:42206807-42217861|-|MRPS10	chr6:42206807-42217861|-|MRPS10
loop_chr6-chr6-18494|K562_RAD21_17m	Enhancer	Enhancer	58871	58606	chr6:109826522-109828785|+|AL512303.1	chr6:109826522-109828785|+|AL512303.1
loop_chr6-chr6-18495|K562_RAD21_17m	Enhancer	Enhancer	6953	6550	chr6:167228300-167237511|+|AL353747.4	chr6:167228300-167237511|+|AL353747.4
loop_chr6-chr6-18496|K562_RAD21_17m	Enhancer	Enhancer	2659	2317	chr6:44826726-45377934|-|SUPT3H	chr6:44826726-45377934|-|SUPT3H
loop_chr6-chr6-18497|K562_RAD21_17m	Enhancer	Enhancer	13378	13085	chr6:137143820-137173648|-|IL22RA2	chr6:137143820-137173648|-|IL22RA2
loop_chr6-chr6-18500|K562_RAD21_17m	Enhancer	Enhancer	89527	89011	chr6:118452469-118454992|-|AL589993.1	chr6:118452469-118454992|-|AL589993.1
loop_chr6-chr6-18502|K562_RAD21_17m	Enhancer	Enhancer	57591	58170	chr6:10222036-10222161|+|RNU6ATAC21P	chr6:10222036-10222161|+|RNU6ATAC21P
loop_chr6-chr6-18504|K562_RAD21_17m	Enhancer	Enhancer	169185	168952	chr6:2227803-2230261|+|AL035693.1	chr6:2227803-2230261|+|AL035693.1
loop_chr6-chr6-18505|K562_RAD21_17m	Enhancer	Enhancer	113279	112994	chr6:13214056-13214219|+|RNU1-11P	chr6:13214056-13214219|+|RNU1-11P
loop_chr6-chr6-18506|K562_RAD21_17m	Enhancer	Enhancer	22128	22404	chr6:139371807-139374648|-|CITED2	chr6:139371807-139374648|-|CITED2
