Promoter	PromoterTarget	directEnhancer	indirectEnhancer	directPromoter	indirectPromoter	directEnhancerHub	indirectEnhancerHub
chr11:65917417-65920107|Promoter	chr11:65919335-65921563|+|DRAP1,chr11:65916810-65919062|-|C11orf68		chr11:65709183-65709273|Enhancer,chr11:66114334-66115998|Enhancer,chr11:66045179-66045532|Enhancer,chr11:66326951-66330326|Enhancer,chr11:66125553-66128084|Enhancer,chr11:66132083-66139203|Enhancer,chr11:66221794-66225725|Enhancer,chr11:66020248-66023925|Enhancer,chr11:65881461-65885514|Enhancer,chr11:65769515-65770152|Enhancer,chr11:65814643-65820168|Enhancer,chr11:65857112-65857455|Enhancer,chr11:65985480-65990808|Enhancer,chr11:66429720-66430697|Enhancer,chr11:66074449-66074624|Enhancer,chr11:66321985-66322658|Enhancer,chr11:65706404-65706658|Enhancer,chr11:65906530-65906882|Enhancer,chr11:66576963-66581172|Enhancer,chr11:66493870-66495335|Enhancer	chr11:65960558-65962691|Promoter,chr11:65887331-65892637|Promoter	chr11:65744665-65745853|Promoter,chr11:66067690-66072275|Promoter,chr11:65899961-65900412|Promoter,chr11:66388679-66390075|Promoter,chr11:66256602-66260590|Promoter,chr11:65709643-65712616|Promoter,chr11:66438810-66440587|Promoter,chr11:66477165-66480903|Promoter,chr11:66594371-66595342|Promoter,chr11:66311543-66312991|Promoter,chr11:66675472-66681869|Promoter,chr11:65777131-65780897|Promoter,chr11:66407651-66410220|Promoter,chr11:66615786-66616558|Promoter,chr11:65859364-65860853|Promoter,chr11:66336644-66337176|Promoter		chr11:65985480-65990808|Enhancer
chr11:65960558-65962691|Promoter	chr11:65961734-65980137|+|SART1		chr11:65709183-65709273|Enhancer,chr11:66114334-66115998|Enhancer,chr11:66045179-66045532|Enhancer,chr11:66326951-66330326|Enhancer,chr11:66125553-66128084|Enhancer,chr11:66132083-66139203|Enhancer,chr11:66221794-66225725|Enhancer,chr11:66020248-66023925|Enhancer,chr11:65881461-65885514|Enhancer,chr11:65769515-65770152|Enhancer,chr11:65814643-65820168|Enhancer,chr11:65857112-65857455|Enhancer,chr11:65985480-65990808|Enhancer,chr11:66429720-66430697|Enhancer,chr11:66074449-66074624|Enhancer,chr11:66321985-66322658|Enhancer,chr11:65706404-65706658|Enhancer,chr11:65906530-65906882|Enhancer,chr11:66576963-66581172|Enhancer,chr11:66493870-66495335|Enhancer	chr11:65917417-65920107|Promoter,chr11:65887331-65892637|Promoter	chr11:65744665-65745853|Promoter,chr11:66067690-66072275|Promoter,chr11:65899961-65900412|Promoter,chr11:66388679-66390075|Promoter,chr11:66256602-66260590|Promoter,chr11:65709643-65712616|Promoter,chr11:66438810-66440587|Promoter,chr11:66477165-66480903|Promoter,chr11:66594371-66595342|Promoter,chr11:66311543-66312991|Promoter,chr11:66675472-66681869|Promoter,chr11:65777131-65780897|Promoter,chr11:66407651-66410220|Promoter,chr11:66615786-66616558|Promoter,chr11:65859364-65860853|Promoter,chr11:66336644-66337176|Promoter		chr11:65985480-65990808|Enhancer
chr11:6602646-6605755|Promoter	chr11:6603708-6610874|+|ILK,chr11:6603642-6604420|-|AC091564.2,chr11:6595072-6603616|-|RRP8	chr11:6703608-6707340|Enhancer,chr11:6531327-6532159|Enhancer	chr11:6638066-6638849|Enhancer,chr11:6554222-6555284|Enhancer	chr11:6682787-6684977|Promoter	chr11:6612142-6613007|Promoter	chr11:6531327-6532159|Enhancer	chr11:6638066-6638849|Enhancer
chr11:66067690-66072275|Promoter	chr11:66070272-66244744|+|PACS1,chr11:66067277-66069619|-|AP006287.2	chr11:66114334-66115998|Enhancer,chr11:66125553-66128084|Enhancer,chr11:66132083-66139203|Enhancer,chr11:65985480-65990808|Enhancer,chr11:66074449-66074624|Enhancer	chr11:65709183-65709273|Enhancer,chr11:65706404-65706658|Enhancer,chr11:66045179-66045532|Enhancer,chr11:66326951-66330326|Enhancer,chr11:65881461-65885514|Enhancer,chr11:66221794-66225725|Enhancer,chr11:66020248-66023925|Enhancer,chr11:65769515-65770152|Enhancer,chr11:65814643-65820168|Enhancer,chr11:65857112-65857455|Enhancer,chr11:66429720-66430697|Enhancer,chr11:66321985-66322658|Enhancer,chr11:66493870-66495335|Enhancer,chr11:65906530-65906882|Enhancer,chr11:66576963-66581172|Enhancer		chr11:65744665-65745853|Promoter,chr11:65899961-65900412|Promoter,chr11:66388679-66390075|Promoter,chr11:66256602-66260590|Promoter,chr11:65709643-65712616|Promoter,chr11:66438810-66440587|Promoter,chr11:66477165-66480903|Promoter,chr11:66594371-66595342|Promoter,chr11:66311543-66312991|Promoter,chr11:65887331-65892637|Promoter,chr11:66675472-66681869|Promoter,chr11:65777131-65780897|Promoter,chr11:66407651-66410220|Promoter,chr11:66615786-66616558|Promoter,chr11:65917417-65920107|Promoter,chr11:65859364-65860853|Promoter,chr11:66336644-66337176|Promoter,chr11:65960558-65962691|Promoter	chr11:65985480-65990808|Enhancer	chr11:66020248-66023925|Enhancer
chr11:6612142-6613007|Promoter	chr11:6606294-6612216|-|TAF10	chr11:6638066-6638849|Enhancer,chr11:6554222-6555284|Enhancer	chr11:6703608-6707340|Enhancer,chr11:6531327-6532159|Enhancer		chr11:6602646-6605755|Promoter,chr11:6682787-6684977|Promoter	chr11:6638066-6638849|Enhancer	chr11:6531327-6532159|Enhancer
chr11:66256602-66260590|Promoter	chr11:66257294-66267860|+|KLC2	chr11:66221794-66225725|Enhancer	chr11:65709183-65709273|Enhancer,chr11:66114334-66115998|Enhancer,chr11:66045179-66045532|Enhancer,chr11:66326951-66330326|Enhancer,chr11:66125553-66128084|Enhancer,chr11:66132083-66139203|Enhancer,chr11:65881461-65885514|Enhancer,chr11:66020248-66023925|Enhancer,chr11:65769515-65770152|Enhancer,chr11:65814643-65820168|Enhancer,chr11:65857112-65857455|Enhancer,chr11:66493870-66495335|Enhancer,chr11:65985480-65990808|Enhancer,chr11:66429720-66430697|Enhancer,chr11:66074449-66074624|Enhancer,chr11:66321985-66322658|Enhancer,chr11:65706404-65706658|Enhancer,chr11:65906530-65906882|Enhancer,chr11:66576963-66581172|Enhancer		chr11:65744665-65745853|Promoter,chr11:66067690-66072275|Promoter,chr11:65899961-65900412|Promoter,chr11:66388679-66390075|Promoter,chr11:66438810-66440587|Promoter,chr11:65709643-65712616|Promoter,chr11:66477165-66480903|Promoter,chr11:66594371-66595342|Promoter,chr11:66311543-66312991|Promoter,chr11:65887331-65892637|Promoter,chr11:66675472-66681869|Promoter,chr11:65777131-65780897|Promoter,chr11:66407651-66410220|Promoter,chr11:66615786-66616558|Promoter,chr11:65917417-65920107|Promoter,chr11:65859364-65860853|Promoter,chr11:66336644-66337176|Promoter,chr11:65960558-65962691|Promoter		chr11:65985480-65990808|Enhancer
chr11:66311543-66312991|Promoter	chr11:66312853-66319237|+|AP001107.3	chr11:66326951-66330326|Enhancer,chr11:66321985-66322658|Enhancer	chr11:65709183-65709273|Enhancer,chr11:66114334-66115998|Enhancer,chr11:66045179-66045532|Enhancer,chr11:66125553-66128084|Enhancer,chr11:66493870-66495335|Enhancer,chr11:66132083-66139203|Enhancer,chr11:66221794-66225725|Enhancer,chr11:66020248-66023925|Enhancer,chr11:65881461-65885514|Enhancer,chr11:65769515-65770152|Enhancer,chr11:65814643-65820168|Enhancer,chr11:65857112-65857455|Enhancer,chr11:65985480-65990808|Enhancer,chr11:66429720-66430697|Enhancer,chr11:66074449-66074624|Enhancer,chr11:65706404-65706658|Enhancer,chr11:65906530-65906882|Enhancer,chr11:66576963-66581172|Enhancer	chr11:66336644-66337176|Promoter,chr11:66388679-66390075|Promoter	chr11:65744665-65745853|Promoter,chr11:66067690-66072275|Promoter,chr11:65899961-65900412|Promoter,chr11:66256602-66260590|Promoter,chr11:65709643-65712616|Promoter,chr11:66438810-66440587|Promoter,chr11:66477165-66480903|Promoter,chr11:66594371-66595342|Promoter,chr11:65887331-65892637|Promoter,chr11:66675472-66681869|Promoter,chr11:65777131-65780897|Promoter,chr11:66407651-66410220|Promoter,chr11:66615786-66616558|Promoter,chr11:65917417-65920107|Promoter,chr11:65859364-65860853|Promoter,chr11:65960558-65962691|Promoter	chr11:66326951-66330326|Enhancer	chr11:65985480-65990808|Enhancer
chr11:66336644-66337176|Promoter	chr11:66330241-66336840|-|RIN1		chr11:65709183-65709273|Enhancer,chr11:66114334-66115998|Enhancer,chr11:66045179-66045532|Enhancer,chr11:66326951-66330326|Enhancer,chr11:66125553-66128084|Enhancer,chr11:66132083-66139203|Enhancer,chr11:66221794-66225725|Enhancer,chr11:66020248-66023925|Enhancer,chr11:65881461-65885514|Enhancer,chr11:65769515-65770152|Enhancer,chr11:65814643-65820168|Enhancer,chr11:65857112-65857455|Enhancer,chr11:65985480-65990808|Enhancer,chr11:66429720-66430697|Enhancer,chr11:66074449-66074624|Enhancer,chr11:66321985-66322658|Enhancer,chr11:65706404-65706658|Enhancer,chr11:65906530-65906882|Enhancer,chr11:66576963-66581172|Enhancer,chr11:66493870-66495335|Enhancer	chr11:66311543-66312991|Promoter	chr11:65744665-65745853|Promoter,chr11:66067690-66072275|Promoter,chr11:65899961-65900412|Promoter,chr11:66388679-66390075|Promoter,chr11:66256602-66260590|Promoter,chr11:65709643-65712616|Promoter,chr11:66438810-66440587|Promoter,chr11:66477165-66480903|Promoter,chr11:66594371-66595342|Promoter,chr11:65887331-65892637|Promoter,chr11:66675472-66681869|Promoter,chr11:65777131-65780897|Promoter,chr11:66407651-66410220|Promoter,chr11:66615786-66616558|Promoter,chr11:65917417-65920107|Promoter,chr11:65859364-65860853|Promoter,chr11:65960558-65962691|Promoter		chr11:65985480-65990808|Enhancer
chr11:66388679-66390075|Promoter	chr11:66389609-66390168|+|BRD9P1	chr11:66326951-66330326|Enhancer	chr11:65709183-65709273|Enhancer,chr11:66114334-66115998|Enhancer,chr11:66045179-66045532|Enhancer,chr11:66125553-66128084|Enhancer,chr11:66493870-66495335|Enhancer,chr11:66132083-66139203|Enhancer,chr11:66221794-66225725|Enhancer,chr11:66020248-66023925|Enhancer,chr11:65881461-65885514|Enhancer,chr11:65769515-65770152|Enhancer,chr11:65814643-65820168|Enhancer,chr11:65857112-65857455|Enhancer,chr11:65985480-65990808|Enhancer,chr11:66429720-66430697|Enhancer,chr11:66074449-66074624|Enhancer,chr11:66321985-66322658|Enhancer,chr11:65706404-65706658|Enhancer,chr11:65906530-65906882|Enhancer,chr11:66576963-66581172|Enhancer	chr11:66407651-66410220|Promoter,chr11:66311543-66312991|Promoter	chr11:65744665-65745853|Promoter,chr11:66067690-66072275|Promoter,chr11:65899961-65900412|Promoter,chr11:66438810-66440587|Promoter,chr11:65709643-65712616|Promoter,chr11:66256602-66260590|Promoter,chr11:66477165-66480903|Promoter,chr11:66594371-66595342|Promoter,chr11:65887331-65892637|Promoter,chr11:66675472-66681869|Promoter,chr11:65777131-65780897|Promoter,chr11:66615786-66616558|Promoter,chr11:65917417-65920107|Promoter,chr11:65859364-65860853|Promoter,chr11:66336644-66337176|Promoter,chr11:65960558-65962691|Promoter		chr11:65985480-65990808|Enhancer
chr11:66407651-66410220|Promoter	chr11:66409194-66417137|+|AP001107.5	chr11:66429720-66430697|Enhancer	chr11:65709183-65709273|Enhancer,chr11:66114334-66115998|Enhancer,chr11:66045179-66045532|Enhancer,chr11:66326951-66330326|Enhancer,chr11:66125553-66128084|Enhancer,chr11:66132083-66139203|Enhancer,chr11:66221794-66225725|Enhancer,chr11:66020248-66023925|Enhancer,chr11:65881461-65885514|Enhancer,chr11:65769515-65770152|Enhancer,chr11:65814643-65820168|Enhancer,chr11:65857112-65857455|Enhancer,chr11:65985480-65990808|Enhancer,chr11:66074449-66074624|Enhancer,chr11:66321985-66322658|Enhancer,chr11:65706404-65706658|Enhancer,chr11:65906530-65906882|Enhancer,chr11:66576963-66581172|Enhancer,chr11:66493870-66495335|Enhancer	chr11:66438810-66440587|Promoter,chr11:66675472-66681869|Promoter,chr11:66477165-66480903|Promoter,chr11:66388679-66390075|Promoter	chr11:65744665-65745853|Promoter,chr11:66067690-66072275|Promoter,chr11:65899961-65900412|Promoter,chr11:66256602-66260590|Promoter,chr11:65709643-65712616|Promoter,chr11:66594371-66595342|Promoter,chr11:66311543-66312991|Promoter,chr11:65887331-65892637|Promoter,chr11:65777131-65780897|Promoter,chr11:66615786-66616558|Promoter,chr11:65917417-65920107|Promoter,chr11:65859364-65860853|Promoter,chr11:66336644-66337176|Promoter,chr11:65960558-65962691|Promoter		chr11:65985480-65990808|Enhancer
chr11:66438810-66440587|Promoter	chr11:66435075-66438848|-|MRPL11		chr11:65709183-65709273|Enhancer,chr11:66114334-66115998|Enhancer,chr11:66045179-66045532|Enhancer,chr11:66326951-66330326|Enhancer,chr11:66125553-66128084|Enhancer,chr11:66132083-66139203|Enhancer,chr11:66221794-66225725|Enhancer,chr11:66020248-66023925|Enhancer,chr11:65881461-65885514|Enhancer,chr11:65769515-65770152|Enhancer,chr11:65814643-65820168|Enhancer,chr11:65857112-65857455|Enhancer,chr11:65985480-65990808|Enhancer,chr11:66429720-66430697|Enhancer,chr11:66074449-66074624|Enhancer,chr11:66321985-66322658|Enhancer,chr11:65706404-65706658|Enhancer,chr11:65906530-65906882|Enhancer,chr11:66576963-66581172|Enhancer,chr11:66493870-66495335|Enhancer	chr11:66407651-66410220|Promoter	chr11:65744665-65745853|Promoter,chr11:66067690-66072275|Promoter,chr11:65899961-65900412|Promoter,chr11:66388679-66390075|Promoter,chr11:66256602-66260590|Promoter,chr11:65709643-65712616|Promoter,chr11:66477165-66480903|Promoter,chr11:66594371-66595342|Promoter,chr11:66311543-66312991|Promoter,chr11:65887331-65892637|Promoter,chr11:66675472-66681869|Promoter,chr11:65777131-65780897|Promoter,chr11:66615786-66616558|Promoter,chr11:65917417-65920107|Promoter,chr11:65859364-65860853|Promoter,chr11:66336644-66337176|Promoter,chr11:65960558-65962691|Promoter		chr11:65985480-65990808|Enhancer
chr11:66477165-66480903|Promoter	chr11:66480013-66509657|+|DPP3,chr11:66473490-66480233|-|AP002748.3		chr11:65709183-65709273|Enhancer,chr11:66114334-66115998|Enhancer,chr11:66045179-66045532|Enhancer,chr11:66326951-66330326|Enhancer,chr11:66125553-66128084|Enhancer,chr11:66132083-66139203|Enhancer,chr11:66221794-66225725|Enhancer,chr11:66020248-66023925|Enhancer,chr11:65881461-65885514|Enhancer,chr11:65769515-65770152|Enhancer,chr11:65814643-65820168|Enhancer,chr11:65857112-65857455|Enhancer,chr11:65985480-65990808|Enhancer,chr11:66429720-66430697|Enhancer,chr11:66074449-66074624|Enhancer,chr11:66321985-66322658|Enhancer,chr11:65706404-65706658|Enhancer,chr11:65906530-65906882|Enhancer,chr11:66576963-66581172|Enhancer,chr11:66493870-66495335|Enhancer	chr11:66675472-66681869|Promoter,chr11:66407651-66410220|Promoter	chr11:65744665-65745853|Promoter,chr11:66067690-66072275|Promoter,chr11:65899961-65900412|Promoter,chr11:66388679-66390075|Promoter,chr11:66438810-66440587|Promoter,chr11:65709643-65712616|Promoter,chr11:66256602-66260590|Promoter,chr11:66594371-66595342|Promoter,chr11:66311543-66312991|Promoter,chr11:65887331-65892637|Promoter,chr11:65777131-65780897|Promoter,chr11:66615786-66616558|Promoter,chr11:65917417-65920107|Promoter,chr11:65859364-65860853|Promoter,chr11:66336644-66337176|Promoter,chr11:65960558-65962691|Promoter		chr11:65985480-65990808|Enhancer
chr11:66594371-66595342|Promoter	chr11:66593185-66606019|+|CCS	chr11:66576963-66581172|Enhancer	chr11:65709183-65709273|Enhancer,chr11:66114334-66115998|Enhancer,chr11:66045179-66045532|Enhancer,chr11:66326951-66330326|Enhancer,chr11:66125553-66128084|Enhancer,chr11:66132083-66139203|Enhancer,chr11:66221794-66225725|Enhancer,chr11:66020248-66023925|Enhancer,chr11:65881461-65885514|Enhancer,chr11:65769515-65770152|Enhancer,chr11:65814643-65820168|Enhancer,chr11:65857112-65857455|Enhancer,chr11:65985480-65990808|Enhancer,chr11:66429720-66430697|Enhancer,chr11:66074449-66074624|Enhancer,chr11:66321985-66322658|Enhancer,chr11:65706404-65706658|Enhancer,chr11:65906530-65906882|Enhancer,chr11:66493870-66495335|Enhancer		chr11:65744665-65745853|Promoter,chr11:66067690-66072275|Promoter,chr11:65899961-65900412|Promoter,chr11:66388679-66390075|Promoter,chr11:66438810-66440587|Promoter,chr11:65709643-65712616|Promoter,chr11:66256602-66260590|Promoter,chr11:66477165-66480903|Promoter,chr11:66311543-66312991|Promoter,chr11:65887331-65892637|Promoter,chr11:66675472-66681869|Promoter,chr11:65777131-65780897|Promoter,chr11:66407651-66410220|Promoter,chr11:66615786-66616558|Promoter,chr11:65917417-65920107|Promoter,chr11:65859364-65860853|Promoter,chr11:66336644-66337176|Promoter,chr11:65960558-65962691|Promoter		chr11:65985480-65990808|Enhancer
chr11:66615786-66616558|Promoter	chr11:66616582-66627347|+|RBM14		chr11:65709183-65709273|Enhancer,chr11:66114334-66115998|Enhancer,chr11:66045179-66045532|Enhancer,chr11:66326951-66330326|Enhancer,chr11:66125553-66128084|Enhancer,chr11:66132083-66139203|Enhancer,chr11:66221794-66225725|Enhancer,chr11:66020248-66023925|Enhancer,chr11:65881461-65885514|Enhancer,chr11:65769515-65770152|Enhancer,chr11:65814643-65820168|Enhancer,chr11:65857112-65857455|Enhancer,chr11:65985480-65990808|Enhancer,chr11:66429720-66430697|Enhancer,chr11:66074449-66074624|Enhancer,chr11:66321985-66322658|Enhancer,chr11:65706404-65706658|Enhancer,chr11:65906530-65906882|Enhancer,chr11:66576963-66581172|Enhancer,chr11:66493870-66495335|Enhancer	chr11:66675472-66681869|Promoter	chr11:65744665-65745853|Promoter,chr11:66067690-66072275|Promoter,chr11:65899961-65900412|Promoter,chr11:66388679-66390075|Promoter,chr11:66438810-66440587|Promoter,chr11:65709643-65712616|Promoter,chr11:66256602-66260590|Promoter,chr11:66477165-66480903|Promoter,chr11:66594371-66595342|Promoter,chr11:66311543-66312991|Promoter,chr11:65887331-65892637|Promoter,chr11:65777131-65780897|Promoter,chr11:66407651-66410220|Promoter,chr11:65917417-65920107|Promoter,chr11:65859364-65860853|Promoter,chr11:66336644-66337176|Promoter,chr11:65960558-65962691|Promoter		chr11:65985480-65990808|Enhancer
chr11:66675472-66681869|Promoter	chr11:66664998-66677887|-|RBM4B	chr11:66576963-66581172|Enhancer,chr11:66493870-66495335|Enhancer	chr11:65709183-65709273|Enhancer,chr11:66114334-66115998|Enhancer,chr11:66045179-66045532|Enhancer,chr11:66326951-66330326|Enhancer,chr11:66125553-66128084|Enhancer,chr11:66132083-66139203|Enhancer,chr11:66221794-66225725|Enhancer,chr11:66020248-66023925|Enhancer,chr11:65881461-65885514|Enhancer,chr11:65769515-65770152|Enhancer,chr11:65814643-65820168|Enhancer,chr11:65985480-65990808|Enhancer,chr11:66429720-66430697|Enhancer,chr11:66074449-66074624|Enhancer,chr11:66321985-66322658|Enhancer,chr11:65857112-65857455|Enhancer,chr11:65706404-65706658|Enhancer,chr11:65906530-65906882|Enhancer	chr11:66407651-66410220|Promoter,chr11:66477165-66480903|Promoter,chr11:66615786-66616558|Promoter	chr11:65744665-65745853|Promoter,chr11:66067690-66072275|Promoter,chr11:65899961-65900412|Promoter,chr11:66388679-66390075|Promoter,chr11:66438810-66440587|Promoter,chr11:65709643-65712616|Promoter,chr11:66256602-66260590|Promoter,chr11:66594371-66595342|Promoter,chr11:66311543-66312991|Promoter,chr11:65887331-65892637|Promoter,chr11:65777131-65780897|Promoter,chr11:65917417-65920107|Promoter,chr11:65859364-65860853|Promoter,chr11:66336644-66337176|Promoter,chr11:65960558-65962691|Promoter	chr11:66576963-66581172|Enhancer	chr11:65985480-65990808|Enhancer
chr11:6682787-6684977|Promoter	chr11:6680782-6683401|-|MRPL17	chr11:6638066-6638849|Enhancer,chr11:6531327-6532159|Enhancer	chr11:6703608-6707340|Enhancer,chr11:6554222-6555284|Enhancer	chr11:6602646-6605755|Promoter	chr11:6612142-6613007|Promoter	chr11:6531327-6532159|Enhancer	chr11:6703608-6707340|Enhancer
chr11:66842463-66843559|Promoter	chr11:66843412-66846546|+|RCE1	chr11:66868824-66869029|Enhancer					
chr11:66957177-66958139|Promoter	chr11:66848417-66958439|-|PC	chr11:66915382-66915691|Enhancer					
chr11:66975886-66976387|Promoter	chr11:66975277-66977004|+|C11orf86	chr11:66832421-66837134|Enhancer	chr11:66881563-66885266|Enhancer,chr11:66691649-66696719|Enhancer				chr11:66691649-66696719|Enhancer
chr11:67006011-67006015|Promoter	chr11:67006778-67050863|+|SYT12			chr11:67006326-67006329|Promoter			
chr11:67006326-67006329|Promoter	chr11:67006778-67050863|+|SYT12			chr11:67006011-67006015|Promoter			
chr11:67045694-67045842|Promoter	chr11:67045643-67045708|+|MIR6860			chr11:67046056-67046228|Promoter			
chr11:67046056-67046228|Promoter	chr11:67045643-67045708|+|MIR6860			chr11:67045694-67045842|Promoter			
chr11:67118058-67123262|Promoter	chr11:67119263-67258082|+|KDM2A	chr11:67081227-67083443|Enhancer,chr11:67093163-67095780|Enhancer	chr11:67165949-67172489|Enhancer,chr11:67276968-67278727|Enhancer,chr11:67071239-67071989|Enhancer,chr11:67345400-67346657|Enhancer,chr11:67378539-67385442|Enhancer,chr11:67052775-67055736|Enhancer,chr11:67238843-67239961|Enhancer,chr11:67316343-67319667|Enhancer		chr11:67350289-67358203|Promoter,chr11:67373557-67373731|Promoter,chr11:67261511-67268657|Promoter,chr11:67285932-67289895|Promoter	chr11:67081227-67083443|Enhancer	chr11:67316343-67319667|Enhancer
chr11:67198081-67198450|Promoter	chr11:67195569-67197167|-|AP001885.1			chr11:67198604-67198771|Promoter			
chr11:67198604-67198771|Promoter	chr11:67195569-67197167|-|AP001885.1			chr11:67198081-67198450|Promoter			
chr11:67261511-67268657|Promoter	chr11:67266473-67286556|+|GRK2	chr11:67316343-67319667|Enhancer,chr11:67378539-67385442|Enhancer	chr11:67081227-67083443|Enhancer,chr11:67165949-67172489|Enhancer,chr11:67276968-67278727|Enhancer,chr11:67071239-67071989|Enhancer,chr11:67345400-67346657|Enhancer,chr11:67052775-67055736|Enhancer,chr11:67238843-67239961|Enhancer,chr11:67093163-67095780|Enhancer	chr11:67285932-67289895|Promoter	chr11:67350289-67358203|Promoter,chr11:67373557-67373731|Promoter,chr11:67118058-67123262|Promoter	chr11:67316343-67319667|Enhancer	chr11:67081227-67083443|Enhancer
chr11:67285932-67289895|Promoter	chr11:67288547-67302485|+|ANKRD13D	chr11:67081227-67083443|Enhancer,chr11:67316343-67319667|Enhancer	chr11:67165949-67172489|Enhancer,chr11:67276968-67278727|Enhancer,chr11:67071239-67071989|Enhancer,chr11:67345400-67346657|Enhancer,chr11:67378539-67385442|Enhancer,chr11:67052775-67055736|Enhancer,chr11:67238843-67239961|Enhancer,chr11:67093163-67095780|Enhancer	chr11:67261511-67268657|Promoter	chr11:67350289-67358203|Promoter,chr11:67373557-67373731|Promoter,chr11:67118058-67123262|Promoter	chr11:67316343-67319667|Enhancer	chr11:67378539-67385442|Enhancer
chr11:67350289-67358203|Promoter	chr11:67353629-67354348|+|AP003419.2,chr11:67350772-67356972|-|POLD4	chr11:67378539-67385442|Enhancer	chr11:67081227-67083443|Enhancer,chr11:67165949-67172489|Enhancer,chr11:67276968-67278727|Enhancer,chr11:67071239-67071989|Enhancer,chr11:67345400-67346657|Enhancer,chr11:67052775-67055736|Enhancer,chr11:67238843-67239961|Enhancer,chr11:67316343-67319667|Enhancer,chr11:67093163-67095780|Enhancer		chr11:67373557-67373731|Promoter,chr11:67261511-67268657|Promoter,chr11:67118058-67123262|Promoter,chr11:67285932-67289895|Promoter		chr11:67316343-67319667|Enhancer
chr11:67373557-67373731|Promoter	chr11:67351572-67373584|-|AP003419.1	chr11:67378539-67385442|Enhancer	chr11:67081227-67083443|Enhancer,chr11:67165949-67172489|Enhancer,chr11:67276968-67278727|Enhancer,chr11:67071239-67071989|Enhancer,chr11:67345400-67346657|Enhancer,chr11:67052775-67055736|Enhancer,chr11:67238843-67239961|Enhancer,chr11:67316343-67319667|Enhancer,chr11:67093163-67095780|Enhancer		chr11:67350289-67358203|Promoter,chr11:67261511-67268657|Promoter,chr11:67118058-67123262|Promoter,chr11:67285932-67289895|Promoter		chr11:67316343-67319667|Enhancer
chr11:67389570-67393662|Promoter	chr11:67391986-67398410|+|RAD9A		chr11:67459330-67461506|Enhancer	chr11:67504535-67508866|Promoter,chr11:67466677-67471681|Promoter	chr11:67437710-67441414|Promoter,chr11:67482787-67485170|Promoter,chr11:67399372-67404776|Promoter,chr11:67433991-67436950|Promoter		
chr11:67399372-67404776|Promoter	chr11:67403915-67410089|+|TBC1D10C,chr11:67398183-67401871|-|PPP1CA		chr11:67459330-67461506|Enhancer	chr11:67504535-67508866|Promoter,chr11:67466677-67471681|Promoter	chr11:67482787-67485170|Promoter,chr11:67437710-67441414|Promoter,chr11:67389570-67393662|Promoter,chr11:67433991-67436950|Promoter		
chr11:67433991-67436950|Promoter	chr11:67431367-67435399|-|RPS6KB2-AS1		chr11:67459330-67461506|Enhancer	chr11:67504535-67508866|Promoter	chr11:67389570-67393662|Promoter,chr11:67399372-67404776|Promoter,chr11:67466677-67471681|Promoter,chr11:67482787-67485170|Promoter,chr11:67437710-67441414|Promoter		
chr11:67437710-67441414|Promoter	chr11:67435510-67437682|-|PTPRCAP		chr11:67459330-67461506|Enhancer	chr11:67482787-67485170|Promoter	chr11:67389570-67393662|Promoter,chr11:67399372-67404776|Promoter,chr11:67466677-67471681|Promoter,chr11:67504535-67508866|Promoter,chr11:67433991-67436950|Promoter		
chr11:67466677-67471681|Promoter	chr11:67461710-67469251|-|TMEM134	chr11:67459330-67461506|Enhancer		chr11:67504535-67508866|Promoter,chr11:67399372-67404776|Promoter,chr11:67389570-67393662|Promoter	chr11:67482787-67485170|Promoter,chr11:67437710-67441414|Promoter,chr11:67433991-67436950|Promoter		
chr11:67482787-67485170|Promoter	chr11:67483026-67491103|+|AIP		chr11:67459330-67461506|Enhancer	chr11:67504535-67508866|Promoter,chr11:67437710-67441414|Promoter	chr11:67389570-67393662|Promoter,chr11:67399372-67404776|Promoter,chr11:67466677-67471681|Promoter,chr11:67433991-67436950|Promoter		
chr11:67504535-67508866|Promoter	chr11:67506497-67508631|-|CDK2AP2,chr11:67491768-67505365|-|PITPNM1	chr11:67459330-67461506|Enhancer		chr11:67389570-67393662|Promoter,chr11:67399372-67404776|Promoter,chr11:67466677-67471681|Promoter,chr11:67482787-67485170|Promoter,chr11:67433991-67436950|Promoter	chr11:67437710-67441414|Promoter		
chr11:67582834-67583724|Promoter	chr11:67583595-67586656|+|GSTP1	chr11:67572765-67573525|Enhancer	chr11:67645224-67646916|Enhancer,chr11:67690018-67691589|Enhancer,chr11:67658080-67660725|Enhancer		chr11:67640077-67640490|Promoter,chr11:67628174-67631470|Promoter,chr11:67648144-67649628|Promoter		chr11:67658080-67660725|Enhancer
chr11:67628174-67631470|Promoter	chr11:67627938-67629937|-|NUDT8	chr11:67690018-67691589|Enhancer,chr11:67658080-67660725|Enhancer	chr11:67645224-67646916|Enhancer,chr11:67572765-67573525|Enhancer		chr11:67640077-67640490|Promoter,chr11:67582834-67583724|Promoter,chr11:67648144-67649628|Promoter	chr11:67658080-67660725|Enhancer	chr11:67572765-67573525|Enhancer
chr11:67640077-67640490|Promoter	chr11:67631303-67639560|-|TBX10	chr11:67658080-67660725|Enhancer	chr11:67645224-67646916|Enhancer,chr11:67690018-67691589|Enhancer,chr11:67572765-67573525|Enhancer		chr11:67582834-67583724|Promoter,chr11:67628174-67631470|Promoter,chr11:67648144-67649628|Promoter		chr11:67572765-67573525|Enhancer
