loopId	typeAnchorA	typeAnchorB	nearestDistanceToGeneAnchorA	nearestDistanceToGeneAnchorB	nearestTargetGeneAnchorA	nearestTargetGeneAnchorB
loop_chr6-chr6-9645|GM12878_RAD21_17m	Enhancer	Enhancer	23526	8855	chr6:35664717-35664789|-|MIR5690	chr6:35573585-35728583|-|FKBP5
loop_chr6-chr6-9646|GM12878_RAD21_17m	Enhancer	Enhancer	11806	26570	chr6:11417350-11481239|+|AL445430.1	chr6:11487226-11515710|+|AL445430.2
loop_chr6-chr6-9647|GM12878_RAD21_17m	Enhancer	Enhancer	204991	85680	chr6:56431950-56433213|-|RCC2P7	chr6:56844002-56864078|+|AL512422.1
loop_chr6-chr6-9648|GM12878_RAD21_17m	Enhancer	Enhancer	15205	12029	chr6:13214056-13214219|+|RNU1-11P	chr6:13290018-13290490|-|AL008729.2
loop_chr6-chr6-9649|GM12878_RAD21_17m	Enhancer	Enhancer	231258	11981	chr6:38002832-38003313|-|AL589655.1	chr6:38481692-38482531|+|BTBD9-AS1
loop_chr6-chr6-9652|GM12878_RAD21_17m	Enhancer	Enhancer	14099	6847	chr6:24947880-24948344|+|MTCO2P33	chr6:25023247-25024483|-|ASS1P1
loop_chr6-chr6-9654|GM12878_RAD21_17m	Enhancer	Enhancer	2528	66327	chr6:106100140-106100593|+|AL022067.1	chr6:106100140-106100593|+|AL022067.1
loop_chr6-chr6-9655|GM12878_RAD21_17m	Enhancer	Enhancer	60580	33188	chr6:142751469-142946365|-|HIVEP2	chr6:142751469-142946365|-|HIVEP2
loop_chr6-chr6-9657|GM12878_RAD21_17m	Enhancer	Enhancer	8442	29358	chr6:116276578-116279903|-|TSPYL1	chr6:116399395-116463696|+|Z84488.2
loop_chr6-chr6-9658|GM12878_RAD21_17m	Enhancer	Enhancer	4691	49991	chr6:25261239-25261731|+|AL024509.2	chr6:25652201-25701783|+|SCGN
loop_chr6-chr6-9660|GM12878_RAD21_17m	Enhancer	Enhancer	13608	30157	chr6:292097-351355|+|DUSP22	chr6:292097-351355|+|DUSP22
loop_chr6-chr6-9662|GM12878_RAD21_17m	Enhancer	Enhancer	136883	73970	chr6:141447011-141451006|+|AL355596.1	chr6:141635650-141636503|-|RPS3AP23
loop_chr6-chr6-9663|GM12878_RAD21_17m	Promoter	Promoter	0	0	chr6:3068045-3068894|-|AL031963.3	chr6:3118374-3153578|+|BPHL
loop_chr6-chr6-9666|GM12878_RAD21_17m	Enhancer	Promoter	5410	0	chr6:2854657-2881407|-|SERPINB9P1	chr6:2887270-2903309|-|SERPINB9
loop_chr6-chr6-9667|GM12878_RAD21_17m	Promoter	Enhancer	0	49057	chr6:13786557-13814568|-|MCUR1	chr6:13825432-13826574|+|AL023583.1
loop_chr6-chr6-9668|GM12878_RAD21_17m	Enhancer	Enhancer	45474	42426	chr6:129526626-129552587|-|AL356124.1	chr6:129576132-129710177|-|ARHGAP18
loop_chr6-chr6-9670|GM12878_RAD21_17m	Enhancer	Enhancer	156249	208821	chr6:16259101-16264553|-|AL009031.1	chr6:16259101-16264553|-|AL009031.1
loop_chr6-chr6-9677|GM12878_RAD21_17m	Enhancer	Promoter	23559	0	chr6:181466-205519|-|AL035696.3	chr6:292097-351355|+|DUSP22
loop_chr6-chr6-9678|GM12878_RAD21_17m	Promoter	Promoter	0	0	chr6:125781161-125932034|+|NCOA7	chr6:125956770-125980244|+|HINT3
loop_chr6-chr6-9679|GM12878_RAD21_17m	Enhancer	Enhancer	35333	2967	chr6:135055033-135060550|+|AL353596.1	chr6:135181308-135219173|+|MYB
loop_chr6-chr6-9680|GM12878_RAD21_17m	Promoter	Enhancer	0	12054	chr6:16129086-16148248|+|MYLIP	chr6:16171606-16172031|+|MRPL42P2
loop_chr6-chr6-9682|GM12878_RAD21_17m	Enhancer	Enhancer	61669	7703	chr6:11015586-11015888|+|AL121955.1	chr6:11487226-11515710|+|AL445430.2
loop_chr6-chr6-9683|GM12878_RAD21_17m	Enhancer	Enhancer	31328	2340	chr6:110609978-110815637|-|CDK19	chr6:110609978-110815637|-|CDK19
loop_chr6-chr6-9688|GM12878_RAD21_17m	Enhancer	Promoter	8705	1281	chr6:3118374-3153578|+|BPHL	chr6:3224277-3227653|-|TUBB2B
loop_chr6-chr6-9689|GM12878_RAD21_17m	Enhancer	Enhancer	4106	27188	chr6:11183298-11382348|-|NEDD9	chr6:11487226-11515710|+|AL445430.2
loop_chr6-chr6-9690|GM12878_RAD21_17m	Promoter	Enhancer	339	40242	chr6:111299031-111483715|-|REV3L	chr6:111599875-111602295|+|Z97989.1
loop_chr6-chr6-9691|GM12878_RAD21_17m	Enhancer	Promoter	247881	0	chr6:16761138-16762652|+|AL137003.1	chr6:16299112-16761490|-|ATXN1,chr6:16761138-16762652|+|AL137003.1
loop_chr6-chr6-9694|GM12878_RAD21_17m	Enhancer	Enhancer	9469	4221	chr6:106045423-106325762|-|ATG5	chr6:106449381-106449497|+|RNA5SP211
loop_chr6-chr6-9695|GM12878_RAD21_17m	Enhancer	Enhancer	4940	51845	chr6:138435213-138435294|-|MIR3145	chr6:138422043-138572540|-|NHSL1
loop_chr6-chr6-9696|GM12878_RAD21_17m	Enhancer	Enhancer	4594	11509	chr6:1601654-1607354|+|FOXCUT	chr6:2437549-2438249|+|AL031768.1
loop_chr6-chr6-9697|GM12878_RAD21_17m	Enhancer	Enhancer	13791	35556	chr6:292097-351355|+|DUSP22	chr6:292097-351355|+|DUSP22
loop_chr6-chr6-9698|GM12878_RAD21_17m	Enhancer	Enhancer	117013	31951	chr6:2227803-2230261|+|AL035693.1	chr6:2227803-2230261|+|AL035693.1
loop_chr6-chr6-9700|GM12878_RAD21_17m	Promoter	Enhancer	0	32870	chr6:142748443-142753759|+|AL023584.1	chr6:142751469-142946365|-|HIVEP2
loop_chr6-chr6-9702|GM12878_RAD21_17m	Enhancer	Promoter	9186	1603	chr6:37482938-37499893|-|CCDC167	chr6:37567716-37571460|+|AL353597.3
loop_chr6-chr6-9704|GM12878_RAD21_17m	Enhancer	Enhancer	32559	9634	chr6:167111807-167139696|+|CCR6	chr6:167126223-167131572|-|AL121935.2
loop_chr6-chr6-9706|GM12878_RAD21_17m	Promoter	Enhancer	0	26747	chr6:11183298-11382348|-|NEDD9	chr6:11487226-11515710|+|AL445430.2
loop_chr6-chr6-9709|GM12878_RAD21_17m	Promoter	Enhancer	0	78444	chr6:5261044-5771580|+|FARS2,chr6:5102593-5260939|-|LYRM4	chr6:5451683-5458033|-|AL021328.1
loop_chr6-chr6-9712|GM12878_RAD21_17m	Enhancer	Enhancer	22802	46360	chr6:159712801-159713985|-|HNRNPH1P1	chr6:159899186-159902510|+|AL035691.1
loop_chr6-chr6-9713|GM12878_RAD21_17m	Enhancer	Enhancer	73457	4510	chr6:166701094-166702839|-|AL023775.1	chr6:166858094-166956124|-|AL159163.1
loop_chr6-chr6-9715|GM12878_RAD21_17m	Enhancer	Enhancer	69243	60194	chr6:142788123-142794086|+|AL023584.2	chr6:142751469-142946365|-|HIVEP2
loop_chr6-chr6-9716|GM12878_RAD21_17m	Promoter	Enhancer	0	49305	chr6:87674860-87702233|-|AKIRIN2	chr6:87845650-87845947|+|RN7SL183P
loop_chr6-chr6-9718|GM12878_RAD21_17m	Enhancer	Enhancer	37221	14107	chr6:24947880-24948344|+|MTCO2P33	chr6:24976419-24976982|+|PPIAP29
loop_chr6-chr6-9720|GM12878_RAD21_17m	Enhancer	Enhancer	5939	3641	chr6:15247815-15248634|-|JARID2-AS1	chr6:15324367-15324472|-|RNU6-645P
loop_chr6-chr6-9722|GM12878_RAD21_17m	Promoter	Enhancer	0	38297	chr6:73515750-73521721|-|EEF1A1,chr6:73523618-73570596|+|AL121972.1	chr6:73618346-73618597|+|RPS27P15
loop_chr6-chr6-9723|GM12878_RAD21_17m	Enhancer	Enhancer	68875	57476	chr6:13304951-13328583|-|TBC1D7	chr6:13486294-13486852|+|GFOD1-AS1
loop_chr6-chr6-9724|GM12878_RAD21_17m	Enhancer	Promoter	86094	0	chr6:56844002-56864078|+|AL512422.1	chr6:56844002-56864078|+|AL512422.1
loop_chr6-chr6-9725|GM12878_RAD21_17m	Enhancer	Enhancer	50405	51967	chr6:136999971-137045180|-|IL20RA	chr6:137143820-137173648|-|IL22RA2
loop_chr6-chr6-9726|GM12878_RAD21_17m	Enhancer	Enhancer	8214	4079	chr6:125781161-125932034|+|NCOA7	chr6:125956770-125980244|+|HINT3
loop_chr6-chr6-9727|GM12878_RAD21_17m	Promoter	Enhancer	1664	16177	chr6:42224931-42452051|-|TRERF1	chr6:42564062-42693504|+|UBR2
loop_chr6-chr6-9729|GM12878_RAD21_17m	Promoter	Enhancer	0	8635	chr6:158972871-159000187|-|RSPH3	chr6:159042192-159095823|-|AL035530.1
loop_chr6-chr6-9731|GM12878_RAD21_17m	Enhancer	Promoter	53994	356	chr6:52362151-52407777|+|PAQR8	chr6:52497408-52577060|-|TRAM2
loop_chr6-chr6-9733|GM12878_RAD21_17m	Promoter	Promoter	0	0	chr6:27837947-27838339|-|HIST1H2AK,chr6:27837760-27865798|+|HIST1H2BN	chr6:27865355-27865747|+|HIST1H2AL,chr6:27866849-27867529|-|HIST1H1B
loop_chr6-chr6-9734|GM12878_RAD21_17m	Enhancer	Promoter	15813	0	chr6:99271168-99349674|-|FAXC	chr6:99369401-99394195|-|COQ3
loop_chr6-chr6-9737|GM12878_RAD21_17m	Enhancer	Promoter	26332	1818	chr6:134897874-134898759|+|AL021939.1	chr6:134941392-134942450|+|AL445190.1
loop_chr6-chr6-9738|GM12878_RAD21_17m	Enhancer	Enhancer	2604	197999	chr6:71532070-71534715|+|AL035467.2	chr6:71886703-72403143|+|RIMS1
loop_chr6-chr6-9739|GM12878_RAD21_17m	Enhancer	Enhancer	82836	3573	chr6:21485896-21521414|-|LINC00581	chr6:21592768-21598619|+|SOX4
loop_chr6-chr6-9745|GM12878_RAD21_17m	Enhancer	Enhancer	22390	66284	chr6:99174744-99175479|+|BDH2P1	chr6:99174744-99175479|+|BDH2P1
loop_chr6-chr6-9746|GM12878_RAD21_17m	Promoter	Promoter	954	0	chr6:118959829-119149387|-|FAM184A	chr6:119177205-119349761|-|MAN1A1
loop_chr6-chr6-9747|GM12878_RAD21_17m	Enhancer	Enhancer	31930	55905	chr6:142788123-142794086|+|AL023584.2	chr6:142788123-142794086|+|AL023584.2
loop_chr6-chr6-9748|GM12878_RAD21_17m	Enhancer	Enhancer	5349	27581	chr6:292097-351355|+|DUSP22	chr6:292097-351355|+|DUSP22
loop_chr6-chr6-9749|GM12878_RAD21_17m	Enhancer	Enhancer	22915	26750	chr6:181466-205519|-|AL035696.3	chr6:292097-351355|+|DUSP22
loop_chr6-chr6-9750|GM12878_RAD21_17m	Enhancer	Enhancer	37209	13237	chr6:24947880-24948344|+|MTCO2P33	chr6:24947880-24948344|+|MTCO2P33
loop_chr6-chr6-9751|GM12878_RAD21_17m	Enhancer	Enhancer	44925	22902	chr6:47368943-47369230|+|B3GNTL1P2	chr6:47477243-47477572|-|AL355353.1
loop_chr6-chr6-9752|GM12878_RAD21_17m	Enhancer	Promoter	20059	1118	chr6:43243481-43288258|+|TTBK1	chr6:43450352-43456632|-|DLK2
loop_chr6-chr6-9754|GM12878_RAD21_17m	Promoter	Enhancer	0	7391	chr6:11183298-11382348|-|NEDD9	chr6:11487226-11515710|+|AL445430.2
loop_chr6-chr6-9755|GM12878_RAD21_17m	Enhancer	Enhancer	33282	2472	chr6:63275951-63319977|-|LGSN	chr6:63521746-63583377|+|PTP4A1
loop_chr6-chr6-9756|GM12878_RAD21_17m	Enhancer	Enhancer	55328	101722	chr6:145296545-145311092|+|AL023283.1	chr6:145735570-145737218|+|AL023806.1
loop_chr6-chr6-9757|GM12878_RAD21_17m	Promoter	Enhancer	0	10385	chr6:111259348-111271167|+|MFSD4B,chr6:111227747-111259034|-|AL360227.1	chr6:112054072-112070969|+|CCN6
loop_chr6-chr6-9759|GM12878_RAD21_17m	Enhancer	Enhancer	42111	16036	chr6:130144315-130365425|-|SAMD3	chr6:130827406-130837135|+|SMLR1
loop_chr6-chr6-9765|GM12878_RAD21_17m	Enhancer	Enhancer	7916	26525	chr6:11183298-11382348|-|NEDD9	chr6:11487226-11515710|+|AL445430.2
loop_chr6-chr6-9768|GM12878_RAD21_17m	Enhancer	Promoter	10177	1095	chr6:43328134-43328476|+|AL583834.1	chr6:43336070-43369647|-|ZNF318
loop_chr6-chr6-9769|GM12878_RAD21_17m	Enhancer	Promoter	2860	593	chr6:26160765-26172802|-|AL353759.1	chr6:26215159-26216692|-|HIST1H2BG
loop_chr6-chr6-9770|GM12878_RAD21_17m	Enhancer	Enhancer	48931	17118	chr6:136999971-137045180|-|IL20RA	chr6:137143820-137173648|-|IL22RA2
loop_chr6-chr6-9771|GM12878_RAD21_17m	Enhancer	Enhancer	37309	6669	chr6:156662050-156662437|+|AL355297.1	chr6:156774217-156774662|-|AL355297.3
loop_chr6-chr6-9772|GM12878_RAD21_17m	Promoter	Promoter	665	1732	chr6:43770213-43786487|+|VEGFA	chr6:44000580-44007612|+|C6orf223
loop_chr6-chr6-9773|GM12878_RAD21_17m	Enhancer	Enhancer	68106	48726	chr6:16259101-16264553|-|AL009031.1	chr6:16761138-16762652|+|AL137003.1
loop_chr6-chr6-9774|GM12878_RAD21_17m	Enhancer	Promoter	72773	0	chr6:136557046-136792477|-|MAP3K5	chr6:136557046-136792477|-|MAP3K5
loop_chr6-chr6-9777|GM12878_RAD21_17m	Enhancer	Enhancer	59104	8425	chr6:11183298-11382348|-|NEDD9	chr6:11183298-11382348|-|NEDD9
loop_chr6-chr6-9780|GM12878_RAD21_17m	Enhancer	Enhancer	9492	24642	chr6:108123633-108159392|+|OSTM1-AS1	chr6:108551018-108551207|-|AL391646.1
loop_chr6-chr6-9781|GM12878_RAD21_17m	Enhancer	Enhancer	31264	16334	chr6:136999971-137045180|-|IL20RA	chr6:137657998-137717276|+|AL356234.2
loop_chr6-chr6-9783|GM12878_RAD21_17m	Enhancer	Promoter	5759	0	chr6:184339-186899|+|AL035696.4	chr6:391752-411443|+|IRF4
loop_chr6-chr6-9787|GM12878_RAD21_17m	Promoter	Enhancer	887	26658	chr6:292097-351355|+|DUSP22	chr6:292097-351355|+|DUSP22
loop_chr6-chr6-9788|GM12878_RAD21_17m	Enhancer	Enhancer	7309	99562	chr6:160773988-160783214|+|AL109933.3	chr6:161129967-161274061|-|AGPAT4
loop_chr6-chr6-9791|GM12878_RAD21_17m	Promoter	Enhancer	0	9759	chr6:139240061-139291998|-|TXLNB	chr6:139371807-139374648|-|CITED2
loop_chr6-chr6-9792|GM12878_RAD21_17m	Enhancer	Enhancer	26630	5342	chr6:150865549-151101887|+|MTHFD1L	chr6:151319635-151319950|+|RN7SKP268
loop_chr6-chr6-9793|GM12878_RAD21_17m	Enhancer	Promoter	17454	0	chr6:110700562-110700900|+|AL512430.2	chr6:110609978-110815637|-|CDK19
loop_chr6-chr6-9797|GM12878_RAD21_17m	Enhancer	Enhancer	59368	24451	chr6:108551018-108551207|-|AL391646.1	chr6:108551018-108551207|-|AL391646.1
loop_chr6-chr6-9799|GM12878_RAD21_17m	Enhancer	Enhancer	3223	116328	chr6:15324367-15324472|-|RNU6-645P	chr6:15324367-15324472|-|RNU6-645P
loop_chr6-chr6-9800|GM12878_RAD21_17m	Enhancer	Enhancer	8531	69118	chr6:13304951-13328583|-|TBC1D7	chr6:13304951-13328583|-|TBC1D7
loop_chr6-chr6-9802|GM12878_RAD21_17m	Enhancer	Enhancer	37254	4753	chr6:137823673-137868233|-|AL357060.1	chr6:137945366-137972522|+|LINC02528
loop_chr6-chr6-9805|GM12878_RAD21_17m	Enhancer	Enhancer	16452	52086	chr6:137197484-137219449|-|IFNGR1	chr6:137197484-137219449|-|IFNGR1
loop_chr6-chr6-9806|GM12878_RAD21_17m	Enhancer	Enhancer	3248	54928	chr6:132296055-132401475|-|MOXD1	chr6:132296055-132401475|-|MOXD1
loop_chr6-chr6-9808|GM12878_RAD21_17m	Enhancer	Enhancer	15647	10522	chr6:37482938-37499893|-|CCDC167	chr6:37545145-37550860|+|AL353597.1
loop_chr6-chr6-9809|GM12878_RAD21_17m	Enhancer	Enhancer	10952	12577	chr6:6144085-6320834|-|F13A1	chr6:6534697-6535631|+|CNN3P1
loop_chr6-chr6-9811|GM12878_RAD21_17m	Enhancer	Promoter	54807	1373	chr6:7107597-7251980|+|RREB1	chr6:7107597-7251980|+|RREB1
loop_chr6-chr6-9813|GM12878_RAD21_17m	Enhancer	Enhancer	20053	7675	chr6:43243481-43288258|+|TTBK1	chr6:43363479-43364219|+|RPS2P28
loop_chr6-chr6-9814|GM12878_RAD21_17m	Enhancer	Enhancer	57391	60074	chr6:142788123-142794086|+|AL023584.2	chr6:142751469-142946365|-|HIVEP2
loop_chr6-chr6-9817|GM12878_RAD21_17m	Enhancer	Enhancer	32302	2289	chr6:142751469-142946365|-|HIVEP2	chr6:142751469-142946365|-|HIVEP2
loop_chr6-chr6-9818|GM12878_RAD21_17m	Enhancer	Enhancer	28123	10113	chr6:116399395-116463696|+|Z84488.2	chr6:116399395-116463696|+|Z84488.2
loop_chr6-chr6-9819|GM12878_RAD21_17m	Enhancer	Promoter	5911	0	chr6:1601654-1607354|+|FOXCUT	chr6:2621913-2634603|-|LINC01600
loop_chr6-chr6-9822|GM12878_RAD21_17m	Enhancer	Enhancer	123057	78616	chr6:137197484-137219449|-|IFNGR1	chr6:137492202-137494250|-|OLIG3
loop_chr6-chr6-9825|GM12878_RAD21_17m	Enhancer	Enhancer	17634	43293	chr6:12319453-12319592|+|SUMO2P12	chr6:12406486-12406781|-|RN7SKP293
loop_chr6-chr6-9827|GM12878_RAD21_17m	Enhancer	Enhancer	40933	11901	chr6:15934782-15935315|+|ARPC3P5	chr6:16171606-16172031|+|MRPL42P2
loop_chr6-chr6-9828|GM12878_RAD21_17m	Enhancer	Enhancer	21072	5491	chr6:37361185-37361483|+|RN7SL273P	chr6:37630679-37697883|-|MDGA1
loop_chr6-chr6-9830|GM12878_RAD21_17m	Enhancer	Enhancer	3359	59328	chr6:72614386-72622073|-|FO393414.3	chr6:72630495-72678558|+|KCNQ5-IT1
loop_chr6-chr6-9831|GM12878_RAD21_17m	Enhancer	Promoter	40765	0	chr6:52497408-52577060|-|TRAM2	chr6:52577307-52583993|+|TRAM2-AS1,chr6:52497408-52577060|-|TRAM2
loop_chr6-chr6-9833|GM12878_RAD21_17m	Enhancer	Promoter	72502	0	chr6:166701094-166702839|-|AL023775.1	chr6:166999405-167139141|+|Z94721.2,chr6:166999317-167052718|+|FGFR1OP,chr6:166995735-166999511|-|Z94721.3,chr6:166969626-166999065|-|Z94721.1
loop_chr6-chr6-9834|GM12878_RAD21_17m	Enhancer	Enhancer	5029	76620	chr6:117560269-117602542|-|GOPC	chr6:117907264-118317676|+|SLC35F1
loop_chr6-chr6-9835|GM12878_RAD21_17m	Enhancer	Enhancer	42300	20499	chr6:141635650-141636503|-|RPS3AP23	chr6:142133090-142135151|+|GJE1
loop_chr6-chr6-9836|GM12878_RAD21_17m	Promoter	Enhancer	0	19072	chr6:137823673-137868233|-|AL357060.1	chr6:137995270-137996147|+|RPSAP42
loop_chr6-chr6-9838|GM12878_RAD21_17m	Enhancer	Enhancer	209471	248041	chr6:16259101-16264553|-|AL009031.1	chr6:16761138-16762652|+|AL137003.1
loop_chr6-chr6-9839|GM12878_RAD21_17m	Enhancer	Enhancer	24937	49807	chr6:292097-351355|+|DUSP22	chr6:292097-351355|+|DUSP22
loop_chr6-chr6-9842|GM12878_RAD21_17m	Enhancer	Promoter	29419	0	chr6:34685355-34685642|-|RN7SL200P	chr6:34757505-34773857|+|SNRPC
loop_chr6-chr6-9843|GM12878_RAD21_17m	Enhancer	Enhancer	27598	11848	chr6:116038756-116039495|+|TPI1P3	chr6:116100853-116249497|+|NT5DC1
loop_chr6-chr6-9845|GM12878_RAD21_17m	Enhancer	Enhancer	15787	59723	chr6:106100140-106100593|+|AL022067.1	chr6:106283413-106283711|-|RN7SL47P
loop_chr6-chr6-9846|GM12878_RAD21_17m	Enhancer	Enhancer	13257	16485	chr6:87152833-87265943|+|ZNF292	chr6:87407972-87464465|+|CFAP206
loop_chr6-chr6-9847|GM12878_RAD21_17m	Enhancer	Enhancer	8217	10047	chr6:139166891-139239653|-|AL031772.1	chr6:139371807-139374648|-|CITED2
loop_chr6-chr6-9848|GM12878_RAD21_17m	Promoter	Enhancer	0	8106	chr6:73515750-73521721|-|EEF1A1,chr6:73523618-73570596|+|AL121972.1	chr6:73618346-73618597|+|RPS27P15
loop_chr6-chr6-9849|GM12878_RAD21_17m	Enhancer	Promoter	33990	0	chr6:107065182-107115269|-|BEND3	chr6:107065182-107115269|-|BEND3
loop_chr6-chr6-9851|GM12878_RAD21_17m	Enhancer	Promoter	94150	0	chr6:72316599-72317436|-|AL035633.1	chr6:73327524-73329017|+|PAICSP3
loop_chr6-chr6-9855|GM12878_RAD21_17m	Promoter	Enhancer	0	48410	chr6:111087503-111231194|+|SLC16A10	chr6:111227747-111259034|-|AL360227.1
loop_chr6-chr6-9856|GM12878_RAD21_17m	Enhancer	Enhancer	5343	27247	chr6:139856104-139877391|-|AL050338.1	chr6:139856104-139877391|-|AL050338.1
loop_chr6-chr6-9857|GM12878_RAD21_17m	Enhancer	Enhancer	3981	48582	chr6:139856104-139877391|-|AL050338.1	chr6:139976352-140093721|+|AL357146.1
loop_chr6-chr6-9858|GM12878_RAD21_17m	Enhancer	Enhancer	213143	10626	chr6:97283303-98399872|+|AL589740.1	chr6:98834592-98839470|+|POU3F2
loop_chr6-chr6-9859|GM12878_RAD21_17m	Enhancer	Enhancer	41459	95779	chr6:44551577-44553281|+|AL136140.2	chr6:46018745-46018851|+|RNU6-754P
loop_chr6-chr6-9860|GM12878_RAD21_17m	Enhancer	Enhancer	2783	51260	chr6:106449381-106449497|+|RNA5SP211	chr6:106607716-106607819|+|RNU6-527P
loop_chr6-chr6-9862|GM12878_RAD21_17m	Promoter	Enhancer	0	137819	chr6:16764346-16766883|+|AL137003.2	chr6:17102258-17131372|+|STMND1
loop_chr6-chr6-9863|GM12878_RAD21_17m	Enhancer	Promoter	32786	0	chr6:149400227-149401292|+|SUMO4	chr6:149516956-149517017|+|RNU7-3P
loop_chr6-chr6-9866|GM12878_RAD21_17m	Enhancer	Enhancer	63423	5107	chr6:37567716-37571460|+|AL353597.3	chr6:37630679-37697883|-|MDGA1
loop_chr6-chr6-9868|GM12878_RAD21_17m	Enhancer	Enhancer	15484	115862	chr6:163414643-163578592|+|QKI	chr6:163840561-163840852|+|RN7SL366P
loop_chr6-chr6-9869|GM12878_RAD21_17m	Enhancer	Enhancer	53343	78626	chr6:137197484-137219449|-|IFNGR1	chr6:137492202-137494250|-|OLIG3
loop_chr6-chr6-9870|GM12878_RAD21_17m	Enhancer	Promoter	2570	0	chr6:106449381-106449497|+|RNA5SP211	chr6:106607716-106607819|+|RNU6-527P
loop_chr6-chr6-9871|GM12878_RAD21_17m	Enhancer	Enhancer	24425	24083	chr6:107702154-107824317|-|SCML4	chr6:107702154-107824317|-|SCML4
loop_chr6-chr6-9872|GM12878_RAD21_17m	Enhancer	Enhancer	12020	75231	chr6:165718235-165718338|-|RNU6-730P	chr6:165773201-165775186|-|AL590302.1
loop_chr6-chr6-9875|GM12878_RAD21_17m	Enhancer	Enhancer	32737	19431	chr6:63275951-63319977|-|LGSN	chr6:63440766-63443580|+|AL121949.1
loop_chr6-chr6-9876|GM12878_RAD21_17m	Enhancer	Enhancer	96269	83864	chr6:130133410-130143203|-|AL355581.1	chr6:130144315-130365425|-|SAMD3
loop_chr6-chr6-9877|GM12878_RAD21_17m	Enhancer	Enhancer	54348	50578	chr6:106451496-106457248|-|AL109920.1	chr6:106607716-106607819|+|RNU6-527P
loop_chr6-chr6-9881|GM12878_RAD21_17m	Enhancer	Enhancer	12187	31399	chr6:63275951-63319977|-|LGSN	chr6:63275951-63319977|-|LGSN
loop_chr6-chr6-9882|GM12878_RAD21_17m	Enhancer	Enhancer	20160	2699	chr6:126340174-126348875|+|CENPW	chr6:127118671-127199481|+|RSPO3
loop_chr6-chr6-9883|GM12878_RAD21_17m	Enhancer	Enhancer	36492	26333	chr6:292097-351355|+|DUSP22	chr6:391752-411443|+|IRF4
loop_chr6-chr6-9886|GM12878_RAD21_17m	Enhancer	Enhancer	9401	19476	chr6:89177501-89231278|-|GABRR1	chr6:89301783-89303114|+|TUBB3P1
loop_chr6-chr6-9888|GM12878_RAD21_17m	Promoter	Enhancer	0	10653	chr6:36677609-36678559|-|DINOL	chr6:36737050-36737986|+|Z85996.1
loop_chr6-chr6-9890|GM12878_RAD21_17m	Promoter	Enhancer	0	54018	chr6:87674860-87702233|-|AKIRIN2	chr6:87674860-87702233|-|AKIRIN2
loop_chr6-chr6-9891|GM12878_RAD21_17m	Enhancer	Enhancer	75619	7344	chr6:129831244-129861547|-|TMEM244	chr6:130013699-130141451|+|L3MBTL3
loop_chr6-chr6-9892|GM12878_RAD21_17m	Enhancer	Enhancer	42229	3007	chr6:163703904-163759841|+|AL137005.1	chr6:163703904-163759841|+|AL137005.1
loop_chr6-chr6-9894|GM12878_RAD21_17m	Enhancer	Enhancer	126624	40568	chr6:63193072-63193630|-|AL450346.1	chr6:63229087-63230110|-|AL450346.2
loop_chr6-chr6-9895|GM12878_RAD21_17m	Promoter	Enhancer	0	11862	chr6:139240061-139291998|-|TXLNB	chr6:139338018-139339580|+|AL592429.1
loop_chr6-chr6-9896|GM12878_RAD21_17m	Promoter	Promoter	0	1421	chr6:149566375-149591748|+|GINM1	chr6:149818798-149864026|-|LRP11
loop_chr6-chr6-9897|GM12878_RAD21_17m	Enhancer	Enhancer	207653	229595	chr6:16259101-16264553|-|AL009031.1	chr6:16259101-16264553|-|AL009031.1
loop_chr6-chr6-9898|GM12878_RAD21_17m	Enhancer	Enhancer	9251	6267	chr6:158972871-159000187|-|RSPH3	chr6:159034468-159045152|-|TAGAP
loop_chr6-chr6-9900|GM12878_RAD21_17m	Enhancer	Enhancer	10901	3953	chr6:42890265-42890821|-|C6orf226	chr6:42960754-42963880|+|GNMT
loop_chr6-chr6-9902|GM12878_RAD21_17m	Enhancer	Enhancer	27777	38659	chr6:155256134-155314484|-|TFB1M	chr6:155395370-155455903|-|NOX3
loop_chr6-chr6-9904|GM12878_RAD21_17m	Enhancer	Enhancer	17635	26539	chr6:46438310-46438619|+|AL359633.1	chr6:46549580-46652830|-|CYP39A1
loop_chr6-chr6-9906|GM12878_RAD21_17m	Enhancer	Enhancer	15586	8567	chr6:13214056-13214219|+|RNU1-11P	chr6:13264861-13295586|-|AL008729.1
loop_chr6-chr6-9907|GM12878_RAD21_17m	Enhancer	Enhancer	6075	12042	chr6:25726132-25726527|-|HIST1H2AA	chr6:25912754-25930726|-|SLC17A2
loop_chr6-chr6-9908|GM12878_RAD21_17m	Enhancer	Promoter	6547	0	chr6:113616927-113650090|-|LINC02541	chr6:113857345-113863475|+|MARCKS
loop_chr6-chr6-9909|GM12878_RAD21_17m	Enhancer	Promoter	87954	0	chr6:107229759-107230152|+|RPS24P12	chr6:107152562-107459564|-|PDSS2
loop_chr6-chr6-9910|GM12878_RAD21_17m	Enhancer	Promoter	46585	0	chr6:135283532-135497765|-|AHI1	chr6:135497854-135690835|+|LINC00271,chr6:135283532-135497765|-|AHI1
loop_chr6-chr6-9911|GM12878_RAD21_17m	Promoter	Enhancer	1843	38161	chr6:137705423-137707201|-|AL356234.1	chr6:137730170-137792835|-|LINC02539
