Promoter	PromoterTarget	directEnhancer	indirectEnhancer	directPromoter	indirectPromoter	directEnhancerHub	indirectEnhancerHub
chr13:32585839-32589306|Promoter	chr13:32586452-32778019|+|PDS5B	chr13:32638545-32642096|Enhancer					
chr13:32911687-32911800|Promoter	chr13:32877431-32911650|-|LINC00423	chr13:32826143-32827774|Enhancer					
chr13:34076210-34079148|Promoter	chr13:34079411-34080134|+|AL160394.1	chr13:33800193-33801635|Enhancer,chr13:33930451-33932438|Enhancer	chr13:35163639-35164627|Enhancer			chr13:33930451-33932438|Enhancer	
chr13:40992831-40993453|Promoter	chr13:40992779-40993331|-|RGS17P1	chr13:40973679-40974950|Enhancer					
chr13:41385363-41385925|Promoter	chr13:41384773-41385183|-|TUBBP2	chr13:41652153-41653796|Enhancer	chr13:41464191-41465339|Enhancer,chr13:41428243-41429205|Enhancer,chr13:41553759-41555619|Enhancer				chr13:41428243-41429205|Enhancer
chr13:41904775-41907688|Promoter	chr13:41905118-41905224|+|RNU6-74P	chr13:42109803-42110865|Enhancer		chr13:42039753-42041292|Promoter			
chr13:42039753-42041292|Promoter	chr13:42040036-42242896|+|DGKH		chr13:42109803-42110865|Enhancer	chr13:41904775-41907688|Promoter			
chr13:43905361-43909818|Promoter	chr13:43908669-44030461|+|LINC00284	chr13:44470392-44471173|Enhancer,chr13:43962513-43963951|Enhancer		chr13:44437824-44440077|Promoter		chr13:43962513-43963951|Enhancer	
chr13:44437824-44440077|Promoter	chr13:44437057-44464921|+|AL139184.1		chr13:44470392-44471173|Enhancer,chr13:43962513-43963951|Enhancer	chr13:43905361-43909818|Promoter			chr13:43962513-43963951|Enhancer
chr13:46551254-46554844|Promoter	chr13:46553168-46753040|+|LRCH1	chr13:46680031-46680527|Enhancer,chr13:46578544-46580797|Enhancer,chr13:46750826-46752441|Enhancer				chr13:46750826-46752441|Enhancer	
chr13:48037721-48038910|Promoter	chr13:47942656-48037942|-|SUCLA2,chr13:48037726-48047221|+|NUDT15			chr13:48095028-48095179|Promoter			
chr13:48095028-48095179|Promoter	chr13:48075956-48095131|-|MED4			chr13:48037721-48038910|Promoter			
chr13:48303440-48304687|Promoter	chr13:48303726-48481890|+|RB1,chr13:48296513-48303661|-|RB1-DT	chr13:48578535-48582326|Enhancer	chr13:48332431-48336019|Enhancer,chr13:48561048-48563480|Enhancer,chr13:48401087-48402318|Enhancer		chr13:48528690-48534142|Promoter		chr13:48561048-48563480|Enhancer
chr13:48528690-48534142|Promoter	chr13:48532013-48532599|-|AL157813.1,chr13:48488959-48533256|-|RCBTB2	chr13:48332431-48336019|Enhancer,chr13:48578535-48582326|Enhancer,chr13:48561048-48563480|Enhancer	chr13:48401087-48402318|Enhancer		chr13:48303440-48304687|Promoter	chr13:48578535-48582326|Enhancer	
chr13:48769203-48769418|Promoter	chr13:48771128-48771827|+|PSME2P2	chr13:48749723-48750331|Enhancer,chr13:48127026-48127309|Enhancer				chr13:48127026-48127309|Enhancer	
chr13:49791288-49791832|Promoter	chr13:49699320-49792682|-|KPNA3	chr13:49667833-49670737|Enhancer	chr13:49844791-49848681|Enhancer		chr13:49936238-49936528|Promoter		
chr13:49936238-49936528|Promoter	chr13:49912702-49936490|-|SPRYD7	chr13:49844791-49848681|Enhancer	chr13:49667833-49670737|Enhancer		chr13:49791288-49791832|Promoter		
chr13:50811096-50811474|Promoter	chr13:50812988-50813106|-|RNA5SP28	chr13:50911518-50914960|Enhancer	chr13:50800676-50803786|Enhancer,chr13:50592929-50594859|Enhancer				chr13:50800676-50803786|Enhancer
chr13:51451603-51454859|Promoter	chr13:51452429-51549992|+|INTS6-AS1,chr13:51361565-51453207|-|INTS6,chr13:51454164-51461315|+|RPS4XP16			chr13:51583804-51585483|Promoter			
chr13:51583804-51585483|Promoter	chr13:51584455-51767709|+|WDFY2			chr13:51451603-51454859|Promoter			
chr13:60396276-60398644|Promoter	chr13:60396457-60573878|+|TDRD3	chr13:60429745-60432555|Enhancer	chr13:60333940-60335712|Enhancer				
chr13:62320194-62320782|Promoter	chr13:62321305-62322398|+|LINC01074	chr13:62118269-62122173|Enhancer,chr13:62355987-62358566|Enhancer				chr13:62355987-62358566|Enhancer	
chr13:74287057-74287552|Promoter	chr13:74289100-74289214|-|RNY1P5	chr13:73832536-73835541|Enhancer					
chr13:75482190-75484282|Promoter	chr13:75283503-75482114|-|TBC1D4			chr13:75537268-75537649|Promoter,chr13:75549179-75551950|Promoter			
chr13:75537268-75537649|Promoter	chr13:75525219-75538802|-|COMMD6			chr13:75482190-75484282|Promoter	chr13:75549179-75551950|Promoter		
chr13:75549179-75551950|Promoter	chr13:75549480-75606020|+|UCHL3,chr13:75549773-75807120|+|AL137782.1			chr13:75482190-75484282|Promoter	chr13:75537268-75537649|Promoter		
chr13:76980150-76980227|Promoter	chr13:76981175-76981916|-|RPL7P44	chr13:76473457-76473899|Enhancer	chr13:76903365-76903893|Enhancer				
chr13:77325377-77330209|Promoter	chr13:77044657-77327094|-|MYCBP2	chr13:77478125-77479703|Enhancer	chr13:77429942-77433302|Enhancer				
chr13:77697540-77699827|Promoter	chr13:77698012-77698116|-|MIR3665,chr13:77697687-77764242|+|SLAIN1	chr13:77750412-77753059|Enhancer					
chr13:91346951-91349138|Promoter	chr13:91347820-91354579|+|MIR17HG	chr13:91311443-91313953|Enhancer					
chr13:98573751-98577449|Promoter	chr13:98445185-98577151|-|STK24,chr13:98577244-98578830|+|STK24-AS1	chr13:98543070-98544297|Enhancer					
chr13:98671213-98674065|Promoter	chr13:98671980-98672278|+|RN7SL60P	chr13:98444876-98446941|Enhancer	chr13:98481470-98484384|Enhancer,chr13:98652547-98657076|Enhancer				chr13:98652547-98657076|Enhancer
chr13:99203892-99204811|Promoter	chr13:99205708-99206006|+|RN7SKP9	chr13:99258338-99258848|Enhancer					
chr13:99431025-99437453|Promoter	chr13:99429211-99432702|-|AL136961.1	chr13:99384837-99391935|Enhancer,chr13:99425518-99426246|Enhancer	chr13:99269562-99270229|Enhancer			chr13:99384837-99391935|Enhancer	
chr14:100072344-100073600|Promoter	chr14:100052803-100074878|-|AL157912.1	chr14:100057083-100059749|Enhancer	chr14:100192890-100193305|Enhancer				
chr14:100316953-100318728|Promoter	chr14:100319073-100319370|-|RN7SL523P		chr14:100284609-100285908|Enhancer	chr14:100374506-100378631|Promoter			
chr14:100374506-100378631|Promoter	chr14:100376433-100530303|+|WDR25,chr14:100333790-100376805|-|WARS	chr14:100284609-100285908|Enhancer		chr14:100316953-100318728|Promoter			
chr14:100851018-100852229|Promoter	chr14:100852390-100852487|+|MIR770	chr14:101627452-101628921|Enhancer,chr14:101664773-101665811|Enhancer				chr14:101664773-101665811|Enhancer	
chr14:101842724-101845226|Promoter	chr14:101843394-101844122|-|AL137779.3	chr14:101960187-101962242|Enhancer,chr14:101774211-101776761|Enhancer,chr14:101705937-101707586|Enhancer	chr14:102094733-102096807|Enhancer,chr14:101991615-101994020|Enhancer			chr14:101960187-101962242|Enhancer	chr14:101991615-101994020|Enhancer
chr14:102590699-102594734|Promoter	chr14:102592649-102730561|+|RCOR1	chr14:102524581-102526121|Enhancer					
chr14:102774878-102775366|Promoter	chr14:102770040-102774791|-|AL132801.1	chr14:102915932-102919628|Enhancer	chr14:102900825-102902050|Enhancer,chr14:102693005-102699954|Enhancer,chr14:102764143-102764933|Enhancer				chr14:102693005-102699954|Enhancer
chr14:103184342-103187624|Promoter	chr14:103184204-103185039|+|GCSHP2	chr14:103103843-103108239|Enhancer	chr14:103091202-103092216|Enhancer,chr14:103075665-103080728|Enhancer				chr14:103075665-103080728|Enhancer
chr14:103516895-103523797|Promoter	chr14:103519667-103522830|-|CKB	chr14:103542489-103547625|Enhancer					
chr14:104679513-104684939|Promoter	chr14:104681146-104684932|+|AL583722.1	chr14:104648635-104654029|Enhancer	chr14:104705511-104709598|Enhancer		chr14:104688722-104690249|Promoter		
chr14:104688722-104690249|Promoter	chr14:104689606-104722535|+|INF2	chr14:104648635-104654029|Enhancer	chr14:104705511-104709598|Enhancer		chr14:104679513-104684939|Promoter		
chr14:105369334-105371018|Promoter	chr14:105370418-105372918|+|AL928654.4		chr14:105201701-105204211|Enhancer,chr14:105281950-105283193|Enhancer	chr14:105528351-105528634|Promoter			chr14:105201701-105204211|Enhancer
chr14:105528351-105528634|Promoter	chr14:105526583-105530202|+|TMEM121	chr14:105201701-105204211|Enhancer	chr14:105281950-105283193|Enhancer	chr14:105369334-105371018|Promoter			
chr14:20326256-20329527|Promoter	chr14:20326450-20326526|-|SNORD126		chr14:20690344-20691467|Enhancer,chr14:20661662-20663990|Enhancer	chr14:20606240-20610190|Promoter	chr14:20469467-20471078|Promoter,chr14:20415852-20417786|Promoter,chr14:20681925-20685228|Promoter		chr14:20661662-20663990|Enhancer
chr14:20415852-20417786|Promoter	chr14:20414987-20415098|+|RNA5SP382		chr14:20690344-20691467|Enhancer,chr14:20661662-20663990|Enhancer	chr14:20469467-20471078|Promoter,chr14:20606240-20610190|Promoter	chr14:20326256-20329527|Promoter,chr14:20681925-20685228|Promoter		chr14:20661662-20663990|Enhancer
chr14:20469467-20471078|Promoter	chr14:20469379-20477094|+|PNP		chr14:20690344-20691467|Enhancer,chr14:20661662-20663990|Enhancer	chr14:20415852-20417786|Promoter	chr14:20326256-20329527|Promoter,chr14:20606240-20610190|Promoter,chr14:20681925-20685228|Promoter		chr14:20661662-20663990|Enhancer
chr14:20530512-20531143|Promoter	chr14:20528115-20528959|-|SETP1	chr14:20488070-20491564|Enhancer					
chr14:20606240-20610190|Promoter	chr14:20584340-20609795|-|AL163195.3	chr14:20661662-20663990|Enhancer	chr14:20690344-20691467|Enhancer	chr14:20326256-20329527|Promoter,chr14:20415852-20417786|Promoter,chr14:20681925-20685228|Promoter	chr14:20469467-20471078|Promoter		
chr14:20681925-20685228|Promoter	chr14:20684587-20700576|+|AL163636.2,chr14:20684560-20701216|+|RNASE4,chr14:20684177-20694186|+|ANG	chr14:20661662-20663990|Enhancer	chr14:20690344-20691467|Enhancer	chr14:20606240-20610190|Promoter	chr14:20469467-20471078|Promoter,chr14:20326256-20329527|Promoter,chr14:20415852-20417786|Promoter		
chr14:21455952-21457610|Promoter	chr14:21385194-21456126|-|CHD8	chr14:21436621-21437638|Enhancer,chr14:21556857-21557879|Enhancer				chr14:21556857-21557879|Enhancer	
chr14:22469441-22475259|Promoter	chr14:22469041-22469698|-|TRDV3	chr14:22385010-22394245|Enhancer,chr14:22568616-22571436|Enhancer	chr14:22464597-22465916|Enhancer,chr14:22565260-22565929|Enhancer	chr14:22554769-22559528|Promoter	chr14:22489379-22492355|Promoter,chr14:22529799-22533075|Promoter,chr14:22537090-22537577|Promoter,chr14:22495942-22497187|Promoter,chr14:22643622-22644275|Promoter,chr14:22506181-22511073|Promoter	chr14:22568616-22571436|Enhancer	chr14:22565260-22565929|Enhancer
chr14:22489379-22492355|Promoter	chr14:22489488-22489543|+|TRAJ49,chr14:22490491-22490553|+|TRAJ48		chr14:22464597-22465916|Enhancer,chr14:22565260-22565929|Enhancer,chr14:22568616-22571436|Enhancer,chr14:22385010-22394245|Enhancer	chr14:22554769-22559528|Promoter	chr14:22529799-22533075|Promoter,chr14:22537090-22537577|Promoter,chr14:22495942-22497187|Promoter,chr14:22643622-22644275|Promoter,chr14:22469441-22475259|Promoter,chr14:22506181-22511073|Promoter		chr14:22568616-22571436|Enhancer
chr14:22495942-22497187|Promoter	chr14:22496887-22496952|+|TRAJ42		chr14:22464597-22465916|Enhancer,chr14:22565260-22565929|Enhancer,chr14:22568616-22571436|Enhancer,chr14:22385010-22394245|Enhancer	chr14:22554769-22559528|Promoter	chr14:22489379-22492355|Promoter,chr14:22529799-22533075|Promoter,chr14:22537090-22537577|Promoter,chr14:22643622-22644275|Promoter,chr14:22469441-22475259|Promoter,chr14:22506181-22511073|Promoter		chr14:22568616-22571436|Enhancer
chr14:22506181-22511073|Promoter	chr14:22510968-22511024|+|TRAJ31,chr14:22506644-22506702|+|TRAJ35,chr14:22507666-22507723|+|TRAJ34,chr14:22508602-22508658|+|TRAJ33,chr14:22509341-22509406|+|TRAJ32		chr14:22464597-22465916|Enhancer,chr14:22565260-22565929|Enhancer,chr14:22568616-22571436|Enhancer,chr14:22385010-22394245|Enhancer	chr14:22537090-22537577|Promoter,chr14:22554769-22559528|Promoter	chr14:22489379-22492355|Promoter,chr14:22529799-22533075|Promoter,chr14:22495942-22497187|Promoter,chr14:22643622-22644275|Promoter,chr14:22469441-22475259|Promoter		chr14:22385010-22394245|Enhancer
chr14:22529799-22533075|Promoter	chr14:22532502-22532561|+|TRAJ11,chr14:22531939-22531998|+|TRAJ12,chr14:22531076-22531138|+|TRAJ13,chr14:22530327-22530378|+|TRAJ14		chr14:22464597-22465916|Enhancer,chr14:22565260-22565929|Enhancer,chr14:22568616-22571436|Enhancer,chr14:22385010-22394245|Enhancer	chr14:22554769-22559528|Promoter	chr14:22489379-22492355|Promoter,chr14:22537090-22537577|Promoter,chr14:22495942-22497187|Promoter,chr14:22643622-22644275|Promoter,chr14:22469441-22475259|Promoter,chr14:22506181-22511073|Promoter		chr14:22568616-22571436|Enhancer
chr14:22537090-22537577|Promoter	chr14:22537622-22537680|+|TRAJ7		chr14:22464597-22465916|Enhancer,chr14:22565260-22565929|Enhancer,chr14:22568616-22571436|Enhancer,chr14:22385010-22394245|Enhancer	chr14:22506181-22511073|Promoter	chr14:22489379-22492355|Promoter,chr14:22529799-22533075|Promoter,chr14:22495942-22497187|Promoter,chr14:22554769-22559528|Promoter,chr14:22643622-22644275|Promoter,chr14:22469441-22475259|Promoter		chr14:22568616-22571436|Enhancer
chr14:22554769-22559528|Promoter	chr14:22556311-22557062|-|LINC02332,chr14:22556640-22559037|+|AC243965.1	chr14:22385010-22394245|Enhancer,chr14:22568616-22571436|Enhancer,chr14:22565260-22565929|Enhancer	chr14:22464597-22465916|Enhancer	chr14:22489379-22492355|Promoter,chr14:22529799-22533075|Promoter,chr14:22495942-22497187|Promoter,chr14:22469441-22475259|Promoter,chr14:22506181-22511073|Promoter	chr14:22537090-22537577|Promoter,chr14:22643622-22644275|Promoter	chr14:22568616-22571436|Enhancer	
chr14:22643622-22644275|Promoter	chr14:22630929-22644352|-|OR6J1	chr14:22568616-22571436|Enhancer	chr14:22464597-22465916|Enhancer,chr14:22565260-22565929|Enhancer,chr14:22385010-22394245|Enhancer		chr14:22489379-22492355|Promoter,chr14:22529799-22533075|Promoter,chr14:22537090-22537577|Promoter,chr14:22495942-22497187|Promoter,chr14:22554769-22559528|Promoter,chr14:22469441-22475259|Promoter,chr14:22506181-22511073|Promoter		chr14:22385010-22394245|Enhancer
chr14:23559676-23561472|Promoter	chr14:23561097-23568073|+|AL135999.1	chr14:23478182-23479169|Enhancer	chr14:23562912-23564236|Enhancer				
chr14:31207781-31208125|Promoter	chr14:31100117-31207804|-|HECTD1	chr14:31354130-31356304|Enhancer					
chr14:32071965-32078141|Promoter	chr14:32076967-32159728|+|ARHGAP5,chr14:32074946-32076793|-|ARHGAP5-AS1	chr14:32251005-32257118|Enhancer	chr14:32467816-32470909|Enhancer	chr14:32244362-32244980|Promoter			
chr14:32244362-32244980|Promoter	chr14:32241524-32243093|-|AL136298.2		chr14:32467816-32470909|Enhancer,chr14:32251005-32257118|Enhancer	chr14:32071965-32078141|Promoter			chr14:32251005-32257118|Enhancer
chr14:34873458-34874743|Promoter	chr14:34874343-34876459|+|AL121603.2			chr14:34981241-34982706|Promoter			
chr14:34981241-34982706|Promoter	chr14:34920858-34982532|-|SRP54-AS1,chr14:34981957-35029567|+|SRP54			chr14:34873458-34874743|Promoter			
chr14:35404311-35409298|Promoter	chr14:35401511-35404746|-|NFKBIA	chr14:35226827-35231635|Enhancer,chr14:35292083-35295701|Enhancer,chr14:35138798-35141727|Enhancer	chr14:35412341-35413619|Enhancer			chr14:35138798-35141727|Enhancer	
chr14:35879355-35882250|Promoter	chr14:35881001-35881709|+|AL162311.2		chr14:36374079-36375135|Enhancer	chr14:36068739-36070872|Promoter			
chr14:36068739-36070872|Promoter	chr14:36070427-36165288|+|LINC00609	chr14:36374079-36375135|Enhancer		chr14:35879355-35882250|Promoter			
chr14:39430799-39434543|Promoter	chr14:39432607-40390547|+|AL049828.1,chr14:39397669-39432500|-|FBXO33	chr14:39468015-39469705|Enhancer					
chr14:49633492-49634517|Promoter	chr14:49625174-49635230|-|DNAAF2	chr14:49830251-49831291|Enhancer					
chr14:49863371-49867396|Promoter	chr14:49861176-49864326|-|AL627171.2	chr14:50104012-50105513|Enhancer	chr14:50037208-50041092|Enhancer,chr14:50060394-50065597|Enhancer,chr14:50082374-50087529|Enhancer	chr14:49892283-49893065|Promoter			chr14:50082374-50087529|Enhancer
chr14:49892283-49893065|Promoter	chr14:49893082-49897054|+|ARF6		chr14:50104012-50105513|Enhancer,chr14:50037208-50041092|Enhancer,chr14:50060394-50065597|Enhancer,chr14:50082374-50087529|Enhancer	chr14:49863371-49867396|Promoter			chr14:50082374-50087529|Enhancer
chr14:50828644-50831930|Promoter	chr14:50719763-50831121|-|NIN	chr14:50859495-50860746|Enhancer	chr14:50599935-50600290|Enhancer,chr14:50777924-50778317|Enhancer				chr14:50777924-50778317|Enhancer
chr14:53147484-53153810|Promoter	chr14:53036745-53153282|-|DDHD1,chr14:53153354-53157528|+|AL356020.1	chr14:53108733-53110355|Enhancer					
chr14:55271074-55272048|Promoter	chr14:55271421-55353611|+|FBXO34,chr14:55262767-55271308|-|AL158801.2	chr14:55327194-55327895|Enhancer		chr14:55297303-55298657|Promoter			
chr14:55297303-55298657|Promoter	chr14:55298644-55299231|+|CHMP4BP1		chr14:55327194-55327895|Enhancer	chr14:55271074-55272048|Promoter			
chr14:60091603-60094187|Promoter	chr14:60091911-60169133|+|PCNX4,chr14:59969116-60091783|-|AL157911.1	chr14:60165368-60165750|Enhancer					
chr14:60213107-60213547|Promoter	chr14:60212462-60212912|-|RPL17P2	chr14:60250157-60251670|Enhancer					
chr14:61320992-61322892|Promoter	chr14:61321720-61550976|+|PRKCH,chr14:61298164-61322818|-|AL359220.1	chr14:61386954-61389034|Enhancer	chr14:61437999-61440057|Enhancer				
chr14:61695279-61696174|Promoter	chr14:61681041-61695823|-|HIF1A-AS1,chr14:61695513-61748259|+|HIF1A	chr14:61661417-61662768|Enhancer					
chr14:63542151-63544944|Promoter	chr14:63543569-63544664|+|AL136038.3,chr14:63371364-63543377|-|PPP2R5E	chr14:63493022-63495850|Enhancer,chr14:63388503-63390408|Enhancer	chr14:63502678-63502779|Enhancer			chr14:63388503-63390408|Enhancer	
chr14:63852880-63854410|Promoter	chr14:63852983-64226433|+|SYNE2	chr14:63938000-63938886|Enhancer					
chr14:64501390-64503800|Promoter	chr14:64503985-64533690|+|ZBTB1	chr14:64510669-64511539|Enhancer					
chr14:64540431-64540633|Promoter	chr14:64513952-64539621|-|AL049869.3	chr14:64636198-64636927|Enhancer					
chr14:65101319-65103641|Promoter	chr14:65006174-65102690|-|MAX	chr14:65162358-65166731|Enhancer	chr14:65959062-65959516|Enhancer,chr14:65168056-65171349|Enhancer,chr14:65178832-65181000|Enhancer,chr14:65354566-65357406|Enhancer,chr14:65205018-65209258|Enhancer,chr14:65285634-65288052|Enhancer,chr14:65159723-65160223|Enhancer,chr14:65301859-65305642|Enhancer		chr14:65411067-65415894|Promoter,chr14:65221502-65223055|Promoter		chr14:65205018-65209258|Enhancer
chr14:65221502-65223055|Promoter	chr14:65212893-65222347|-|LINC02324	chr14:65162358-65166731|Enhancer	chr14:65959062-65959516|Enhancer,chr14:65168056-65171349|Enhancer,chr14:65178832-65181000|Enhancer,chr14:65354566-65357406|Enhancer,chr14:65205018-65209258|Enhancer,chr14:65285634-65288052|Enhancer,chr14:65159723-65160223|Enhancer,chr14:65301859-65305642|Enhancer		chr14:65101319-65103641|Promoter,chr14:65411067-65415894|Promoter		chr14:65205018-65209258|Enhancer
chr14:65411067-65415894|Promoter	chr14:65411170-65412690|-|FUT8-AS1	chr14:65168056-65171349|Enhancer,chr14:65354566-65357406|Enhancer,chr14:65285634-65288052|Enhancer,chr14:65162358-65166731|Enhancer,chr14:65301859-65305642|Enhancer	chr14:65159723-65160223|Enhancer,chr14:65959062-65959516|Enhancer,chr14:65205018-65209258|Enhancer,chr14:65178832-65181000|Enhancer		chr14:65101319-65103641|Promoter,chr14:65221502-65223055|Promoter	chr14:65162358-65166731|Enhancer	chr14:65205018-65209258|Enhancer
chr14:66507942-66510499|Promoter	chr14:66212810-66509394|-|AL359232.1	chr14:66623935-66625094|Enhancer					
chr14:67618163-67620459|Promoter	chr14:67619920-67651708|+|ARG2	chr14:67583976-67584438|Enhancer		chr14:67702055-67705496|Promoter			
chr14:67702055-67705496|Promoter	chr14:67701886-67734452|+|RDH12		chr14:67583976-67584438|Enhancer	chr14:67618163-67620459|Promoter			
chr14:68795077-68797088|Promoter	chr14:68787660-68794736|-|ZFP36L1	chr14:68814155-68818075|Enhancer	chr14:68407289-68409059|Enhancer,chr14:68311985-68314519|Enhancer,chr14:68210274-68211258|Enhancer,chr14:68786373-68789784|Enhancer,chr14:68513926-68514631|Enhancer,chr14:68278449-68286177|Enhancer,chr14:68367718-68370525|Enhancer,chr14:68305733-68307360|Enhancer,chr14:68084390-68086285|Enhancer,chr14:68400397-68405858|Enhancer,chr14:68246886-68253345|Enhancer,chr14:68274911-68276296|Enhancer,chr14:68505593-68507203|Enhancer				chr14:68246886-68253345|Enhancer
chr14:69396791-69398758|Promoter	chr14:69398690-69462390|+|SLC39A9,chr14:69380128-69398299|-|ERH	chr14:69354522-69355140|Enhancer					
chr14:69574781-69577119|Promoter	chr14:69569799-69574871|-|CCDC177	chr14:69242538-69245697|Enhancer,chr14:69503889-69504357|Enhancer	chr14:69459275-69461035|Enhancer			chr14:69242538-69245697|Enhancer	
chr14:69725683-69728821|Promoter	chr14:69726900-69772004|+|SRSF5	chr14:69672350-69676894|Enhancer,chr14:69602073-69606060|Enhancer	chr14:69693346-69695724|Enhancer			chr14:69602073-69606060|Enhancer	
chr14:69876793-69879514|Promoter	chr14:69879416-70032366|+|SMOC1	chr14:70024703-70030431|Enhancer	chr14:69818092-69820540|Enhancer				
chr14:70640963-70641570|Promoter	chr14:70593314-70641204|-|AL357153.3,chr14:70608798-70641298|-|AL357153.1	chr14:70713180-70714524|Enhancer	chr14:70620627-70622481|Enhancer				
chr14:70906183-70907806|Promoter	chr14:70907405-71115382|+|PCNX1,chr14:70906657-70907111|-|AC004825.2	chr14:70817759-70819518|Enhancer,chr14:70972034-70972929|Enhancer	chr14:70872957-70873799|Enhancer,chr14:70886917-70890298|Enhancer,chr14:70954940-70956308|Enhancer			chr14:70817759-70819518|Enhancer	chr14:70954940-70956308|Enhancer
chr14:71137765-71143441|Promoter	chr14:71141125-71143253|-|AC004817.3	chr14:71750077-71755325|Enhancer		chr14:71319573-71322479|Promoter			
chr14:71319573-71322479|Promoter	chr14:71292729-71321814|-|AC005476.2		chr14:71750077-71755325|Enhancer	chr14:71137765-71143441|Promoter			
chr14:72513453-72520396|Promoter	chr14:72516820-72516898|+|MIR7843	chr14:72948453-72948905|Enhancer,chr14:72902225-72908619|Enhancer		chr14:72890771-72894767|Promoter		chr14:72902225-72908619|Enhancer	
chr14:72890771-72894767|Promoter	chr14:72619296-72894116|-|DPF3		chr14:72948453-72948905|Enhancer,chr14:72902225-72908619|Enhancer	chr14:72513453-72520396|Promoter			chr14:72902225-72908619|Enhancer
chr14:73633497-73634595|Promoter	chr14:73616700-73633941|-|AC005225.2	chr14:73508408-73510534|Enhancer					
chr14:73758547-73759893|Promoter	chr14:73758747-73758819|+|MIR4505	chr14:73784018-73785552|Enhancer					
chr14:74477747-74479426|Promoter	chr14:74480133-74480204|-|MIR4709	chr14:74361037-74363026|Enhancer			chr14:74490027-74493912|Promoter		
chr14:74490027-74493912|Promoter	chr14:74476192-74493512|-|NPC2,chr14:74493720-74497106|+|ISCA2	chr14:74361037-74363026|Enhancer			chr14:74477747-74479426|Promoter		
chr14:75175820-75176983|Promoter	chr14:75176929-75177418|+|AL691403.2,chr14:75131469-75176612|-|TMED10		chr14:75303664-75304764|Enhancer	chr14:75294962-75296590|Promoter			
chr14:75294962-75296590|Promoter	chr14:75294407-75296638|+|LINC01220	chr14:75303664-75304764|Enhancer		chr14:75175820-75176983|Promoter			
chr14:75426780-75429806|Promoter	chr14:75423683-75427741|-|AF111167.2,chr14:75427716-75474111|+|JDP2	chr14:75305052-75310048|Enhancer	chr14:75479889-75480267|Enhancer,chr14:75497288-75497921|Enhancer,chr14:75452549-75455203|Enhancer,chr14:75485612-75492737|Enhancer,chr14:75559157-75564103|Enhancer		chr14:75521793-75524198|Promoter		chr14:75559157-75564103|Enhancer
chr14:75521793-75524198|Promoter	chr14:75522425-75547015|+|BATF	chr14:75559157-75564103|Enhancer	chr14:75479889-75480267|Enhancer,chr14:75305052-75310048|Enhancer,chr14:75497288-75497921|Enhancer,chr14:75452549-75455203|Enhancer,chr14:75485612-75492737|Enhancer		chr14:75426780-75429806|Promoter		chr14:75305052-75310048|Enhancer
chr14:75575163-75580101|Promoter	chr14:75578620-75663164|+|FLVCR2,chr14:75574888-75579588|-|AC007182.1	chr14:75651023-75656229|Enhancer					
chr14:75975090-75983034|Promoter	chr14:75958202-75981191|-|TGFB3	chr14:75905156-75909012|Enhancer					
chr14:76809899-76812387|Promoter	chr14:76786178-76812940|-|ANGEL1	chr14:76709054-76711899|Enhancer					
chr14:77026533-77028798|Promoter	chr14:77028086-77031572|+|AC007686.3,chr14:77024543-77028708|-|IRF2BPL	chr14:76960389-76964985|Enhancer					
chr14:77094811-77101563|Promoter	chr14:77098311-77225462|+|AC007375.1,chr14:77098126-77117287|+|CIPC	chr14:77123666-77126018|Enhancer					
chr14:77457610-77460210|Promoter	chr14:77458032-77469472|+|AHSA1	chr14:77549708-77553352|Enhancer	chr14:77300996-77301249|Enhancer	chr14:77707331-77708055|Promoter			
chr14:77707331-77708055|Promoter	chr14:77672404-77708023|-|ALKBH1		chr14:77549708-77553352|Enhancer,chr14:77300996-77301249|Enhancer	chr14:77457610-77460210|Promoter			chr14:77549708-77553352|Enhancer
chr14:80954339-80956923|Promoter	chr14:80955043-81146302|+|TSHR	chr14:80984395-80989200|Enhancer					
chr14:88013734-88014341|Promoter	chr14:88010787-88015611|-|AL157955.1	chr14:88168311-88170572|Enhancer					
chr14:89415016-89418280|Promoter	chr14:89417354-89419793|+|FOXN3-AS1	chr14:89335677-89337386|Enhancer,chr14:89177354-89177707|Enhancer,chr14:89765817-89768438|Enhancer,chr14:89364175-89367498|Enhancer	chr14:89429028-89431644|Enhancer,chr14:89331411-89334504|Enhancer,chr14:89773537-89777441|Enhancer,chr14:89040158-89041390|Enhancer,chr14:89680299-89683227|Enhancer,chr14:89914816-89916215|Enhancer,chr14:89898179-89900534|Enhancer			chr14:89765817-89768438|Enhancer	chr14:89040158-89041390|Enhancer
chr14:90060337-90060651|Promoter	chr14:90061994-90185853|+|KCNK13	chr14:89973342-89976305|Enhancer	chr14:89027301-89027691|Enhancer,chr14:90233695-90236018|Enhancer				chr14:90233695-90236018|Enhancer
chr14:90696838-90698135|Promoter	chr14:90697333-90699374|+|AL139193.2	chr14:90399382-90400317|Enhancer					
chr14:91113728-91114500|Promoter	chr14:91114063-91225632|+|DGLUCY	chr14:90986122-90987554|Enhancer					
