loopId	chrA	startA	endA	chrB	startB	endB	distance(bp)	centerA	centerB	rawTargetAnchorAReads	rawTargetAnchorBReads	rawControlAnchorAReads	rawControlAnchorBReads	scaledTargetAnchorAReads	scaledTargetAnchorBReads	rawTargetCounts	scaledTargetCounts	rawControlCounts	rawTargetNearbyMedianCounts	scaledTargetNearbyMedianCounts	rawControlNearbyMedianCounts	rawTargetES	rawControlES	targetDensity	controlDensity	rawFc	scaledFc	poissonPvalue	significant
loop_chr18-chr18-13529|GM12878_RAD21_17m	chr18	26620499	26621863	chr18	26648343	26650644	28312.5	26621181.0	26649493.5	70	93	126	232	24.817617206238772	30.90493770578741	0	0.0	11	0.0	0.0	2.75	0.0	4.0	0.016050076237862133	0.1765508282311406	-inf	-inf	3.6203999999999977e-296	1
loop_chr18-chr18-13531|GM12878_RAD21_17m	chr18	45691324	45691604	chr18	45880108	45880548	188864.0	45691464.0	45880328.0	107	45	148	131	34.43900055767892	17.64418834820119	0	0.0	6	0.0	0.0	1.0	0.0	6.0	0.08169934640522876	0.4901960495963109	-inf	-inf	3.6203999999999977e-296	1
loop_chr18-chr18-13533|GM12878_RAD21_17m	chr18	34120159	34123366	chr18	34322112	34324013	201300.0	34121762.5	34323062.5	50	24	164	140	19.13955771472794	10.859561952439837	0	0.0	11	0.0	0.0	1.0	0.0	11.0	0.011515961122115252	0.12667556489176396	-inf	-inf	3.6203999999999977e-296	1
loop_chr18-chr18-13534|GM12878_RAD21_17m	chr18	2985577	2985869	chr18	3129252	3130623	144214.5	2985723.0	3129937.5	56	135	135	114	20.88978891923236	41.20936397209222	0	0.0	6	0.0	0.0	0.0	0.0	6.0	0.035371935906052136	0.2122316029521009	-inf	-inf	3.6203999999999977e-296	1
loop_chr18-chr18-13536|GM12878_RAD21_17m	chr18	32713128	32714953	chr18	32919688	32920120	205863.5	32714040.5	32919904.0	13	8	153	50	6.764285036394197	4.649626638197297	0	0.0	7	0.0	0.0	0.0	0.0	7.0	0.0260627068727358	0.18243893737744846	-inf	-inf	3.6203999999999977e-296	1
loop_chr18-chr18-13537|GM12878_RAD21_17m	chr18	5879345	5879767	chr18	6482618	6484132	603819.0	5879556.0	6483375.0	22	67	114	201	10.1539507837345	23.992300098462877	0	0.0	7	0.0	0.0	0.0	0.0	7.0	0.03038405444822557	0.21268836862649848	-inf	-inf	3.6203999999999977e-296	1
loop_chr18-chr18-13540|GM12878_RAD21_17m	chr18	31556014	31557585	chr18	31819589	31820212	263101.0	31556799.5	31819900.5	147	70	273	204	44.01002481824899	24.817617206238772	0	0.0	8	0.0	0.0	0.5	0.0	8.0	0.026811089066437883	0.2144886999145207	-inf	-inf	3.6203999999999977e-296	1
loop_chr18-chr18-13542|GM12878_RAD21_17m	chr18	63154297	63161926	chr18	63317530	63322171	161739.0	63158111.5	63319850.5	96	75	689	569	31.671896122784098	26.175515634409475	0	0.0	28	0.75	0.7475804136827622	10.0	0.0	2.8	0.00479409367659044	0.1342346150483785	-inf	-inf	1.6737844973375658e-29	1
loop_chr18-chr18-13543|GM12878_RAD21_17m	chr18	63963713	63963875	chr18	63979152	63979650	15607.0	63963794.0	63979401.0	0	21	38	126	0.0	9.795703754299797	0	0.0	5	0.0	0.0	0.0	0.0	5.0	0.08912655971479501	0.44563277236028254	-inf	-inf	3.6203999999999977e-296	1
loop_chr18-chr18-13544|GM12878_RAD21_17m	chr18	10850284	10854638	chr18	11038964	11042611	188326.5	10852461.0	11040787.5	153	51	429	288	45.390657880849155	19.43444983622744	0	0.0	22	0.0	0.0	4.5	0.0	4.888888888888889	0.007352022173698874	0.1617444783069942	-inf	-inf	3.6203999999999977e-296	1
loop_chr18-chr18-13548|GM12878_RAD21_17m	chr18	57880025	57883827	chr18	58121100	58122641	239944.5	57881926.0	58121870.5	233	175	296	227	62.80657917773901	50.35203066658042	3	2.1803171536093853	16	0.0	0.0	1.0	3.0	16.0	0.0330283713710077	0.17615130361686634	-2.415037414414435	-2.8754619922182973	5.843277515038968e-05	1
loop_chr18-chr18-13549|GM12878_RAD21_17m	chr18	2641569	2641971	chr18	2655374	2655978	13906.0	2641770.0	2655676.0	5	38	28	73	3.2345452573958706	15.48480881318786	0	0.0	6	0.0	0.0	1.25	0.0	4.8	0.058472693252251184	0.3508361388760872	-inf	-inf	3.6203999999999977e-296	1
loop_chr18-chr18-13551|GM12878_RAD21_17m	chr18	63129923	63131724	chr18	63318146	63318804	187651.5	63130823.5	63318475.0	58	7	284	242	21.463528248508027	4.1941254458839925	0	0.0	9	0.0	0.0	0.5	0.0	9.0	0.02392172810563835	0.2152955402863016	-inf	-inf	3.6203999999999977e-296	1
loop_chr18-chr18-13552|GM12878_RAD21_17m	chr18	54443518	54444947	chr18	54671252	54672100	227443.5	54444232.5	54671676.0	70	32	124	69	24.817617206238772	13.56062910637283	0	0.0	7	0.0	0.0	1.75	0.0	4.0	0.025833785424578263	0.18083648733460744	-inf	-inf	3.6203999999999977e-296	1
loop_chr18-chr18-13554|GM12878_RAD21_17m	chr18	74353008	74353457	chr18	74493552	74494562	140824.5	74353232.5	74494057.0	41	55	75	129	16.420484394539155	20.601173634067575	0	0.0	7	0.25	0.3200837953572311	0.75	0.0	7.0	0.040317703503608436	0.2822239079238527	-inf	-inf	0.0018698737724807848	1
loop_chr18-chr18-13556|GM12878_RAD21_17m	chr18	80197600	80202195	chr18	80256987	80258069	57630.5	80199897.5	80257528.0	36	62	180	120	14.851682463393212	22.597714870320054	0	0.0	10	0.0	0.0	0.0	0.0	10.0	0.010361727921748231	0.1036172731223486	-inf	-inf	3.6203999999999977e-296	1
loop_chr18-chr18-13560|GM12878_RAD21_17m	chr18	74351561	74353836	chr18	74552101	74552276	199490.0	74352698.5	74552188.5	62	80	129	142	22.597714870320054	27.512923861625247	0	0.0	6	0.0	0.0	0.0	0.0	6.0	0.024009603841536616	0.14405761457524235	-inf	-inf	3.6203999999999977e-296	1
loop_chr18-chr18-13561|GM12878_RAD21_17m	chr18	36687887	36688290	chr18	36808715	36809858	121198.0	36688088.5	36809286.5	60	98	69	96	22.03277582657788	32.18016492206874	0	0.0	6	0.0	0.0	0.5	0.0	6.0	0.03804885472947265	0.2282931149478291	-inf	-inf	3.6203999999999977e-296	1
loop_chr18-chr18-13562|GM12878_RAD21_17m	chr18	63936275	63937083	chr18	63979294	63980284	43110.0	63936679.0	63979789.0	11	26	226	150	5.94571619739258	11.551882913082707	0	0.0	9	0.0	0.0	1.75	0.0	5.142857142857143	0.03271608977295034	0.2944447906362712	-inf	-inf	3.6203999999999977e-296	1
loop_chr18-chr18-13566|GM12878_RAD21_17m	chr18	62714044	62716633	chr18	62982553	62982946	267411.0	62715338.5	62982749.5	191	99	310	160	53.87085702492238	32.433411222759005	0	0.0	10	0.0	0.0	0.0	0.0	10.0	0.019726200339290647	0.19726199178925988	-inf	-inf	3.6203999999999977e-296	1
loop_chr18-chr18-13567|GM12878_RAD21_17m	chr18	63022694	63025722	chr18	63072968	63073749	49150.5	63024208.0	63073358.5	51	10	112	110	19.43444983622744	5.523878412791145	0	0.0	8	0.0	0.0	0.0	0.0	8.0	0.015443299924327832	0.12354639212718782	-inf	-inf	3.6203999999999977e-296	1
loop_chr18-chr18-13574|GM12878_RAD21_17m	chr18	54220283	54225387	chr18	54268384	54271304	47009.0	54222835.0	54269844.0	85	71	385	302	28.83140530440895	25.090919145311503	2	1.594249625518776	21	0.5	0.5466313891930411	2.75	2.0	7.636363636363638	0.014661896662952319	0.15394990590512256	-3.3923173379143488	-3.7194398804629665	2.7814933155317753e-12	1
loop_chr18-chr18-13576|GM12878_RAD21_17m	chr18	13565916	13568482	chr18	13611829	13612528	44979.5	13567199.0	13612178.5	13	19	147	83	6.764285036394197	9.067237032661367	0	0.0	7	0.0	0.0	0.0	0.0	7.0	0.018016394919376632	0.1261147570171213	-inf	-inf	3.6203999999999977e-296	1
loop_chr18-chr18-13577|GM12878_RAD21_17m	chr18	623683	624733	chr18	741694	742250	117764.0	624208.0	741972.0	217	164	145	147	59.449693096587296	47.89031807243354	0	0.0	5	0.0	0.0	0.75	0.0	5.0	0.03662735330745	0.18313675576449967	-inf	-inf	3.6203999999999977e-296	1
loop_chr18-chr18-13578|GM12878_RAD21_17m	chr18	62714758	62715645	chr18	62957660	62959969	243613.0	62715201.5	62958814.5	113	111	167	165	35.92076963041383	35.42888577400785	0	0.0	6	0.0	0.0	0.5	0.0	6.0	0.01840535964072738	0.11043215134835538	-inf	-inf	3.6203999999999977e-296	1
loop_chr18-chr18-13580|GM12878_RAD21_17m	chr18	11655377	11656245	chr18	11741724	11742146	86124.0	11655811.0	11741935.0	116	26	125	23	36.654896104227184	11.551882913082707	0	0.0	5	0.0	0.0	1.0	0.0	5.0	0.045599635202918376	0.2279981626029353	-inf	-inf	3.6203999999999977e-296	1
loop_chr18-chr18-13582|GM12878_RAD21_17m	chr18	24543970	24545657	chr18	24724817	24727086	181138.0	24544813.5	24725951.5	78	85	65	111	26.98031431843965	28.83140530440895	0	0.0	8	0.5	0.5466313891930411	2.0	0.0	4.0	0.014869446261821209	0.1189555630971836	-inf	-inf	0.004409902128982391	1
loop_chr18-chr18-13584|GM12878_RAD21_17m	chr18	13568332	13569279	chr18	13576863	13577535	8393.5	13568805.5	13577199.0	4	0	55	33	2.7226210766002983	0.0	0	0.0	5	0.0	0.0	1.0	0.0	5.0	0.036333248555753365	0.1816662320925179	-inf	-inf	3.6203999999999977e-296	1
loop_chr18-chr18-13585|GM12878_RAD21_17m	chr18	76399048	76399856	chr18	76618008	76623273	221188.5	76399452.0	76620640.5	80	36	230	161	27.512923861625247	14.851682463393212	0	0.0	9	0.0	0.0	0.0	0.0	9.0	0.009686074330934416	0.08717466385048832	-inf	-inf	3.6203999999999977e-296	1
loop_chr18-chr18-13587|GM12878_RAD21_17m	chr18	8988531	8989219	chr18	9147630	9148151	159015.5	8988875.0	9147890.5	142	92	119	137	42.84966682935218	30.64803830778957	0	0.0	6	0.0	0.0	1.5	0.0	4.0	0.04865469761105435	0.2919281684940809	-inf	-inf	3.6203999999999977e-296	1
loop_chr18-chr18-13588|GM12878_RAD21_17m	chr18	50218954	50222246	chr18	50267575	50269104	47739.5	50220600.0	50268339.5	25	10	121	89	11.207300561046672	5.523878412791145	0	0.0	8	0.0	0.0	1.0	0.0	8.0	0.012201520309430556	0.09761215673355286	-inf	-inf	3.6203999999999977e-296	1
loop_chr18-chr18-13589|GM12878_RAD21_17m	chr18	12539744	12540625	chr18	12658333	12660198	119081.0	12540184.5	12659265.5	64	251	58	252	23.15851547084796	66.52093068338957	0	0.0	9	0.0	0.0	0.5	0.0	9.0	0.021421532924896104	0.19279378498325409	-inf	-inf	3.6203999999999977e-296	1
loop_chr18-chr18-13591|GM12878_RAD21_17m	chr18	10928788	10929599	chr18	10950500	10951599	21856.0	10929193.5	10951049.5	0	6	51	103	0.0	3.7234930722711774	0	0.0	6	0.0	0.0	1.0	0.0	6.0	0.030797659377887282	0.1847859453975622	-inf	-inf	3.6203999999999977e-296	1
loop_chr18-chr18-13592|GM12878_RAD21_17m	chr18	12836005	12840054	chr18	12882177	12884927	45522.5	12838029.5	12883552.0	27	51	138	133	11.893457489622508	19.43444983622744	0	0.0	11	0.0	0.0	1.75	0.0	6.2857142857142865	0.008651791353399722	0.09516969928917934	-inf	-inf	3.6203999999999977e-296	1
loop_chr18-chr18-13593|GM12878_RAD21_17m	chr18	23131127	23132861	chr18	23377572	23379924	246754.0	23131994.0	23378748.0	131	151	236	149	40.26337097378831	44.93184147293437	0	0.0	9	0.0	0.0	1.25	0.0	7.2	0.014396360600040313	0.1295672377787606	-inf	-inf	3.6203999999999977e-296	1
loop_chr18-chr18-13594|GM12878_RAD21_17m	chr18	55234772	55235628	chr18	55321297	55325724	88310.5	55235200.0	55323510.5	146	6	254	177	43.778682137187396	3.7234930722711774	0	0.0	9	0.0	0.0	0.0	0.0	9.0	0.011134493547560987	0.10021043603331738	-inf	-inf	3.6203999999999977e-296	1
loop_chr18-chr18-13595|GM12878_RAD21_17m	chr18	45665210	45668289	chr18	45909690	45911060	243625.5	45666749.5	45910375.0	240	50	386	98	64.25855760408297	19.13955771472794	0	0.0	8	0.0	0.0	0.5	0.0	8.0	0.013221741832268985	0.10577392843615607	-inf	-inf	3.6203999999999977e-296	1
loop_chr18-chr18-13598|GM12878_RAD21_17m	chr18	26307330	26307427	chr18	26648639	26649854	341868.0	26307378.5	26649246.5	23	57	48	113	10.508504746097707	21.177232056597813	0	0.0	5	0.0	0.0	0.0	0.0	5.0	0.04483500717360115	0.2241750226812397	-inf	-inf	3.6203999999999977e-296	1
loop_chr18-chr18-13600|GM12878_RAD21_17m	chr18	21611574	21612891	chr18	21704050	21704652	92118.5	21612232.5	21704351.0	55	45	65	59	20.601173634067575	17.64418834820119	0	0.0	5	0.0	0.0	1.25	0.0	4.0	0.03065322012077368	0.153266091588216	-inf	-inf	3.6203999999999977e-296	1
loop_chr18-chr18-13601|GM12878_RAD21_17m	chr18	10851662	10854885	chr18	10947831	10952271	96777.5	10853273.5	10950051.0	138	22	368	234	41.91466792736852	10.1539507837345	0	0.0	12	0.0	0.0	3.0	0.0	4.0	0.007676305547666019	0.09211566115342393	-inf	-inf	3.6203999999999977e-296	1
loop_chr18-chr18-13602|GM12878_RAD21_17m	chr18	41744026	41745765	chr18	41905885	41906860	161477.0	41744895.5	41906372.5	13	63	97	133	6.764285036394197	22.878622320696604	0	0.0	6	0.0	0.0	1.25	0.0	4.8	0.021674108110451257	0.13004464101302274	-inf	-inf	3.6203999999999977e-296	1
loop_chr18-chr18-13603|GM12878_RAD21_17m	chr18	3401942	3402086	chr18	3448319	3449322	46806.5	3402014.0	3448820.5	0	67	19	71	0.0	23.992300098462877	0	0.0	5	0.0	0.0	0.0	0.0	5.0	0.051284681265705935	0.2564233912448008	-inf	-inf	3.6203999999999977e-296	1
loop_chr18-chr18-13604|GM12878_RAD21_17m	chr18	8696647	8697923	chr18	8982484	8982725	285319.5	8697285.0	8982604.5	103	150	87	80	33.44064435082516	44.70191456619196	0	0.0	5	0.0	0.0	0.0	0.0	5.0	0.0387762224204118	0.1938811006972884	-inf	-inf	3.6203999999999977e-296	1
loop_chr18-chr18-13605|GM12878_RAD21_17m	chr18	62183630	62183869	chr18	62420632	62423269	238201.0	62183749.5	62421950.5	66	79	126	133	23.71533591366845	27.24700318908332	0	0.0	8	0.0	0.0	0.0	0.0	8.0	0.020453243884480082	0.16362594145078524	-inf	-inf	3.6203999999999977e-296	1
loop_chr18-chr18-13606|GM12878_RAD21_17m	chr18	10851238	10852924	chr18	11146837	11150025	296350.0	10852081.0	11148431.0	121	15	337	231	37.86891881673286	7.554530147022621	0	0.0	11	0.0	0.0	1.75	0.0	6.2857142857142865	0.012068840667165513	0.13275723952957125	-inf	-inf	3.6203999999999977e-296	1
loop_chr18-chr18-13607|GM12878_RAD21_17m	chr18	11309259	11310761	chr18	11517941	11519289	208605.0	11310010.0	11518615.0	40	29	162	122	16.110383093813827	12.568117600567259	0	0.0	6	0.0	0.0	1.5	0.0	4.0	0.020639834881320943	0.12383900200327852	-inf	-inf	3.6203999999999977e-296	1
loop_chr18-chr18-13614|GM12878_RAD21_17m	chr18	33232185	33233884	chr18	33761424	33762309	528832.0	33233034.5	33761866.5	54	7	89	83	20.31135997561164	4.1941254458839925	0	0.0	7	0.0	0.0	1.5	0.0	4.666666666666667	0.02276452376616281	0.1593516569895128	-inf	-inf	3.6203999999999977e-296	1
loop_chr18-chr18-13617|GM12878_RAD21_17m	chr18	57446510	57448083	chr18	57561616	57562060	114541.5	57447296.5	57561838.0	84	53	139	144	28.56915528586724	20.020320633923713	0	0.0	6	0.0	0.0	0.0	0.0	6.0	0.02916387179561958	0.1749832204805869	-inf	-inf	3.6203999999999977e-296	1
loop_chr18-chr18-13618|GM12878_RAD21_17m	chr18	59847314	59848262	chr18	59899260	59900366	52025.0	59847788.0	59899813.0	8	27	53	128	4.649626638197297	11.893457489622508	0	0.0	6	0.0	0.0	1.75	0.0	3.4285714285714284	0.028638524543215537	0.17183113715157924	-inf	-inf	3.6203999999999977e-296	1
loop_chr18-chr18-13620|GM12878_RAD21_17m	chr18	32018486	32020050	chr18	32091763	32092847	73037.0	32019268.0	32092305.0	37	24	124	67	15.169220616625859	10.859561952439837	0	0.0	6	0.0	0.0	1.5	0.0	4.0	0.022214323795983648	0.1332859349355528	-inf	-inf	3.6203999999999977e-296	1
loop_chr18-chr18-13624|GM12878_RAD21_17m	chr18	59836111	59840312	chr18	59897370	59902623	61785.0	59838211.5	59899996.5	130	90	308	295	40.02585017381079	30.132319498388487	0	0.0	10	0.0	0.0	5.0	0.0	2.0	0.0062220784230764435	0.062220780570718524	-inf	-inf	3.6203999999999977e-296	1
loop_chr18-chr18-13626|GM12878_RAD21_17m	chr18	13558182	13558648	chr18	13726136	13727380	168343.0	13558415.0	13726758.0	64	67	248	82	23.15851547084796	23.992300098462877	0	0.0	7	0.0	0.0	0.75	0.0	7.0	0.03439972480220158	0.24079805945081936	-inf	-inf	3.6203999999999977e-296	1
loop_chr18-chr18-13627|GM12878_RAD21_17m	chr18	77054924	77055466	chr18	77131948	77133022	77290.0	77055195.0	77132485.0	10	5	111	95	5.523878412791145	3.2345452573958706	0	0.0	6	0.0	0.0	1.25	0.0	4.8	0.036400698893418765	0.21840418051320776	-inf	-inf	3.6203999999999977e-296	1
loop_chr18-chr18-13629|GM12878_RAD21_17m	chr18	79404223	79406344	chr18	79435006	79436048	30243.5	79405283.5	79435527.0	38	7	77	49	15.48480881318786	4.1941254458839925	0	0.0	6	0.0	0.0	2.0	0.0	3.0	0.01859738520763981	0.1115843046820562	-inf	-inf	3.6203999999999977e-296	1
loop_chr18-chr18-13631|GM12878_RAD21_17m	chr18	3172587	3175490	chr18	3245363	3246243	71764.5	3174038.5	3245803.0	33	302	55	305	13.88667917264068	76.7335156593604	0	0.0	6	0.0	0.0	0.0	0.0	6.0	0.015549439442708087	0.09329663116821142	-inf	-inf	3.6203999999999977e-296	1
loop_chr18-chr18-13632|GM12878_RAD21_17m	chr18	63890371	63891418	chr18	63976080	63980698	87494.5	63890894.5	63978389.0	13	45	180	245	6.764285036394197	17.64418834820119	0	0.0	8	0.0	0.0	0.0	0.0	8.0	0.010383676859976116	0.08306940999337306	-inf	-inf	3.6203999999999977e-296	1
loop_chr18-chr18-13635|GM12878_RAD21_17m	chr18	63963835	63964913	chr18	63993175	63995237	29832.0	63964374.0	63994206.0	11	46	61	101	5.94571619739258	17.94617106839203	0	0.0	6	0.0	0.0	1.5	0.0	4.0	0.018733608092918696	0.11240164194565087	-inf	-inf	3.6203999999999977e-296	1
loop_chr18-chr18-13636|GM12878_RAD21_17m	chr18	63128938	63131518	chr18	63153972	63158877	26196.5	63130228.0	63156424.5	55	87	271	468	20.601173634067575	29.353808881701056	0	0.0	11	0.5	0.5466313891930411	3.25	0.0	3.3846153846153846	0.007858854964831625	0.08644739952800673	-inf	-inf	7.161681964528317e-07	1
loop_chr18-chr18-13638|GM12878_RAD21_17m	chr18	2959135	2963684	chr18	2982907	2985862	22975.0	2961409.5	2984384.5	49	95	136	230	18.84331841734004	31.41685850613279	0	0.0	12	0.0	0.0	3.0	0.0	4.0	0.007838956478113633	0.09406747220398287	-inf	-inf	3.6203999999999977e-296	1
loop_chr18-chr18-13639|GM12878_RAD21_17m	chr18	55265368	55267503	chr18	55319205	55323948	55141.0	55266435.5	55321576.5	2	8	67	218	1.594249625518776	4.649626638197297	0	0.0	7	0.0	0.0	0.5	0.0	7.0	0.008552417768503155	0.059866920857938516	-inf	-inf	3.6203999999999977e-296	1
loop_chr18-chr18-13640|GM12878_RAD21_17m	chr18	58492940	58497068	chr18	58764172	58766173	270168.5	58495004.0	58765172.5	135	122	260	379	41.20936397209222	38.11033913358901	0	0.0	9	0.25	0.3200837953572311	1.75	0.0	5.142857142857143	0.009597573733360206	0.0863781585191737	-inf	-inf	2.6390146384262266e-06	1
loop_chr18-chr18-13642|GM12878_RAD21_17m	chr18	26190725	26191921	chr18	26224030	26227966	34675.0	26191323.0	26225998.0	8	98	57	165	4.649626638197297	32.18016492206874	0	0.0	8	0.0	0.0	0.0	0.0	8.0	0.0114621062766494	0.09169684481926313	-inf	-inf	3.6203999999999977e-296	1
loop_chr18-chr18-13643|GM12878_RAD21_17m	chr18	9609921	9612490	chr18	9673255	9673930	62387.0	9611205.5	9673592.5	96	127	91	156	31.671896122784098	39.310771456848606	0	0.0	7	0.0	0.0	0.0	0.0	7.0	0.018133023863059403	0.126931159574877	-inf	-inf	3.6203999999999977e-296	1
loop_chr18-chr18-13646|GM12878_RAD21_17m	chr18	13585787	13588618	chr18	13611214	13613842	25325.5	13587202.5	13612528.0	8	34	108	182	4.649626638197297	14.210485076576099	0	0.0	8	0.0	0.0	2.0	0.0	4.0	0.010775513722616727	0.08620410471010413	-inf	-inf	3.6203999999999977e-296	1
loop_chr18-chr18-13647|GM12878_RAD21_17m	chr18	48923428	48925489	chr18	48948308	48949898	24644.5	48924458.5	48949103.0	56	66	69	127	20.88978891923236	23.71533591366845	0	0.0	7	0.0	0.0	1.5	0.0	4.666666666666667	0.016111621312452674	0.11278134255297208	-inf	-inf	3.6203999999999977e-296	1
loop_chr18-chr18-13649|GM12878_RAD21_17m	chr18	63159034	63162716	chr18	63204938	63209942	46565.0	63160875.0	63207440.0	10	20	306	157	5.523878412791145	9.433546384775648	0	0.0	13	0.5	0.5466313891930411	5.5	0.0	2.363636363636364	0.006772223049938373	0.08803889447044035	-inf	-inf	1.3625620646579599e-09	1
loop_chr18-chr18-13650|GM12878_RAD21_17m	chr18	23423047	23425031	chr18	23453020	23454247	29594.5	23424039.0	23453633.5	39	68	79	46	15.798509887487347	24.26832383015944	0	0.0	5	0.0	0.0	1.25	0.0	4.0	0.01831938007217836	0.09159689497283914	-inf	-inf	3.6203999999999977e-296	1
loop_chr18-chr18-13651|GM12878_RAD21_17m	chr18	13562312	13563075	chr18	13583912	13587846	23185.5	13562693.5	13585879.0	2	12	67	121	1.594249625518776	6.358891703576133	0	0.0	6	0.0	0.0	0.0	0.0	6.0	0.012523638367418502	0.0751418257844036	-inf	-inf	3.6203999999999977e-296	1
loop_chr18-chr18-13654|GM12878_RAD21_17m	chr18	44722254	44726197	chr18	44758937	44759550	35018.0	44724225.5	44759243.5	32	7	230	89	13.56062910637283	4.1941254458839925	0	0.0	8	0.0	0.0	0.0	0.0	8.0	0.012911222434540105	0.1032897734004518	-inf	-inf	3.6203999999999977e-296	1
loop_chr18-chr18-13656|GM12878_RAD21_17m	chr18	49509691	49510946	chr18	49861834	49862023	351610.0	49510318.5	49861928.5	127	4	183	30	39.310771456848606	2.7226210766002983	0	0.0	6	0.0	0.0	0.0	0.0	6.0	0.040736516213133456	0.24441908290120765	-inf	-inf	3.6203999999999977e-296	1
loop_chr18-chr18-13659|GM12878_RAD21_17m	chr18	21195307	21195607	chr18	21444140	21445870	249548.0	21195457.0	21445005.0	37	110	59	103	15.169220616625859	35.18218768316352	0	0.0	5	0.0	0.0	0.0	0.0	5.0	0.02897710808461315	0.14488553190038744	-inf	-inf	3.6203999999999977e-296	1
loop_chr18-chr18-13661|GM12878_RAD21_17m	chr18	77066820	77069111	chr18	77100189	77102269	33263.5	77067965.5	77101229.0	11	5	112	98	5.94571619739258	3.2345452573958706	0	0.0	6	0.0	0.0	1.75	0.0	3.4285714285714284	0.013457682317951204	0.08074608915793725	-inf	-inf	3.6203999999999977e-296	1
loop_chr18-chr18-13664|GM12878_RAD21_17m	chr18	23411931	23412616	chr18	23503000	23505778	92115.5	23412273.5	23504389.0	63	286	96	256	22.878622320696604	73.57520972961576	0	0.0	5	0.0	0.0	0.0	0.0	5.0	0.016986292062305727	0.08493145531556065	-inf	-inf	3.6203999999999977e-296	1
loop_chr18-chr18-13666|GM12878_RAD21_17m	chr18	55414166	55415665	chr18	56576230	56577007	1161703.0	55414915.5	56576618.5	113	34	192	123	35.92076963041383	14.210485076576099	0	0.0	5	0.0	0.0	1.0	0.0	5.0	0.025845135945415067	0.12922567212556527	-inf	-inf	3.6203999999999977e-296	1
loop_chr18-chr18-13667|GM12878_RAD21_17m	chr18	59631801	59632916	chr18	59820691	59823866	189920.0	59632358.5	59822278.5	27	82	46	170	11.893457489622508	28.042507387141963	0	0.0	6	0.0	0.0	0.5	0.0	6.0	0.013711778417660771	0.0822706656665137	-inf	-inf	3.6203999999999977e-296	1
loop_chr18-chr18-13668|GM12878_RAD21_17m	chr18	62522265	62526789	chr18	62583996	62586407	60674.5	62524527.0	62585201.5	110	314	189	417	35.18218768316352	79.0772272697739	0	0.0	11	0.0	0.0	3.25	0.0	3.3846153846153846	0.008482123923830529	0.093303357673703	-inf	-inf	3.6203999999999977e-296	1
loop_chr18-chr18-13671|GM12878_RAD21_17m	chr18	23135139	23137210	chr18	23237418	23238212	101640.5	23136174.5	23237815.0	37	24	188	98	15.169220616625859	10.859561952439837	0	0.0	6	0.0	0.0	1.0	0.0	6.0	0.020531772918591526	0.12319063026504147	-inf	-inf	3.6203999999999977e-296	1
loop_chr18-chr18-13674|GM12878_RAD21_17m	chr18	56789774	56791694	chr18	57446358	57448386	656638.0	56790734.0	57447372.0	56	105	65	175	20.88978891923236	33.94090589098684	0	0.0	5	0.0	0.0	1.25	0.0	4.0	0.014899576852017404	0.07449787987785879	-inf	-inf	3.6203999999999977e-296	1
loop_chr18-chr18-13675|GM12878_RAD21_17m	chr18	44678983	44679403	chr18	45210794	45212986	532697.0	44679193.0	45211890.0	52	94	183	274	19.72802714841059	31.16120837082505	0	0.0	5	0.0	0.0	0.0	0.0	5.0	0.02252049364922079	0.11260246162242975	-inf	-inf	3.6203999999999977e-296	1
loop_chr18-chr18-13676|GM12878_RAD21_17m	chr18	47595007	47596637	chr18	47755172	47757881	160704.5	47595822.0	47756526.5	76	98	211	196	26.444583186395608	32.18016492206874	0	0.0	6	0.0	0.0	2.25	0.0	2.6666666666666665	0.013556932337350705	0.08134158923930486	-inf	-inf	3.6203999999999977e-296	1
loop_chr18-chr18-13677|GM12878_RAD21_17m	chr18	76398895	76401699	chr18	76686442	76690750	288299.0	76400297.0	76688596.0	113	42	320	124	35.92076963041383	16.728866718667575	0	0.0	8	0.0	0.0	2.0	0.0	4.0	0.008271024945411234	0.06616819567104308	-inf	-inf	3.6203999999999977e-296	1
loop_chr18-chr18-13678|GM12878_RAD21_17m	chr18	69978727	69981893	chr18	70036765	70037976	57060.5	69980310.0	70037370.5	8	20	98	55	4.649626638197297	9.433546384775648	0	0.0	5	0.0	0.0	0.75	0.0	5.0	0.013439234501202813	0.06719616855329827	-inf	-inf	3.6203999999999977e-296	1
loop_chr18-chr18-13679|GM12878_RAD21_17m	chr18	58540728	58541787	chr18	58657485	58659890	117430.0	58541257.5	58658687.5	19	15	131	147	9.067237032661367	7.554530147022621	0	0.0	5	0.0	0.0	1.5	0.0	3.333333333333333	0.016981388398315447	0.08490693699705153	-inf	-inf	3.6203999999999977e-296	1
loop_chr18-chr18-13680|GM12878_RAD21_17m	chr18	26226460	26226824	chr18	26254645	26255477	28419.0	26226642.0	26255061.0	25	0	44	24	11.207300561046672	0.0	0	0.0	5	0.0	0.0	1.25	0.0	4.0	0.04918355301987015	0.2459177506336007	-inf	-inf	3.6203999999999977e-296	1
loop_chr18-chr18-13682|GM12878_RAD21_17m	chr18	63179772	63181981	chr18	63317214	63319251	137356.0	63180876.5	63318232.5	3	23	104	365	2.1803171536093853	10.508504746097707	0	0.0	6	0.0	0.0	1.5	0.0	4.0	0.013853869385719432	0.08312321142471593	-inf	-inf	3.6203999999999977e-296	1
