Promoter	PromoterTarget	directEnhancer	indirectEnhancer	directPromoter	indirectPromoter	directEnhancerHub	indirectEnhancerHub
chr17:27089634-27089810|Promoter	chr17:27089545-27170310|+|AC129926.2			chr17:27089835-27090140|Promoter			
chr17:27089835-27090140|Promoter	chr17:27089545-27170310|+|AC129926.2			chr17:27089634-27089810|Promoter			
chr17:2711217-2711218|Promoter	chr17:2689386-2712020|-|CLUH			chr17:2711343-2711345|Promoter			
chr17:2711343-2711345|Promoter	chr17:2689386-2712020|-|CLUH			chr17:2711217-2711218|Promoter			
chr17:27273177-27273435|Promoter	chr17:27274107-27274477|+|RPL34P31			chr17:27273444-27273612|Promoter			
chr17:27273444-27273612|Promoter	chr17:27274107-27274477|+|RPL34P31			chr17:27273177-27273435|Promoter			
chr17:27332931-27333885|Promoter	chr17:27333256-27348491|+|AC026254.2	chr17:27474125-27474787|Enhancer					
chr17:27353975-27354346|Promoter	chr17:27351858-27352584|-|SYPL1P2	chr17:27356239-27356265|Enhancer					
chr17:27454984-27456299|Promoter	chr17:27456470-27626438|+|KSR1	chr17:27491951-27493417|Enhancer,chr17:27567477-27570798|Enhancer	chr17:27580181-27580623|Enhancer,chr17:27589515-27589615|Enhancer			chr17:27567477-27570798|Enhancer	chr17:27589515-27589615|Enhancer
chr17:28248001-28248339|Promoter	chr17:28246454-28248006|-|AC061975.6	chr17:27760169-27760499|Enhancer					
chr17:28416735-28417065|Promoter	chr17:28416922-28417492|+|H3F3BP2	chr17:28381486-28383727|Enhancer	chr17:28426100-28427496|Enhancer				
chr17:28473305-28473325|Promoter	chr17:28473293-28497781|+|SLC13A2			chr17:28473545-28473665|Promoter			
chr17:28473545-28473665|Promoter	chr17:28473293-28497781|+|SLC13A2			chr17:28473305-28473325|Promoter			
chr17:28726200-28729584|Promoter	chr17:28724348-28726932|-|TLCD1,chr17:28727258-28727739|+|AC010761.7,chr17:28728788-28743455|+|AC010761.1	chr17:28735296-28735765|Enhancer					
chr17:28743827-28744208|Promoter	chr17:28744005-28750956|+|TRAF4			chr17:28750170-28750439|Promoter			
chr17:28750170-28750439|Promoter	chr17:28749731-28750079|-|AC010761.6			chr17:28743827-28744208|Promoter			
chr17:28848833-28849507|Promoter	chr17:28848860-28849592|+|AC024267.2			chr17:28896410-28898037|Promoter			
chr17:28896410-28898037|Promoter	chr17:28879335-28897733|-|FLOT2,chr17:28897738-28899402|+|AC024267.6			chr17:28848833-28849507|Promoter			
chr17:28901968-28903352|Promoter	chr17:28897781-28903079|-|DHRS13	chr17:28914696-28916727|Enhancer,chr17:28862660-28866927|Enhancer				chr17:28862660-28866927|Enhancer	
chr17:32323390-32323464|Promoter	chr17:32324431-32360700|+|AC005899.4			chr17:32323623-32323841|Promoter			
chr17:32323623-32323841|Promoter	chr17:32324431-32360700|+|AC005899.4			chr17:32323390-32323464|Promoter			
chr17:32903688-32903771|Promoter	chr17:32905662-32906584|+|AC084809.2			chr17:32904088-32904326|Promoter			
chr17:32904088-32904326|Promoter	chr17:32905662-32906584|+|AC084809.2			chr17:32903688-32903771|Promoter			
chr17:34361575-34361695|Promoter	chr17:34360328-34363231|-|CCL1	chr17:34306591-34308540|Enhancer					
chr17:34615900-34616657|Promoter	chr17:34614409-34614809|+|AC005691.1	chr17:34616766-34616823|Enhancer					
chr17:35089099-35089847|Promoter	chr17:35005990-35089319|-|RFFL	chr17:34981913-34983990|Enhancer					
chr17:35410163-35410250|Promoter	chr17:35409602-35410228|-|AC060766.1			chr17:35410370-35410496|Promoter			
chr17:35410370-35410496|Promoter	chr17:35409602-35410228|-|AC060766.1			chr17:35410163-35410250|Promoter			
chr17:35731033-35731293|Promoter	chr17:35731649-35743521|+|RASL10B			chr17:35731377-35731648|Promoter			
chr17:35731377-35731648|Promoter	chr17:35731649-35743521|+|RASL10B			chr17:35731033-35731293|Promoter			
chr17:39151316-39151367|Promoter	chr17:39063313-39152699|-|PLXDC1			chr17:39151574-39151626|Promoter			
chr17:39151574-39151626|Promoter	chr17:39063313-39152699|-|PLXDC1			chr17:39151316-39151367|Promoter			
chr17:39668502-39668751|Promoter	chr17:39667981-39670475|+|PNMT	chr17:39654050-39655858|Enhancer					
chr17:39730052-39730893|Promoter	chr17:39728510-39730532|-|MIEN1	chr17:39723613-39724348|Enhancer					
chr17:40064146-40064173|Promoter	chr17:40062193-40093867|+|THRA	chr17:40064385-40064463|Enhancer					
chr17:40362392-40363708|Promoter	chr17:40362931-40363815|-|GJD3	chr17:40388005-40388075|Enhancer		chr17:40441155-40441361|Promoter			
chr17:40367369-40367534|Promoter	chr17:40367952-40368438|+|PPIAP54			chr17:40367806-40367826|Promoter			
chr17:40367806-40367826|Promoter	chr17:40367952-40368438|+|PPIAP54			chr17:40367369-40367534|Promoter			
chr17:40415652-40416265|Promoter	chr17:40388525-40417896|-|TOP2A			chr17:40443439-40443619|Promoter			
chr17:40441155-40441361|Promoter	chr17:40439467-40439917|-|RPL23AP75		chr17:40388005-40388075|Enhancer	chr17:40362392-40363708|Promoter			
chr17:40443439-40443619|Promoter	chr17:40443450-40457725|+|IGFBP4			chr17:40415652-40416265|Promoter			
chr17:40819674-40820892|Promoter	chr17:40819185-40836274|+|TMEM99	chr17:40836365-40836648|Enhancer					
chr17:41500291-41502353|Promoter	chr17:41500983-41502409|+|AC019349.1	chr17:41547114-41549498|Enhancer	chr17:41486317-41490195|Enhancer		chr17:41666655-41667458|Promoter,chr17:41521333-41521931|Promoter		
chr17:41521333-41521931|Promoter	chr17:41513745-41521719|-|KRT15	chr17:41547114-41549498|Enhancer	chr17:41486317-41490195|Enhancer		chr17:41500291-41502353|Promoter,chr17:41666655-41667458|Promoter		
chr17:41666655-41667458|Promoter	chr17:41665566-41668031|+|AC130686.1	chr17:41547114-41549498|Enhancer	chr17:41486317-41490195|Enhancer		chr17:41500291-41502353|Promoter,chr17:41521333-41521931|Promoter		
chr17:41734802-41735191|Promoter	chr17:41720813-41734644|-|HAP1	chr17:41738189-41738732|Enhancer					
chr17:41930491-41930519|Promoter	chr17:41930617-41966503|+|TTC25	chr17:41959816-41959895|Enhancer					
chr17:42122417-42122515|Promoter	chr17:42121431-42123352|+|HSPB9			chr17:42122602-42123029|Promoter			
chr17:42122602-42123029|Promoter	chr17:42121431-42123352|+|HSPB9			chr17:42122417-42122515|Promoter			
chr17:42553108-42554983|Promoter	chr17:42552436-42554748|-|AC067852.2			chr17:42562053-42563156|Promoter			
chr17:42562053-42563156|Promoter	chr17:42562147-42566277|+|COASY			chr17:42553108-42554983|Promoter			
chr17:42780386-42780838|Promoter	chr17:42780610-42797066|+|WNK4			chr17:42781779-42781874|Promoter			
chr17:42781779-42781874|Promoter	chr17:42780610-42797066|+|WNK4			chr17:42780386-42780838|Promoter			
chr17:43006643-43007284|Promoter	chr17:43006725-43014456|+|IFI35			chr17:43019449-43021361|Promoter			
chr17:43019449-43021361|Promoter	chr17:43014607-43022385|-|VAT1			chr17:43006643-43007284|Promoter			
chr17:44115743-44117522|Promoter	chr17:44115912-44120595|+|AC023855.1	chr17:44167322-44168642|Enhancer					
chr17:44136438-44136443|Promoter	chr17:44135883-44135989|-|RNU6-131P			chr17:44136547-44136612|Promoter			
chr17:44136547-44136612|Promoter	chr17:44135883-44135989|-|RNU6-131P			chr17:44136438-44136443|Promoter			
chr17:44141563-44142623|Promoter	chr17:44141906-44162476|+|C17orf53	chr17:44138164-44138446|Enhancer					
chr17:44218567-44220304|Promoter	chr17:44221401-44223710|+|AC003102.1	chr17:44288092-44288785|Enhancer	chr17:44210483-44210913|Enhancer,chr17:44746767-44746998|Enhancer		chr17:44323896-44326909|Promoter,chr17:44266601-44269224|Promoter		chr17:44746767-44746998|Enhancer
chr17:44266601-44269224|Promoter	chr17:44248390-44268135|-|SLC4A1	chr17:44210483-44210913|Enhancer	chr17:44288092-44288785|Enhancer,chr17:44746767-44746998|Enhancer	chr17:44323896-44326909|Promoter	chr17:44218567-44220304|Promoter		chr17:44288092-44288785|Enhancer
chr17:44323896-44326909|Promoter	chr17:44319625-44324870|-|SLC25A39	chr17:44288092-44288785|Enhancer,chr17:44746767-44746998|Enhancer	chr17:44210483-44210913|Enhancer	chr17:44266601-44269224|Promoter	chr17:44218567-44220304|Promoter	chr17:44288092-44288785|Enhancer	
chr17:44345409-44345889|Promoter	chr17:44345302-44353106|+|GRN	chr17:44523298-44523424|Enhancer					
chr17:44709769-44709931|Promoter	chr17:44708608-44752264|+|DBF4B			chr17:44710184-44710293|Promoter			
chr17:44710184-44710293|Promoter	chr17:44708608-44752264|+|DBF4B			chr17:44709769-44709931|Promoter			
chr17:4709253-4710512|Promoter	chr17:4710630-4721499|+|ARRB2	chr17:4782870-4783174|Enhancer					
chr17:47257794-47258122|Promoter	chr17:47259358-47259420|-|RNU7-186P	chr17:47315452-47316796|Enhancer					
chr17:47322379-47322443|Promoter	chr17:47303474-47323613|-|AC068234.2			chr17:47323389-47323751|Promoter			
chr17:47323389-47323751|Promoter	chr17:47303474-47323613|-|AC068234.2			chr17:47322379-47322443|Promoter			
chr17:47840935-47843293|Promoter	chr17:47837692-47841289|-|SCRN2		chr17:47888657-47890426|Enhancer	chr17:47970733-47971160|Promoter			
chr17:47970733-47971160|Promoter	chr17:47970534-47981781|+|CDK5RAP3	chr17:47888657-47890426|Enhancer		chr17:47840935-47843293|Promoter			
chr17:4803667-4803752|Promoter	chr17:4801159-4802335|-|AC233723.1			chr17:4803867-4803971|Promoter			
chr17:4803867-4803971|Promoter	chr17:4801159-4802335|-|AC233723.1			chr17:4803667-4803752|Promoter			
chr17:48626173-48626875|Promoter	chr17:48621156-48626358|-|HOXB9	chr17:48636308-48636920|Enhancer					
chr17:4881978-4882279|Promoter	chr17:4882975-4883316|+|RN7SL784P	chr17:4818261-4818416|Enhancer					
chr17:48907530-48907532|Promoter	chr17:48908407-48929056|+|UBE2Z			chr17:48907779-48907783|Promoter			
chr17:48907779-48907783|Promoter	chr17:48908407-48929056|+|UBE2Z			chr17:48907530-48907532|Promoter			
chr17:48910527-48910581|Promoter	chr17:48874860-48908983|-|SUMO2P17	chr17:48912001-48912293|Enhancer					
chr17:4898969-4899057|Promoter	chr17:4899418-4902934|+|C17orf107			chr17:4899162-4899327|Promoter			
chr17:4899162-4899327|Promoter	chr17:4899418-4902934|+|C17orf107			chr17:4898969-4899057|Promoter			
chr17:49014001-49014103|Promoter	chr17:49004731-49013725|-|AC091133.3			chr17:49014130-49014339|Promoter			
chr17:49014130-49014339|Promoter	chr17:49004731-49013725|-|AC091133.3			chr17:49014001-49014103|Promoter			
chr17:50477221-50479453|Promoter	chr17:50478860-50485974|+|RSAD1	chr17:50472826-50473005|Enhancer					
chr17:50539072-50539212|Promoter	chr17:50537294-50538754|-|AC021491.2			chr17:50539302-50539330|Promoter			
chr17:50539302-50539330|Promoter	chr17:50537294-50538754|-|AC021491.2			chr17:50539072-50539212|Promoter			
chr17:50546909-50551580|Promoter	chr17:50547089-50555852|+|SPATA20	chr17:50680013-50683445|Enhancer	chr17:50624175-50628150|Enhancer		chr17:50630565-50631955|Promoter		
chr17:50630565-50631955|Promoter	chr17:50627032-50631940|-|AC004590.1	chr17:50680013-50683445|Enhancer	chr17:50624175-50628150|Enhancer		chr17:50546909-50551580|Promoter		
chr17:56892013-56892456|Promoter	chr17:56891270-56891355|-|MIR3614	chr17:56910443-56910832|Enhancer					
chr17:56979290-56979317|Promoter	chr17:56978105-57006763|+|SCPEP1			chr17:56983811-56983815|Promoter			
chr17:56983811-56983815|Promoter	chr17:56982749-56985104|+|AC004584.3			chr17:56979290-56979317|Promoter			
chr17:57085491-57086203|Promoter	chr17:57085246-57121344|+|AKAP1	chr17:57053787-57055165|Enhancer					
chr17:58352609-58353507|Promoter	chr17:58345178-58353093|-|SUPT4H1	chr17:58364040-58364501|Enhancer					
chr17:58417636-58417896|Promoter	chr17:58345206-58417595|-|AC004687.2	chr17:58446391-58447692|Enhancer					
chr17:58673241-58673387|Promoter	chr17:58675286-58675462|+|AC011195.1	chr17:58672880-58673086|Enhancer					
chr17:58756192-58756295|Promoter	chr17:58755854-58985179|+|PPM1E			chr17:58756339-58756466|Promoter			
chr17:58756339-58756466|Promoter	chr17:58755854-58985179|+|PPM1E			chr17:58756192-58756295|Promoter			
chr17:59220474-59220917|Promoter	chr17:59220511-59275970|+|GDPD1	chr17:59438282-59441232|Enhancer					
chr17:62681404-62681507|Promoter	chr17:62679403-62681354|-|AC080038.4	chr17:62693061-62693514|Enhancer					
chr17:63445824-63447029|Promoter	chr17:63432304-63446306|-|CYB561			chr17:63477212-63479144|Promoter			
chr17:63477212-63479144|Promoter	chr17:63477061-63498380|+|ACE			chr17:63445824-63447029|Promoter			
chr17:63599950-63600941|Promoter	chr17:63600895-63608365|+|TACO1			chr17:63612333-63613044|Promoter			
chr17:63612333-63613044|Promoter	chr17:63610772-63611184|-|AC046185.2			chr17:63599950-63600941|Promoter			
chr17:63827627-63827781|Promoter	chr17:63819433-63827663|-|FTSJ3			chr17:63842283-63842593|Promoter			
chr17:63842283-63842593|Promoter	chr17:63832081-63842940|-|SMARCD2			chr17:63827627-63827781|Promoter			
chr17:67032770-67033012|Promoter	chr17:67032409-67033290|-|AC005544.2			chr17:67033045-67033195|Promoter			
chr17:67033045-67033195|Promoter	chr17:67032409-67033290|-|AC005544.2			chr17:67032770-67033012|Promoter			
chr17:67778667-67779550|Promoter	chr17:67774591-67777324|-|RPSAP67	chr17:67800140-67800926|Enhancer					
chr17:69235628-69235880|Promoter	chr17:69232963-69235012|-|AC005495.1	chr17:69067487-69068302|Enhancer					
chr17:73191602-73193281|Promoter	chr17:73192632-73208507|+|COG1	chr17:73255713-73256249|Enhancer	chr17:72560346-72561200|Enhancer				
chr17:74984660-74988209|Promoter	chr17:74987632-75005800|+|CDR2L	chr17:74961684-74962990|Enhancer					
chr17:75060097-75061636|Promoter	chr17:75060491-75060620|-|AC111186.1	chr17:75104949-75106879|Enhancer					
chr17:75088478-75088550|Promoter	chr17:75087727-75106162|+|SLC16A5			chr17:75088602-75088708|Promoter			
chr17:75088602-75088708|Promoter	chr17:75087727-75106162|+|SLC16A5			chr17:75088478-75088550|Promoter			
chr17:75515841-75516516|Promoter	chr17:75516528-75524735|+|TSEN54	chr17:75626046-75626081|Enhancer					
chr17:75942019-75942103|Promoter	chr17:75909574-75941038|-|FBF1			chr17:75942150-75942353|Promoter			
chr17:75942150-75942353|Promoter	chr17:75909574-75941038|-|FBF1			chr17:75942019-75942103|Promoter			
chr17:76735328-76735406|Promoter	chr17:76735865-76779286|+|MFSD11			chr17:76736185-76736642|Promoter			
chr17:76736185-76736642|Promoter	chr17:76736450-76736548|-|MIR636			chr17:76735328-76735406|Promoter			
chr17:76867369-76868479|Promoter	chr17:76868456-76950382|+|MGAT5B	chr17:76887857-76887951|Enhancer					
chr17:7716885-7717453|Promoter	chr17:7717354-7833744|+|DNAH2	chr17:7632596-7634600|Enhancer					
chr17:78110412-78110699|Promoter	chr17:78107398-78111799|-|TNRC6C-AS1	chr17:78136460-78138164|Enhancer					
chr17:78250742-78251221|Promoter	chr17:78250346-78250932|-|AC087645.3	chr17:78474203-78474344|Enhancer,chr17:78175783-78176577|Enhancer				chr17:78175783-78176577|Enhancer	
chr17:78483163-78483456|Promoter	chr17:78484882-78499346|+|DNAH17-AS1			chr17:78483533-78483634|Promoter			
chr17:78483533-78483634|Promoter	chr17:78484882-78499346|+|DNAH17-AS1			chr17:78483163-78483456|Promoter			
chr17:78979576-78979695|Promoter	chr17:78971238-78979935|-|LGALS3BP			chr17:78979789-78979883|Promoter			
chr17:78979789-78979883|Promoter	chr17:78971238-78979935|-|LGALS3BP			chr17:78979576-78979695|Promoter			
chr17:7915676-7915738|Promoter	chr17:7913324-7916276|-|RNF227	chr17:7912904-7913130|Enhancer					
chr17:79839763-79839937|Promoter	chr17:79833156-79839440|-|CBX4	chr17:79969390-79970845|Enhancer					
chr17:79849953-79850112|Promoter	chr17:79848058-79850110|-|AC100791.1			chr17:79850236-79850362|Promoter			
chr17:79850236-79850362|Promoter	chr17:79848058-79850110|-|AC100791.1			chr17:79849953-79850112|Promoter			
chr17:80218341-80218487|Promoter	chr17:80209276-80220338|-|SGSH			chr17:80218542-80218680|Promoter			
chr17:80218542-80218680|Promoter	chr17:80209276-80220338|-|SGSH			chr17:80218341-80218487|Promoter			
chr17:80477094-80477969|Promoter	chr17:80466834-80476607|-|NPTX1	chr17:80426582-80427351|Enhancer	chr17:80422979-80423237|Enhancer				
chr17:80478024-80478417|Promoter	chr17:80466834-80476607|-|NPTX1	chr17:80575477-80575887|Enhancer					
chr17:80991870-80992224|Promoter	chr17:80991841-81000133|+|CHMP6	chr17:81095604-81098524|Enhancer	chr17:81040349-81042743|Enhancer,chr17:81101816-81101877|Enhancer		chr17:81034902-81035215|Promoter		chr17:81101816-81101877|Enhancer
chr17:81002690-81004225|Promoter	chr17:81003335-81005132|+|AC127496.7	chr17:81021649-81024120|Enhancer					
chr17:81034902-81035215|Promoter	chr17:81035122-81117432|+|BAIAP2	chr17:81095604-81098524|Enhancer	chr17:81040349-81042743|Enhancer,chr17:81101816-81101877|Enhancer		chr17:80991870-80992224|Promoter		chr17:81101816-81101877|Enhancer
chr17:8118265-8118996|Promoter	chr17:8095900-8119047|-|ALOXE3	chr17:8058688-8060651|Enhancer					
chr17:8164423-8164646|Promoter	chr17:8159149-8163546|-|VAMP2			chr17:8172585-8173229|Promoter			
chr17:81667292-81667749|Promoter	chr17:81666737-81673899|+|CCDC137			chr17:81667797-81668010|Promoter			
chr17:81667797-81668010|Promoter	chr17:81666737-81673899|+|CCDC137			chr17:81667292-81667749|Promoter			
chr17:8172585-8173229|Promoter	chr17:8173454-8173587|-|SNORD118			chr17:8164423-8164646|Promoter			
chr17:8184865-8186774|Promoter	chr17:8186945-8187004|+|MIR4521	chr17:8121632-8122102|Enhancer					
chr17:81891304-81891919|Promoter	chr17:81887844-81891586|-|ALYREF			chr17:82020153-82022959|Promoter			
chr17:81923560-81923729|Promoter	chr17:81922899-81924511|+|AC145207.8	chr17:81924971-81925070|Enhancer					
chr17:82020153-82022959|Promoter	chr17:82018703-82022918|-|CENPX			chr17:81891304-81891919|Promoter			
chr17:82478079-82478083|Promoter	chr17:82476597-82477924|-|NARF-AS1			chr17:82478313-82478318|Promoter			
chr17:82478313-82478318|Promoter	chr17:82476597-82477924|-|NARF-AS1			chr17:82478079-82478083|Promoter			
chr17:8336872-8336923|Promoter	chr17:8337697-8338758|+|AC135178.4			chr17:8337225-8337295|Promoter			
chr17:8337225-8337295|Promoter	chr17:8337697-8338758|+|AC135178.4			chr17:8336872-8336923|Promoter			
chr18:10595200-10595388|Promoter	chr18:10594590-10604798|+|AP001099.1			chr18:10595498-10595716|Promoter			
chr18:10595498-10595716|Promoter	chr18:10594590-10604798|+|AP001099.1			chr18:10595200-10595388|Promoter			
chr18:12030385-12030453|Promoter	chr18:12031178-12032181|-|AP001542.3			chr18:12030548-12030795|Promoter			
chr18:12030548-12030795|Promoter	chr18:12031178-12032181|-|AP001542.3			chr18:12030385-12030453|Promoter			
chr18:12308333-12309961|Promoter	chr18:12308059-12337225|+|TUBB6	chr18:12283322-12284872|Enhancer					
chr18:13917416-13917618|Promoter	chr18:13882044-13915540|-|MC2R	chr18:13917676-13917745|Enhancer					
chr18:1408355-1408900|Promoter	chr18:1254383-1407180|-|LINC00470	chr18:1409078-1409470|Enhancer					
chr18:22088185-22088624|Promoter	chr18:22088060-22098780|+|AC091043.1			chr18:22088632-22088733|Promoter			
chr18:22088632-22088733|Promoter	chr18:22088060-22098780|+|AC091043.1			chr18:22088185-22088624|Promoter			
chr18:3094851-3095028|Promoter	chr18:3093568-3093629|+|RNU7-25P	chr18:3095948-3096289|Enhancer					
chr18:31556094-31556463|Promoter	chr18:31542146-31556911|-|DSG2-AS1	chr18:31977395-31977485|Enhancer					
chr18:34975329-34975485|Promoter	chr18:34976928-35143470|+|MAPRE2			chr18:34976512-34976911|Promoter			
chr18:34976512-34976911|Promoter	chr18:34976928-35143470|+|MAPRE2			chr18:34975329-34975485|Promoter			
chr18:3594173-3594489|Promoter	chr18:3594114-3598352|+|DLGAP1-AS1	chr18:3665872-3667405|Enhancer	chr18:615547-617011|Enhancer,chr18:624086-624227|Enhancer				chr18:615547-617011|Enhancer
chr18:3771480-3771586|Promoter	chr18:3770017-3771430|-|AP002478.2	chr18:3868486-3870025|Enhancer					
chr18:47929988-47931950|Promoter	chr18:47808957-47931146|-|SMAD2	chr18:48022706-48023058|Enhancer					
chr18:49559028-49559441|Promoter	chr18:49560699-49599185|+|LIPG	chr18:49728171-49728744|Enhancer					
chr18:57435831-57435986|Promoter	chr18:57435374-57491298|+|ONECUT2			chr18:57436061-57436225|Promoter			
chr18:57436061-57436225|Promoter	chr18:57435374-57491298|+|ONECUT2			chr18:57435831-57435986|Promoter			
chr18:58194022-58194214|Promoter	chr18:58189834-58195676|-|AC107896.1	chr18:58322196-58322325|Enhancer					
chr18:58371922-58372104|Promoter	chr18:58371566-58372666|+|AC090236.2			chr18:58372215-58372311|Promoter			
chr18:58372215-58372311|Promoter	chr18:58371566-58372666|+|AC090236.2			chr18:58371922-58372104|Promoter			
chr18:712789-713187|Promoter	chr18:670318-712662|-|ENOSF1			chr18:830964-832534|Promoter			
chr18:79354353-79354490|Promoter	chr18:79352458-79354567|+|AC023090.2	chr18:79354608-79354674|Enhancer					
chr18:830964-832534|Promoter	chr18:832238-832469|+|BOLA2P1			chr18:712789-713187|Promoter			
chr18:9733567-9733729|Promoter	chr18:9734882-9735602|-|AP000902.1	chr18:9733369-9733446|Enhancer					
chr18:9913924-9915087|Promoter	chr18:9914002-9960021|+|VAPA	chr18:9877239-9877948|Enhancer	chr18:9889758-9890802|Enhancer				
chr19:1001525-1001973|Promoter	chr19:999796-1002757|-|AC004528.1			chr19:1003609-1003814|Promoter			
chr19:1003609-1003814|Promoter	chr19:999796-1002757|-|AC004528.1			chr19:1001525-1001973|Promoter			
chr19:10250282-10250325|Promoter	chr19:10251964-10260045|+|MRPL4	chr19:10074385-10074551|Enhancer					
chr19:10287679-10289839|Promoter	chr19:10285801-10289019|-|AC011511.5			chr19:10332262-10337097|Promoter			
chr19:10332262-10337097|Promoter	chr19:10333436-10336248|+|AC114271.1,chr19:10316212-10333638|-|RAVER1			chr19:10287679-10289839|Promoter			
chr19:10702056-10702301|Promoter	chr19:10701439-10713365|+|QTRT1	chr19:10862860-10864666|Enhancer					
chr19:10717557-10719923|Promoter	chr19:10718404-10718503|+|MIR638,chr19:10718079-10831903|+|DNM2	chr19:10748465-10751245|Enhancer					
chr19:11382932-11384039|Promoter	chr19:11377207-11384314|-|EPOR	chr19:11440910-11442630|Enhancer		chr19:11434860-11435259|Promoter			
chr19:11434860-11435259|Promoter	chr19:11435288-11450968|+|PRKCSH		chr19:11440910-11442630|Enhancer	chr19:11382932-11384039|Promoter			
chr19:11496116-11496775|Promoter	chr19:11495544-11495622|-|MIR7974	chr19:11551901-11552101|Enhancer					
chr19:11812254-11812394|Promoter	chr19:11814284-11835201|+|ZNF440			chr19:11813681-11813831|Promoter			
chr19:11813681-11813831|Promoter	chr19:11814284-11835201|+|ZNF440			chr19:11812254-11812394|Promoter			
chr19:11923820-11924106|Promoter	chr19:11925068-11950773|+|ZNF700			chr19:11962663-11964330|Promoter			
chr19:11962663-11964330|Promoter	chr19:11965037-11980381|+|ZNF763			chr19:11923820-11924106|Promoter			
chr19:12140524-12141785|Promoter	chr19:12092843-12140350|-|ZNF20	chr19:11880492-11881688|Enhancer	chr19:11884803-11884841|Enhancer				
chr19:1286307-1286323|Promoter	chr19:1285873-1301431|+|EFNA2			chr19:1286419-1286504|Promoter			
chr19:1286419-1286504|Promoter	chr19:1285873-1301431|+|EFNA2			chr19:1286307-1286323|Promoter			
chr19:1286769-1286772|Promoter	chr19:1285873-1301431|+|EFNA2	chr19:1288368-1288371|Enhancer					
chr19:12965105-12966625|Promoter	chr19:12965159-12974762|+|DAND5	chr19:12977926-12979015|Enhancer					
chr19:13081805-13082600|Promoter	chr19:13081966-13082564|+|AC007787.2	chr19:12983622-12984110|Enhancer	chr19:13036352-13037223|Enhancer				
chr19:13104601-13104799|Promoter	chr19:13099033-13102867|-|LYL1			chr19:13150769-13152989|Promoter			
chr19:13150769-13152989|Promoter	chr19:13150411-13154911|+|IER2			chr19:13104601-13104799|Promoter			
chr19:13872680-13873642|Promoter	chr19:13874699-13874808|+|MIR181C	chr19:13880214-13880269|Enhancer,chr19:13869391-13869827|Enhancer				chr19:13869391-13869827|Enhancer	
chr19:1399667-1399738|Promoter	chr19:1397026-1401570|-|GAMT			chr19:1399868-1399973|Promoter			
chr19:1399868-1399973|Promoter	chr19:1397026-1401570|-|GAMT			chr19:1399667-1399738|Promoter			
chr19:14573608-14574348|Promoter	chr19:14566078-14572066|-|NDUFB7	chr19:14889001-14889687|Enhancer					
chr19:1594455-1594842|Promoter	chr19:1573596-1592865|-|MBD3	chr19:1594948-1594972|Enhancer					
chr19:16066585-16067691|Promoter	chr19:16067507-16103005|+|TPM4	chr19:16086662-16086972|Enhancer					
chr19:16473269-16473381|Promoter	chr19:16355247-16472085|-|EPS15L1			chr19:16473598-16473676|Promoter			
chr19:16473598-16473676|Promoter	chr19:16355247-16472085|-|EPS15L1			chr19:16473269-16473381|Promoter			
chr19:17225124-17225149|Promoter	chr19:17226225-17229219|+|OCEL1			chr19:17225413-17225452|Promoter			
chr19:17225413-17225452|Promoter	chr19:17226225-17229219|+|OCEL1			chr19:17225124-17225149|Promoter			
chr19:17245332-17245415|Promoter	chr19:17231883-17245940|-|NR2F6			chr19:17245570-17245610|Promoter			
chr19:17245570-17245610|Promoter	chr19:17231883-17245940|-|NR2F6			chr19:17245332-17245415|Promoter			
chr19:17263863-17263974|Promoter	chr19:17249176-17264796|-|USHBP1			chr19:17263998-17264022|Promoter			
chr19:17263998-17264022|Promoter	chr19:17249176-17264796|-|USHBP1			chr19:17263863-17263974|Promoter			
chr19:17292349-17293019|Promoter	chr19:17292609-17306843|+|MRPL34	chr19:17338180-17339412|Enhancer					
chr19:17298441-17298474|Promoter	chr19:17296196-17296695|-|AC010463.3			chr19:17298604-17298768|Promoter			
chr19:17298604-17298768|Promoter	chr19:17296196-17296695|-|AC010463.3			chr19:17298441-17298474|Promoter			
chr19:17334579-17335304|Promoter	chr19:17334920-17342731|+|GTPBP3,chr19:17323223-17334855|-|ANO8	chr19:17337892-17338146|Enhancer					
chr19:17395155-17395279|Promoter	chr19:17390509-17394158|-|CCDC194			chr19:17448247-17449015|Promoter			
chr19:17448247-17449015|Promoter	chr19:17435509-17448668|-|TMEM221			chr19:17395155-17395279|Promoter			
chr19:17453622-17454715|Promoter	chr19:17452211-17452969|-|AC010319.5			chr19:17469099-17469499|Promoter			
chr19:17469099-17469499|Promoter	chr19:17470489-17506168|+|SLC27A1			chr19:17453622-17454715|Promoter			
chr19:1747492-1748421|Promoter	chr19:1748160-1748745|+|AC005256.1	chr19:1767003-1768460|Enhancer					
chr19:17859619-17859767|Promoter	chr19:17859910-17864153|+|RPL18A	chr19:17996970-17997070|Enhancer					
chr19:18440314-18440670|Promoter	chr19:18441419-18443597|+|AC010335.1	chr19:18462022-18463533|Enhancer					
chr19:18542367-18542368|Promoter	chr19:18531751-18543577|-|FKBP8			chr19:18542597-18542602|Promoter			
chr19:18542597-18542602|Promoter	chr19:18531751-18543577|-|FKBP8			chr19:18542367-18542368|Promoter			
chr19:1875937-1876153|Promoter	chr19:1874871-1876169|-|AC012615.1	chr19:1871346-1872658|Enhancer					
chr19:19138793-19139800|Promoter	chr19:19119169-19138493|-|TMEM161A	chr19:19059461-19061640|Enhancer					
