anchor	chrom	start	end	type	nearestDistanceToTSS	nearestGene	nearestGeneLoc
chr1:145996659-145996973|Promoter	chr1	145996659	145996973	Promoter	216	TXNIP	chr1:145992435-145996600|-|TXNIP
chr1:146005874-146008973|Enhancer	chr1	146005874	146008973	Enhancer	10823	TXNIP	chr1:145992435-145996600|-|TXNIP
chr1:146011732-146013389|Enhancer	chr1	146011732	146013389	Enhancer	15960	TXNIP	chr1:145992435-145996600|-|TXNIP
chr1:147098209-147098410|Enhancer	chr1	147098209	147098410	Enhancer	13553	RNVU1-8	chr1:147084616-147084756|-|RNVU1-8
chr1:147098481-147099015|Enhancer	chr1	147098481	147099015	Enhancer	13992	RNVU1-8	chr1:147084616-147084756|-|RNVU1-8
chr1:147272427-147275233|Enhancer	chr1	147272427	147275233	Enhancer	31176	CHD1L	chr1:147242654-147295765|+|CHD1L
chr1:147388601-147391506|Enhancer	chr1	147388601	147391506	Enhancer	28999	OR13Z1P	chr1:147419053-147419900|+|OR13Z1P
chr1:147494617-147496858|Enhancer	chr1	147494617	147496858	Enhancer	13499	OR13Z3P	chr1:147482238-147482628|+|OR13Z3P
chr1:147515376-147515477|Enhancer	chr1	147515376	147515477	Enhancer	2448	LINC00624	chr1:147258885-147517875|-|LINC00624
chr1:147515522-147515626|Enhancer	chr1	147515522	147515626	Enhancer	2301	LINC00624	chr1:147258885-147517875|-|LINC00624
chr1:147600131-147600767|Enhancer	chr1	147600131	147600767	Enhancer	58948	BCL9	chr1:147541501-147626216|+|BCL9
chr1:147627209-147627702|Enhancer	chr1	147627209	147627702	Enhancer	43068	ACP6	chr1:147642230-147670524|-|ACP6
chr1:147640879-147644181|Enhancer	chr1	147640879	147644181	Enhancer	27994	ACP6	chr1:147642230-147670524|-|ACP6
chr1:147669899-147670269|Promoter	chr1	147669899	147670269	Promoter	440	ACP6	chr1:147642230-147670524|-|ACP6
chr1:147670452-147670571|Promoter	chr1	147670452	147670571	Promoter	0	ACP6	chr1:147642230-147670524|-|ACP6
chr1:147699811-147700097|Enhancer	chr1	147699811	147700097	Enhancer	2160	AC241644.1	chr1:147697794-147699335|+|AC241644.1
chr1:147700128-147700370|Enhancer	chr1	147700128	147700370	Enhancer	2455	AC241644.1	chr1:147697794-147699335|+|AC241644.1
chr1:147723587-147724334|Enhancer	chr1	147723587	147724334	Enhancer	26166	AC241644.1	chr1:147697794-147699335|+|AC241644.1
chr1:147884156-147884396|Enhancer	chr1	147884156	147884396	Enhancer	23680	GJA8	chr1:147907956-147909257|+|GJA8
chr1:147884488-147884690|Enhancer	chr1	147884488	147884690	Enhancer	23367	GJA8	chr1:147907956-147909257|+|GJA8
chr1:147889751-147894571|Enhancer	chr1	147889751	147894571	Enhancer	15795	GJA8	chr1:147907956-147909257|+|GJA8
chr1:148370173-148370186|Enhancer	chr1	148370173	148370186	Enhancer	7646	RNVU1-1	chr1:148362370-148362533|-|RNVU1-1
chr1:148370308-148370431|Enhancer	chr1	148370308	148370431	Enhancer	7836	RNVU1-1	chr1:148362370-148362533|-|RNVU1-1
chr1:149888562-149889002|Promoter	chr1	149888562	149889002	Promoter	769	HIST2H2AB	chr1:149887484-149888013|-|HIST2H2AB
chr1:149944043-149944133|Enhancer	chr1	149944043	149944133	Enhancer	7209	MTMR11	chr1:149928651-149936879|-|MTMR11
chr1:149944256-149944360|Enhancer	chr1	149944256	149944360	Enhancer	7429	MTMR11	chr1:149928651-149936879|-|MTMR11
chr1:150001148-150001461|Enhancer	chr1	150001148	150001461	Enhancer	9421	OTUD7B	chr1:149937812-150010726|-|OTUD7B
chr1:150001513-150001741|Enhancer	chr1	150001513	150001741	Enhancer	9099	OTUD7B	chr1:149937812-150010726|-|OTUD7B
chr1:150050609-150054052|Promoter	chr1	150050609	150054052	Promoter	0	AC244033.1	chr1:150053864-150055034|+|AC244033.1
chr1:150071717-150073552|Enhancer	chr1	150071717	150073552	Enhancer	4933	AC244033.2	chr1:150045660-150067701|-|AC244033.2
chr1:150149353-150152183|Promoter	chr1	150149353	150152183	Promoter	1585	PLEKHO1	chr1:150149183-150160065|+|PLEKHO1
chr1:150166122-150166200|Enhancer	chr1	150166122	150166200	Enhancer	6888	AC242988.2	chr1:150173049-150181429|+|AC242988.2
chr1:150169090-150169221|Enhancer	chr1	150169090	150169221	Enhancer	3893	AC242988.2	chr1:150173049-150181429|+|AC242988.2
chr1:150187300-150187639|Enhancer	chr1	150187300	150187639	Enhancer	14420	AC242988.2	chr1:150173049-150181429|+|AC242988.2
chr1:150362733-150365770|Promoter	chr1	150362733	150365770	Promoter	0	RPRD2	chr1:150364650-150476566|+|RPRD2
chr1:150429855-150430137|Enhancer	chr1	150429855	150430137	Enhancer	57368	TARS2	chr1:150487364-150507609|+|TARS2
chr1:150454409-150454470|Enhancer	chr1	150454409	150454470	Enhancer	32924	TARS2	chr1:150487364-150507609|+|TARS2
chr1:150454554-150454753|Enhancer	chr1	150454554	150454753	Enhancer	32710	TARS2	chr1:150487364-150507609|+|TARS2
chr1:150463251-150465851|Enhancer	chr1	150463251	150465851	Enhancer	22813	TARS2	chr1:150487364-150507609|+|TARS2
chr1:150484977-150485421|Enhancer	chr1	150484977	150485421	Enhancer	2165	TARS2	chr1:150487364-150507609|+|TARS2
chr1:150516495-150516883|Promoter	chr1	150516495	150516883	Promoter	932	FALEC	chr1:150515757-150518032|+|FALEC
chr1:150530453-150535670|Enhancer	chr1	150530453	150535670	Enhancer	16307	ADAMTSL4	chr1:150549369-150560937|+|ADAMTSL4
chr1:150549252-150550511|Promoter	chr1	150549252	150550511	Promoter	0	ADAMTSL4	chr1:150549369-150560937|+|ADAMTSL4
chr1:150557812-150561714|Enhancer	chr1	150557812	150561714	Enhancer	2039	AL356356.1	chr1:150548562-150557724|-|AL356356.1
chr1:150567883-150568498|Promoter	chr1	150567883	150568498	Promoter	1078	RN7SL600P	chr1:150568971-150569269|-|RN7SL600P
chr1:150734846-150735150|Enhancer	chr1	150734846	150735150	Enhancer	14103	HORMAD1	chr1:150698060-150720895|-|HORMAD1
chr1:150735318-150735670|Enhancer	chr1	150735318	150735670	Enhancer	14599	HORMAD1	chr1:150698060-150720895|-|HORMAD1
chr1:150812770-150813331|Promoter	chr1	150812770	150813331	Promoter	352	RNU6-1309P	chr1:150812591-150812698|-|RNU6-1309P
chr1:150831665-150831918|Enhancer	chr1	150831665	150831918	Enhancer	19093	RNU6-1309P	chr1:150812591-150812698|-|RNU6-1309P
chr1:150831938-150832164|Enhancer	chr1	150831938	150832164	Enhancer	19353	RNU6-1309P	chr1:150812591-150812698|-|RNU6-1309P
chr1:151023247-151024963|Promoter	chr1	151023247	151024963	Promoter	1253	RNU6-884P	chr1:151022746-151022852|-|RNU6-884P
chr1:151070951-151072757|Promoter	chr1	151070951	151072757	Promoter	1093	GABPB2	chr1:151070761-151125542|+|GABPB2
chr1:151097964-151103018|Enhancer	chr1	151097964	151103018	Enhancer	12237	RPS29P29	chr1:151111912-151112728|-|RPS29P29
chr1:151154047-151157669|Promoter	chr1	151154047	151157669	Promoter	0	TNFAIP8L2	chr1:151156649-151159749|+|TNFAIP8L2
chr1:151165184-151165885|Promoter	chr1	151165184	151165885	Promoter	413	LYSMD1	chr1:151159748-151165948|-|LYSMD1
chr1:151194083-151198150|Enhancer	chr1	151194083	151198150	Enhancer	2435	PIP5K1A	chr1:151198552-151249531|+|PIP5K1A
chr1:151236578-151236826|Enhancer	chr1	151236578	151236826	Enhancer	18001	PSMD4	chr1:151254703-151267479|+|PSMD4
chr1:151236859-151237832|Enhancer	chr1	151236859	151237832	Enhancer	17357	PSMD4	chr1:151254703-151267479|+|PSMD4
chr1:151250597-151254744|Promoter	chr1	151250597	151254744	Promoter	0	PSMD4	chr1:151254703-151267479|+|PSMD4
chr1:151299209-151301213|Promoter	chr1	151299209	151301213	Promoter	0	RN7SL444P	chr1:151300665-151300964|-|RN7SL444P
chr1:151339054-151342392|Promoter	chr1	151339054	151342392	Promoter	0	AL391069.1	chr1:151340648-151341966|+|AL391069.1
chr1:151346310-151347222|Promoter	chr1	151346310	151347222	Promoter	0	AL391069.2	chr1:151346967-151348027|+|AL391069.2
chr1:151395973-151396375|Enhancer	chr1	151395973	151396375	Enhancer	3399	PSMB4	chr1:151399573-151401937|+|PSMB4
chr1:151399133-151399574|Promoter	chr1	151399133	151399574	Promoter	0	PSMB4	chr1:151399573-151401937|+|PSMB4
chr1:151442036-151445514|Enhancer	chr1	151442036	151445514	Enhancer	4775	RNY4P25	chr1:151439000-151439095|+|RNY4P25
chr1:151532001-151536449|Enhancer	chr1	151532001	151536449	Enhancer	6080	TUFT1	chr1:151540305-151583583|+|TUFT1
chr1:151593919-151594414|Enhancer	chr1	151593919	151594414	Enhancer	17839	SNX27	chr1:151612006-151699091|+|SNX27
chr1:151692344-151695568|Enhancer	chr1	151692344	151695568	Enhancer	7070	AL589765.1	chr1:151701026-151708386|+|AL589765.1
chr1:151705813-151706413|Enhancer	chr1	151705813	151706413	Enhancer	4320	RIIAD1	chr1:151710433-151729606|+|RIIAD1
chr1:151733501-151735427|Enhancer	chr1	151733501	151735427	Enhancer	13236	RNU6-662P	chr1:151747597-151747700|-|RNU6-662P
chr1:151836166-151837412|Enhancer	chr1	151836166	151837412	Enhancer	3768	C2CD4D	chr1:151837819-151840557|-|C2CD4D
chr1:151908569-151909550|Promoter	chr1	151908569	151909550	Promoter	577	THEM4	chr1:151870866-151909637|-|THEM4
chr1:151929886-151929936|Enhancer	chr1	151929886	151929936	Enhancer	20274	THEM4	chr1:151870866-151909637|-|THEM4
chr1:151930140-151930337|Enhancer	chr1	151930140	151930337	Enhancer	20601	THEM4	chr1:151870866-151909637|-|THEM4
chr1:151933563-151935872|Enhancer	chr1	151933563	151935872	Enhancer	16194	KRT8P28	chr1:151949523-151950912|-|KRT8P28
chr1:151966356-151972869|Enhancer	chr1	151966356	151972869	Enhancer	18700	KRT8P28	chr1:151949523-151950912|-|KRT8P28
chr1:151993424-151999006|Promoter	chr1	151993424	151999006	Promoter	0	AL450992.1,S100A10	chr1:151994531-152042774|+|AL450992.1,chr1:151982915-151993859|-|S100A10
chr1:151999981-152003710|Enhancer	chr1	151999981	152003710	Enhancer	7314	AL450992.1	chr1:151994531-152042774|+|AL450992.1
chr1:152013719-152015323|Enhancer	chr1	152013719	152015323	Enhancer	4141	NBPF18P	chr1:152018662-152022508|+|NBPF18P
chr1:152018753-152019621|Promoter	chr1	152018753	152019621	Promoter	525	NBPF18P	chr1:152018662-152022508|+|NBPF18P
chr1:152034767-152037124|Promoter	chr1	152034767	152037124	Promoter	0	S100A11	chr1:152032506-152037004|-|S100A11
chr1:152051226-152052968|Enhancer	chr1	152051226	152052968	Enhancer	15093	S100A11	chr1:152032506-152037004|-|S100A11
chr1:152184744-152184772|Enhancer	chr1	152184744	152184772	Enhancer	4593	FLG-AS1	chr1:152189351-152408084|+|FLG-AS1
chr1:152185757-152185868|Enhancer	chr1	152185757	152185868	Enhancer	3538	FLG-AS1	chr1:152189351-152408084|+|FLG-AS1
chr1:152186741-152190820|Promoter	chr1	152186741	152190820	Promoter	0	FLG-AS1	chr1:152189351-152408084|+|FLG-AS1
chr1:152347371-152347588|Enhancer	chr1	152347371	152347588	Enhancer	12526	FLG2	chr1:152348735-152360006|-|FLG2
chr1:152440821-152441720|Enhancer	chr1	152440821	152441720	Enhancer	27007	CRNN	chr1:152409243-152414263|-|CRNN
chr1:152486545-152486582|Enhancer	chr1	152486545	152486582	Enhancer	24239	LCE5A	chr1:152510803-152512177|+|LCE5A
chr1:152486664-152486778|Enhancer	chr1	152486664	152486778	Enhancer	24082	LCE5A	chr1:152510803-152512177|+|LCE5A
chr1:152533038-152533494|Enhancer	chr1	152533038	152533494	Enhancer	18784	CRCT1	chr1:152514482-152516008|+|CRCT1
chr1:152533514-152533629|Enhancer	chr1	152533514	152533629	Enhancer	19089	CRCT1	chr1:152514482-152516008|+|CRCT1
chr1:152871361-152873269|Enhancer	chr1	152871361	152873269	Enhancer	6007	SMCP	chr1:152878322-152885047|+|SMCP
chr1:152960697-152961849|Enhancer	chr1	152960697	152961849	Enhancer	9375	SPRR4	chr1:152970648-152972574|+|SPRR4
chr1:152961908-152962313|Enhancer	chr1	152961908	152962313	Enhancer	8537	SPRR4	chr1:152970648-152972574|+|SPRR4
chr1:153190527-153192968|Enhancer	chr1	153190527	153192968	Enhancer	11682	LELP1	chr1:153203430-153205120|+|LELP1
chr1:153238647-153239560|Enhancer	chr1	153238647	153239560	Enhancer	14023	AL161636.2	chr1:153225080-153226006|+|AL161636.2
chr1:153277998-153278112|Enhancer	chr1	153277998	153278112	Enhancer	18368	LOR	chr1:153259687-153262124|+|LOR
chr1:153349988-153357229|Enhancer	chr1	153349988	153357229	Enhancer	4245	S100A9	chr1:153357854-153361023|+|S100A9
chr1:153399441-153401045|Enhancer	chr1	153399441	153401045	Enhancer	3472	S100A15A	chr1:153396591-153396771|-|S100A15A
chr1:153492232-153496748|Enhancer	chr1	153492232	153496748	Enhancer	6274	RN7SL44P	chr1:153500463-153500764|-|RN7SL44P
chr1:153509470-153514400|Enhancer	chr1	153509470	153514400	Enhancer	11171	RN7SL44P	chr1:153500463-153500764|-|RN7SL44P
chr1:153532546-153537546|Promoter	chr1	153532546	153537546	Promoter	0	S100A6,BX470102.1	chr1:153534599-153536244|-|S100A6,chr1:153533603-153535115|+|BX470102.1
chr1:153543016-153543309|Promoter	chr1	153543016	153543309	Promoter	1397	S100A5	chr1:153537147-153541765|-|S100A5
chr1:153543311-153543587|Promoter	chr1	153543311	153543587	Promoter	1684	S100A5	chr1:153537147-153541765|-|S100A5
chr1:153565865-153570739|Promoter	chr1	153565865	153570739	Promoter	0	S100A2	chr1:153561108-153567890|-|S100A2
chr1:153601696-153601794|Enhancer	chr1	153601696	153601794	Enhancer	4538	BX470102.2	chr1:153586813-153606283|-|BX470102.2
chr1:153601851-153602163|Enhancer	chr1	153601851	153602163	Enhancer	4276	BX470102.2	chr1:153586813-153606283|-|BX470102.2
chr1:153617813-153618151|Promoter	chr1	153617813	153618151	Promoter	996	S100A14	chr1:153614255-153616986|-|S100A14
chr1:153627710-153629526|Promoter	chr1	153627710	153629526	Promoter	0	S100A1,S100A13	chr1:153627926-153632037|+|S100A1,chr1:153618799-153628239|-|S100A13
chr1:153677626-153680219|Promoter	chr1	153677626	153680219	Promoter	0	NPR1	chr1:153678688-153693992|+|NPR1
chr1:153920441-153920762|Enhancer	chr1	153920441	153920762	Enhancer	2370	GATAD2B	chr1:153804725-153922972|-|GATAD2B
chr1:153921299-153922986|Promoter	chr1	153921299	153922986	Promoter	0	GATAD2B	chr1:153804725-153922972|-|GATAD2B
chr1:153944995-153947212|Promoter	chr1	153944995	153947212	Promoter	0	DENND4B	chr1:153929501-153946718|-|DENND4B
chr1:153985849-153987725|Promoter	chr1	153985849	153987725	Promoter	0	RAB13,AL358472.6	chr1:153981617-153986352|-|RAB13,chr1:153975850-153986246|-|AL358472.6
chr1:154009566-154010077|Enhancer	chr1	154009566	154010077	Enhancer	14189	AL358472.1	chr1:153995632-153995960|+|AL358472.1
chr1:154184913-154187684|Enhancer	chr1	154184913	154187684	Enhancer	5801	TPM3	chr1:154155304-154192100|-|TPM3
chr1:154192001-154192351|Promoter	chr1	154192001	154192351	Promoter	0	TPM3	chr1:154155304-154192100|-|TPM3
chr1:154199045-154201253|Enhancer	chr1	154199045	154201253	Enhancer	6184	C1orf189	chr1:154199085-154206333|-|C1orf189
chr1:154220328-154220462|Promoter	chr1	154220328	154220462	Promoter	216	UBAP2L	chr1:154220179-154271509|+|UBAP2L
chr1:154220491-154220721|Promoter	chr1	154220491	154220721	Promoter	0	C1orf43	chr1:154206706-154220636|-|C1orf43
chr1:154270724-154273007|Promoter	chr1	154270724	154273007	Promoter	0	HAX1	chr1:154272511-154275875|+|HAX1
chr1:154276522-154278749|Enhancer	chr1	154276522	154278749	Enhancer	5124	HAX1	chr1:154272511-154275875|+|HAX1
chr1:154304134-154304345|Enhancer	chr1	154304134	154304345	Enhancer	6589	RNU6-121P	chr1:154297650-154297748|+|RNU6-121P
chr1:154304451-154304582|Enhancer	chr1	154304451	154304582	Enhancer	6866	RNU6-121P	chr1:154297650-154297748|+|RNU6-121P
chr1:154325450-154327937|Promoter	chr1	154325450	154327937	Promoter	0	ATP8B2	chr1:154325553-154351304|+|ATP8B2
chr1:154335111-154335532|Enhancer	chr1	154335111	154335532	Enhancer	3421	RNU7-57P	chr1:154338743-154338802|+|RNU7-57P
chr1:154345183-154345790|Enhancer	chr1	154345183	154345790	Enhancer	6743	RNU7-57P	chr1:154338743-154338802|+|RNU7-57P
chr1:154348440-154350092|Enhancer	chr1	154348440	154350092	Enhancer	10523	RNU7-57P	chr1:154338743-154338802|+|RNU7-57P
chr1:154351991-154353964|Enhancer	chr1	154351991	154353964	Enhancer	14234	RNU7-57P	chr1:154338743-154338802|+|RNU7-57P
chr1:154358300-154358435|Enhancer	chr1	154358300	154358435	Enhancer	19624	RNU7-57P	chr1:154338743-154338802|+|RNU7-57P
chr1:154358480-154358617|Enhancer	chr1	154358480	154358617	Enhancer	19805	RNU7-57P	chr1:154338743-154338802|+|RNU7-57P
chr1:154404053-154407316|Promoter	chr1	154404053	154407316	Promoter	0	IL6R,IL6R-AS1	chr1:154405193-154469450|+|IL6R,chr1:154402328-154406564|-|IL6R-AS1
chr1:154478290-154480764|Promoter	chr1	154478290	154480764	Promoter	0	AL162591.2	chr1:154480012-154481501|+|AL162591.2
chr1:154534066-154534934|Enhancer	chr1	154534066	154534934	Enhancer	19109	UBE2Q1-AS1	chr1:154553609-154555017|+|UBE2Q1-AS1
chr1:154544597-154544844|Enhancer	chr1	154544597	154544844	Enhancer	8888	UBE2Q1-AS1	chr1:154553609-154555017|+|UBE2Q1-AS1
chr1:154546607-154546793|Enhancer	chr1	154546607	154546793	Enhancer	6909	UBE2Q1-AS1	chr1:154553609-154555017|+|UBE2Q1-AS1
chr1:154558990-154559826|Promoter	chr1	154558990	154559826	Promoter	746	UBE2Q1	chr1:154548577-154558662|-|UBE2Q1
chr1:154589492-154589660|Enhancer	chr1	154589492	154589660	Enhancer	9913	AL592078.1	chr1:154579065-154579663|-|AL592078.1
chr1:154589787-154589898|Enhancer	chr1	154589787	154589898	Enhancer	10179	AL592078.1	chr1:154579065-154579663|-|AL592078.1
chr1:154669643-154671968|Enhancer	chr1	154669643	154671968	Enhancer	42792	ADAR	chr1:154582057-154628013|-|ADAR
chr1:154758925-154760966|Enhancer	chr1	154758925	154760966	Enhancer	110335	KCNN3	chr1:154697455-154870281|-|KCNN3
chr1:154765563-154766399|Enhancer	chr1	154765563	154766399	Enhancer	104300	KCNN3	chr1:154697455-154870281|-|KCNN3
chr1:154778316-154778381|Enhancer	chr1	154778316	154778381	Enhancer	91932	KCNN3	chr1:154697455-154870281|-|KCNN3
chr1:154778403-154778487|Enhancer	chr1	154778403	154778487	Enhancer	91836	KCNN3	chr1:154697455-154870281|-|KCNN3
chr1:154877359-154879025|Enhancer	chr1	154877359	154879025	Enhancer	7911	KCNN3	chr1:154697455-154870281|-|KCNN3
chr1:154942813-154944949|Enhancer	chr1	154942813	154944949	Enhancer	6511	AL451085.1	chr1:154937370-154938059|+|AL451085.1
chr1:154961539-154963941|Promoter	chr1	154961539	154963941	Promoter	0	AL451085.2,PYGO2	chr1:154961825-154962623|+|AL451085.2,chr1:154957026-154962036|-|PYGO2
chr1:154984134-154986409|Promoter	chr1	154984134	154986409	Promoter	1927	FLAD1	chr1:154983344-154993111|+|FLAD1
chr1:154988057-154988695|Enhancer	chr1	154988057	154988695	Enhancer	5032	FLAD1	chr1:154983344-154993111|+|FLAD1
chr1:154995330-154995934|Enhancer	chr1	154995330	154995934	Enhancer	2044	LENEP	chr1:154993588-154994142|+|LENEP
chr1:154999108-155003038|Promoter	chr1	154999108	155003038	Promoter	0	ZBTB7B	chr1:155002630-155018522|+|ZBTB7B
chr1:155006336-155006548|Enhancer	chr1	155006336	155006548	Enhancer	3812	ZBTB7B	chr1:155002630-155018522|+|ZBTB7B
chr1:155006693-155006884|Enhancer	chr1	155006693	155006884	Enhancer	4158	ZBTB7B	chr1:155002630-155018522|+|ZBTB7B
chr1:155016547-155019022|Enhancer	chr1	155016547	155019022	Enhancer	15154	ZBTB7B	chr1:155002630-155018522|+|ZBTB7B
chr1:155043886-155046896|Promoter	chr1	155043886	155046896	Promoter	0	DCST1-AS1	chr1:155045191-155046118|-|DCST1-AS1
chr1:155052607-155052787|Promoter	chr1	155052607	155052787	Promoter	1411	ADAM15	chr1:155051286-155062775|+|ADAM15
chr1:155060856-155064728|Promoter	chr1	155060856	155064728	Promoter	0	AL691442.1,EFNA4	chr1:155063748-155086807|+|AL691442.1,chr1:155063737-155069553|+|EFNA4
chr1:155081667-155088074|Enhancer	chr1	155081667	155088074	Enhancer	6033	EFNA3	chr1:155078837-155087538|+|EFNA3
chr1:155090075-155094931|Enhancer	chr1	155090075	155094931	Enhancer	13666	EFNA3	chr1:155078837-155087538|+|EFNA3
chr1:155164906-155168917|Enhancer	chr1	155164906	155168917	Enhancer	6421	KRTCAP2	chr1:155169408-155173333|-|KRTCAP2
chr1:155172669-155177888|Promoter	chr1	155172669	155177888	Promoter	0	TRIM46,KRTCAP2	chr1:155173787-155184971|+|TRIM46,chr1:155169408-155173333|-|KRTCAP2
chr1:155193490-155193942|Promoter	chr1	155193490	155193942	Promoter	801	MUC1	chr1:155185824-155192915|-|MUC1
chr1:155207009-155208861|Promoter	chr1	155207009	155208861	Promoter	0	MTX1,THBS3	chr1:155208699-155213824|+|MTX1,chr1:155195588-155207981|-|THBS3
chr1:155322777-155324130|Promoter	chr1	155322777	155324130	Promoter	722	RUSC1-AS1	chr1:155316863-155324176|-|RUSC1-AS1
chr1:155836876-155836957|Enhancer	chr1	155836876	155836957	Enhancer	8450	AL139128.1	chr1:155845367-155846624|+|AL139128.1
chr1:155837341-155837542|Enhancer	chr1	155837341	155837542	Enhancer	7925	AL139128.1	chr1:155845367-155846624|+|AL139128.1
chr1:155857032-155857153|Enhancer	chr1	155857032	155857153	Enhancer	2307	GON4L	chr1:155749662-155859400|-|GON4L
chr1:155857212-155857296|Enhancer	chr1	155857212	155857296	Enhancer	2146	GON4L	chr1:155749662-155859400|-|GON4L
chr1:155937704-155938528|Enhancer	chr1	155937704	155938528	Enhancer	3594	RXFP4	chr1:155941710-155942949|+|RXFP4
chr1:155959265-155961827|Enhancer	chr1	155959265	155961827	Enhancer	9210	MIR6738	chr1:155951273-155951336|-|MIR6738
chr1:155964622-155967945|Enhancer	chr1	155964622	155967945	Enhancer	12515	AL355388.2	chr1:155978799-155982986|+|AL355388.2
chr1:155988981-155991238|Promoter	chr1	155988981	155991238	Promoter	0	ARHGEF2	chr1:155946851-155990073|-|ARHGEF2
chr1:156026094-156027683|Enhancer	chr1	156026094	156027683	Enhancer	5937	SSR2	chr1:156009048-156020951|-|SSR2
chr1:156066254-156066946|Enhancer	chr1	156066254	156066946	Enhancer	5440	RAB25	chr1:156061160-156070504|+|RAB25
chr1:156088404-156092933|Enhancer	chr1	156088404	156092933	Enhancer	8090	LMNA	chr1:156082578-156140089|+|LMNA
chr1:156094670-156098512|Enhancer	chr1	156094670	156098512	Enhancer	14013	LMNA	chr1:156082578-156140089|+|LMNA
chr1:156102969-156103146|Enhancer	chr1	156102969	156103146	Enhancer	20479	LMNA	chr1:156082578-156140089|+|LMNA
chr1:156103252-156103414|Enhancer	chr1	156103252	156103414	Enhancer	20755	LMNA	chr1:156082578-156140089|+|LMNA
chr1:156105034-156105640|Enhancer	chr1	156105034	156105640	Enhancer	22759	LMNA	chr1:156082578-156140089|+|LMNA
chr1:156123210-156123906|Enhancer	chr1	156123210	156123906	Enhancer	26461	SEMA4A	chr1:156150019-156177752|+|SEMA4A
chr1:156126765-156132676|Enhancer	chr1	156126765	156132676	Enhancer	20298	SEMA4A	chr1:156150019-156177752|+|SEMA4A
chr1:156140321-156143775|Enhancer	chr1	156140321	156143775	Enhancer	7971	SEMA4A	chr1:156150019-156177752|+|SEMA4A
chr1:156168389-156168545|Enhancer	chr1	156168389	156168545	Enhancer	18448	SEMA4A	chr1:156150019-156177752|+|SEMA4A
chr1:156168572-156169041|Enhancer	chr1	156168572	156169041	Enhancer	18787	SEMA4A	chr1:156150019-156177752|+|SEMA4A
chr1:156223702-156227067|Enhancer	chr1	156223702	156227067	Enhancer	12391	PMF1	chr1:156212993-156240042|+|PMF1
chr1:156236361-156236635|Enhancer	chr1	156236361	156236635	Enhancer	5686	BGLAP	chr1:156242184-156243317|+|BGLAP
chr1:156236694-156237220|Enhancer	chr1	156236694	156237220	Enhancer	5227	BGLAP	chr1:156242184-156243317|+|BGLAP
chr1:156319683-156319857|Enhancer	chr1	156319683	156319857	Enhancer	17544	TSACC	chr1:156337314-156346995|+|TSACC
chr1:156321819-156323316|Enhancer	chr1	156321819	156323316	Enhancer	14746	TSACC	chr1:156337314-156346995|+|TSACC
chr1:156381799-156387963|Enhancer	chr1	156381799	156387963	Enhancer	3345	AL139130.1	chr1:156388226-156395609|+|AL139130.1
chr1:156388204-156388413|Promoter	chr1	156388204	156388413	Promoter	0	AL139130.1	chr1:156388226-156395609|+|AL139130.1
chr1:156388433-156388541|Promoter	chr1	156388433	156388541	Promoter	261	AL139130.1	chr1:156388226-156395609|+|AL139130.1
chr1:156441147-156441226|Enhancer	chr1	156441147	156441226	Enhancer	11760	C1orf61	chr1:156404256-156429426|-|C1orf61
chr1:156441889-156441958|Enhancer	chr1	156441889	156441958	Enhancer	12497	C1orf61	chr1:156404256-156429426|-|C1orf61
chr1:156442732-156448878|Enhancer	chr1	156442732	156448878	Enhancer	10772	AL139412.1	chr1:156446412-156456577|-|AL139412.1
chr1:156452031-156452838|Enhancer	chr1	156452031	156452838	Enhancer	4142	AL139412.1	chr1:156446412-156456577|-|AL139412.1
chr1:156456383-156456647|Promoter	chr1	156456383	156456647	Promoter	0	AL139412.1	chr1:156446412-156456577|-|AL139412.1
chr1:156479559-156481859|Enhancer	chr1	156479559	156481859	Enhancer	20066	MEF2D	chr1:156463727-156500775|-|MEF2D
chr1:156489361-156490027|Enhancer	chr1	156489361	156490027	Enhancer	11081	MEF2D	chr1:156463727-156500775|-|MEF2D
chr1:156500592-156502035|Promoter	chr1	156500592	156502035	Promoter	0	MEF2D	chr1:156463727-156500775|-|MEF2D
chr1:156582330-156585026|Enhancer	chr1	156582330	156585026	Enhancer	3951	TTC24	chr1:156579727-156586770|+|TTC24
chr1:156590718-156591323|Promoter	chr1	156590718	156591323	Promoter	741	NAXE	chr1:156591762-156594299|+|NAXE
chr1:156605472-156612220|Enhancer	chr1	156605472	156612220	Enhancer	6442	AL365181.4	chr1:156614742-156615288|-|AL365181.4
chr1:156616714-156617321|Promoter	chr1	156616714	156617321	Promoter	1729	AL365181.4	chr1:156614742-156615288|-|AL365181.4
chr1:156617372-156617477|Promoter	chr1	156617372	156617477	Promoter	1990	HAPLN2	chr1:156619415-156625725|+|HAPLN2
chr1:156624180-156628117|Enhancer	chr1	156624180	156628117	Enhancer	6733	HAPLN2	chr1:156619415-156625725|+|HAPLN2
chr1:156655446-156661772|Promoter	chr1	156655446	156661772	Promoter	0	AL590666.2	chr1:156646507-156661424|-|AL590666.2
chr1:156673762-156673888|Enhancer	chr1	156673762	156673888	Enhancer	3582	NES	chr1:156668763-156677407|-|NES
chr1:156675322-156679017|Promoter	chr1	156675322	156679017	Promoter	0	NES	chr1:156668763-156677407|-|NES
chr1:156688747-156694140|Promoter	chr1	156688747	156694140	Promoter	0	AL590666.4,AL590666.3	chr1:156689676-156704757|+|AL590666.4,chr1:156687695-156691997|-|AL590666.3
